REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,body,2012-05-19 07:05:51,00:00,,,1,"b'b"" Currently", knitr  converts   into and the Markdown converter then generates However, I think it would be better default behaviour to just print the result, WITHOUT enclosing the result in backticks (which are in turn converted to code tags).If I don\'t want the code tags, I have no choice. Whereas if the default behaviour was to not add TAGS, I could just add the tags.I don\'t think adds any formatting. And this is the behaviour that I would expect.In particular, I was trying to write a formula in a blog post that included inline output. However, this didn\'t work because of the code tags (e.g., $2+2 =  $).Keeping it plain gives the user freedom to do what they want with the resulting output. Alternative," is there a way of using handles or some other feature to disable the use of tags for inline code in R Markdown?""'",,,,,,,,,,,,,,,
knitr,244,closed,1,2012-05-19 07:05:51,269.72,,1,,"b'b"" I don\'t think is adding this markup. I believe it must be  ", which is translating to  . AFAIK, was not designed for reproducible document writing. So the usage was mainly to highlight code," which is why you are seeing the markup. ""'",,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,2,2012-05-19 07:05:51,1387.3,,1,,"b'b"" @ramnathv I updated the issue to clarify my understanding of the role of knitr and the markdown to html program. I\'m essentially asking whether the default behaviour in knitr for inline commands should be to just print the result rather than surrounding the result in backticks. I think this would be more flexible. Also"," I imagine you have not seen what R Markdown can do. It supports inline commands now. See [the answer to this question]url ""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,3,2012-05-19 07:05:51,618.47,1,,,"b""b' sorry", this is not well documented; the solution is to use  , which means not to wrap my result in any tags; just leave it as-is," e.g. it is hidden deep in url '""",,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,closed,2012-05-21 23:17:05,971.23,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,reopened,2012-05-23 12:04:19,767.23,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,4,2012-05-19 07:05:51,903.8,,,1,"b""b' Thanks @yihui . That works perfectly. I added the details to [this question on stack overflow]url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,closed,2012-05-23 12:05:08,0.82,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,opened,2012-07-08 20:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,title,2012-07-08 20:26:46,00:00,,1,,"b""b' chunk names"," dots and plots'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,body,2012-07-08 20:26:46,00:00,,1,,b'b\' I\\\'ve noticed that if one (accidently) uses chunk name with dots, the result plot will not behave as expected it will not produce an image," but it will ""plot"". If one uses argument"," there will be figure caption. Just no plot. It would be helpful if the diagnostic output of ""knitting"" would indicate an invalid chunk name which may result in ""unexpected behavior"".  \''",,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,1,2012-07-08 20:26:46,61.17,,1,,"b""b' you have been warned in the documentation: url  but you might be right -I should replace dots with more robust characters for LaTeX'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,2,2012-07-08 20:26:46,14.48,,,1,"b'b"" In my case"," I was  some variables names to chunk names for diagnosis purposes and dots slipped past me. I\'m just saying it would be nice to have a warning when knitting.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,3,2012-07-08 20:26:46,76.68,,,1,"b'b"" I agree. I\'ll do it. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,closed,2012-07-09 00:27:59,241.22,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,4,2012-07-08 20:26:46,90.18,,1,,"b""b' Should be fixed now. BTW"," note is no longer necessary; it is the default now (in the latest version).'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,reopened,2012-07-09 15:54:39,926.67,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,5,2012-07-08 20:26:46,926.32,1,,,"b""b' The fix was problematic. I should have only fixed instead of  ; the latter can confuse users when they use chunk references.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,closed,2012-07-09 22:37:01,402.37,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,321,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,opened,2012-07-13 09:12:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,title,2012-07-13 09:12:32,00:00,,1,,"b'b\' Not always returning the correct ""error""\''",,,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,body,2012-07-13 09:12:32,00:00,1,,,"b""b' This might seem convoluted but this just happened to me and it took me some time to figure it out... In the following example"," the error message will say that object x can not be found when the actual (original) error was a problem in the function called.  '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,1,2012-07-13 09:12:32,400.48,,1,,"b""b' that is because you cannot assign to since has a in it", so the object is not actually created," thus cannot be found  '""",,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,closed,2012-07-13 15:53:01,400.48,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,2,2012-07-13 09:12:32,13.18,,1,,b'b\' I get that," but since the error is ""I have an error here...""", shouldn\\\'t knitr report it, instead of the fact that it can\\\'t find x for the caption?\'',,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,3,2012-07-13 09:12:32,6.08,,1,,"b""b' knitr does not stop on errors inside code chunks", because the code is always evaluated in  ; only errors outside can stop knitr to stop on errors inside the code chunk," you need to redefine the [  hook]url  e.g.  url '""",,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,4,2012-07-13 09:12:32,7.52,1,,,"b'b"" Yes"," that\'s what I added in my example ;-) and I found the resulting message misleading.But I suppose that is a pretty infrequent use case (an inside chunk error that generates an outside chunk error). Just thought I would mention it in case it was easy to fix...""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,5,2012-07-13 09:12:32,6.92,1,,,"b'b"" Oh"," sorry I did not notice it. I\'ll see what is happening there.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,reopened,2012-07-13 16:26:44,33.72,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,6,2012-07-13 09:12:32,9.53,1,,,"b""b' I see the reason now. It is because the error hook was called _later_ than the evaluation of the option. However", I cannot put it before the evaluation of the options, because other hooks may require the options to be evaluated. In this case," the hook needs to be evaluated before it is called. I agree this is confusing but I cannot do much about it. Currently there is no way to really stop inside the evaluation of a chunk. The functionality comes from the **evaluate** package.'""",,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,7,2012-07-13 09:12:32,124.1,,,1,"b""b' Ok"," thanks for looking into it!'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,closed,2012-08-06 02:21:53,595.15,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,337,closed,-,-,-,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,opened,2012-08-23 19:23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,title,2012-08-23 19:23:59,00:00,,1,,"b""b' This changes how knitr deals with duplicate chunk names"," see issue #368'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,closed,2012-08-23 19:24:56,0.95,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,reopened,2012-08-23 19:57:45,32.82,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,1,2012-08-23 19:23:59,758.75,1,,,"b'b"" Weird"," this pull request became a separate issue. It should have been attached to #368. I\'m sorry.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,2,2012-08-23 19:23:59,637.37,,,1,"b""b' That is fine. I do not actually know how to attach a pull request to an issue... The only problem with this fix is the chunk labels become unpredictable -may become or  .'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,3,2012-08-23 19:23:59,281.95,,,1,"b'b"" That is true. It seems that is an obligatory side-effect of allowing non-unique chunk names. It is not so elegant indeed.(Sweave with cacheSweave don\'t bother about duplicate names at all. In their logging they just give the original name", i.e. you have to figure out yourself which of the duplicately named blocks it is. Would be fine with me for knitr too that case the inelegant naming could be kept internal). I thought of giving each block its own counter, instead of using the chunk count. This would work for multiple calls of a child document. E.g. in the Stackoverflow post that triggered this discussion, the number would simply be the times the chunk is executed, which is more intuitive than the chunk count. If the blocks in the child document were to have duplicate names, however, the resulting table names would be a mess once again. BTW: With this pull request I shortly feared for cache filename problems with repeated chunks, but that is not a problem, the cache files also neatly have the chunk count in them. Ah, I just thought of another way. Chunks in child documents could get a compound label: name_of_parent_. That way you could forbid duplicate chunk names again, and deal with multiple calls of a child document. Oh wait, this does not work for inline knit_child() calls, nor for multiple knit_child() calls from one block. Maybe it does if work if you keep the \'rename when duplicate\' intact?You see, I\'m just brainstorming a bit here," hope that\'s OK with you.""'",,,,,,,,,,
knitr,369,closed,4,2012-08-23 19:23:59,374.07,1,,,"b""b' Since the SO question has got a solution", I decide not to use this pull request at the moment (although it is very tempting). Sorry. BTW," I provided my own solution there too: url '""",,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,closed,2012-08-26 05:36:07,578.37,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,5,2012-08-23 19:23:59,491.85,,,1,"b""b' The solution with knit_expand and {{}} looks really nice. However"," as mentioned here url  it makes the code in child chunk not runnable. Is there any chance that you would provide a solution that can handle that?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,369,closed,-,-,-,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,opened,2012-09-04 06:15:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,title,2012-09-04 06:15:10,00:00,,1,,"b""b' Pandoc Not Embedding Images in dzslides'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,body,2012-09-04 06:15:10,00:00,,1,,"b'b"" Don\'t know why"," but running on the markdown generated by wasn\'t embedding the images into the html even though the .html generated by RStudio did embed the images. I came up with a hacky workaround that I wanted to share in case you wanted to build automatic embedding in the to stage. Which is then used in a chunk: Think that is something that can be built in for both user supplied and code generated images?""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,1,2012-09-04 06:15:10,885.88,,1,,"b""b' I cannot reproduce the problem with this minimal example:  % title% author # first level ## second level  You used  "," but do you have the second level headings at all?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,2,2012-09-04 06:15:10,268.72,,1,,"b'b"" When I get an Internet connection for my computer I\'ll post my exact file or email it to you.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,closed,2012-09-05 01:29:46,1154.6,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,reopened,2012-09-05 01:29:58,0.2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,3,2012-09-04 06:15:10,130.1,,1,,"b""b' Did you inspect this problem afterwords?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,4,2012-09-04 06:15:10,4.12,,1,,"b'b"" Still having the problem but haven\'t had time to make a simple"," reproducible example.  I\'ll aim for that by the end of the week.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,5,2012-09-04 06:15:10,1375.27,,,1,"b'b"" Hi Yihui I\'m having issues with embedded pictures as well. I can\'t view the picture in either Chrome 22 or Firefox 13. The slide is black with some graphical artifacts where the plot should be. The input file is pretty much the example you give. returns:  % title% author # first level ## second level   ![plot of chunk unnamed-chunk-1](-chunk-1.png) The html generated from is:  ""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,6,2012-09-04 06:15:10,3.13,,1,,"b""b' Additionally"," the plot in your [demo]url  is not rendering in my browsers either. The [Github hosted md]url  of the same demo renders properly. This suggests that it may be a  issue rather than a knitr issue.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,7,2012-09-04 06:15:10,53.97,,1,,"b""b' The difference between the html code rendered by pandoc and github is that pandoc puts inside whereas github does not. Can you open the html file with a text editor", remove the tag and refresh your web browser? If that fixes the problem," it is a matter of browser support to the HTML5 tag  .'""",,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,8,2012-09-04 06:15:10,1198.2,,1,,"b'b"" I\'m closing this issue since I cannot reproduce it. If the problem still exists"," feel free to re-open it.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,closed,2012-11-30 23:34:33,1324.58,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,9,2012-09-04 06:15:10,324.12,,1,,"b'b"" Haven\'t had a chance to try again but I\'m giving a talk in a few weeks and will probably use knitr to make the presentation.  I\'ll see if the issue arises again.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,10,2012-09-04 06:15:10,1295.6,,1,,b'b\' While the workaround worked," it turns out I was missing ""self-contained"" in the pandoc command.  Seems to have fixed the issue.\''",,,,,,,,,,,,,,,,,,,,,,,
knitr,375,closed,-,-,-,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,opened,2012-09-23 20:12:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,title,2012-09-23 20:12:06,00:00,,1,,"b""b' Numeric Argument for Eval'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,body,2012-09-23 20:12:06,00:00,,,1,"b""b' I like how you can use a vector of numerics to indicate which expressions should be printed.  It would be great if that same option were available for eval so that certain lines will be printed but not evaluated.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,1,2012-09-23 20:12:06,394.12,,1,,"b""b' That is possible but will be more complicated than  . You can comment out the code which is not to be evaluated. I probably will not implement this feature unless you need to use it in large scale.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,2,2012-09-23 20:12:06,49.07,,,1,"b'b"" It would be super awesome if you did as I would use it a lot in the book and presentations.  Commenting isn\'t really an option for the book either.  The most recent hack I resorted to works", but ruins color coding and forces unnatural writing. A more natural way would be: BTW," the longQuery line is part of the question about line breaks in  .""'",,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,3,2012-09-23 20:12:06,1137.6,,1,,"b'b"" OK"," I\'ll look into this feature.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,closed,2012-09-26 06:23:27,611.35,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,4,2012-09-23 20:12:06,480.07,1,,,b'b\'   can be numeric now," but I implemented it in a way that I guess is not you expected :) You want to ""cheat"" by pretending you have run but actually are evaluated. To cheat in a natural way", use on the lines that you do not want to be evaluated, and use if you know how to manually break the lines: For numeric  , the expressions will be commented out.\'',,,,,,,,,,,,,,,,,,,,
knitr,383,closed,5,2012-09-23 20:12:06,641.48,,1,,"b'b"" Thanks for doing this but I\'m confused.  You say use  .  Does that mean as a separate chunk?  Then it won\'t look like on contiguous block and it\'s pretty much like before. If the lines are just commented out (for numeric eval) that doesn\'t really accomplish it either because then it\'s obvious to the reader that it\'s not run.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,6,2012-09-23 20:12:06,79.3,,1,,"b""b' Yes I mean a separate chunk for  . And you are right"," the numeric I did is not what you really want.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,7,2012-09-23 20:12:06,416.17,,1,,"b'b"" Is it difficult to implement or do you not agree with the idea? I\'m cool continuing to fake it"," it just makes the writing more awkward and harder.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,8,2012-09-23 20:12:06,105.25,,1,,"b""b' I do not agree with this idea of modifying the source code but hide the modification behind the scene. I think it makes the code unpredictable somehow. That said"," I think I can tweak the hook a little bit so that you can customize the source code easier.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,9,2012-09-23 20:12:06,3.15,,,1,"b'b"" I see where you are coming from for papers were you really want it to be reproducible.  My use case is that I need the code to be understandable yet still compile easily on any computer (hence my not wanting to connect to the DB each time it\'s run"," especially since I usually keep the DB server off). Any tweaks to would be greatly appreciated.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,reopened,2012-09-29 04:11:21,1307.9,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,10,2012-09-23 20:12:06,53.6,,1,,"b""b' It seems you do not use very often?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,11,2012-09-23 20:12:06,12.73,,1,,"b'b"" Have cache set on by default", but truth be told it has caused me a lot of headaches. Speaking of defaults," I\'m noticing the chunks aren\'t always honoring them specifically regarding figure options. But I\'ll save that for another issue.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,12,2012-09-23 20:12:06,1325.77,1,,,"b""b' This issue is pretty messy to deal with"," and I still have not figured out how to solve it properly. Here is a hack anyway: url '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,13,2012-09-23 20:12:06,1390.87,,1,,"b""b' Exactly what I need", you rock:   But I got it to work with Rmd, but not Rnw yet," still playing with it.'""",,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,14,2012-09-23 20:12:06,27.68,1,,,"b""b' You can just tweak the hook a tiny bit (although you might complain about syntax highlighting):  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,15,2012-09-23 20:12:06,3.45,1,,,"b""b' Arg"," I am gonna complain about syntax highlighting (you know me too well).  So it thinks the line is a comment event after the the regex is run?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,16,2012-09-23 20:12:06,105.07,1,,,"b'b"" I\'ll charge :beer: for this one because it forced me to use the internal force: You have to disable for such chunks"," and highlight the source afterwards. Arrr... this looks ugly.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,17,2012-09-23 20:12:06,122.33,,1,,"b'b"" Haven\'t gotten it to work properly yet"," been working on some other issues.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,closed,2013-08-06 06:52:40,161.32,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,383,closed,-,-,-,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,opened,2012-10-03 15:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,title,2012-10-03 15:11:41,00:00,,1,,"b""b' Chain cached chunk dependence'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,body,2012-10-03 15:11:41,00:00,,,1,"b""b' It would be nice to be able to chain chunks when there are dependencies.  I was thinking that a notation like or for instance might tell this chunks depends on the previous  or the two previous chunks. So it would be possible to chain all chunks with and to break the chain"," simply set a chunk to or  .'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,1,2012-10-03 15:11:41,4.22,,1,,"b""b' A conservative approach is  ", which means later chunks depend on all previous chunks. If that is not enough or applicable to you, I can consider the numeric values for  ," which sounds useful indeed.'""",,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,2,2012-10-03 15:11:41,16.27,,1,,"b'b"" I couldn\'t find much documentation on  ", maybe that\'s why Ihaven\'t figured how to break the chain for certain chunks. I could notoverride dependance using for instance. I have chunk chains like:1 -3 -If I update 2, it updates 3," 4 and 5 as well. 2012/10/3 Yihui Xie notifications@""'",,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,3,2012-10-03 15:11:41,32.48,,1,,"b""b' The documentation is at  . There is no user-visible way to break the chain. I will add numeric support to in the next version.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,4,2012-10-03 15:11:41,1381.15,,,1,"b""b' Great !'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,closed,2012-10-09 06:14:06,902.42,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,5,2012-10-03 15:11:41,909.65,,1,,"b""b' done; see url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,6,2012-10-03 15:11:41,437.13,,1,,"b""b' Does this make obsolete? Is there a difference between saying and  ?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,7,2012-10-03 15:11:41,275.58,,1,,"b""b' @krlmlr I think you are right. is a special case of  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,8,2012-10-03 15:11:41,898.47,,,1,"b'b\' I don\\\'t understand ""special case"". When I tested it", it seemed to me that a change in chunk 2 did not lead to reevaluation of chunk 4. I could try to create a reproducible example if this is not the expected behavior. For now, I\\\'m back to good old :-)\'',,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,9,2012-10-03 15:11:41,891.92,,1,,"b""b' I see. I was wrong. specifies that chunk N depends on chunk N-1", but not N-2, N-3, ...," and means chunk N depends on chunk  '""",,,,,,,,,,,,,,,,,,,,
knitr,390,closed,10,2012-10-03 15:11:41,2.47,,1,,"b""b' With  ", I would have expected that chunk 4 is reprocessed because chunk 3 is reprocessed because chunk 2 has changed. Is it true that the dependency is triggered only if a chunk is actually changed," but not if a chunk is recompiled because of another dependency? That would be counterintuitive to me.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,11,2012-10-03 15:11:41,225.45,,1,,"b'b"" Okay", I just figured it out. only works when it is written in the chunk header," so won\'t work. The example below works:     I think this is a bug.\\x01\\x01 I mean should work.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,reopened,2013-12-05 03:47:00,1292.9,0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,12,2012-10-03 15:11:41,1378.25,,1,,"b'b"" @krlmlr This is actually not a bug. It is by design. It is not easy to get to work as a global option", because the dependencies are set up during the parsing time," not running time. It has to be a local chunk option. I\'ll emphasize this in the documentation. You need to call in your case.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,closed,2014-01-26 04:20:17,33.28,0,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,390,closed,-,-,-,0,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,opened,2013-03-13 22:49:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,title,2013-03-13 22:49:01,00:00,,1,,"b""b' Improve documentation of output argument to knit2pdf'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,body,2013-03-13 22:49:01,00:00,,1,,"b'b"" In  ", the documentation of the argument says However, this is not clear. It is the path (name) of the output of the process which is then fed to the (e.g.  ). That is, should be a file," not a file. This contrasts with where is passed on to where it is the output HTML file. (Or so it seems; I\'ve not used  .)""'",,,,,,,,,,,,,,,,,,,,
knitr,500,closed,closed,2013-03-19 19:13:59,1224.97,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,1,2013-03-13 22:49:01,1226.52,,1,,"b""b' Thanks! I agree it is misleading. I simply removed this argument since it does not seem to be useful here.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,2,2013-03-13 22:49:01,173.47,,1,,"b'b"" I don\'t know if this is a compelling enough use case", but I used the argument in my answer to this Stack Overflow question: url There, was being called inside a loop to create multiple, separate PDF\'s from the same Rnw file (that differed in content based on the looping variable which was present in the calling environment). This could be accomplished in two steps with  / ," but avoiding the two step process is precisely the purpose of  .""'",,,,,,,,,,,,,,,,,,,,
knitr,500,closed,3,2013-03-13 22:49:01,434.23,1,,,"b""b' Oops. Sorry about that. How about this? It looks a little bit awkward compared to your original answer...'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,reopened,2013-03-27 00:09:28,295.48,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,closed,2013-03-27 00:22:32,13.07,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,4,2013-03-13 22:49:01,1140.3,,1,,"b""b' Hopefully the meaning of is clearer now.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,500,closed,-,-,-,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,opened,2013-09-05 10:04:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,title,2013-09-05 10:04:13,00:00,,1,,"b""b' Why is KNITR_WIDTH a global option and not a package option?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,body,2013-09-05 10:04:13,00:00,,1,,b'b\' I have found through code inspection, after I have noticed that resets  . Very useful indeed. I am willing to contribute documentation, but then I\\\'m unsure where to put it. Perhaps in []url  But then a new section,"Global options"" would have to be introduced. This leads to the question: Why is a global option in the first place? Wouldn\\\'t it be more consistent to use a package option here? Besides  , only seems to be queried using the call.\''
knitr	597	closed	1	yihui	2013-09-05 10:04:13	1080.47	+1			b""b' Because requires knitr to be loaded, whereas can be used anywhere (e.g. in  ) since it is a base R function. I kind of regret the invention of now. Perhaps I should have used to set the package option from day one; although now all the package options can be read from in that way. might be a bad name as well... perhaps it should be I have not documented it because I have not made the decision yet.'",,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,2,2013-09-05 10:04:13,185.25,,1,,"b'b"" A transition to global options instead of still should be possible", by forwarding the calls to to the global options interface. May I suggest maintaining a distinction between chunk and package option using a different prefix, say, vs.  ? I haven\'t found a corresponding issue in the issue tracker. Also," we should not forget documenting once the transition is done.""'",,,,,,,,,,,,,,,,,,,,
knitr,597,closed,closed,2013-09-28 05:26:54,1162.68,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,3,2013-09-05 10:04:13,1353.33,,1,,"b""b' I do not plan to do that to  . Now has been renamed to  "," and documented.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,reopened,2013-11-20 07:48:23,141.48,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,4,2013-09-05 10:04:13,128.82,,1,,"b""b' On second thought", I think it makes sense to be able to set chunk options via something like for  , but then I will have to break what I did before again, because for package options," I cannot use  . I need to change the convention to  . I wonder if there will be many users yelling at me for this change...'""",,,,,,,,,,,,,,,,,,,,
knitr,597,closed,5,2013-09-05 10:04:13,16.98,,1,,"b'b"" The breaking change shouldn\'t be necessary unless you have a package option that starts with  . ?""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,6,2013-09-05 10:04:13,29.6,,1,,"b""b' That is right", and I do not have a package option starting with  , but for the sake of a more consistent naming convention," and are more favorable.'""",,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,7,2013-09-05 10:04:13,104.1,,1,,"b""b' I think and are too long for a prefix anyway. Why not use and prefixes? No compatibility hassles + (more or less) clean naming convention.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,8,2013-09-05 10:04:13,608.07,,1,,"b""b' The main purpose of this is to allow users to change the default package options and chunk options in  "," which only needs to be done once. Most users probably do not need to do this at all. So I do not think a long prefix is a big concern.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,9,2013-09-05 10:04:13,105.62,,1,,"b'b"" I\'ll keep backward compatibility for a while so users can move from to  ""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,closed,2013-11-20 23:42:47,954.4,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,597,closed,-,-,-,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,opened,2013-09-18 22:19:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,606,closed,title,2013-09-18 22:19:56,00:00,,1,,"b'b"" knitr adds \' \' to chunk names in external file"," if 4 spaces follow""'",,,,,,,,,,,,,,,,,,,,,,,
