REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,1,2016-03-10 15:25:36,1100.35,,,1,"b'b\' I get similar results with on my Debian sid host (package version 1.2.5-1.1).  Here is the entire subprocess\\\' output from ""strace -f mosh-server"": [pid  3026] close(6 [pid  3027] set_robust_list(0x7faf831e4a20", 24 [pid  3026]  )   = 0[pid  3027]  ) = 0[pid  3026] rt_sigaction(SIGCHLD, {SIG_DFL, [], SA_RESTORER|SA_RESTART, 0x7faf8287ad30}, {SIG_DFL, [], 0}, 8) = 0[pid  3026] SIGSEGV {si_signo=SIGSEGV, si_code=SEGV_MAPERR, si_addr=0} -[pid  3027] close(5)        = 0[pid  3027] setsid()        = 3027[pid  3027] ioctl(6, TIOCSCTTY, 0)  = 0[pid  3027] dup2(6, 0)      = 0[pid  3027] dup2(6, 1)      = 1[pid  3027] dup2(6, 2)      = 2[pid  3027] close(6)        = 0[pid  3026] +++ killed by SIGSEGV +++\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,2,2016-03-10 15:25:36,520.98,,1,,"b""b' Can you try to get a backtrace with gdb? See the [instructions on the Debian wiki]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,3,2016-03-10 15:25:36,95.37,1,,,b'b\' Not sure where to go from here if anyone has an idea. # gdb mosh-server GNU gdb (Debian 7.10-1+b1) 7.10Copyright (C) 2015 Free Software Foundation, Inc.License GPLv3+: GNU GPL version 3 or later url This is free software: you are free to change and redistribute it.There is NO WARRANTY," to the extent permitted by law.  Type ""show copying""and ""show warranty"" for details.This GDB was configured as ""x86_64-linux-gnu"".Type ""show configuration"" for configuration details.For bug reporting instructions", please see:url Find the GDB manual and other documentation resources online at:url For help," type ""help"".Type ""apropos word"" to search for commands related to ""word""...Reading symbols from mosh-.(gdb) set pagination 0(gdb) runStarting program: /-server [Thread debugging using libthread_db enabled]Using host libthread_db library ""/-linux-"". MOSH CONNECT 60001 DahOJJfGNv9ZR2Rz5pQrMw mosh-server (mosh 1.2.5) [build mosh 1.2.5]Copyright 2012 Keith Winstein mosh-devel@License GPLv3+: GNU GPL version 3 or later url This is free software: you are free to change and redistribute it.There is NO WARRANTY", to the extent permitted by law. [mosh-server detached, pid = 19701][Inferior 1 (process 19697) exited normally](gdb) btNo stack.(gdb)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,4,2016-03-10 15:25:36,10.03,,1,,"b""b' The crash seems to be happening in the background process forked by  "," so do before  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,5,2016-03-10 15:25:36,4.53,,1,,"b""b' Wait"," won\\xe2\\x80\\x99t work because the background process forks other irrelevant background processes. Do this instead: (Unless the process crashes immediately and doesn\\xe2\\x80\\x99t stay around long enough for this to work?)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,6,2016-03-10 15:25:36,270.33,1,,,b'b\' Unfortunately mosh-server is not staying around long enough it would seem. [mosh-server detached, pid = 23302]$ gdb -p 23302GNU gdb (Debian 7.10-1+b1) 7.10Copyright (C) 2015 Free Software Foundation, Inc.License GPLv3+: GNU GPL version 3 or later url This is free software: you are free to change and redistribute it.There is NO WARRANTY," to the extent permitted by law.  Type ""show copying""and ""show warranty"" for details.This GDB was configured as ""x86_64-linux-gnu"".Type ""show configuration"" for configuration details.For bug reporting instructions", please see:url Find the GDB manual and other documentation resources online at:url For help," type ""help"".Type ""apropos word"" to search for commands related to ""word"".Attaching to process 23302ptrace: No such process.(gdb) continueThe program is not being run.(gdb) \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,7,2016-03-10 15:25:36,17.08,,1,,"b'b"" I used the [instructions on the Debian wiki]url  to recompile mosh with debuggign symbols.  It appears that the process is crashing too quickly for a separate gdb: $ gdb -p $(mosh-server |& sed -ne \' = ([0-9]_).*/\\\\1/p\')GNU gdb (Debian 7.10-1+b1) 7.10[ snip ]Attaching to process 19538ptrace: No such process.(gdb) quit I will keep trying to get a proper backtrace.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,8,2016-03-10 15:25:36,15.43,,1,,"b""b' Based on [debugging forks]url  I was able to get a backtrace.  Below is the outline"," for reproduction.  Look at [mosh-]url  for the full output.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,9,2016-03-10 15:25:36,90.57,,1,,"b""b' Boy"," this makes it seem like utempter might be broken on Debian sid. We should try to nail down a non-mosh-specific test case and see if we can reproduce it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,10,2016-03-10 15:25:36,6.55,,1,,"b""b' I rebuilt libutempter with debug symbols and get one more line in the backtrace:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,11,2016-03-10 15:25:36,18.18,,1,,"b'b\' If I edit libutempter and place a ""return"" at line 93 of iface.c (to return early from execute_helper)", then mosh works for me.  The source I edited matched [the upstream git repo]url  (this code hasn\\\'t changed in many years).\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,12,2016-03-10 15:25:36,52.58,1,,,"b'b"" I\'ve managed to reproduce this in an EC2 instance running sid.  The point of failure is an uninitialized trampoline for fork() in libutempter0-the GOT entry is 0", and the crash is from our process trying to jump there.  Tracing it with GDB\'s doesn\'t show anything touching the entry in the GOT entry for fork().  Compiling mosh with results in a working executable for  .  Alas, I\'ve also managed to destroy that instance trying to it. So this doesn\'t appear to be a problem with mosh or utempter, but I now can\'t debug this further either, at least not tonight. I\'m also trying to reproduce it in an instance running Arch," but setting that up is  slowly for some reason. How to trace this (this is from memory and may not be quite right):  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,13,2016-03-10 15:25:36,1005.87,,1,,"b'b"" This should help on what\'s going on: url  I\'m experiencing this too. Tried with older versions of mosh and got the same result"," so it\'s definitely not because something changed on mosh but in some of it\'s dependencies.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,14,2016-03-10 15:25:36,118.65,,,1,"b'b"" Thanks.  Replicating the STC in that PR gets the same behavior I\'m seeing in gdb"," so it\'s a very useful clue.  Working on it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,15,2016-03-10 15:25:36,1047.77,,1,,b'b\' Please, see my analysis on the glibc mailing list [1]. On my debian, to prevent mosh server to crash," you my ensure that it must not linked with ""-lpthread"". Instead ""-pthread"" is OK. I don\\\'t know how obtain this"," because it seems that the ""-lpthread"" is put into the play by the protobuffer library (I assume via the pkg/ automake tools). On my post on the glibc mailing list I posted a test to highlight the problem", and this test is independent by mosh and /or libutempter. BR [1] url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,16,2016-03-10 15:25:36,512.77,1,,,"b'b"" There\'s plenty of little bugs evenly spattered here", and many ways to fix this:Root cause, I think, is that produces  ; is unnecessary and deprecated with gcc.only applies to the link command for  ; I believe it maybe should also be applying  , but evidence for this is a bit thin.or or  has a recent change in behavior that causes it to be more sensitive to finding injected in an odd place in the library search list.  If you hold your mouth just so and look in a certain way, you can almost see this as some kind of issue causing binaries linked with full RELRO to search for symbols differently.  But I think ultimately we\'re feeding the wrong command to gcc.  I haven\'t investigated why this breaks; I think making our build more correct is the better solution. Fixing any one of these little issues would solve Mosh\'s problem.  I think the problem is only maybe 10% our fault, but we\'re left holding a bunch of pieces.  The fix in my PR is perhaps slightly less correct than handling CFLAGS better for link commands, but it\'s also focused on the specific problem and less likely to cause problems on random other platforms.  Bikeshed color opinions (and more substantive comments) will be gratefully listened to. I\'ll also open an issue on protobuf," which I think is primarily to blame here.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,closed,2016-03-24 04:27:19,781.72,4,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,17,2016-03-10 15:25:36,216.02,,1,,"b""b' This is fixed for mosh master"," but not yet for Debian.  Working on that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,reopened,2016-03-24 04:28:40,1.35,4,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,18,2016-03-10 15:25:36,42.45,,,1,"b""b' This is believed fixed (worked-around) for Debian now; mosh-1.2.5-2 is available for unstable and experimental.  Thanks"," @keithw!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,closed,2016-03-31 05:11:07,42.45,4,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,727,closed,-,-,-,4,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,opened,2016-03-14 07:54:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,title,2016-03-14 07:54:25,00:00,,1,,"b""b' Unable to connect since recently'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,body,2016-03-14 07:54:25,00:00,1,,,b'b\' I\\\'ve installed mosh on two Arch Linux machines, both with fully up-to-date software. As of the last few weeks (?), I\\\'ve been unable to use mosh to remotely access either one from the other, even though plain SSH works just fine. Even if both the laptop and desktop are sitting next to each other on the same desk, and connected via an ethernet switch," any time I run mosh I get the blue bar with ""No response received from server"" message", before mosh-client exits. It used to work\\xe2\\x80\\x94the relevant ports in iptables are open on both machines (UDP 60000:61000 and TCP 22)\\xe2\\x80\\x94and disabling iptables has no effect. I\\\'m not sure what else to check to see if I\\\'ve misconfigured something somewhere, or whether it\\\'s a  bug. If anyone can suggest things for me to test, I\\\'d be happy to try it out, as this is confusing me and quite annoying\\xe2\\x80\\x94the main reason I was using mosh was because it would reestablish the connection after the laptop had been suspended, which I do every day to take it to class.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,1,2016-03-14 07:54:25,772.07,1,,,"b'b"" People are reporting what seems like a similar issue in issue #727.  Since Arch is a rolling release and will pick up changes quickly", I\'m wondering if they\'re the same issue.  You could try the debug steps there to see if they result in useful info.  Another thing you can try is looking at mosh-server execution with  :Start an ssh connection to the server so you can observe what\'s going on with moshStart a mosh session.Switch to the ssh session and type .Wait 60 seconds (this is how long mosh-server takes to time out and exit if it doesn\'t hear from a client), and type again. On each invocation of you should see something like one of these lines as the first line of output (what you see will differ slightly, these examples are on FreeBSD): ...or if the problem is similar to that in #727, you might not get anything logged by mosh at all.  If you can  the output you get from each," that\'ll help us figure out what the problem is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,2,2016-03-14 07:54:25,223.95,1,,,"b""b' Oops", that pull request is for #727," not #730.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,3,2016-03-14 07:54:25,1418.07,,1,,"b'b"" I can\'t reproduce this problem on a fresh Arch install on an EC2 instance", either with the Arch package or a build of mosh from source. You might also try tcpdump on both machines," to see whether or not packets are being received from the other.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,4,2016-03-14 07:54:25,300.72,,1,,"b""b' No response from OP.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,closed,2016-03-31 05:09:13,1274.8,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,5,2016-03-14 07:54:25,147.03,1,,,b'b\' I\\\'m so sorry, I forgot all about this bug because university studies and life caught up with me. I followed up on your debugging suggestions, and it seems that isn\\\'t correctly starting on the server for some reason. Opening an SSH session, running then copying the key to a new terminal and running results in a successful connection. Here\\\'s the output from  :  The bottom entry is the SSH session, the three mosh ones are attempts to start mosh from the client, then the top one is a successful mosh session _after_ manually starting on the server and copying the key to the client. During the failed attempts to start mosh from the client, I thought I\\\'d try watching to see if a mosh process even starts with  ," and the only process it listed was the grep process to search  . **EDIT** I found out the problem. In I had ""KillUserProcesses=yes"" for some reason; the default is no. This was causing systemd to kill the mosh-server process after SSH exited. Not a bug", a feature.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,6,2016-03-14 07:54:25,641.45,,,1,"b'b"" Thanks for letting us know!  This appears to be similar to #399", then-though the exact bit of machinery and configuration appear to be different. Now that we\'ve had a few different instances of this issue," it\'s probably worth researching what criteria is  processes by (process group? session? controlling tty? control group?) and seeing if we can have escape the issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,reopened,2016-05-12 18:17:42,788.48,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,7,2016-03-14 07:54:25,1153.48,,1,,"b""b' The officially supported way to have mosh-server escape is to run it with systemd-run. Instead of simply invoking mosh-server new"," Mosh should run per the examples in [systemd-run(1)]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,8,2016-03-14 07:54:25,1368.83,,1,,"b""b' How do and deal with this? Do people have to type all that every time they want to start a new  session?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,9,2016-03-14 07:54:25,1375.07,,1,,"b'b"" (I don\'t think we\'re going to be able to change the default command-line"," since there\'s no way for the mosh client to know if the server has or not. But we might be able to change mosh-server to detect this situation and run itself under  . We should probably just do whatever  do on these systems.)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,10,2016-03-14 07:54:25,237.38,,1,,"b""b' @bbarenblat I can\\xe2\\x80\\x99t get that to work. First I tried it on RHEL 7"," which has instances [disabled]url  Then I tried it on Ubuntu 16.10 and found that processes inside get killed on the user\\xe2\\x80\\x99s last logout even when they otherwise wouldn\\xe2\\x80\\x99t.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,11,2016-03-14 07:54:25,265.88,1,,,"b""b' @bbarenblat Apparently you\\xe2\\x80\\x99re supposed to run to ask systemd to keep your sessions around. But I can\\xe2\\x80\\x99t get that to work either. The behavior I got when testing this is most charitably described as janky. I saw random 30-second delays on ssh login. I saw systemd get stuck in states where it would refuse to launch  . I saw systemd suddenly decide to _kill all my processes_ while I was logged in over ssh and not touching anything. If you can figure out a way to get this to work", I\\xe2\\x80\\x99m interested," but as far as I can tell this functionality isn\\xe2\\x80\\x99t ready for production.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,730,open,-,-,-,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,opened,2016-05-09 04:37:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,title,2016-05-09 04:37:52,00:00,1,,,"b""b' Capture pre-session messages and display in terminal'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,body,2016-05-09 04:37:52,00:00,,,1,"b'b"" SSH doesn\'t do that. Why does mosh? I use  to see server info. Mosh clears it before I get a good look. Can I disable this?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,1,2016-05-09 04:37:52,104.95,,1,,"b""b' Mosh needs to be in control of the entire terminal state to enable its optimizations", so it must start up with the terminal in a known state by clearing the screen. (One could imagine alternate designs," but they would not be Mosh.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,closed,2016-05-09 06:22:49,104.95,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,2,2016-05-09 04:37:52,575.48,1,,,"b'b"" This issue is related to #741 though not exactly the same.  is printed by SSH before login", and Mosh runs after login.  Also implementation varies between OSes-it\'s on OpenBSD, for example.  So it\'s not immediately obvious that we should display this text from  . Mosh could collect  for the work it does before invoking  , and somehow inject that text into the terminal state shared between and  .  could send the text in a special message to  , or could generate the initial terminal state and send it to  . This is a non-trivial bit of work, and possibly rather ugly to implement," but being able to capture messages and errors sent before initializes the display would have some value.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,reopened,2016-05-09 15:58:18,575.48,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,3,2016-05-09 04:37:52,394.12,,1,,"b""b' #754 relates to this also"," SSH security  before the terminal session should not be .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,751,open,-,-,-,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,opened,2016-08-12 15:47:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,title,2016-08-12 15:47:47,00:00,,1,,"b""b' extra newlines on startup and exit'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,body,2016-08-12 15:47:47,00:00,1,,,b'b\' 2016-07-31 11:47:19   mva   by the way, mosh inserting some empty lines: in the shell, it is opening, the first line is empty," and all the output (including shell prompt) starting from second line. And after detaching there is also few empty lines between local command prompt with ""mosh"" command and ""mosh is exiting"" line2016-07-31 11:48:29   mva   it adds some aesthetic discomfort :)2016-08-01 01:11:17   cgull mva:  I didn\\\'t notice your mention of odd  behavior before", sorry.  Mosh uses alternate-screen mode by default, and it should start with a blank screen with a shell prompt on the first line.  It switches back to the normal screen mode on exit, and that should restore the screen as it was before Mosh, with a prompt and cursor on the next line.  Trying it now, I see what I expect on startup, but there2016-08-01 01:11:17   cgull are two extra blank lines on exit.  Can you get screenshots of what you\\\'re seeing and post them somewhere or open a Github issue?2016-08-01 01:35:59   mva   cgull: how about screencast?2016-08-01 01:36:31   cgull that\\\'d do nicely too.2016-08-01 01:37:22   cgull though I\\\'m behind some very slow connectivity right now, might take a little while to download.  And I really should be going to sleep :)2016-08-01 01:38:39   mva   there is 1.7M2016-08-01 01:38:51   mva   not that much bigger than few screenshots ;)2016-08-01 01:40:07   mva   url 2016-08-01 01:51:57   mva   didn\\\'t you already went to sleep? :)2016-08-01 02:00:15   cgull And  yet, I\\\'m still awake.  I see your extra line at startup.  I don\\\'t see that locally.  I see your extra two lines at exit.  I do see that locally.  I\\\'ll look at it more tomorrow.  I\\\'m really going to sleep now.  :)2016-08-01 02:03:44   mva   good night :)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,1,2016-08-12 15:47:47,734.03,,1,,"b'b"" I\'ve now come up with two solutions to this problem", one kludgy and low-impact (  branch, edit some blank lines out on output), and another that I think is a more correct solution but has some potential for problems (  branch, don\'t use a pty for ssh, so we don\'t have echo on the ssh server and don\'t need to output a newline to deal with that). I now feel more strongly that Mosh shouldn\'t be using a pty for ssh because of this issue.  But since shells will behave differently based on whether they have a tty or not, this will certainly change (and possibly break) Mosh\'s behavior for some people. ~~Also as I write this, I remember that there\'s a problem on OS X with that I need to look at," mosh-server crashes or exits or something if it gets typeahead.  So that\'s not final.~~  EDIT:  On a clean build I can\'t reproduce this any more.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,2,2016-08-12 15:47:47,10.47,1,,,"b""b' Unfortunately mosh-server required a pty (to get the initial width and height of the terminal) until 1.2.5. I would rather not break compatibility here if we can avoid it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,closed,2016-09-23 02:30:17,642.5,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,3,2016-08-12 15:47:47,651.28,,1,,"b""b' I think this should be re-opened. The problem still exists in mosh-1.3.0.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,reopened,2017-03-29 00:23:53,1313.6,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,4,2016-08-12 15:47:47,581.35,,1,,"b""b' Both of the newlines outside the alternate-screen session come from the in 39ea3d9512f0fcb2457b8a20635b8c6ea9bcfe67", since appends its own newline. I think one of these is intentional and the other is not. They only show up without  .  The newline inside the alternate-screen session comes from 1de6575e599ef9f7c7a48a16d31d2422490eefd9," perhaps due to the kernel\\xe2\\x80\\x99s tty echo.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,5,2016-08-12 15:47:47,783.42,,1,,"b'b"" Yeah",  I confess I wanted that bug to be fixed a little more than it actually was, and now I see I also missed the inside-Mosh-session problem," too.  I have a fix for the outer problem in progress.  I\'m not sure @andersk\'s explanation for the inner problem is correct-that newline should never reach mosh-client-but I\'ll have a look at it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,6,2016-08-12 15:47:47,800.87,,1,,"b""b' I did test that replacing the with results in the being both displayed on the inner terminal and read into  . The only explanation that comes to mind is tty echo.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,7,2016-08-12 15:47:47,813.2,,1,,"b'b"" You\'re right.  This is trickier to solve cleanly; the simplest thing would be to back out 1de6575.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,8,2016-08-12 15:47:47,822.93,,1,,"b""b' We could move this parent-child communication from the pty to a separate pipe? Or maybe we could just delay the until that point.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,9,2016-08-12 15:47:47,832.35,,,1,"b'b"" A separate pipe is what I\'m working on",  complexity for small benefit.  Moving the means we do it after networking is started," and after the clean cut-point for privilege revocation we have now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,788,open,-,-,-,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,opened,2016-11-01 20:01:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,title,2016-11-01 20:01:45,00:00,,1,,"b""b' Copy replaces \\\\n with spaces'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,body,2016-11-01 20:01:45,00:00,,1,,"b'b"" When  via mouse on macOS", in some cases seems to get replaced by spaces. This seem to happen across different versions of macOS and different terminal apps, starting with  . Downgrading to or switching to seems to solve the issue (for now," couldn\'t find a  case for this).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,1,2016-11-01 20:01:45,38.42,1,,,"b'b""  know about this", but yes, it\'s difficult to reproduce and doesn\'t occur often for me, and I haven\'t been able to pin it down.  I recently discovered some issues with how we handle updates involving scrolling (among other things)," fixing those might also fix this. ^L sometimes but not always clears the bad screen state.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,2,2016-11-01 20:01:45,27.03,,1,,"b'b"" I\'ve experienced this issue fairly regularly since 1.2.6 as well", and I use tmux on the remote end of my mosh sessions," if that helps anything to reproduce the bug.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,3,2016-11-01 20:01:45,15.55,,1,,"b'b"" Which outer terminal emulators are you using?  This might be related to minor differences in how different terminal emulators mark the end of line for text selection. I _think_ I\'ve seen it with both XTerm and iTerm2 3.x but am not sure. Also"," what version of tmux?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,4,2016-11-01 20:01:45,7.7,,1,,"b""b' tmux 1.8 on Linux on the server side"," as the terminal emulator on the client side.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,5,2016-11-01 20:01:45,150.87,,1,,"b'b"" I\'ve seen this as well. Mac OS X 10.11.6 using Mosh 1.2.6 on Linux server and Mac sides.Tmux 2.2 on Linux server side. Happens almost all the time when copying and pasting multiple lines of text (usually into vim).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,6,2016-11-01 20:01:45,255.13,,,1,"b""b' Mine are: client:macOS 10.12.1Terminal 2.7.1mosh 1.2.6OpenSSH_7.2p2", LibreSSL 2.4.1 server:Linux 3.18.28mosh 1.2.4OpenSSH_6.6.1p1," OpenSSL 1.0.2h-fips Thanks for looking into this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,820,closed,7,2016-11-01 20:01:45,34.67,,1,,"b'b"" I\'ve seen this with irssi running in  under OSX. TERM is xterm-256colorUTF8mosh 1.2.6 client  1.2.5 server Selecting multiple lines of text in irssi resulted in me pasting a single line with lots of spaces where a line return should have been. ^L had no impact. After relaunching my terminal and my mosh session", I was also surprised to see that text that had been printed to the screen session before mosh was restarted was still selecting incorrectly.  Text that was printed to the screen session after I relaunched  client worked as expected.  So, whatever this is, seems like it has to do with the interaction between mosh and the rendering of the text at initial display time," versus  time.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
