REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,13,2015-03-29 05:15:35,604.87,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,14,2015-03-29 05:15:35,756.87,,1,,"b""b' Fixed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,15,2015-03-29 05:15:35,501.2,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,16,2015-03-29 05:15:35,349.78,,1,,"b""b' @Montellese your button'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,17,2015-03-29 05:15:35,1123.9,,,1,"b'b"" @wsnipex: Why me? :-P Changes to win32 look ok. Should we wait till Isengard has been branched as this is not really a fix to Kodi itself? I\'d rather not break the buildsystem right now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,18,2015-03-29 05:15:35,1.55,,1,,"b'b"" we would need to make sure it would fetch all changes starting from an empty workspace. Let\'s put this up for next version and we\'ll do a workspace wipe before building Edit:we could then tell jenkins to always pull from closed mirror instead of going through our normal mirror system. Would prevent build fails in case of broken mirror system""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,closed,2015-07-04 07:00:35,656.72,2,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6834,closed,-,-,-,2,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,opened,2015-04-10 12:36:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,title,2015-04-10 12:36:31,00:00,,1,,"b""b' added: allow setting connection timeout for curl urls'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,body,2015-04-10 12:36:31,00:00,,1,,"b""b' ... by using a protocol option useful for addons grabbing stuff from sites which are slow to respond. requested here url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,1,2015-04-10 12:36:31,10.9,,1,,"b""b' Will this be usable by PVR addons which use too? If so then +1.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,2,2015-04-10 12:36:31,2.1,,1,,"b'b"" it\'s usable for everything that uses the VFS. a protocol option is specified like  url|&lt;urle_encoded_protocol_options&gt; i.e. append a pipe and then the options.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,3,2015-04-10 12:36:31,12.15,,,1,"b""b' Sounds good.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,4,2015-04-10 12:36:31,18.42,,,1,"b""b' +1 and fine by me (lets say if the API breakage guys count this as break or no break ;)).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,5,2015-04-10 12:36:31,25.82,,1,,"b'b"" Shouldn\'t the option just get ignored if e.g. an addon uses it on a Kodi build that doesn\'t have this code?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,6,2015-04-10 12:36:31,2.95,1,,,"b'b"" it won\'t but it shouldn\'t harm. it\'s passed on as a http header if it matches no known prot option.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,7,2015-04-10 12:36:31,2.0,,1,,"b""b' Not ideal"," but better than failing completely.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,closed,2015-05-01 22:12:20,575.82,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,reopened,2015-05-06 07:42:53,570.55,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,8,2015-04-10 12:36:31,1072.15,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,9,2015-04-10 12:36:31,5.5,,1,,"b""b' Any objections on merging this? This change would be very useful for PVR clients that communicate with their backend using plain HTTP through without this it is not possible to control the connection timeout (the default is 30 seconds I think).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,10,2015-04-10 12:36:31,6.57,,1,,"b""b' technically a feature"," but +1 for isengard'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,11,2015-04-10 12:36:31,54.62,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,12,2015-04-10 12:36:31,382.05,,1,,"b""b' jenkins build this please because github went down'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,13,2015-04-10 12:36:31,124.67,,,1,"b'b"" @Jalle19 I\'m trying a manual build on jenkins because there was some issue on it (it was pulling an unrelated PR as well) You can see OSX-64 and IOS-ATV went wrong here url Check here url  to see if they build"," in which case you are good.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,closed,2015-05-08 08:25:40,42.78,1,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6914,closed,-,-,-,1,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,opened,2015-04-13 13:10:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,title,2015-04-13 13:10:21,00:00,,1,,"b""b' [PVR] fix timersettings dialog'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,body,2015-04-13 13:10:21,00:00,,1,,b'b\' 2 fixes: 1) Users should add radio timers is the radio section and tv timers in the tv section now radio and tv windows are separated. There is no need for both tv and radio channels in the same dialog anymore, it\\\'s just confusing. If you want to add a radio timer, you\\\'ll have to go to the radio section. 2) Adding a new timer on the 1st channel," so without adjusting the channel spinner will not set any channel and will throw this error: ""ERROR: PVRTimers AddTimer no channel given""\''",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,1,2015-04-13 13:10:21,1342.58,,1,,"b""b' @Jalle19 @xhaggi '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,2,2015-04-13 13:10:21,170.12,,,1,"b'b"" I really would appriciate if we only fix / change very important things in the timer settings dialog right now as I\'m currently rewriting the dialog from scratch. Every change in the old code easily makes things more difficult for me due to merge conflicts. Both things you\'ve change in this PR are already fixed / part of my timer settings dialog rewrite. So", if people feel that it is acceptable to live with the two problems you\'ve fixed with this PR, for the next release I\'d kindly ask not to include this for Isengard," purely to make my live with the rewrite a little bit easier.""'",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,3,2015-04-13 13:10:21,10.67,,1,,"b'b"" @ksooo  Yes", I know, but we can merge this after Isengard splits from the master branch," no idea when that will be though? Then you won\'t have merge conflicts as v16+ don\'t need this.""'",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,4,2015-04-13 13:10:21,3.55,,1,,"b""b' == Yes", I know, but we can merge this after Isengard splits from the master branchNot sure," as number 1 is definitely no bug fix. Last chance to merge non-bugfixes for Isengard is April 20th'""",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,5,2015-04-13 13:10:21,281.72,1,,,"b'b"" @ksooo I\'m not sure if you should block this PR only for the reason you have some rebase conflicts later. The changes are less intrusive and the conflict will only effect one file"," easy stuff IMO :stuck_out_tongue_winking_eye:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,6,2015-04-13 13:10:21,61.92,,1,,"b'b"" @xhaggi I\'m not blocking the PR. Just wanted to give a headsup. If you want to have this in ... your button. ;-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,7,2015-04-13 13:10:21,19.05,,1,,"b""b' IMO we should merge this in for Isengard because it improves the dialog and fix an issue. jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,8,2015-04-13 13:10:21,86.45,,1,,"b""b' @xhaggi updated as requested'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,9,2015-04-13 13:10:21,500.42,,,1,"b""b' thanks .. jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,10,2015-04-13 13:10:21,773.15,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,11,2015-04-13 13:10:21,1151.62,,,1,"b""b' @xhaggi looking good now?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,closed,2015-04-20 14:31:35,81.23,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,reopened,2015-04-20 14:31:53,0.3,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,12,2015-04-13 13:10:21,55.72,,1,,"b""b' yep jenkins build and merge'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,closed,2015-04-20 16:48:39,136.77,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,6940,closed,-,-,-,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,opened,2015-05-05 23:22:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,title,2015-05-05 23:22:41,00:00,,1,,"b""b' [pvr] bumps addons to use libplatform'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,1,2015-05-05 23:22:41,0.35,,1,,"b""b' jenkins build addons please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,2,2015-05-05 23:22:41,435.53,,1,,"b'b"" isn\'t #7069 needed to make this work with the addons build trigger? (without it the libplatform is not built at all...)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,3,2015-05-05 23:22:41,9.1,,1,,"b""b' #7069 must go in first"," then the bumped add-ons can be built again (by Jenkins).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,4,2015-05-05 23:22:41,64.8,,1,,"b""b' indeed", they both have to go in at the same time. if you want to test a build," cherry-pick url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,5,2015-05-05 23:22:41,255.38,,1,,"b""b' Superseded by url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,closed,2015-05-06 12:07:51,765.17,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,reopened,2015-05-12 19:47:35,459.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,closed,2015-05-12 20:59:55,72.33,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7072,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,opened,2015-05-20 08:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,title,2015-05-20 08:06:23,00:00,,1,,"b""b' WinSystemX11: Properly initialize fps value it might not be set at all'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,body,2015-05-20 08:06:23,00:00,1,,,"b""b' See discussion here: url  If the target platform has non working xrandr support"," fps ends up uninitialized and CGraphicContext::GetResInfo(RESOLUTION res) has unwanted sideeffects in further processing. @FernetMenta ping'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,1,2015-05-20 08:06:23,147.15,,1,,"b""b' Closed in favor of: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,closed,2015-05-20 10:33:32,147.15,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,2,2015-05-20 08:06:23,1157.18,,1,,"b""b' this one is better then the other PR. it does not pretend anything not true and only sets the override if it got something valid.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,3,2015-05-20 08:06:23,585.8,,1,,"b""b' @Manio is this one enough for you"," too?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,reopened,2015-05-22 15:36:31,302.98,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,4,2015-05-20 08:06:23,120.25,,1,,"b""b' Yes"," it is enough (also works ok).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,5,2015-05-20 08:06:23,30.75,,,1,"b'b"" @manio: thx. Then I will push that as it has master\'s review. Thanks much.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,closed,2015-05-22 18:07:38,151.12,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7165,closed,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,opened,2015-05-21 13:12:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,title,2015-05-21 13:12:21,00:00,,1,,"b""b' [RFC] Add multi source input '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,body,2015-05-21 13:12:21,00:00,1,,,"b'b"" @FernetMenta Still a bit work to do", therefore RFC. Please ignore the [Util] changes. **_Reading from demuxers:_** The available demuxers are organized via a min heap. The sorting criteria is the dts or pts of the last packet they had delivered. The top demuxer in that heap is selected for reading. **_Organizing the streams:_** Unfortunately this does not work out of the box because each demuxer d_i numbers its streams from 0 to n_i, but the dvdplayer numbers them from 0 to sum_i(n_i). Hence the dvdplayer can\'t determine if the current packet should be forwarded to the  player (because of the stream id mismatch). There are two solutions I can think of.  First we could copy the streams and collected them in the multi source demuxer. This is less future-proof and less efficient imo.I have implemented that as a poc here: url  The second one is presented by this pr. The streams of the demuxers are renumbered so that the ids match the ids of the dvdplayer. Before I put more work into it, which solution is preferable," or is there an even better one?""'",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,1,2015-05-21 13:12:21,1402.47,,1,,"b""b' @FernetMenta description added.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,2,2015-05-21 13:12:21,297.5,,1,,"b'b"" nice work", well structured. The risk that it breaks existing behaviour is low so I think you can integrate this whenever you feel comfortable with it.Regarding stream organisation," IMO the weak element in the chain is dvdplayer\'s class CSelectionStreams. The constraint of having no gaps and the very limited options of adding new streams from new sources makes life hard in the demuxers. If you consider to revamp this class go ahead :) up to you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,3,2015-05-21 13:12:21,796.58,,,1,"b""b' Thanks ;)Maybe we can discuss this on irc at some point.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,closed,2015-08-03 13:50:43,38.37,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,reopened,2015-08-22 11:48:27,1317.73,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,4,2015-05-21 13:12:21,173.88,,1,,"b'b"" @FernetMenta I was thinking about giving each stream a uuid. Imo that shouldn\'t be a problem performance wise"," but needs a bigger rewrite. What do you think?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,5,2015-05-21 13:12:21,45.95,,1,,"b""b' are you talking about CSelectionStreams?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,6,2015-05-21 13:12:21,193.03,,1,,"b'b"" yes"," and as a consequence the demuxers\' streams (or actually the other way round)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,7,2015-05-21 13:12:21,19.68,,1,,"b""b' CSelectionStreams really needs some rework and if you take this job", it is highly appreciated. IMO the biggest flaw of this class is that it does not allow gaps between streams. For this reason ffmpeg and pvr demuxers have become messy and error prone because on mpegts steams like an additional audio language may disappear. Currently those demuxers map a uid (PID) to a stream index, which is quite ugly. Would be great if this could be simplified. I think this is what you mean by adding a uid," right?'""",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,8,2015-05-21 13:12:21,182.48,,1,,"b""b' Yes"," with uuid I mean using crossguid and the like'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,closed,2015-12-25 16:13:53,265.43,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7171,closed,-,-,-,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,opened,2015-05-30 10:36:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,title,2015-05-30 10:36:47,00:00,,1,,"b""b' [guilib] use textcolor from labelInfo for textboxes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,body,2015-05-30 10:36:47,00:00,,1,,"b""b' Fixes non-working in textboxes. Reported @ url  @BigNoid"," @ronie for review please. You guys think this is Isengard material?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,1,2015-05-30 10:36:47,71.27,,1,,"b""b' Seems like a fix to me as this works for labels too atm. This does break the textcolor when using a format like this:  which worked before in a textbox and still works for label controls inside containers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,2,2015-05-30 10:36:47,8.97,,1,,"b'b"" if you\'ve found a regression already", it\'s clear to me this is not isengard material.as said many times before," don\'t push last-minute skin engine changes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,3,2015-05-30 10:36:47,15.4,,,1,"b'b"" @BigNoid"," thanks for testing. Will see if there\'s a good way to have both.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,4,2015-05-30 10:36:47,498.78,,1,,"b""b' Updated and rebased.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,5,2015-05-30 10:36:47,670.48,,1,,"b""b' Fix confirmed working by @BigNoid.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,6,2015-05-30 10:36:47,82.48,,1,,"b""b' Moved to url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,closed,2015-07-04 09:04:10,1347.38,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,reopened,2015-07-08 12:35:37,211.45,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,7,2015-05-30 10:36:47,212.25,,1,,"b""b' Reopened and rebased. jenkins build this please.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,closed,2015-07-08 16:39:45,244.13,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7205,closed,-,-,-,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,opened,2015-05-31 20:30:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,title,2015-05-31 20:30:18,00:00,,1,,"b""b' [PVR] Fix crash in PVR::CPVRClient::GetDriveSpace (Trac #15942)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,body,2015-05-31 20:30:18,00:00,1,,,"b'b"" I\'m not 100% sure about the root cause", but the various stack traces I got show that the CPVRClient instance on which GetDriveSpace gets called is NULL. Thus, my simple fix should prevent the crash. Root cause could be a multithreading issue. One piece of code looks suspicious to me:  CSingleLock lock(m_critSection); ...  {  unsigned int iPrevious = m_iAddonInfoToggleCurrent;  if (((int) ++m_iAddonInfoToggleCurrent)   m_iAddonInfoToggleCurrent = 0;  For a short moment m_iAddonInfoToggleCurrent can have a value that is too large. This piece of code reads m_iAddonInfoToggleCurrent without a mutex. /* safe to read unlocked */  for (unsigned int i = 0; i < m_iAddonInfoToggleCurrent; i++)  activeClient++;   if (activeClient->second->GetDriveSpace(&iBackendkBTotal, &iBackendkBUsed) == PVR_ERROR_NO_ERROR)  So far so bad," activeClient might point () due to the potential multithreading issue here. But I was unable to actually find out the use case where the writing code runs in another thread than the reading code... strange. @opdenkamp mind taking a look?""'",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,1,2015-05-31 20:30:18,661.37,,1,,"b""b' for the record: #6732'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,2,2015-05-31 20:30:18,225.7,,1,,"b'b"" That comment in the second piece of code seems wrong"," if it can be mutated by another thread it\'s not safe to read and absolutely no safe to loop over it""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,3,2015-05-31 20:30:18,2.25,,1,,"b'b"" At best this fix will make the error be more random but it won\'t fix the underlying issue that you\'re looping over shared state without a lock""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,4,2015-05-31 20:30:18,138.42,,,1,"b""b' Sure. Protecting the reading code will avoid the iterator running out of scope. This is probably a better way to take with the problem. But what is the _actual_ root cause?  Under which circumstances do multiple cguiinfo threads run in parallel? This imo must be the case to run into the crash. But having more than one of this threada makes no sense for me... Honestly", trying my best," but all this makes not too much sense for me. This drives me nuts! '""",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,5,2015-05-31 20:30:18,60.92,1,,,"b'b"" The code in void CPVRGUIInfo::UpdateBackendCache(void) makes no sense.It calls into AddonInfoToggle which locks before updating the variable"," it then calls lots of methods on a pointer completely unprotected and then takes a lock again to update string variables. Why not protect that which will make us crash horribly? Also I\'m not really sure that the idea to use a counter to keep track of which client to update is a good idea when storing the clients in a map. Items can change places from under you if something\'s inserted depending on it\'s key. activeClients comes from g_PVRClients and is using raw pointers so any change in g_PVRClients can kill this code. That\'s what I\'ve found so far""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,6,2015-05-31 20:30:18,6.07,,1,,"b'b"" ~~oh", just thought of it, since the data lives in g_PVRClients no locking in UpdateBackendCache will work, needs to be locked in g_PVRClients during the whole op or copied using smart pointers to avoid deletion~~The typedef fooled me," I see that it\'s actually using std::shared_ptr""'",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,7,2015-05-31 20:30:18,222.95,,,1,"b'b"" quick and dirty possible fix Paxxi@83f29c4a9306ce33fd4d0889f00ca92394dbfb72AddonToggleInfo uses m_iActiveClients which may not match what we got as iActiveClients and we end up with a nullptr **this is to show the issue", it\'s not a production ready fix as there\'s still a race condition present** @ksooo it seems your first fix could work fine," I was reading on the phone and it looked like it  was part of the for loop.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,8,2015-05-31 20:30:18,1102.25,,,1,"b""b' @paxxi Did a little more brain debugging and now I understand it. This is not a multithreading issue. Happens also if there is only one guiinfo thread involved and at some certain point in time count of active clients drops. Following scenario:Very first call to UpdateBackendCache:assume iActiveClients is 2.AddonInfoToggle gets called and sets m_iAddonInfoToggleCurrent to 0back in UpdateBackendCache: activeClient will be set to first vector element", m_iActiveClients will be set to 2=2nd call to UpdateBackendCache:assume iActiveClients is still 2.AddonInfoToggle gets called and sets m_iAddonInfoToggleCurrent to 1back in UpdateBackendCache: activeClient will be set to second vector element, m_iActiveClients will be set to 2 (no change in value)=3rd call to UpdateBackendCache:assume iActiveClients now is 1.AddonInfoToggle gets not called, thus m_iAddonInfoToggleCurrent is unchanged (current value is 1!)UpdateBackendCache: activeClient will be set to second vector element," which is not actually present='""",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,closed,2015-06-02 12:50:13,979.92,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,reopened,2015-06-02 12:50:18,0.08,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,9,2015-05-31 20:30:18,0.7,1,,,"b""b' Oops! Close was not intended. @paxxi: Does my previous comment make sense for you?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,10,2015-05-31 20:30:18,59.15,,1,,"b'b"" yup @ksooo that\'s it"," you\'re right that it\'s actually broken even if there\'s just one thread involved""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,11,2015-05-31 20:30:18,2.3,,1,,"b""b' @paxxi Here is my take on actually fixing the root cause of this bug. Looking okay?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,12,2015-05-31 20:30:18,134.73,,,1,"b'b"" @ksooo it\'ll work but I think it would be nicer and easier to read to modify AddonInfoToggle to take the active clients as a param and store it in m_activeClients before doing it\'s stuff. Should probably be renamed to something else"," GetNextUpdateTarget? not that familiar with the code so there\'s probably a more suitable name for it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,13,2015-05-31 20:30:18,26.82,,,1,"b'b\' @paxxi ofc you are right wrt ""nicer and easier to read""", but for Isengard at this stage we should avoid any code changes that are not absolutely necessary. Thus, may I suggest to beautify this fix in a separate PR for J****?\'',,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,14,2015-05-31 20:30:18,28.18,,1,,"b""b' Yeah you can go ahead and merge'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,15,2015-05-31 20:30:18,7.75,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,16,2015-05-31 20:30:18,73.45,,1,,b'b\' jenkins kodi build successful on all platforms," it was ""just""  that failed to build. \''",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,closed,2015-06-02 18:23:24,333.1,3,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,17,2015-05-31 20:30:18,874.07,,1,,b'b\' broke due to earlier refactoring, I suppose when the shared ptrs were introduced here. the idea was that the same thread that registered add-ons were flipping the pointers, and then the rest would be safe to read unlocked. looks like that broke," and this ""fix"" is a work around for 1 of the situations that can occur now only.\''",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,18,2015-05-31 20:30:18,158.37,,1,,"b""b' @opdenkamp you are right. Got the crash today with latest master where this PR already got merged. Must have been one of the other cases you mentioned. :-('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,19,2015-05-31 20:30:18,170.87,,1,,"b""b' Also had a report on the [forum]url  using a tip of master build on . [crash log]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,20,2015-05-31 20:30:18,851.18,,1,,"b""b' #7239'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7216,closed,-,-,-,3,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7250,closed,opened,2015-06-09 20:39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7250,closed,title,2015-06-09 20:39:14,00:00,,1,,"b""b' add timer via json-rpc'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7250,closed,body,2015-06-09 20:39:14,00:00,,1,,"b""b' adds the ability to set a timer based on the broadcast id via the son-rpc interface'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7250,closed,1,2015-06-09 20:39:14,1.9,,1,,"b""b' this adds the ability to add a timer for the pvr from the broadcast id via the json-rpc interface. This will be useful in web applications that want to add timers via a remote epg view. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,7250,closed,closed,2015-06-09 20:41:19,2.08,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
