REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,
RestSharp,648,closed,1,2015-03-02 23:35:53,1085.95,,,1,"b'b"" Thanks for the PR.  Can you write some tests to show that your code works please?  Once the tests are in I\'ll merge the PR.""'",,,,,,,,
RestSharp,648,closed,closed,2015-04-25 00:12:26,36.55,0,2,1,,,,,,,,,
RestSharp,648,closed,reopened,2015-04-25 00:12:46,0.33,0,2,1,,,,,,,,,
RestSharp,648,closed,2,2015-03-02 23:35:53,528.02,,1,,"b""b' @rkravchik you need to remove your personal license from the commit and add unit tests before i can merge this in.'""",,,,,,,,
RestSharp,648,closed,3,2015-03-02 23:35:53,301.67,,1,,"b'b"" \\xd0\\x9e\\xd0\\x9a.I\'ve tried to connect XUnit to my SharpDevelop last weekends.It needs me just a few days to finish with a tests.""'",,,,,,,,
RestSharp,648,closed,4,2015-03-02 23:35:53,812.48,,1,,"b'b"" I\'m not sure about adding main files to *.csproj. Is it ok?""'",,,,,,,,
RestSharp,648,closed,closed,2015-08-04 02:30:13,137.45,0,5,1,,,,,,,,,
RestSharp,648,closed,-,-,-,0,5,1,,,,,,,,,
RestSharp,674,closed,opened,2015-04-09 09:59:10,,,,,,,,,,,,,
RestSharp,674,closed,title,2015-04-09 09:59:10,00:00,,1,,"b""b' Merged Portable project to Master Branch '""",,,,,,,,
RestSharp,674,closed,body,2015-04-09 09:59:10,00:00,1,,,"b""b' Trying again to create a pull request after some cleanup... More important", I migrated all the projects from msbuild package restore to nuget package restore (I suspect msbuild package restore was the cause of the previous failure during build process)url url url  I moved the portable project to the master branch, by including the Portable project in the main solution and adding the PORTABLE symbol.The main aim is to keep the Portable version updated by using a single codebase where possible. Indeed, I noticed that most of the Portable files are identical to the Non-Portable ones, but the copies on the portable branch are currently outdated (eg: Authenticators / Serializers / Deserializers / SimpleJson / Extensions / Validation) so, it makes sense to me to change those files to linked files. Imho," the Portable branch should be removed.'""",,
RestSharp,674,closed,closed,2015-04-09 20:00:37,601.45,1,1,0,,,,,,,,,
RestSharp,674,closed,reopened,2015-04-10 06:41:56,641.32,1,1,0,,,,,,,,,
RestSharp,674,closed,closed,2015-04-10 06:54:34,12.63,1,1,0,,,,,,,,,
RestSharp,674,closed,1,2015-04-09 09:59:10,463.32,,1,,"b""b' @IlSocio are you still working on this?'""",,,,,,,,
RestSharp,674,closed,2,2015-04-09 09:59:10,642.07,,1,,"b'b"" Yes"," but there are a lot of tests which are currrently failing and I\'ll need some spare time to take a deep look to it...""'",,,,,,,
RestSharp,674,closed,-,-,-,1,3,0,,,,,,,,,
RestSharp,685,closed,opened,2015-05-10 16:13:54,,,,,,,,,,,,,
RestSharp,685,closed,title,2015-05-10 16:13:54,00:00,,1,,"b""b' Enhance Debug experience w/ RestResponse'""",,,,,,,,
RestSharp,685,closed,body,2015-05-10 16:13:54,00:00,,,1,"b'b"" One of the biggest pet peeves of RestSharp is the lack of Debugger Visualizations. This pull request is an attempt to show that a simple change can make a huge difference in the debug experience.## Current ![image]url ## With PR ![image]url  The big change that I want is to easily see the HTTP Status Code"," beyond that I\'m open to any and all suggestions and feedback. Thank you.""'",,,,,,,
RestSharp,685,closed,1,2015-05-10 16:13:54,417.75,,1,,"b'b"" I looked over the details", I\'m not sure why my build failed. Any hits so I can have a green build? Also," any feedback on the PR?""'",,,,,,
RestSharp,685,closed,2,2015-05-10 16:13:54,1262.52,,,1,"b'b"" Hey so the build probably failed for some bizarre reason.  I\'ll take a look and see what happened but I pull and test the PR\'s locally most times so I\'m not worried. As for the PR", it looks good to me.  The format may need to be slightly configurable to make it more useful to a wider audience but that can be done later. Only question I\'d have is does Silverlight, Windows Phone," and the other platforms support this functionality?  If not we\'ll need to add some #ifdef statements to limit to just the framework.""'",,,,,
RestSharp,685,closed,3,2015-05-10 16:13:54,130.3,,1,,"b'b"" @hallem I haven\'t ever done work on those platforms so I\'m not sure. :( But its a VS type feature so I wouldn\'t _expect_ that its an issue but I have no real idea. As far as configurable I have never seen that done"," I usually just try and expose the most relevant details but I could totally see that what I think is universal is not _really_ universal. :)""'",,,,,,,
RestSharp,685,closed,4,2015-05-10 16:13:54,223.08,,,1,"b'b"" decided that this wasn\'t a good idea to add.  to specific of a use case.""'",,,,,,,,
RestSharp,685,closed,closed,2015-08-04 02:07:33,593.65,0,3,3,,,,,,,,,
RestSharp,685,closed,5,2015-05-10 16:13:54,747.5,,1,,"b'b"" @hallem how is seeing the request code too specific of a use case? I can fully appreciate that there are a lot of data points that we all might want to see", but when I\'m debugging a request / response its bothersome to have to dig into the request in the debugger to even see the HTTP Status Code. So," my request is can we at least expose the HTTP Status Code?""'",,,,,,
RestSharp,685,closed,6,2015-05-10 16:13:54,628.55,,1,,"b""b' fair enough let me look at it again'""",,,,,,,,
RestSharp,685,closed,reopened,2015-08-19 01:04:36,1377.05,0,5,3,,,,,,,,,
RestSharp,685,closed,closed,2015-08-19 07:09:51,365.25,0,5,3,,,,,,,,,
RestSharp,685,closed,7,2015-05-10 16:13:54,562.23,,,1,"b""b' Thank You! That will save me a lot of time. '""",,,,,,,,
RestSharp,685,closed,-,-,-,0,5,4,,,,,,,,,
RestSharp,708,closed,opened,2015-06-26 05:34:21,,,,,,,,,,,,,
RestSharp,708,closed,title,2015-06-26 05:34:21,00:00,,1,,"b""b' Deserialize a DateTime using DateTimeStyles. Issue #668/#691'""",,,,,,,,
RestSharp,708,closed,closed,2015-06-26 05:38:33,4.2,0,1,0,,,,,,,,,
RestSharp,708,closed,reopened,2015-06-26 05:38:36,0.05,0,1,0,,,,,,,,,
RestSharp,708,closed,1,2015-06-26 05:34:21,30.98,,,1,"b'b"" Thanks for the PR.  The build is passing but you didn\'t add any unit tests to prove your uses cases for the code changes.  Can you add some tests before this gets merged in? @jenistonj ""'",,,,,,,,
RestSharp,708,closed,2,2015-06-26 05:34:21,1154.22,,1,,"b""b' Done :+1: Added unit tests for issues #668 #691 #704It looks like a bug in xunit causing the build to fail url '""",,,,,,,,
RestSharp,708,closed,closed,2015-08-04 01:47:24,1208.8,0,2,1,,,,,,,,,
RestSharp,708,closed,-,-,-,0,2,1,,,,,,,,,
RestSharp,740,closed,opened,2015-08-24 15:57:34,,,,,,,,,,,,,
RestSharp,740,closed,title,2015-08-24 15:57:34,00:00,,1,,"b""b' MonoTouch in the NuGet'""",,,,,,,,
RestSharp,740,closed,body,2015-08-24 15:57:34,00:00,,,1,"b""b' Love the new update with the Xamarin platforms"," but why is the monotouch directory empty? Is this intentional? The csproj is there.'""",,,,,,,
RestSharp,740,closed,1,2015-08-24 15:57:34,82.63,,1,,"b""b' matt the directories are empty because we use file links to in the projects to keep all the source files in one spot.  all the source files are in the main restsharp directory.  the csproj files link to them and are needed only for build to define compile time constants and the different framework editions.'""",,,,,,,,
RestSharp,740,closed,closed,2015-08-24 17:20:12,82.63,0,2,1,,,,,,,,,
RestSharp,740,closed,2,2015-08-24 15:57:34,492.57,,1,,"b""b' @hallem I was talking about the NuGet. It has no assembles in the lib\\\\monotouch10 directory.'""",,,,,,,,
RestSharp,740,closed,3,2015-08-24 15:57:34,1269.87,,1,,"b""b' hmm... so when you installed the latest version the monotouch10 directory is empty (i.e. )?'""",,,,,,,,
RestSharp,740,closed,reopened,2015-08-25 22:42:38,322.43,0,4,1,,,,,,,,,
RestSharp,740,closed,4,2015-08-24 15:57:34,1040.22,,1,,"b""b' @hallem Yes. '""",,,,,,,,
RestSharp,740,closed,5,2015-08-24 15:57:34,5.22,,1,,"b""b' I found the issue: url '""",,,,,,,,
RestSharp,740,closed,6,2015-08-24 15:57:34,421.2,1,,,"b""b' silly copy paste error'""",,,,,,,,
RestSharp,740,closed,closed,2015-08-26 23:09:16,26.63,1,6,1,,,,,,,,,
RestSharp,740,closed,-,-,-,1,6,1,,,,,,,,,
RestSharp,745,closed,opened,2015-08-28 16:24:12,,,,,,,,,,,,,
RestSharp,745,closed,title,2015-08-28 16:24:12,00:00,,1,,"b""b' Some packages are not compatible with UAP","Version=v10.0'""",,,,,,,
RestSharp,745,closed,body,2015-08-28 16:24:12,00:00,,1,,b'b\' I have VS 2015 community with Windows SDK for Universal Apps installed on a Windows 10 Pro x64 OS. Everytime I try to install RestSharp using NuGet," I get the following error.  ""Install-Package : Some packages are not compatible with UAP","Version=v10.0""\''",,,,,,
RestSharp,745,closed,1,2015-08-28 16:24:12,2.6,,1,,"b""b' There is no support for this project type yet.'""",,,,,,,,
RestSharp,745,closed,closed,2015-08-28 16:26:48,2.6,0,3,0,,,,,,,,,
RestSharp,745,closed,2,2015-08-28 16:24:12,523.48,,1,,"b""b' Is there any plans in the near future?'""",,,,,,,,
RestSharp,745,closed,3,2015-08-28 16:24:12,3.5,,1,,"b'b"" Not right now no but I\'ll add this as a feature request. ""'",,,,,,,,
RestSharp,745,closed,reopened,2015-08-29 01:13:47,526.98,0,5,0,,,,,,,,,
RestSharp,745,closed,4,2015-08-28 16:24:12,938.13,,,1,"b""b' I came here looking for this. It would be great to have UWP support since that seems _the_ way from now on.'""",,,,,,,,
RestSharp,745,closed,5,2015-08-28 16:24:12,41.62,,1,,"b'b"" It\'s still very new. I\'ll see what I can do to get it in. My development environment isn\'t windows 10 yet so it will have to wait for that change to happen. ""'",,,,,,,,
RestSharp,745,closed,6,2015-08-28 16:24:12,31.3,,,1,"b""b' Yeah"," would be great to have Win 10 UWP support. There are only a couple of decent REST wrappers for .Net out there this one and PortableREST. '""",,,,,,,
RestSharp,745,closed,7,2015-08-28 16:24:12,77.07,,1,,"b'b"" no problem.  i\'m working on getting a windows 10 environment set up so this can happen.""'",,,,,,,,
RestSharp,745,closed,8,2015-08-28 16:24:12,1233.92,,,1,"b'b"" That\'s a great news to hear. I\'ll be waiting for this update. :+1: ""'",,,,,,,,
RestSharp,745,closed,9,2015-08-28 16:24:12,1239.58,,,1,"b'b"" I just want to say +1... I\'d love to have RestSharp for my UWP projects.""'",,,,,,,,
RestSharp,745,closed,10,2015-08-28 16:24:12,441.28,,1,,"b""b' @hallem Any updates on this issue?'""",,,,,,,,
RestSharp,745,closed,11,2015-08-28 16:24:12,1195.78,,1,,"b'b"" I\'ve the same problem. ""'",,,,,,,,
RestSharp,745,closed,12,2015-08-28 16:24:12,309.22,,,1,"b""b' Want support for UWP too please! '""",,,,,,,,
RestSharp,745,closed,13,2015-08-28 16:24:12,1127.45,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,14,2015-08-28 16:24:12,96.6,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,15,2015-08-28 16:24:12,1215.02,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,16,2015-08-28 16:24:12,1333.9,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,17,2015-08-28 16:24:12,1277.03,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,18,2015-08-28 16:24:12,1.22,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,19,2015-08-28 16:24:12,16.37,,1,,"b""b' +1 Any updates?'""",,,,,,,,
RestSharp,745,closed,20,2015-08-28 16:24:12,409.7,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,21,2015-08-28 16:24:12,962.97,,1,,"b""b' code for UWP support has been checked into master but nuget support is still pending.  i or the PR author need to add the targeting to the build scripts'""",,,,,,,,
RestSharp,745,closed,22,2015-08-28 16:24:12,310.55,,,1,"b""b' @hallem Thanks", but this only works for x64 and x86 while it does not work for ARM-devices (e,g. Windows 10 Mobile)," any plans for that?'""",,,,,
RestSharp,745,closed,23,2015-08-28 16:24:12,5.38,,1,,"b""b' Is the API now ready for ARM?'""",,,,,,,,
RestSharp,745,closed,24,2015-08-28 16:24:12,50.12,1,,,"b""b' @weird-dreams Still waiting for a statement of @hallem "," hopefully it will be added soon :)'""",,,,,,,
RestSharp,745,closed,25,2015-08-28 16:24:12,29.4,,,1,"b""b' Please support ARM we are building a continuum experience on a ARM device!'""",,,,,,,,
RestSharp,745,closed,26,2015-08-28 16:24:12,1229.38,,,1,"b'b\' please support ""_UAP","Version=v10.0_"" fully (x86",x64,ARM).Swagger creates good proxies but they do not work on my phone + desktop (continuum!) without **RestSharp**. +++++1\'',,,,,
RestSharp,745,closed,27,2015-08-28 16:24:12,1268.13,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,28,2015-08-28 16:24:12,100.63,,1,,"b'b"" +2 @jerry1621 any chance you could share the modifications you made as referenced in the swagger-codegen thread? I attempted to copy your steps but it\'s not working.""'",,,,,,,,
RestSharp,745,closed,29,2015-08-28 16:24:12,232.5,,1,,"b""b' @emigrating sure: I just edited the  and added a few lines for UWP e.g.  there are these download-directories created by:  so just add a line for uwp"," too  Simply complete the  by adding uwp-statements to the other statements'""",,,,,,,
RestSharp,745,closed,30,2015-08-28 16:24:12,1330.45,,1,,"b""b' What we can do to support UWP?'""",,,,,,,,
RestSharp,745,closed,31,2015-08-28 16:24:12,1048.28,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,32,2015-08-28 16:24:12,539.47,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,33,2015-08-28 16:24:12,998.27,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,34,2015-08-28 16:24:12,541.97,,1,,"b""b' +1'""",,,,,,,,
RestSharp,745,closed,35,2015-08-28 16:24:12,1349.28,,,1,"b""b' Still no support for UWP apps on an ARM device? Please invest some time in supporting this... Thank you!'""",,,,,,,,
RestSharp,745,closed,36,2015-08-28 16:24:12,110.45,,1,,"b""b' Still no support....'""",,,,,,,,
RestSharp,745,closed,37,2015-08-28 16:24:12,226.83,,1,,"b""b' We will only support .NET Standard 2.0. UWP that is compatible with .NET Standard is in preview.'""",,,,,,,,
RestSharp,745,closed,38,2015-08-28 16:24:12,1258.92,,1,,"b'b"" But .net standard 2.0 support for RestSharp isn\'t released yet is it? Tried to use it in a .net Core 2.0 project before and it was broken. Is a pre-release for that available somewhere?""'",,,,,,,,
RestSharp,745,closed,39,2015-08-28 16:24:12,3.32,,,1,"b""b' It is in preview too"," from today. Would be great if you can test. url '""",,,,,,,
RestSharp,745,closed,40,2015-08-28 16:24:12,12.9,,1,,"b""b' UWP & .NET Standard 2.0: A preview is now available url We will support UWP as any other platform by supporting .NET Standard 2.0. There will be no separate package for UWP.'""",,,,,,,,
RestSharp,745,closed,closed,2017-10-16 17:48:10,994.38,1,31,10,,,,,,,,,
RestSharp,745,closed,41,2015-08-28 16:24:12,8.12,,,1,"b""b' Absolutely great"," thanks!'""",,,,,,,
RestSharp,745,closed,42,2015-08-28 16:24:12,43.03,,1,,"b""b'  '""",,,,,,,,
RestSharp,745,closed,43,2015-08-28 16:24:12,60.05,,1,,"b""b' Well", they are in preview," expect things to improve closer to release. You can also help them by submitting issue reports.'""",,,,,,
RestSharp,745,closed,44,2015-08-28 16:24:12,61.13,,1,,"b""b' But we also plan moving to HttpClient", but this work is not easy. I have tried but then decided to postpone it. If some is willing to help please," submit a PR. With HttpClient things will be more compatible.'""",,,,,,
RestSharp,745,closed,45,2015-08-28 16:24:12,67.15,,1,,"b'b"" I\'ll take a look at the current code and see if I can do anything to help with the change to HttpClient.""'",,,,,,,,
RestSharp,745,closed,46,2015-08-28 16:24:12,74.95,,1,,"b""b' The alpha version is being published from develop branch. Most probably I will have to release as-is with web request. HttpClient can be done right after that. I would prefer the work on HttpClient replacing WebRequest to be started in a fork or separate branch. But literally this is days of work"," not hours.'""",,,,,,,
RestSharp,745,closed,47,2015-08-28 16:24:12,1236.4,,1,,"b""b' @mavanmanen it seems like a general issue"," please switch to #992 to continue the discussion'""",,,,,,,
RestSharp,745,closed,-,-,-,1,37,11,,,,,,,,,
RestSharp,761,closed,opened,2015-10-05 20:43:38,,,,,,,,,,,,,
RestSharp,761,closed,title,2015-10-05 20:43:38,00:00,,1,,"b""b' Update '""",,,,,,,,
RestSharp,761,closed,body,2015-10-05 20:43:38,00:00,1,,,"b""b' The current description is misleading. Should point to a RestRequest object"," not a RestClient one.'""",,,,,,,
RestSharp,761,closed,closed,2015-10-05 20:44:21,0.72,1,1,0,,,,,,,,,
RestSharp,761,closed,reopened,2015-10-05 20:48:02,3.68,1,1,0,,,,,,,,,
RestSharp,761,closed,1,2015-10-05 20:43:38,782.18,,1,,"b""b' I have tested this and that is correct. RestClient has no JsonSerializer property","  you set the serializer on the request. I believe this can be merged @hallem '""",,,,,,,
RestSharp,761,closed,2,2015-10-05 20:43:38,665.83,,,1,"b""b' ![image]url I vote to merge this as well.'""",,,,,,,,
RestSharp,761,closed,3,2015-10-05 20:43:38,979.13,,,1,"b'b"" @behoyh I don\'t want to start another issue on similar thing: readme only mentions how to set serializer"," but nothing regards deserialization.Can this be also fixed?I\'ve found great blog entry about deserializer url Can this be also mentioned in docs?""'",,,,,,,
RestSharp,761,closed,closed,2017-09-02 11:04:56,856.9,1,2,2,,,,,,,,,
RestSharp,761,closed,-,-,-,1,2,2,,,,,,,,,
RestSharp,814,closed,opened,2016-02-11 20:28:28,,,,,,,,,,,,,
RestSharp,814,closed,title,2016-02-11 20:28:28,00:00,,1,,"b""b' ContentLength missing in FileParameter'""",,,,,,,,
RestSharp,814,closed,body,2016-02-11 20:28:28,00:00,,1,,"b'b"" The AddFile method with Writer Delegate param on RestRequest doesn\'t set the file ContentLength. When Delegate write on Request stream throw a ProtocollViolationException (The number of bytes to be written to the stream exceeded Content-Length size specified) because file ContentLength  is zero. ""'",,,,,,,,
RestSharp,814,closed,1,2016-02-11 20:28:28,1219.65,,1,,"b""b' I met the same issue. Any one have update?'""",,,,,,,,
RestSharp,814,closed,2,2016-02-11 20:28:28,792.25,,1,,"b""b' No one.. for the moment the only workaround  i found is to set the ContentLength manually on the Request.'""",,,,,,,,
RestSharp,814,closed,3,2016-02-11 20:28:28,850.65,,1,,"b""b' I guess since the method now requires to specify the length"," this issue can be closed '""",,,,,,,
RestSharp,814,closed,closed,2019-01-20 20:11:06,1422.63,0,5,0,,,,,,,,,
RestSharp,814,closed,4,2016-02-11 20:28:28,1.28,,1,,"b""b' No", I am wrong, actually," you meant using  '""",,,,,
RestSharp,814,closed,reopened,2019-01-20 20:12:18,1.2,0,6,0,,,,,,,,,
RestSharp,814,closed,5,2016-02-11 20:28:28,16.85,,1,,"b""b' Ok", here is the thing. We give you an option to write directly to the request stream. How would you expect us to know the length of the data that you will be writing to it? There is a property that you need to set and everything will work. The thing is that in reality, we must set the content length _before_ writing to the request stream, especially valid for async calls. So, please, if it is a file, read the file size and set the file parameter length. I would even make the method private," it seems to be misused.'""",
RestSharp,814,closed,closed,2019-01-20 20:29:09,16.85,0,7,0,,,,,,,,,
RestSharp,814,closed,-,-,-,0,7,0,,,,,,,,,
RestSharp,896,closed,opened,2016-11-10 09:39:51,,,,,,,,,,,,,
RestSharp,896,closed,title,2016-11-10 09:39:51,00:00,,1,,"b""b' RestSharp constructor executes  8 times'""",,,,,,,,
RestSharp,896,closed,body,2016-11-10 09:39:51,00:00,1,,,"b""b' WTF ? '""",,,,,,,,
RestSharp,896,closed,1,2016-11-10 09:39:51,427.57,,1,,"b'b"" There is no RestSharp object Could you explain which object you\'re instanciating and how you detect the IsMatch call ?""'",,,,,,,,
RestSharp,896,closed,2,2016-11-10 09:39:51,44.78,,1,,"b""b' See this commit url  There are 8 calls AddHandler method with regexp matching in one place'""",,,,,,,,
RestSharp,896,closed,3,2016-11-10 09:39:51,827.05,1,,,"b'b"" Could you change title to specify RestClient instead of RestSharp ? Also", the performance issue don\'t come because regex is called 8 times, it needs the regex to be cached to be fixed. Sadly the pool request broke the build," need to figure sur out why.""'",,,,,
RestSharp,896,closed,4,2016-11-10 09:39:51,29.37,,1,,"b""b' Fixed. It is not my pull request. I write directly to developer and he will fix it'""",,,,,,,,
RestSharp,896,closed,5,2016-11-10 09:39:51,300.13,,,1,"b""b' Thanks for the information. I will check for that useful fix.'""",,,,,,,,
RestSharp,896,closed,closed,2017-09-07 16:50:02,430.18,2,4,1,,,,,,,,,
RestSharp,896,closed,reopened,2017-09-07 16:50:43,0.68,2,4,1,,,,,,,,,
RestSharp,896,closed,6,2016-11-10 09:39:51,262.9,,1,,"b'b"" @ZOXEXIVO Haven\'t I merged the PR yesterday?""'",,,,,,,,
RestSharp,896,closed,closed,2017-10-25 13:16:54,1226.18,2,5,1,,,,,,,,,
RestSharp,896,closed,-,-,-,2,5,1,,,,,,,,,
RestSharp,938,closed,opened,2017-03-21 16:48:38,,,,,,,,,,,,,
RestSharp,938,closed,title,2017-03-21 16:48:38,00:00,,1,,"b""b' Dropping support for old flavours of .NET like Silverlight and net35 in favor of netstandard migration'""",,,,,,,,
RestSharp,938,closed,body,2017-03-21 16:48:38,00:00,,1,,"b'b"" Hey there","  as this is one of the most downloaded projects on nuget I hope my feeling that the project is dead isn\'t true. Part of the .NET Core Team I\'m currently evaluating the effort to migrate this library to netstandard and netcore (tests).  As netstandard does not support Silverlight or net35 and they are pretty outdated I would drop support for those. Migration to netstandard brings a lot of advantages like cross-platform support with netcore.  If the project is still maintained and if the owners are willing to get rid of some outdated flavors of .NET then I would **drive the migration**.""'",,,,,,,
RestSharp,938,closed,1,2017-03-21 16:48:38,270.1,,1,,"b'b"" Did you ever get a response? @Haacked was helping out at one point. I don\'t know if he still is.""'",,,,,,,,
RestSharp,938,closed,2,2017-03-21 16:48:38,30.45,,1,,"b""b' No response yet'""",,,,,,,,
RestSharp,938,closed,3,2017-03-21 16:48:38,1131.07,,1,,"b""b' Issue #664 may be relevant to this post.'""",,,,,,,,
RestSharp,938,closed,4,2017-03-21 16:48:38,938.05,,1,,"b""b' I am adding this as a priority'""",,,,,,,,
RestSharp,938,closed,5,2017-03-21 16:48:38,709.77,,1,,"b'b"" In order to build the solution now", I migrated it to VS2017 and it seems to be building after fixing the UWP issue with HMACSHA256.  However, Silverlight," Monotouch and WP8/8.1 are not supported there. I would like to drop these projects from the solution and move on.  I\'d like to hear if there are any objections.""'",,,,,
RestSharp,938,closed,6,2017-03-21 16:48:38,1139.68,,1,,"b'b"" I think you are doing the right thing. I don\'t have concrete usage numbers but I don\'t think that a lot of people are still developing for WP8/W8.1.""'",,,,,,,,
RestSharp,938,closed,7,2017-03-21 16:48:38,188.03,,1,,"b""b' I removed SL", WP8, WP8.1 and MonoTouch. .NET 3.5 is a bigger deal since this project actually holds all the code. The code needs to be moved to a new core project," which will target multiple frameworks and will be using the new project format. I will continue working on it as part of #991.'""",,,,,
RestSharp,938,closed,closed,2017-09-05 18:15:47,87.15,0,9,0,,,,,,,,,
RestSharp,938,closed,reopened,2017-09-14 10:13:09,957.37,0,9,0,,,,,,,,,
RestSharp,938,closed,8,2017-03-21 16:48:38,176.55,,1,,"b'b"" I\'d like to add one vote to maintaining compatibility with .net 3.5. I think you can still use the new project format"," but you\'d need to multi-target. .net 3.5 is still popular as a target because of it\'s extremely wide compatibility.  url ""'",,,,,,,
RestSharp,938,closed,9,2017-03-21 16:48:38,17.73,,1,,"b""b' Is it not a targeting issue", it is the code issue (ifdefs), 64 bit and async support issue and also Microsoft support for aforementioned frameworks issue. According to this url  .NET Framework 4.5.2 is the *lowest* supported version of the .NET Framework.  Plus, removing support for obsolete platforms and framework versions in future releases of RestSharp will not mean removing previous releases," which will still be on Nuget and available for those who want to use them.'""",,,,
RestSharp,938,closed,10,2017-03-21 16:48:38,3.17,,1,,"b""b'  Please explain what you mean with wide compatibility.'""",,,,,,,,
RestSharp,938,closed,11,2017-03-21 16:48:38,10.97,,1,,"b'b"" It\'s quite common that users of old frameworks (3.5) has to stick with older versions of a library when the library moves on. I think it\'s appropriate to drop support.""'",,,,,,,,
RestSharp,938,closed,12,2017-03-21 16:48:38,1008.02,1,,,"b'b"" When I say broad compatibility", my experience is with commercial users who are either stuck on older versions of .net or are on windows xp and will not be moving on due to either regulatory or compatibility reasons. Both of these groups are shrinking, but aren\'t negligible yet.  I\'ll use  as an example of a library that maintains back compat to .net 2.0, but also supports newer frameworks and features like async. I believe in that library\'s case, the async side is entirely bisected from the non-async: url  I\'m not sure what you mean about 64 bit. Does restsharp specifically target x86/x64 rather than AnyCPU?  If the maintenance burden of net35 is too large, then yes," using an old version is a possibility. ""'",,
RestSharp,938,closed,13,2017-03-21 16:48:38,64.52,,,1,"b""b'  I disagree. Microsoft does not support Windows XP"," neither does .NET Core (min. Win 7 SP1). Why should an non-funded open source library have a broader support matrix than a multi billion dollar company?  .NET Framework 4.5/4.6 even 4.7 is available on Windows 7 which should be the entry bar for Windows users. And by targeting a certain .NET Standard version even OSX and Linux users can benefit from this goodness (based on the support matrix of .NET Core and Mono).'""",,,,,,,
RestSharp,938,closed,14,2017-03-21 16:48:38,12.33,,1,,"b'b"" just throwing my $0.02 in.  has a much larger  pool than RestSharp I believe.  the current version supports .net 3.5 and a bunch of other stuff. why not branch or fork that version and if there are any critical bugs or security items that need fixing then they can be done there and that version can remain for anyone who can\'t upgrade. After all people have been using the current version for quite a while with few updates. support for .net 3.5 could be removed from the main branch where main work can be done going forward with new features.""'",,,,,,,,
RestSharp,938,closed,15,2017-03-21 16:48:38,7.95,,1,,"b""b' Just a suggestion but maybe asking @JamesNK how  manages this problem would be helpful.'""",,,,,,,,
RestSharp,938,closed,16,2017-03-21 16:48:38,68.1,,1,,"b'b"" @devinrader I\'d be curious to hear from @JamesNK as well", although I don\'t know how busy he is. @ormico Yes, forking would also be an option, but it might be a relatively minor commitment to maintain net35 in the mainline. I\'m asking that we investigate more before dropping support. I\'m not a maintainer," so it\'s up to them to decide if it\'s too big of an ask.""'",,,,
RestSharp,938,closed,17,2017-03-21 16:48:38,15.77,1,,,"b'b"" Keeping net35 in the master branch because dropping support sounds so harsh doesn\'t make much sense. Data of how many are using this library on net35 would definitely help here.""'",,,,,,,,
RestSharp,938,closed,18,2017-03-21 16:48:38,22.22,1,,,"b'b"" @ViktorHofer Unfortunately", I don\'t think nuget distinguishes that in their package statistics. A portion of my company\'s product still targets net35," so at least 1? \\xf0\\x9f\\x98\\x84 ""'",,,,,,
RestSharp,938,closed,19,2017-03-21 16:48:38,2.53,,1,,"b'b"" What\'s the reason that you are still targeting net35? I\'m curious""'",,,,,,,,
RestSharp,938,closed,20,2017-03-21 16:48:38,57.55,,,1,"b""b' I also want to point out that you cannot compare a so sponsored library as  with us. It is all done in free time", all based on enthusiasm. If someone is ready to pick up support for .Net 3.5 and keep the builds working, tests working by and so on welcome. I am not ready to put any effort on this. I can, however," put effort to netstandard support.'""",,,,
RestSharp,938,closed,21,2017-03-21 16:48:38,176.53,,1,,"b""b' Supporting multiple targets is easy now with the new project system. But if you want to drop sync and only have async then that would be a legit reason to drop 3.5  If you go down that route then you can always reference 3.5 users to an older version of RestSharp. And if a group want to modify it then they can create a fork at a point where 3.5 was still supported and do whatever they like.'""",,,,,,,,
RestSharp,938,closed,22,2017-03-21 16:48:38,931.17,,1,,"b""b' @JamesNK it is not only about multi-targeting"," but also (mainly) about ifdefs'""",,,,,,,
RestSharp,938,closed,23,2017-03-21 16:48:38,398.58,,1,,"b""b' #1006 '""",,,,,,,,
RestSharp,938,closed,24,2017-03-21 16:48:38,3.55,,1,,"b""b'  I would say that I have looked through all PRs and issues and none of them", for the last two years where no active work has been done on the library, can be classified like this. It is a very low chance that with so many downloads and so long time of the current version being in use," that we discover anything like this.'""",,,,,
RestSharp,938,closed,25,2017-03-21 16:48:38,1077.87,,1,,"b""b' Done by #1006.'""",,,,,,,,
RestSharp,938,closed,closed,2017-09-20 13:50:53,217.73,3,22,2,,,,,,,,,
RestSharp,938,closed,-,-,-,3,22,2,,,,,,,,,
