REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,opened,2011-04-06 01:46:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,title,2011-04-06 01:46:25,00:00,,1,,"b""b' When a target type property is of ISet"," the CollectionMapper incorrectly attempts to set it to a List'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,body,2011-04-06 01:46:25,00:00,,1,,"b""b' A target type may have a property with type of ISet", and the source may be an IEnumerable. AutoMapper detects that the ISet is an ICollection, but assumes that all ICollection instances can be satisfied with a List. This is not true with ISet. This is a duplicate of issue #27, which was accidentally closed (how?) and cannot, apparently," be reopened.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,11,2016-06-30 15:26:49,85.17,,1,,"b'b"" Maybe Modify still has to exist", cause if you want to do conditions where you want to pass the property map over, your type converter won\'t be able to call these conditions if you map the types directly, instead of a property of another class. I don\'t expect anyone to do this," but you never know.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,12,2016-06-30 15:26:49,582.18,,1,,"b'b"" I got #1420 to do predicates based on PropertyMaps. Another option is make TypeConverter logic throw exception if source type and destination type are the same.  It says you can\'t do this"," please use TransformPropertyMap instead.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,13,2016-06-30 15:26:49,14.88,,1,,"b""b' A year and no one else has asked for anything close to this. Meh.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,closed,2017-07-08 03:23:28,716.65,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,reopened,2017-07-18 13:40:27,616.98,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,14,2016-06-30 15:26:49,668.38,,,1,"b'b"" I agree with @jbogard \'s initial proposal here", being able to apply these at different levels of the hierarchy. From a user\'s perspective, I think I prefer that to contextual TypeConverters with conditions.  Personally," I find ApplyTransform() to be a more natural-sounding and explicit name than Modify().""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,15,2016-06-30 15:26:49,27.8,,1,,"b""b' Tracked by #2367.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,closed,2017-12-02 14:59:39,79.2,2,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,16,2016-06-30 15:26:49,1143.75,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1414,closed,-,-,-,2,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,opened,2016-07-05 09:25:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,title,2016-07-05 09:25:08,00:00,,1,,"b""b' Nullable Flag Enum throws exception'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,body,2016-07-05 09:25:08,00:00,,1,,"b""b' Source and target are the same. This used to work in version 3.3.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,1,2016-07-05 09:25:08,0.45,,1,,"b""b' Try the MyGet build.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,2,2016-07-05 09:25:08,8.45,,1,,"b""b' Does not seem to make a difference from the NuGet version. Looking at the version it also seems like NuGet and MyGet contain the same version right? They only differ by number of downloads.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,3,2016-07-05 09:25:08,1.0,,1,,"b""b' No"," MyGet is the daily build.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,4,2016-07-05 09:25:08,0.97,,,1,"b""b' Then I guess it is not fixed yet. Thank you for your prompt replies.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,5,2016-07-05 09:25:08,3.95,,1,,"b""b' This works with the latest build. You can close the issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,6,2016-07-05 09:25:08,20.45,,,1,"b""b' More than happy to close the issue for you"," but I cannot confirm it actually works. The daily MyGet build at least still gives me the issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,closed,2016-07-05 10:00:24,35.27,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,7,2016-07-05 09:25:08,71.48,,,1,"b'b"" I don\'t know :) Add an assert"," maybe I misunderstood.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,8,2016-07-05 09:25:08,18.87,,,1,"b'b"" If you tried it and there is no exception thrown like the following"," then it should be okay :)  (Can\'t seem to attach a zip file...)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,reopened,2016-07-05 11:30:45,90.35,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,9,2016-07-05 09:25:08,3.58,,,1,"b""b' ![consoleapplication]url  Uploaded the zip file as a .png... please download and change file extension :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,10,2016-07-05 09:25:08,333.77,,1,,"b""b' Do you have the prerelease box checked when looking at the MyGet feed?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,11,2016-07-05 09:25:08,960.67,,1,,"b""b' This can be closed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,closed,2016-07-07 15:45:43,254.97,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,12,2016-07-05 09:25:08,187.83,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1440,closed,-,-,-,0,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,opened,2016-07-11 15:47:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,title,2016-07-11 15:47:54,00:00,,1,,"b""b' 4.2.1 Inheritance Mapping Exceptions'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,body,2016-07-11 15:47:54,00:00,,,1,"b'b"" Hi all I\'ve got an issue with AutoMapper and Inheritance", where one side of the Mapping inherits from a base and the other one does not.I have attached sample code with a failing unit test. I have tried every cominbation of .Include etc that I can think of but the only option that gets rid of the error is Ignore, which is obviously not an option as I need the data," but every side of the mapping seems fine. Anyone got any sort of idea? []url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,closed,2016-07-11 15:50:47,2.88,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,1,2016-07-11 15:47:54,6.28,1,,,"b'b"" Accidentally created this too early.Can someone please delete if possible as it\'s not actually an issue. Thanks & apologies.Shane""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,reopened,2016-07-11 15:54:11,3.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,closed,2016-07-11 15:54:13,0.03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,2,2016-07-11 15:47:54,1220.95,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1506,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,opened,2016-07-18 12:44:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,title,2016-07-18 12:44:14,00:00,,1,,"b""b' Collection like types not map items'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,body,2016-07-18 12:44:14,00:00,,1,,"b""b' AutoMapper not map all items in types derived from ListI Mean something like that: Type has indexer + some other propertiesIn that case mapping behaviour differs from version to versionReal use case", we need to map to  , create mapping for that: and when we map some object with AutoMapper 5.0.2, we get mapped only type properties but not collection items, result list will be empty.In AutoMapper 4.2.1 behavior for that differs, we get list items mapped but not properties.How to map list items and properties?Is this a bug?Different behavior on each version of AutoMapper and lack of documentation for that case sometimes can be real problem. Documentation for missing case when you have IEnumerable type with properties and Collection type with properties," what behavior has to be in such situation?Add documentation of AutoMapper behavior when your try map like type with properties.'""",,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,1,2016-07-18 12:44:14,3.78,,1,,"b'b"" Here is example code Create Console Application", install AutoMapper 5.0.2, paste code and run itYou will get as a result empty list, but properties will be mapped.Same code can be run with AutoMapper 4.2.1 and you will get as a result mapped list items but not properties.It\'s not clear from documentation," how to map list items and properties together ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,2,2016-07-18 12:44:14,19.05,,,1,"b'b"" For future reference", you don\'t need to open issues for documentation. The docs are on a wiki, editable by anyone. If there\'s a regression bug," open an issue for that please!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,closed,2016-07-18 13:07:04,22.83,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,3,2016-07-18 12:44:14,119.32,1,,,"b'b"" Update title and message.I Don\'t know this is a bug or expected behavior"," because lack of documentation.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,4,2016-07-18 12:44:14,3.95,,1,,"b""b' @jbogard This is a corner case that appeared a few times before. I think the issue should remain open for further investigation :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,reopened,2016-07-18 15:17:22,130.3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,5,2016-07-18 12:44:14,9.63,,,1,"b'b"" Agreed! @sky-code the tests are the best docs for specific behaviors", I don\'t have every case documented (nor will I ever," does anyone?)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,6,2016-07-18 12:44:14,1318.35,,1,,"b""b' This was difficult but [possible]url  Now that gist no longer works. @jbogard Do we want that gist to work again?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,7,2016-07-18 12:44:14,83.93,,1,,"b""b' I use custom ObjectMapper for solving this problem: but this code work only in AutoMapper 4.x.I tried to update this code", but I failed.Maybe will be better to extend AutoMapper API a little bit," add something like for configuring IEnumerable source mapping'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,8,2016-07-18 12:44:14,49.0,,,1,"b'b"" @sky-code Yea 5.0 is all expression based", so it\'s about a hundred times more difficult to make an IObjectMapper now. Would look at CollectionMapper and the Expression it generate to get an idea of how the base of enumeration mapping works.  There\'s currently no Good API in there to explain things," since expression based.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,9,2016-07-18 12:44:14,13.17,,1,,"b""b' @TylerCarlson1 so that thing I tried a while ago the generic-based object mappers", that might be appropriate as a plugin mechanism. @sky-code This code should be able to be translated to a type converter," which now support open generics. You can do then your converter is:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,10,2016-07-18 12:44:14,305.23,,,1,"b""b' Thanks for advice", I tried use ITypeConverter in AutoMapper 5.0.0," get an exception and I have forgotten about it.this code work fine in 5.0.2 and it solve my problem:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,11,2016-07-18 12:44:14,727.15,,1,,"b""b' in the solution as above"," we have trouble that the destination comes always as null. Even though it worked perfectly in 4.2.0 (then it was ). Any idea why it could happen?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,12,2016-07-18 12:44:14,16.0,,1,,"b'b"" If you don\'t create that list yourself and pass it in the Map call"," the destination will be null. We don\'t pass the list created by AutoMapper.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,13,2016-07-18 12:44:14,57.68,1,,,"b""b' In my case both the source and destination lists usually already exist and come as properties of the source and destination objects. What the converter is supposed to do is to merge changes between them and this is exactly how it worked in  4.2.0. Just that so far the destination and source would come as properties of ResolutionContext and not separate parameters. When I set a breakpoint in my converter I can see that both objects have non-null properties", mapping plan shows that exactly those properties are mapped and still destination appears as null. This simply worked before, now that the Destination and SourceValue are gone, and the destination parameter is always null, such operation is not possible and forces us to stay with 4.2.1 as I cannot see a workaround. A bit of a shame, as the other changes are nice.What is more interesting, is that the mapping between the lists directly, works, when they are part of different objects, not -(dto, entity) -(," ) -'""",,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,14,2016-07-18 12:44:14,29.8,,1,,"b""b' That should work with the MyGet build.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,15,2016-07-18 12:44:14,51.07,,1,,"b""b' I have 5.0.2 from MyGet (installed through nuget) and it looks like even the getter of the collection is not called"," '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,16,2016-07-18 12:44:14,12.02,,1,,"b""b' v5.1.0-alpha-01186 is the latest.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,17,2016-07-18 12:44:14,30.43,,,1,"b'b"" I\'ve seen that"," but it\'s an alpha :) Should I understand that it\'s a known bug for 5.0.2 and fixed on 5.1?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,18,2016-07-18 12:44:14,9.25,,1,,"b""b' moving to alpha end up with stack overflow already at the configuration level :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,19,2016-07-18 12:44:14,2.7,,1,,"b""b' Repro?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,20,2016-07-18 12:44:14,8.63,,1,,"b'b\' alpha because I can\\\'t pick ""nightly"" or ""latest"" it\\\'s the same as 5.0.2 butwith bugs fixed. On Monday", July 25,2016, mikocot notifications@ wrote:\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,21,2016-07-18 12:44:14,8.87,1,,,"b'b"" Ok", I managed to limit the mappings and run it with the newest alpha. The bug seems to be fixed indeed," but to get there I had to skip my conditional mappings: due to StackOverflowwhich I replaced with more generic:but this somehow caused some other mappings that worked already with 5.0.2 and previous setup to fail with \'Cannot map XXX to Object\'. I guess we\'ll have to move back to 4.2.1 as there seems to be too much side effects with each release and too much mapping rewriting to fit new patterns. Especially those are hard to figure out.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,22,2016-07-18 12:44:14,4.62,,1,,"b'b"" the stackoverflow seems to be caused by a type similar to (\'Some\' type exists too)worked (maybe incorrectly) up to 5.0.2 release"," included""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,closed,2016-11-14 15:25:11,7.82,3,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,23,2016-07-18 12:44:14,986.98,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1536,closed,-,-,-,3,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,opened,2016-07-20 06:48:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,title,2016-07-20 06:48:45,00:00,,1,,"b""b' AutoMapper 5.0.2 uses ToList when creating map expressions for IEnumerable'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,body,2016-07-20 06:48:45,00:00,,1,,"b'b"" When AutoMapper 5.0.2 creates map expressions for entity framework usage (using it uses on mapping of properties of type  .  While this works in newer Entity Framework versions", older like the one shipped with .NET 4 does not support in expressions and causes a from Entity Framework.This worked in the last version I had before upgrading (4.1.1). Can this be fixed? If the type of a property is there should not be any call. It isn\'t any need for it either," since an is only for traversing and not manipulation.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,1,2016-07-20 06:48:45,306.57,,1,,"b""b' What version of EF? On Wednesday", July 20,2016," dozer75 notifications@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,2,2016-07-20 06:48:45,187.32,1,,,"b""b' Sorry", forgot, EF 4," the last one that came integrated in the .NET framework before it became NuGet package.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,closed,2016-07-20 15:02:38,493.88,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,3,2016-07-20 06:48:45,0.27,,1,,"b""b' Wrong button...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,reopened,2016-07-20 15:02:54,0.27,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,4,2016-07-20 06:48:45,16.25,,,1,"b'b"" So the best I can do for you here is to recommend creating your own expression visitor based on what AutoMapper returns", removing the ToList calls. Then you create your own wrapper extension methods. This is exactly what the  library does. If you get something working," I\'d be happy to create an  package that supports EF4-type expressions.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,5,2016-07-20 06:48:45,22.12,,1,,"b'b"" Hmm.. Then we\'ll have to restructure the whole expression created by the  methods. Feeling like it is a bit too much of performance impact doing that. I think we\'ll stay on the 4.2.1 version then until we have been able to move the code from .NET 4 and EF 4 to 6.1.3 or more recent of EF.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,closed,2016-07-22 18:53:45,230.85,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,6,2016-07-20 06:48:45,1173.68,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1545,closed,-,-,-,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,opened,2016-07-26 17:09:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,title,2016-07-26 17:09:25,00:00,,1,,"b""b' ForAllMaps not working when using ()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,body,2016-07-26 17:09:25,00:00,,1,,"b'b"" Using AutoMapper 4.2.1 since 5.0 doesn\'t work without VS 2013 in our current nuget setup. I recently upgraded to a new version of AutoMapper and noticed  is now marked Obsolete The problem is that I can not get ForAllMaps() method to work if I am not using . Old code that works:  (Is called after I configure all my mappings and adds a call to AfterMap on all objects that implement IViewObject) new code that does not work: The inner part of ForAllMaps never gets called and because of that () will not be added to the MapperConfiguration either. Why is this? And what is actually the prefered way to add a call to AfterMapping() on all objects that implement IViewObject? I have already spent a lot of hours looking for information on ForAllMaps or anything else that could help me out"," but couldn\'t find any.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,1,2016-07-26 17:09:25,47.27,,1,,"b""b' you need to make call the profile or add it to the profile not the configuration on top of it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,2,2016-07-26 17:09:25,4.78,,1,,"b""b' @TylerCarlson1 the ForAllMaps in the root config is supposed to affect _all_ maps'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,3,2016-07-26 17:09:25,18.2,,1,,"b'b"" Bug then?  It goes to the defaultProfile which is separate from all the other profiles.All Profile expressions go to the default profile in cfg. There\'s also an override to provide the profile\'s name that will apply to that profile.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,closed,2016-07-26 19:12:50,123.42,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,reopened,2016-07-26 19:14:19,1.48,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,4,2016-07-26 17:09:25,56.0,1,,,"b""b' Whoops closed it by mistake. What I meant to write is that I am currently using the following workarround:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,5,2016-07-26 17:09:25,784.1,,1,,"b""b' A repro would help. Make a gist that we can execute and see fail.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,6,2016-07-26 17:09:25,303.38,,1,,"b""b' This fails:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,7,2016-07-26 17:09:25,10.32,,1,,"b""b' I think you have a typo in there. So if you really map to Dest2"," the test passes. Right? :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,8,2016-07-26 17:09:25,8.08,,1,,"b""b' Blarg On Thursday", July 28,2016," Lucian Bargaoanu notifications@wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,9,2016-07-26 17:09:25,2.13,,,1,"b'b"" Nice try anyway. It\'s indestructible :) The dark art of the repro.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,10,2016-07-26 17:09:25,9.5,,1,,"b'b"" @JesperRisager One difference between mine and yours is I\'m using a to do configuration and you have in your original example.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,11,2016-07-26 17:09:25,339.27,,,1,"b""b' I was a bit confused about the last few posts. Do you have a way of reproducing it", or do you still need a repro? The workarround I posted works fine right now (I edited a small bugfix into it continue instead of return)," so its not by any means critical for me to get it fixed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,12,2016-07-26 17:09:25,28.02,,,1,"b'b"" Maybe it would be easier to test with the MyGet build. Because if that works", there\'s nothing to fix :) Otherwise," a repro would help.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,13,2016-07-26 17:09:25,15.45,,1,,b'b\' No," I don\\\'t have a way of reproducing it. It looks like our examples are slightly off you use something that isn\\\'t ""IMapperConfigurationExpression"" to configure the profiles etc. and my test passes.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,14,2016-07-26 17:09:25,44.95,1,,,"b'b"" @jbogard maybe 4.2.1 has that interface and 5.0 has what you used. Also the interface probably doesn\'t matter because both code bases", I think, Profile is the only class that implements ForAllMaps function.  And as I sad [before]url  call this against the profile that\'s created, or turn this into a bug stating that config options don\'t persist to sub profiles. I personally see this as intended functionality, with cfg being a shortcut to creating a new profile, but when you create sub profiles they are completely independent of each other," and the config at the top.  When you make new profiles you should be using the function calls for them in their own configs and not at the top level anyways.""'",,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,15,2016-07-26 17:09:25,7.63,,1,,"b'b"" Or to put it another way"," the function in question is contract of and thus it\'s meant at the profile level.  There\'s also which is on an configuration overall level.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,16,2016-07-26 17:09:25,888.22,,1,,"b""b' This can be closed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,17,2016-07-26 17:09:25,505.83,,1,,"b""b' Yeah I agree", since it seems like consensus now is," I could just use the above mentioned IMapperConfigurationExpression or my current workarround.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,closed,2016-08-23 20:22:34,68.25,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,18,2016-07-26 17:09:25,772.2,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1569,closed,-,-,-,2,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,opened,2016-08-03 08:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,title,2016-08-03 08:58:00,00:00,,1,,"b""b'  not working withing CreateMap'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,body,2016-08-03 08:58:00,00:00,,,1,"b""b'   The last .ForMember for ParallelCitations causes issues in the code when i call the Map within the API", the map Citation to CitationViewModel was created earlier in the config," Anybody know how to refactor this for V.5. thanks. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,1,2016-08-03 08:58:00,3.5,,1,,"b""b' Just remove .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,2,2016-08-03 08:58:00,25.32,,1,,"b""b' For some reason the code has changed in the preview section it actually looks like this"," '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,closed,2016-08-03 09:26:49,28.82,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,reopened,2016-08-03 09:28:10,1.35,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,3,2016-08-03 08:58:00,80.58,,1,,"b""b' The remove  doesnt work as the  value is not the same type as the Parallel citations'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,4,2016-08-03 08:58:00,4.72,,1,,"b'b"" Make a gist that shows it doesn\'t work.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,5,2016-08-03 08:58:00,880.43,,1,,"b'b"" Can you post your models? It looks like you\'re trying to map a single property in the source model into a list in the destination model"," is that right?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,6,2016-08-03 08:58:00,494.43,1,,,"b""b' That is right yes"," the models are basic and they were working in the 4.2 version but in this new update the error given complains about the ParralelCitations property.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,7,2016-08-03 08:58:00,811.75,,1,,"b'b"" Ok", for using , you need to use ResolveUsing and the overload that takes the resolution context. On that one is a mapper object that you\'d use," not back to a static reference.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,8,2016-08-03 08:58:00,546.75,,1,,"b""b' @jbogard But why do that? Just MapFrom the source expression would work.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,1587,closed,9,2016-08-03 08:58:00,211.9,,1,,"b""b' This can be closed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
