REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,
devise,2457,closed,closed,2013-06-07 08:56:50,594.83,0,4,1,,,,,,,,,,,,,,,,,,,,,,
devise,2457,closed,4,2013-06-06 23:02:00,12.77,,,1,"b'b"" I deleted ajaxify gem from Gemfile"," but same error occurs. NoMethodError undefined method  polymorphic_url\'  actionpack (3.2.13) :150:in  _compute_redirect_to_location\'  actionpack (3.2.13) :74:in  redirect_to\'  actionpack (3.2.13) :60:in  block in instrument\'  activesupport (3.2.13) :20:in  instrument\'  actionpack (3.2.13) :59:in  redirect_to\'  actionpack (3.2.13) :193:in  rescue in to_html\'  actionpack (3.2.13) :160:in  respond\'  actionpack (3.2.13) :146:in  respond_with\'  devise (2.1.2) :27:in  send_action\'  actionpack (3.2.13) :167:in  process_action\'  actionpack (3.2.13) :18:in  _run__4159298926632633380__process_action__3745782819591530044__callbacks\'  activesupport (3.2.13) :405:in  _run_process_action_callbacks\'  activesupport (3.2.13) :81:in  process_action\'  actionpack (3.2.13) :29:in  block in process_action\'  activesupport (3.2.13) :123:in  instrument\'  activesupport (3.2.13) :123:in  process_action\'  actionpack (3.2.13) :207:in  process_action\'  actionpack (3.2.13) :121:in  process\'  actionpack (3.2.13) :203:in  dispatch\'  actionpack (3.2.13) :246:in  dispatch\'  actionpack (3.2.13) :36:in  call\'  journey (1.0.4) :68:in  call\'  actionpack (3.2.13) :612:in  call!\'  omniauth (1.1.4) :164:in  block in call\'  warden (1.2.1) :34:in  call\'  rack (1.4.5) :23:in  call\'  actionpack (3.2.13) :14:in  call\'  actionpack (3.2.13) :242:in  context\'  rack (1.4.5) :205:in  call\'  activerecord (3.2.13) :64:in  call\'  actionpack (3.2.13) :28:in  _run__3171792883399595661__call__3680441127942329225__callbacks\'  activesupport (3.2.13) :405:in  _run_call_callbacks\'  activesupport (3.2.13) :81:in  call\'  actionpack (3.2.13) :65:in  call\'  better_errors (0.9.0) :84:in  better_errors_call\'  better_errors (0.9.0) :56:in  call\'  actionpack (3.2.13) :56:in  call_app\'  railties (3.2.13) :16:in  tagged\'  railties (3.2.13) :16:in  call\'  rack (1.4.5) :21:in  call\'  activesupport (3.2.13) :72:in  call\'  actionpack (3.2.13) :63:in  call\'  railties (3.2.13) :223:in  call\'  railties (3.2.13) :17:in  block in pre_process\'  thin (1.5.1) :79:in  process\'  thin (1.5.1) :39:in  run\'  thin (1.5.1) :63:in  start\'  rack (1.4.5) :13:in  start\'  railties (3.2.13) :70:in  block in \'  railties (3.2.13) :50:in  \'  :0:in ""'",,,,,,,,,,,,,,,,,,,,
devise,2457,closed,5,2013-06-06 23:02:00,2.45,1,,,"b""b' Oops"," sorry then. I will take a further look!'""",,,,,,,,,,,,,,,,,,,,
devise,2457,closed,reopened,2013-06-07 09:12:02,15.2,1,4,2,,,,,,,,,,,,,,,,,,,,,,
devise,2457,closed,6,2013-06-06 23:02:00,327.5,,,1,"b'b"" Tryin to sign in with omniauth facebook: RuntimeError Devise trackable could not save #.Please make sure a model using trackable can be saved at sign in.:  devise (2.2.4) :31:in  block in \'  warden (1.2.1) :14:in  _run_callbacks\'  warden (1.2.1) :53:in  set_user\'  devise (2.2.4) :124:in  sign_in_and_redirect\'  :7:in  send_action\'  actionpack (3.2.8) :167:in  process_action\'  actionpack (3.2.8) :18:in  _run__735118623665039291__process_action__2298235143883885290__callbacks\'  activesupport (3.2.8) :405:in ""'",,,,,,,,,,,,,,,,,,,,,
devise,2457,closed,7,2013-06-06 23:02:00,1088.42,,,1,"b'b"" Problem solved: after_create a Profile was created with User. Wrong argument was passed", and the :slug of Profile wasn\'t unique," that fired a false or nil somewhere which ended in an unsaved user. Devise works perfectly :)""'",,,,,,,,,,,,,,,,,,,
devise,2457,closed,closed,2013-06-08 08:47:57,1415.92,1,4,4,,,,,,,,,,,,,,,,,,,,,,
devise,2457,closed,-,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,opened,2013-06-10 07:05:51,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,title,2013-06-10 07:05:51,00:00,,1,,"b""b' unlocks_ override issue.'""",,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,body,2013-06-10 07:05:51,00:00,1,,,"b'b"" I m trying to override devise\'s unlocks_  create method. as  class Users::Devise::UnlocksController < Devise::UnlocksController  prepend_before_filter :require_no_authentication include Devise::Controllers::InternalHelpers # POST /  def create   = resource_(params[resource_name])   end def account_lock_message  respond_with_navigational(resource){ render_with_scope :account_lock_message }  end end account_lock_message", is added. entry in routes as  post \'/\' =and devise_for :users," :controllers =but still its not calling my overridden create method. ""'",,,,,,,,,,,,,,,,,,,
devise,2461,closed,closed,2013-06-10 07:09:48,3.95,1,1,0,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,reopened,2013-06-10 07:09:53,0.08,1,1,0,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,1,2013-06-10 07:05:51,4.05,,1,,"b""b'  Please use the mailing list or StackOverflow for "," where a wider community will be able to help you. We reserve the issues tracker for issues only.'""",,,,,,,,,,,,,,,,,,,,
devise,2461,closed,closed,2013-06-10 07:09:54,0.02,1,2,0,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,2,2013-06-10 07:05:51,0.15,,,1,"b""b' If you think this is an issue",  You need to give us more information on how to reproduce this issue," otherwise there is nothing we can do. Please read  file for more information about creating bug reports. Thanks!'""",,,,,,,,,,,,,,,,,,,
devise,2461,closed,reopened,2013-06-10 07:10:03,0.15,1,2,1,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,closed,2013-06-10 07:12:06,2.05,1,2,1,,,,,,,,,,,,,,,,,,,,,,
devise,2461,closed,3,2013-06-10 07:05:51,70.87,1,,,"b'b"" I want to override unlocks_ create method. in which i want to redirect user on a page which contains message of unlock account instead of new_session_path. so i have created one method account_lock_message which will renderto a html page of same  in unlocks_ after email sent we redirected to respond_with({}"," :location =i have made entry in routes for create method as  post \'/\' =""'",,,,,,,,,,,,,,,,,,,,
devise,2461,closed,-,-,-,2,2,1,,,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,opened,2013-08-01 17:28:01,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,title,2013-08-01 17:28:01,00:00,,1,,"b""b' test helpers swallow headers'""",,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,body,2013-08-01 17:28:01,00:00,,1,,"b""b' is it possible"," that the devise test helpers let me not set a custom header in a failure response?  '""",,,,,,,,,,,,,,,,,,,,
devise,2542,closed,1,2013-08-01 17:28:01,23.5,,,1,"b""b'  You need to give us more information on how to reproduce this issue"," otherwise there is nothing we can do. Please read  file for more information about creating bug reports. Thanks!'""",,,,,,,,,,,,,,,,,,,,
devise,2542,closed,closed,2013-08-01 17:51:31,23.5,0,2,1,,,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,2,2013-08-01 17:28:01,917.58,1,,,b'b\' sorry, you are right but i thought it;s obvious, because in line 112 you don\\\'t pass the headers, therfore it is possible to set status, body, content type and location," ONLY. procedere: a) failure app that sets the header b) test that fails with headers[""CUSTOM-HEADER|] == nil plz note that CUSTOM-HEADER is not what we have in our real case. i think it is easy for you to understand if i am right and you don\\\'t allow passing the headers (due never converting them to response headers in the above described line 112) or if i am wrong and missing something. thanks jose\''",,,,,,,,,,,,,,,
devise,2542,closed,3,2013-08-01 17:28:01,6.77,,1,,"b""b' another option would be to only integration test headers"," that seems to work and is probably even more correct'""",,,,,,,,,,,,,,,,,,,,
devise,2542,closed,reopened,2013-08-07 12:45:16,1133.75,1,3,1,,,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,4,2013-08-01 17:28:01,687.75,,1,,"b""b' Is there a way to pass all the headers to the underlying get call or request? If so we can simply do it. Can you please provide a patch?'""",,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,5,2013-08-01 17:28:01,675.67,,1,,"b""b' works'""",,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,6,2013-08-01 17:28:01,11.93,,,1,"b""b' Thanks @suung ! I will merge it once the next devise version is out. I am closing this in favor of the PR.'""",,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,closed,2013-08-09 08:11:13,1165.95,1,5,2,,,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,7,2013-08-01 17:28:01,168.7,,1,,"b""b' sure'""",,,,,,,,,,,,,,,,,,,,,
devise,2542,closed,-,-,-,1,6,2,,,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,opened,2013-08-02 15:51:58,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,title,2013-08-02 15:51:58,00:00,,1,,"b""b' Clearing confirmation token'""",,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,body,2013-08-02 15:51:58,00:00,,,1,b'b\' Why does confirm! clear the confirmation token?  This means that if a user clicks the confirmation link in their email for a second time," they are shown the rather unintuitive ""Confirmation token invalid"" error"," instead of the more helpful ""Email was already confirmed"," please try signing in"" error which is shown when I put the confirmation token back. So wouldn\\\'t it make more sense to keep the confirmation token in the database record?\''",,,,,,,,,,,,,,,,,,
devise,2544,closed,closed,2013-08-02 15:52:05,0.12,0,1,1,,,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,reopened,2013-08-02 15:52:09,0.07,0,1,1,,,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,1,2013-08-02 15:51:58,29.52,1,,,"b'b\' Maybe we could improve the ""Confirmation token invalid"" message to say: it is invalid or the e-mail was already confirmed? The confirmation token provides full access to a given user in the application", we don\\\'t want to leave them in the table longer than they are supposed to be.\'',,,,,,,,,,,,,,,,,,,,
devise,2544,closed,2,2013-08-02 15:51:58,11.58,,1,,"b'b"" I see your point"," but the confirmation token can\'t be used to access that user if they are already confirmed can it?""'",,,,,,,,,,,,,,,,,,,,
devise,2544,closed,3,2013-08-02 15:51:58,5.42,,1,,"b""b' You are right. Yes"," I think this issue could be addressed them. @ what do you think?'""",,,,,,,,,,,,,,,,,,,,
devise,2544,closed,4,2013-08-02 15:51:58,0.27,,1,,"b""b' /cc @carlosantoniodasilva @rafaelfranca '""",,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,5,2013-08-02 15:51:58,10.97,,,1,"b'b"" Thanks. Would be ideal if it could redirect to sign-in rather than the \'resend confirmation email\' prompt in this case.""'",,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,6,2013-08-02 15:51:58,2.42,,1,,"b'b"" I don\'t see any problem in changing this behavior. :+1:""'",,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,7,2013-08-02 15:51:58,36.52,,1,,"b""b' Have opened a pull request with my solution for this"," feel free to use it or not :smiley:'""",,,,,,,,,,,,,,,,,,,,
devise,2544,closed,8,2013-08-02 15:51:58,207.97,,,1,"b""b' Closing this in favor of the pull request"," thanks @markturner!'""",,,,,,,,,,,,,,,,,,,,
devise,2544,closed,closed,2013-08-08 20:56:46,304.62,1,6,3,,,,,,,,,,,,,,,,,,,,,,
devise,2544,closed,-,-,-,1,6,3,,,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,opened,2013-08-22 08:19:08,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,title,2013-08-22 08:19:08,00:00,,,1,"b""b' ActionController::InvalidAuthenticityToken Error on Heroku Deploy'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,body,2013-08-22 08:19:08,00:00,,,1,"b'b"" Locally everything works great", however I\'m getting the following error when deploying a clean app to Heroku," then trying to register: url ""'",,,,,,,,,,,,,,,,,,,
devise,2586,closed,1,2013-08-22 08:19:08,13.23,,,1,"b""b'  You need to give us more information on how to reproduce this issue"," otherwise there is nothing we can do. Please read  file for more information about creating bug reports. Thanks!'""",,,,,,,,,,,,,,,,,,,,
devise,2586,closed,closed,2013-08-22 08:32:22,13.23,0,0,3,,,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,2,2013-08-22 08:19:08,36.93,1,,,"b""b' Oops! Here are the details: Rails 4.0.0Warden 1.2.3Devise 3.1.0.rc2 from git:// (at master) Reproduce by creating a new Rails 4 app", adding Devise to Gemfile (at master), pushing to Heroku," and trying to register.'""",,,,,,,,,,,,,,,,,,
devise,2586,closed,3,2013-08-22 08:19:08,6.05,,,1,"b""b' Thanks @jabreu52! Can you also reproduce the issue on production environment on your machine?'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,reopened,2013-08-22 09:15:21,42.98,1,0,4,,,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,4,2013-08-22 08:19:08,446.32,,,1,"b""b' I tried reproducing this in production on my machine with no luck. The error only arises when deployed to Heroku. :/ Here is a longer version of the Heroku error log"," see row 75 and 88: url '""",,,,,,,,,,,,,,,,,,,,
devise,2586,closed,5,2013-08-22 08:19:08,23.1,,1,,"b""b' Adding to session_ seems to fix this.'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,6,2013-08-22 08:19:08,576.32,,1,,"b""b' also"," make sure to clear your browser  before attempting to register a user after this change.'""",,,,,,,,,,,,,,,,,,,,
devise,2586,closed,closed,2013-09-02 21:47:10,751.82,1,2,5,,,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,7,2013-08-22 08:19:08,1113.35,,,1,"b""b' I also had this same issue deploying to heroku.  So far domain: :all seems to fix it.  Thanks so much for this -definitely saved me time.'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,8,2013-08-22 08:19:08,992.4,,,1,"b'b"" @josevalim @jabreu52 -so we\'re still having this issue.  Whenever we deploy to heroku we get... We\'ve added domain: :all  ... and have tried just about anything to figure out why this is happening with no luck.  Any thoughts?""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,9,2013-08-22 08:19:08,1175.65,,1,,"b""b' @anazar Have you tried clearing your browser  On Sep 11",2013, at 3:13 PM," anazar notifications@ wrote:'""",,,,,,,,,,,,,,,,,,
devise,2586,closed,10,2013-08-22 08:19:08,1186.5,,,1,"b'b"" Clearing the browser  does work but it\'s becoming a huge problem.  Everytime we push an update to heroku we get tons of users complaining that they can\'t log in.  And a number of them complaining that the problem persists until they clear their cookies.""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,11,2013-08-22 08:19:08,1200.68,1,,,"b'b"" Also I figure I should provide more info We\'re using:Rails: 4.0.0Devise: 3.1.0Devise Invitable 1.2.0 (the devise-3.1 branch)activerecord-session_store Our session store is: Things I\'ve triedchanging the secret key basewiping out everything: rake tmp:clear tmp:sessions:clear db:sessions:clearbanging my head against the wallupdating all gems to master or only using stable gemsswitching redis session store Any thoughts?""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,12,2013-08-22 08:19:08,1340.72,,1,,"b""b' Can this be the reason? url  Does it work with Devise 3.0.0? We need a way to reproduce the issue"," otherwise there is nothing we can do.'""",,,,,,,,,,,,,,,,,,,,
devise,2586,closed,13,2013-08-22 08:19:08,1360.02,,,1,"b'b"" We\'re using the latest version so I don\'t think that\'s the issue.  And we were using 3.0.3 before we tried to upgrade. I\'m unfortunately not able to reproduce the issue locally... It only happens when deploying to heroku.""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,14,2013-08-22 08:19:08,53.72,,1,,"b'b"" So I\'m not sure if this is 100% causing it but I was able to replicate the error To reproduce:1) Open two browser windows of the same browser type (ie. 2 chrome windows)2) Go to the login page in both windows3) Login on one of the windows and then logout4) Login on the other browser window and you\'ll see the error Logging out updates the csrf token but if the other login page isn\'t refreshed it doesn\'t get the updated token.  Shouldn\'t devise be handling this situation gracefully?  This is where it errors:  ""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,15,2013-08-22 08:19:08,76.82,,1,,"b'b""   getting rid of the with: :exception prevents the exception from being thrown and forces the login page to refresh so I guess that solves that problem.  We\'ll see if that resolves the issues w/ users trying to log in during a deploy.""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,16,2013-08-22 08:19:08,253.62,,1,,"b""b' same problem\\xe3\\x80\\x82+1'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,17,2013-08-22 08:19:08,729.47,,1,,"b""b' @anazar i can reproduce the same way"," same problem +1 Me too using activerecored-session-store'""",,,,,,,,,,,,,,,,,,,,
devise,2586,closed,18,2013-08-22 08:19:08,1120.0,,,1,"b""b' same problem +1 @anazar your steps above helped me debug this error"," thanks! '""",,,,,,,,,,,,,,,,,,,,
devise,2586,closed,19,2013-08-22 08:19:08,160.03,,1,,"b'b"" I\'m running into this too. Is the official fix for this to change ?""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,20,2013-08-22 08:19:08,1254.07,,1,,"b""b' same problem. still not fixed? I would assume people log in with devise from IOS devices? Nothing here fixed that for me.  d'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,21,2013-08-22 08:19:08,868.93,,1,,"b""b' @anazar do you remember how you were able to solve it?'""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,22,2013-08-22 08:19:08,1243.4,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,23,2013-08-22 08:19:08,627.97,,,1,"b""b' Hey", I have my production and staging in heroku. and in are exact copies. However," I could replicate the error in but not in  .'""",,,,,,,,,,,,,,,,,,,
devise,2586,closed,24,2013-08-22 08:19:08,666.12,,,1,"b'b"" I\'m assuming this is a Heroku issue. I\'m using my own production server instead of Heroku and the problem went away. I can now log in from any device.  d""'",,,,,,,,,,,,,,,,,,,,,
devise,2586,closed,25,2013-08-22 08:19:08,973.75,,,1,"b'b"" I run all my apps on Heroku and I\'ve seen this happen A LOT.  I think this has to do with Heroku\'s containerization and has been exacerbated by Heroku\'s semi-recent introduction of [daily restarts for all dynos]url A reboot on Heroku has the effect of invaliding all Devise sessions I believe.  I\'m trying out to see if it helps to alleviate the exception message.  If a session has been invalidated", it seems ok to send the user back to the login page.  IMHO YOU SHOULD NOT NOT NOT NOT NOT remove from your app.  There is a reason the rails generator includes it!!!  There is no way to get away from Heroku\'s behavior (other than rehost on your own platform of course).  Multiple dynos reduces the odds that a session will invalidate, but eventually all dynos will restart every 24 hours whether you deploy or not.  Heroku restart documentation quote for convenience: > Dynos are also restarted (cycled) at least once per day to help maintain the health of applications running on Heroku. Any changes to the local filesystem will be deleted. The cycling happens once every 24 hours (plus up to 216 random minutes," to prevent every dyno for an application from restarting at the same time).""'",,,,,,,,,,,,,,,,,,
devise,2586,closed,-,-,-,2,12,13,,,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,opened,2013-09-20 21:19:48,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,title,2013-09-20 21:19:48,00:00,,1,,"b""b' Allow for independent authenticity tokens per-scope'""",,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,body,2013-09-20 21:19:48,00:00,,1,,"b'b"" Confirming @markedmondson\'s issue #2640. Now with a workaround.""'",,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,1,2013-09-20 21:19:48,190.17,,1,,"b""b' I think this approach is a dead-end: the authenticated user might be posting to an unauthenticated '""",,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,closed,2013-09-24 00:29:58,190.17,0,3,0,,,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,2,2013-09-20 21:19:48,1236.35,,1,,"b'b"" I think we can make this work if we prefix the token with the scope name"," e.g. and then split it for comparison when receiving a post. I\'ll give this another shot.""'",,,,,,,,,,,,,,,,,,,,
devise,2642,closed,reopened,2013-11-06 21:06:19,1236.35,0,4,0,,,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,closed,2014-04-03 19:04:21,1318.03,0,4,0,,,,,,,,,,,,,,,,,,,,,,
devise,2642,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,opened,2013-09-27 01:13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,title,2013-09-27 01:13:45,00:00,,1,,"b""b' Unable to invoke custom behaviour for devise_parameter_sanitizer (per readme)'""",,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,body,2013-09-27 01:13:45,00:00,,1,,"b""b'   We followed the second method of declaring permitted parameters url  but the expected parameters in the whitelist were not permitted.'""",,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,1,2013-09-27 01:13:45,3.7,,1,,"b""b' Which Devise version are you using?'""",,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,2,2013-09-27 01:13:45,792.73,,,1,"b'b"" There is a change you are using an old devise version (not 3.1.0) but if you are on latest and it still doesn\'t work"," please let us know!""'",,,,,,,,,,,,,,,,,,,,
devise,2652,closed,closed,2013-09-27 14:30:11,796.43,0,3,1,,,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,3,2013-09-27 01:13:45,8.27,,1,,"b""b' Devise version is 3.1.0.  '""",,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,reopened,2013-09-27 14:42:44,12.55,0,4,1,,,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,4,2013-09-27 01:13:45,4.98,,1,,"b""b' And the Rails version please? Can you provide a way to reproduce the issue?'""",,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,5,2013-09-27 01:13:45,22.88,,,1,"b""b' Ok"," I tried to reproduce the issue and everything worked fine. Please let me know if you have more info.'""",,,,,,,,,,,,,,,,,,,,
devise,2652,closed,closed,2013-10-01 15:06:19,23.58,0,5,2,,,,,,,,,,,,,,,,,,,,,,
devise,2652,closed,-,-,-,0,5,2,,,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,opened,2013-10-10 17:10:47,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,title,2013-10-10 17:10:47,00:00,,1,,"b""b' Magic with constants and scope'""",,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,body,2013-10-10 17:10:47,00:00,,1,,"b'b"" I have a route for devise which looks like this: I did added the as devise doesn\'t infer that was a reference to the model  ", and resolved to the class  . The documentation, and some assumptions on my part, led me to believe that I should be able to add a before_filter for authentication as: This turned out to be false, as it does infer here: Also using in doesn\'t resolve the user module as expected," it only affects the controller.""'",,,,,,,,,,,,,,,,
devise,2680,closed,1,2013-10-10 17:10:47,924.87,,,1,"b""b' Right. All those things were by design. The only way to change the model is by providing a class name", all other options affecting the routing constraints. However, our docs may not make it clear," hence the confusion. Could you please provide pull requests to the doc areas you feel that could be improved? Thank you!'""",,,,,,,,,,,,,,,,,,
devise,2680,closed,closed,2013-10-16 08:35:39,924.87,0,2,1,,,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,2,2013-10-10 17:10:47,278.33,,,1,"b'b"" You say it\'s an issue in the docs"," and you closed the issue without it being solved? :) I\'ll see if I have time this weekend.""'",,,,,,,,,,,,,,,,,,,,
devise,2680,closed,3,2013-10-10 17:10:47,16.5,1,,,"b""b' Sorry"," bad habit!'""",,,,,,,,,,,,,,,,,,,,
devise,2680,closed,reopened,2013-10-18 13:30:29,294.83,1,2,2,,,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,4,2013-10-10 17:10:47,6.38,,,1,"b""b' heh!'""",,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,5,2013-10-10 17:10:47,1308.7,,,1,"b""b' Btw"," I have just noticed all this behaviour was documented inside the option. I have moved it a bit up though. Thank you.'""",,,,,,,,,,,,,,,,,,,,
devise,2680,closed,closed,2013-10-21 11:25:35,1315.1,1,2,4,,,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,6,2013-10-10 17:10:47,1422.87,,,1,"b""b' Thanks'""",,,,,,,,,,,,,,,,,,,,,
devise,2680,closed,-,-,-,1,2,5,,,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,opened,2013-10-13 22:38:30,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,title,2013-10-13 22:38:30,00:00,1,,,"b""b' after confirmation_path messed up when used along with redirection code'""",,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,body,2013-10-13 22:38:30,00:00,,,1,"b'b\' I am trying to redirect to same page on login with the following code as suggested in the wiki after_filter :store_location  def store_location  # store last url this is needed for post-login redirect to whatever the user last visited.  if ( != ""/"" &&   != ""/"" &&   != ""/"" &&    !?) # don\\\'t store ajax calls  session[:previous_url] =  end  end When a user tries to confirm his account"," I get the confirmation token invalid error but the user is login. I disabled the code and then it worked. What am I doing wrong? I also tried adding something like this to if condition  != ""/?confirmation_token=~\\\\w""  Still didn\\\'t work\''",,,,,,,,,,,,,,,,,,,,
devise,2684,closed,1,2013-10-13 22:38:30,596.58,,1,,"b""b'  Please use the mailing list or StackOverflow for "," where a wider community will be able to help you. We reserve the issues tracker for issues only.'""",,,,,,,,,,,,,,,,,,,,
devise,2684,closed,closed,2013-10-14 08:35:05,596.58,1,1,1,,,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,2,2013-10-13 22:38:30,0.18,,,1,"b""b' If you think this is a bug report",  You need to give us more information on how to reproduce this issue," otherwise there is nothing we can do. Please read  file for more information about creating bug reports. Thanks!'""",,,,,,,,,,,,,,,,,,,
devise,2684,closed,reopened,2013-10-14 08:35:16,0.18,1,1,2,,,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,3,2013-10-13 22:38:30,53.72,,,1,b'b\' This is a bug if you consider code given in wiki not working as bugs. You can reproduce the bug by following the url  and getting a bug in the app as a bug. I am not sure how to contribute to the wiki. I am using Rails 4," Devise version 3.03. The problem is that when the user clicks the confirmation mail and it goes to automatically logging in then we will have a problem where we will get invalid authentication token and redirecting to resend autehntication token page but the user will be signed in. I solved it using the following code instead of the code I used above. def store_location  # store last url this is needed for post-login redirect to whatever the user last visited.  if (!(""/users/"") &&    !?) # don\\\'t store ajax calls  session[:previous_url] =  end  end\''",,,,,,,,,,,,,,,,,,,,
devise,2684,closed,4,2013-10-13 22:38:30,3.62,,,1,b'b\' Ok, thanks @aravindgd! The wiki is maintained by the community, so it may have outdated or wrong contents. If you can update it and mention the versions it works for you, it would be awesome! Anyone can update the wiki," there is an ""Edit Page"" button at the top of the every wiki article. Thank you!\''",,,,,,,,,,,,,,,,,
devise,2684,closed,5,2013-10-13 22:38:30,31.47,,,1,"b""b' thanks @josevalim '""",,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,closed,2013-10-16 08:34:08,1438.87,1,1,5,,,,,,,,,,,,,,,,,,,,,,
devise,2684,closed,-,-,-,1,1,5,,,,,,,,,,,,,,,,,,,,,,
devise,2699,closed,opened,2013-10-23 19:20:35,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,2699,closed,title,2013-10-23 19:20:35,00:00,,1,,"b'b"" User can\'t change the password : reset password token is invalid""'",,,,,,,,,,,,,,,,,,,,,
devise,2699,closed,body,2013-10-23 19:20:35,00:00,,1,,b'b\' I\\\' am trying use the password reset function of devise," i set up an account on mandrill for sending emails.So when i go on / and click on send instructions i receive an email with a link ""Change my password"" ", here is the link ref :url  when i click on it, it  sends me to /?reset_password_token=XXX.But if i change the password the following flash message appears in the page: Reset password token invalid.I am not overriding any devise controllers.Anyone can help me?![change]url ![error]url \'',,,,,,,,,,,,,,,,,,
devise,2699,closed,1,2013-10-23 19:20:35,10.68,,1,,"b'b"" Why have you opened another issue without putting all the information asked in the previous one? Please include Devise and Rails versions. Are you using the default templates? From where you are getting the token from? Are you using markerb? Please don\'t open another issue"," comment on this one.""'",,,,,,,,,,,,,,,,,,,,
devise,2699,closed,closed,2013-10-23 19:31:16,10.68,0,3,0,,,,,,,,,,,,,,,,,,,,,,
