REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,2,2015-09-02 08:02:23,106.57,,1,,"b""b' done'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,3,2015-09-02 08:02:23,67.08,,1,,"b'b"" Did you invoke  ? The Git commit hook would tell you the commit message is incorrect", it\'s missing a component  . The format for marking the bug closed is also different, please read url  Otherwise," the code looks good.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,4,2015-09-02 08:02:23,57.57,1,,,"b'b"" I don\'t have node installed. I have updated the commit message as requested.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,5,2015-09-02 08:02:23,12.7,,1,,"b""b'   should be  "," for example: The rest of the commit message looks good.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,6,2015-09-02 08:02:23,985.85,1,,,"b'b"" I have added additional detail to the commit message.  Similar regular expressions exist but I didn\'t find one that will be used on large strings that might have the same kind of impact.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,7,2015-09-02 08:02:23,271.53,,1,,"b""b' Could you add it beside the regexp itself? Otherwise we might forget that it is slow in Edge and remove it sometime in the future.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,8,2015-09-02 08:02:23,57.82,,,1,"b'b"" @SeanHenderson For reference", it should look something like that:  I\'m not sure about that. The above regex is used in []url  which," in turn is used on most inputs to []url  It seems this may be causing exactly the same slowdowns (although it would be good to perf-test it to make sure). Maybe there are others?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,closed,2015-09-03 14:33:31,391.13,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,reopened,2015-09-03 14:34:01,0.5,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,9,2015-09-02 08:02:23,103.37,,1,,"b""b' Sigh"," I work with TFS still getting used to GIT.  I have created a new branch and a new pull request so I am closing off this one.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,closed,2015-09-03 15:31:45,57.73,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2568,closed,-,-,-,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,opened,2015-09-10 05:20:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,title,2015-09-10 05:20:36,00:00,,1,,"b""b' $.ajax with type jsonp not excute callback in ie11 when url response status is 204'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,body,2015-09-10 05:20:36,00:00,,1,,"b""b' '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,1,2015-09-10 05:20:36,268.6,,1,,"b""b' Well", 204 means no content," whereas for transport you gotta have it '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,closed,2015-09-10 09:49:12,268.6,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,2,2015-09-10 05:20:36,1013.43,,1,,"b""b' hi @markelog  Yes. 204 means no content.But ie6~ie10", firfox," chrome excute complete but ie11 not. Not tested Edge.Can jQuery give same Behavior?Or how can I detect this request finished? ie11 trigger error event when 204 status.But jquery not bind onerror event to script tag. In my case the url response 204 or 200 and correct data.I need do something after jsonp request finished.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,3,2015-09-10 05:20:36,255.22,,1,,"b'b"" Yeah", and callbacks should have fired, checked on IE 11.0.10240," can\'t repro it  though""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,4,2015-09-10 05:20:36,191.15,,,1,"b""b' @markelog Can you test on win7 + 64bit + sp1? IE 11.0.9600.17691IS Thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,5,2015-09-10 05:20:36,40.27,,1,,"b'b"" Previously tested on Windows 10", now on Windows 7 (browserstack version)," can\'t repro. Reopening for confirmation.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,reopened,2015-09-11 10:49:16,60.07,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,6,2015-09-10 05:20:36,347.85,,1,,"b""b' @mzgol"," @timmywil could you confirm?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,7,2015-09-10 05:20:36,169.35,,1,,"b""b' Works for me in Windows 7"," IE10 and IE11.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,8,2015-09-10 05:20:36,0.97,,1,,"b""b' This was my test case: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,9,2015-09-10 05:20:36,7.05,,,1,"b'b"" Okay", i\'m gonna close this for now then, @honggook if you find consistent way of reproducing it," please ping us up!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,closed,2015-10-12 19:34:29,525.22,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,10,2015-09-10 05:20:36,742.4,1,,,"b""b' No message printed to console when run this test case on my IE11. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2587,closed,-,-,-,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,opened,2015-09-14 14:48:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,title,2015-09-14 14:48:54,00:00,1,,,"b""b' json $.ajax post messed up post-content when ?? in content'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,body,2015-09-14 14:48:54,00:00,1,,,b'b\' When you post ?? as part of an ajax request," the content gets damaged.The code below demonstrates this. Version of jQuery used: url but also the 1.11.x branch has this error. The problem is browser independent. (function() {  var data = \\\'{""a"": ""aa??bb""}\\\';  $.ajax({    \\\'beforeSend\\\': function() {    alert(\\\'I passed into $.ajax the data value:\\\\n\\\\n""\\\' + data + \\\'""\\\\n\\\\nbut it is going to send\\\\n\\\\n""\\\' +  + \\\'""\\\');    }",    \\\'type\\\': \\\'POST\\\',    \\\'url\\\': \\\'url   \\\'data\\\': data,    \\\'dataType\\\': \\\'json\\\'    })})()\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,1,2015-09-14 14:48:54,2.48,,1,,"b""b' Duplicate of #1791.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,closed,2015-09-14 14:51:23,2.48,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,2,2015-09-14 14:48:54,1.07,1,,,"b'b"" It doesn\'t seem to be a duplicate because not the URL gets damaged but the actual data content.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,3,2015-09-14 14:48:54,5.2,,1,,"b'b"" Hmm", OK," I\'ll reopen (though most likely the cause is analogous). Could you provide a test case on jsfiddle or jsbin?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,reopened,2015-09-14 14:57:39,6.27,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,4,2015-09-14 14:48:54,20.25,,1,,"b'b"" When you pass a string as the data argument", you need to encode it if the body content-type is using encodeURIComponent. If not (in your case you seem to wanna send json)," then you need to specify the content-type actually is JSON by setting the option to  . The fact jQuery modified the body is incidental. You will have troubles with backends if you don\'t specify a proper content-type and you have special characters in your body (in regard to the encoding) because most backends will attempt to decode the body before any user code can access it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,5,2015-09-14 14:48:54,71.87,,,1,"b""b' @jaubourg agreed. Thanks for the explanation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,closed,2015-09-14 16:29:47,92.13,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,6,2015-09-14 14:48:54,115.65,,,1,"b""b' @jaubourg Thanks for the  have resolved issue this way.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2594,closed,-,-,-,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,opened,2015-10-07 15:04:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,title,2015-10-07 15:04:56,00:00,,1,,"b""b' Add tests for contextmenu event'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,body,2015-10-07 15:04:56,00:00,,1,,"b""b' It is not just an alias"," since we fix object for it'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,1,2015-10-07 15:04:56,978.28,,,1,"b""b' I am interested in helping out here.Please let me know if any changes are required"," this stuff is new to me .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,2,2015-10-07 15:04:56,516.88,,1,,"b'b"" @markelog What did you mean it\'s not just an alias? Seems to me it is just an alias"," since the event object will get fixed whether you use or  . ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,3,2015-10-07 15:04:56,1049.2,,1,,"b'b"" This issue isn\'t entirely clear and we don\'t really do more things to than we do for e.g. so I\'m going to close it. If @markelog replies with more concrete info"," we can reopen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,closed,2016-05-11 09:29:20,1104.4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,4,2015-10-07 15:04:56,56.68,,1,,"b'b"" We apply special fixes for all events looking like  ", but don\'t test it. For other events we at least have some tests," for we don\'t have anything at all. Point of this ticket was to provide tests for event specifically for the property ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,reopened,2016-05-11 22:40:14,790.9,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2636,open,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,opened,2015-11-01 11:11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,title,2015-11-01 11:11:59,00:00,,1,,"b""b' :text does not support email fields'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,body,2015-11-01 11:11:59,00:00,,1,,"b'b\' jQuery(\\\'#customer_email\\\').is(\\\':text\\\') -for input fields. Should return TRUE Same for ""tel"" and other kinds of text fields.  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,1,2015-11-01 11:11:59,53.35,,1,,"b'b"" Because those are not text fields", they\'re email and telephone fields," respectively. From [the documentation]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,closed,2015-11-01 12:05:20,53.35,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,2,2015-11-01 11:11:59,2.98,,1,,"b""b' Looks like text field to me: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,3,2015-11-01 11:11:59,3.43,,1,,"b'b"" The visual representation may be the same", but that does not mean they _ARE_ the same. If they were," surely you wouldn\'t be using the new types.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,4,2015-11-01 11:11:59,10.08,,1,,"b""b' I use them pretty much because of mobile Safari which uses input type to present the right keyboard to the user. In all other aspects they are text fields.  Text fields support keyboard input and display entered information. Text field that has support for masked input is still a text field regardless its capability to format user input.  So the problem is when I need to make a live validation I have to manually pick up all kinds of text fields including tel and email. This is when :text should help me", but it does not," so I cannot use it and I have to have a trail of selectors to find all text fields.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,5,2015-11-01 11:11:59,93.05,,1,,b'b\' The DOM doesn\\\'t tell us if an input is presented for keyboard input," it just tells us the  . matches only inputs with  or ""text""", and can\\\'t be changed because doing so would break backwards compatibility. If your desired selection is too cumbersome, however, you could define and use a custom selector like  .\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,reopened,2015-11-01 13:54:53,109.55,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,closed,2015-11-01 13:55:03,0.17,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2683,closed,-,-,-,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,opened,2015-11-04 19:52:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,title,2015-11-04 19:52:47,00:00,,1,,"b""b' CommonJS: avoid a global with a custom window passed to the factory'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,body,2015-11-04 19:52:47,00:00,,1,,"b'b"" In a CommonJS scenario [these lines]url  may result in one of 2 things:1. & exists =2. otherwise", when a custom implementation is passed to the factory: the flag is not passed =I thought for a moment we might want to pass along the second parameter but IMO we should just set it to true in such a case without asking for anything. After all," if someone invokes: then it\'s trivial to attach it to the by ourselves if needed. The fact that we behave differently in CommonJS based on the initial setup worries me.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,1,2015-11-04 19:52:47,179.27,1,,,"b'b"" I can provide some history here. Due to url  we concluded that browser emulators in Node need the global set", because while Node has a CommonJS-like environment, the environment in a browser emulator usually does not, and unfortunately some of Node\'s module handling leaked into the emulators. The browserify case is already covered because a window with a document will be present. If the most common use case for requiring jQuery in Node is still to use jQuery within an emulator _and_ if emulators still allow Node\'s module variables to leak in," then I think we should leave it the way it is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,2,2015-11-04 19:52:47,36.67,,1,,"b'b"" We currently have 3 scenarios:1. There\'s no =2. There\'s & exists =3. There\'s & doesn\'t exist =I don\'t like that (2) & (3) diverge. This means that if you do: a global is set but when you do: a global is not set. This just looks like magic. Note that both scenarios may happen when used with browser emulators in Node"," I think they should behave in the same way.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,3,2015-11-04 19:52:47,9.88,,1,,"b'b"" Not quite. In order to pass scenario 2"," you\'d have to do And I would hope no one does that in Node.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,4,2015-11-04 19:52:47,0.92,,,1,"b'b"" I actually think we\'re good with what we have.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,5,2015-11-04 19:52:47,1.68,,1,,"b'b"" Also", given how finicky changes to the intro have been in the past," I don\'t want to make any changes until someone opens a ticket with a use case.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,6,2015-11-04 19:52:47,8.73,,1,,"b'b"" @timmywil Not really. [This line]url  means that if the variable is present in the scope it\'s picked up as in the setup function and obviously exists there. And yes"," I verified it in a console.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,7,2015-11-04 19:52:47,1.95,,1,,"b'b"" I was looking at to understand what\'s happening because of the reported issue #2686 where a person would like to have the global exported in a Node-like environment. So someone did", in fact," open a ticket. And then I\'ve noticed this inconsistency.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,8,2015-11-04 19:52:47,0.07,,1,,"b""b' In a console", any variables created will be global, but in Node," everything is wrapped in closures.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,9,2015-11-04 19:52:47,1.25,,1,,"b'b"" Not or variables. I did verify it\'s not a global; also"," please read my explanation all is needed is in scope.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,10,2015-11-04 19:52:47,0.13,,1,,"b'b"" I don\'t think that\'s a valid use case. Something is off with the way that user is using electron"," or with electron itself. The global should not be necessary in that case. **Edited**""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,11,2015-11-04 19:52:47,1.1,,1,,"b'b"" I did read the explanation"," but I still don\'t see how the window would make it into jQuery\'s scope.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,12,2015-11-04 19:52:47,0.9,,1,,"b""b' It would have to be on the that jQuery uses for jQuery to find it. The only way that would be possible is if Node had some wonky prototypical behavior in the way they work with their global.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,13,2015-11-04 19:52:47,3.7,,1,,"b""b' Actually", now that I think about it, I suppose it would work if the require is executed in the scope of the module requiring it," but that seems like it would have adverse side effects.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,14,2015-11-04 19:52:47,1.9,,1,,"b'b"" I keep forgetting we\'re looking for a before using  ", but I\'m still surprised. If you\'re right, though," I can see the argument.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,15,2015-11-04 19:52:47,5.5,1,,,"b""b' I just confirmed that it does not work the way you suspect. It will not be able to access that  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,16,2015-11-04 19:52:47,1.38,,1,,"b""b' Which makes sense when you think about it. Modules in Node should not be able to leak into other modules"," even modules they require. Rule of module encapsulation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,17,2015-11-04 19:52:47,2.95,,,1,"b'b"" Yeah", that looks funky... I\'ve created two scripts,  : and  : And when running it prints as you expected. I get weirder results directly from the REPL," though: Maybe REPL just has too much magic inside of it... P.S. This was run using so everything was evaluated in strict mode.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,18,2015-11-04 19:52:47,1.23,,1,,"b""b' Yea"," perhaps.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,closed,2015-11-05 00:12:00,259.22,2,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,reopened,2015-11-05 00:12:02,0.03,2,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,19,2015-11-04 19:52:47,0.42,,1,,"b""b' Wrong button.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,20,2015-11-04 19:52:47,11.57,,1,,"b'b"" In that case"," I see your reasoning if exists we have the right to assume we\'re in an emulated browser environment. But if we\'re in such an environment and leaks to it then we hit [this line]url  which means the global is _not set_ contrary to the wish to have it set in such environments; it doesn\'t reach [the latter line]url  which sets the global. Do I not understand what\'s happening there? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,21,2015-11-04 19:52:47,10.02,1,,,"b""b' Ah", OK, we always set and not so if we do: then is set," not  . We only do not set it in browser emulators where so setting it on would mean setting it on  . The only question that remains and this is the one related to what was reported in #2686 is whether skipping setting a global in Browserify was a mistake. Maybe it was as it increases the logical complexity of everything there but I agree changing that now may be risky and the scenario presented in #2686 is not typical... And every choice here will make someone unhappy.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,22,2015-11-04 19:52:47,1040.15,1,,,"b'b"" We used to export the global for the browserify case and we got multiple complaints. I\'m inclined to leave that as-is. The case in #2686 is equivocal at best"," so I\'m more inclined to trust the past reports that the global was unexpected in that environment. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,23,2015-11-04 19:52:47,7.95,,,1,"b""b' Sounds good to me. Closing it as wontfix then. If someone disagrees", comments welcome," we can always reopen.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,closed,2015-11-05 18:02:06,1070.07,4,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2688,closed,-,-,-,4,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,opened,2015-12-05 09:36:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,title,2015-12-05 09:36:43,00:00,,1,,"b""b' chore(): fixed grammer in comment'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,body,2015-12-05 09:36:43,00:00,,1,,"b""b' Made comment more clear by cleaning up the grammar.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,1,2015-12-05 09:36:43,0.02,1,,,"b""b' By analyzing the blame information on this pull request", we identified @jeresig," @davidserduke and @timmywil to be potential reviewers'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,2,2015-12-05 09:36:43,0.05,,,1,"b'b"" Thank you for your pull request. It looks like this may be your first contribution to a jQuery Foundation project", if so we need you to sign our Contributor License Agreement (CLA). **:memo: Please visit url  to sign.** After you signed, the PR is checked again automatically after a minute. If there\'s still an issue, please reply here to let us know. If you\'ve already signed our CLA, it\'s possible your git author information doesn\'t match your CLA signature (both your name and email have to match), for more information," [check the status of your CLA check]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,3,2015-12-05 09:36:43,475.97,,1,,"b'b"" We might want to fix the spelling error in the commit subject when landing"," unless an intentional nod to [Hartman\'s Law of Prescriptivist Retaliation]url  is desired.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,4,2015-12-05 09:36:43,16.9,,1,,"b""b' @gibson042 loved the link :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,closed,2015-12-12 22:57:52,801.15,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,5,2015-12-05 09:36:43,308.3,,1,,"b""b' :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,6,2015-12-05 09:36:43,20.15,,1,,"b""b' @henryw4k Why did you close this PR?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,2757,closed,7,2015-12-05 09:36:43,190.93,,1,,"b'b"" @mzgol : doesn\'t look like anyone was going to merge it ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
