REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,
libuv,1049,closed,14,2013-12-20 13:11:52,322.5,,1,,"b""b' We are at 15"," now a person can with one simple look overview all the branches. '""",,,,,,,,,,,
libuv,1049,closed,15,2013-12-20 13:11:52,540.23,,,1,"b'b"" We are down to 10 now. I\'m going to close this and leave it like that for the time being. Yes", some of those branches are old," but they contain some experiments I might want to look at some time :-) Also 10 is not that bad!""'",,,,,,,,,,
libuv,1049,closed,closed,2014-07-03 06:05:08,712.85,1,10,6,,,,,,,,,,,,,
libuv,1049,closed,-,-,-,1,10,6,,,,,,,,,,,,,
libuv,1101,closed,opened,2014-02-07 13:08:19,,,,,,,,,,,,,,,,,
libuv,1101,closed,title,2014-02-07 13:08:19,00:00,,1,,"b""b' Assertion failed: (w->events == UV__POLLIN)", function uv__io_poll, file ../," line 190.'""",,,,,,,,,
libuv,1101,closed,body,2014-02-07 13:08:19,00:00,1,,,"b""b' using v0.10.25", build from github on mac os 10.9 mavericks box / clang 5.0 was running coffee 1.7.1 in continuous compile mode (have been the last couple days), suddenly died with this error: Unfortunately, loading the core w/ lldb gives errors," but I am attaching the backtrace nonetheless.  Also included is the  from local build.  Looking into sharing the core.  '""",,,,,,,,
libuv,1101,closed,1,2014-02-07 13:08:19,206.53,,,1,"b'b"" @benfleis I have no idea how it could happen", and haven\'t seen any issue reports like this. If you still able to reproduce it," may I ask you to add this code: on that line and recompile node? Please let me know if you\'ll be able to gather some info! Thank you!""'",,,,,,,,,,
libuv,1101,closed,2,2014-02-07 13:08:19,1127.2,,,1,"b'b"" @indutny It has never reproduced", despite running that code lots and lots. I have a  core file, but attaching to it w/ lldb suggests that it is corrupted somehow.  I can send it to you, but even zipped it\'s 100M.  Send me a pm and I will happily send it your way. I will also add the patch to my code and recompile," jic.""'",,,,,,,,
libuv,1101,closed,3,2014-02-07 13:08:19,14.22,,1,,"b'b"" I don\'t think that there is any real need in a core file", since you had a release binary with enabled optimizations and without debugging symbols anyway. Please let me know, if you\'ll be able to reproduce it. Going to close the issue for now," assuming that it was a random neutrino crashing into your laptop\'s RAM.""'",,,,,,,,,
libuv,1101,closed,closed,2014-03-01 11:36:16,1347.95,1,2,2,,,,,,,,,,,,,
libuv,1101,closed,4,2014-02-07 13:08:19,30.42,,1,,"b'b"" The very same thing happened to me right now in Node v0.10.26 when using a lot. I haven\'t found a way to reproduce this neutrino induced crash \\xe2\\x80\\x93 just wanted to let you know that this happens to others"," too. Also running OS X 10.9.2.""'",,,,,,,,,,,
libuv,1101,closed,reopened,2014-03-06 12:12:58,36.7,1,3,2,,,,,,,,,,,,,
libuv,1101,closed,5,2014-02-07 13:08:19,6.4,,1,,"b""b' Ok"," will take another look at it.'""",,,,,,,,,,,
libuv,1101,closed,6,2014-02-07 13:08:19,642.6,,1,,"b""b' Should be fixed in 9b38c01b540b60408f8eb1d9c288656405e25f7e'""",,,,,,,,,,,,
libuv,1101,closed,closed,2014-03-10 22:56:09,643.18,1,5,2,,,,,,,,,,,,,
libuv,1101,closed,7,2014-02-07 13:08:19,1399.62,,,1,"b""b' Just ran into this myself. What do I need to do to pull in the fix? Thanks!'""",,,,,,,,,,,,
libuv,1101,closed,8,2014-02-07 13:08:19,542.57,,1,,"b""b' @kristoferjoseph you can get the v0.10 libuv and node branches"," then copy libuv/\\\\* to  and rebuild. That should do.'""",,,,,,,,,,,
libuv,1101,closed,9,2014-02-07 13:08:19,982.27,,,1,"b'b"" @saghul Cool. Is there an imminent release that will have this patch? More importantly is there a better place I can look to track it\'s inclusion?Thank you so much for the information. ""'",,,,,,,,,,,,
libuv,1101,closed,10,2014-02-07 13:08:19,984.13,1,,,"b'b"" It\'s already past of the v0.10 branch", so the next Node 0.10.x release will have it included. As for the release date, I have no idea," sorry :-/""'",,,,,,,,,
libuv,1101,closed,-,-,-,2,6,4,,,,,,,,,,,,,
libuv,1111,closed,opened,2014-02-14 12:27:13,,,,,,,,,,,,,,,,,
libuv,1111,closed,title,2014-02-14 12:27:13,00:00,,1,,"b""b' export UV_VERSION macro '""",,,,,,,,,,,,
libuv,1111,closed,body,2014-02-14 12:27:13,00:00,,1,,"b""b' If API changes so dramatically version by version"," is it possible to moveUV_VERSION_MAJOR UV_VERSION_MINOR UV_VERSION_PATCH UV_VERSION_IS_RELEASE UV_VERSION  to uv.h?'""",,,,,,,,,,,
libuv,1111,closed,1,2014-02-14 12:27:13,41.98,,1,,"b""b' Nope"," you should be using these: url '""",,,,,,,,,,,
libuv,1111,closed,closed,2014-02-14 13:09:12,41.98,0,3,0,,,,,,,,,,,,,
libuv,1111,closed,2,2014-02-14 12:27:13,2.1,,1,,"b'b"" Knowing the version at runtime doesn\'t help with compiling the program in the first place"," where a macro would be much more helpful to conditionally compile the correct calls.""'",,,,,,,,,,,
libuv,1111,closed,3,2014-02-14 12:27:13,2.23,,1,,"b""b' @saghul indeed"," we need to consider exporting them. Do you have any objections?'""",,,,,,,,,,,
libuv,1111,closed,reopened,2014-02-14 13:13:33,4.35,0,5,0,,,,,,,,,,,,,
libuv,1111,closed,4,2014-02-14 12:27:13,7.72,,1,,"b'b"" Hum"," I hadn\'t considered that. I would definitely not export UV_VERSION_IS_RELEASE.""'",,,,,,,,,,,
libuv,1111,closed,5,2014-02-14 12:27:13,325.97,,1,,"b""b' @saghul actually", it seems that this was intentionally removed from v0.11," because all patch versions have ABI compatibility.'""",,,,,,,,,,
libuv,1111,closed,6,2014-02-14 12:27:13,6.18,1,,,"b'b"" Patch versions may have ABI compatibility", but minor have significant  differences, and thus it\'s difficult to know against whom you\'re building, so you can\'t write code that targets two stables easily. In Node it\'s not a problem because we do keep the same minor," but we also export useful macros. A well behaved C library should definitely include version macros.""'",,,,,,,,
libuv,1111,closed,7,2014-02-14 12:27:13,8.3,,1,,"b'b"" @saghul mind if I\'ll ask you help me with this? ;)""'",,,,,,,,,,,,
libuv,1111,closed,8,2014-02-14 12:27:13,10.62,,1,,b'b\' No problem, I\\\'ll make a patch.On Feb 14, 2014 8:01 PM,"Fedor Indutny"" notifications@ wrote:\''
libuv	1111	closed	9	saghul	2014-02-14 12:27:13	43.83		+1		b""b' Fixed in url '",,,,,,,,,
libuv,1111,closed,closed,2014-02-17 19:56:09,402.6,1,10,0,,,,,,,,,,,,,
libuv,1111,closed,-,-,-,1,10,0,,,,,,,,,,,,,
libuv,1129,closed,opened,2014-02-19 12:45:47,,,,,,,,,,,,,,,,,
libuv,1129,closed,title,2014-02-19 12:45:47,00:00,,1,,"b""b' [v0.10.25 Linux x86_64] make test fails'""",,,,,,,,,,,,
libuv,1129,closed,body,2014-02-19 12:45:47,00:00,1,,,"b""b' /-v0.10.25/run-tests  Output from process  :  uv_get_process_title: /-v0.10.25/run-tests  uv_resident_set_memory: 626688uv_uptime: 3139754.693615uv_cpu_info:  model: Intel(R) Xeon(R) CPU    3065  @ 2.33GHz  speed: 2333  : 18256400  : 23592500  : 1272896128  : 0  : 1367400  model: Intel(R) Xeon(R) CPU    3065  @ 2.33GHz  speed: 2333  : 18728500  : 20407300  : 1260810828  : 0  : 1241200uv_interface_addresses:  name: lo  internal: 1  address: 127.0.0.1  name: eth0  internal: 0  address: 12.34.56.78  name: lo  internal: 1  address: ::1  name: eth0  internal: 0  address: ipv6  name: eth0  internal: 0# address: ipv6 failed: exit code 134Output from process  :exit_cb# Assertion failed in -spawn.c on line 58: exit_status == 1 failed: exit code 134Output from process  :# Assertion failed in -fs.c on line 200: req->result == -1 make: **\\\\* [test] Error 2'""",,,,,,,,,,,,
libuv,1129,closed,1,2014-02-19 12:45:47,7.1,,1,,"b""b' What kind of environment are you using?'""",,,,,,,,,,,,
libuv,1129,closed,2,2014-02-19 12:45:47,34.2,,1,,"b'b\' Ubuntu 13.10 64bit. Sent with my TI99/4AIl 19/ 13:53 ""Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9"" notifications@ hascritto:\''",,,,,,,,,,,,
libuv,1129,closed,3,2014-02-19 12:45:47,31.35,1,,,"b'b"" More precisely I confused my desktop with the server.It\'s 32bit 12.04.4. # lsb_release -a No LSB modules are available.Distributor 4 LTSRelease:    12.04Codename:   precise # cat / Linux version 3.2.0-57-generic-pae (buildd@lamiak) (gcc version 4.6.3 ( 4.6.3-1ubuntu5) ) #87-Ubuntu SMP Tue Nov 12 21:57:43 UTC 2013 # gcc -v Using built-in specs.COLLECT_GCC=gccCOLLECT_LTO_WRAPPER=/-linuxwrapperTarget: i686-linux-gnuConfigured with: ../ -v with-pkgversion=\' 4.6.3-1ubuntu5\' with-bugurl=file:///-4.6/ enable-languages=c",c++,fortran,objc,"obj-c++ prefix=/usr program-suffix=-4.6 enable-shared enable-linker-build-id with-system-zlib libexecdir=/ without-included-gettext enable-threads=posix with-gxx-include-dir=/++/4.6 libdir=/ enable-nls with-sysroot=/ enable-clocale=gnu enable-libstdcxx-debug enable-libstdcxx-time=yes enable-gnu-unique-object enable-plugin enable-objc-gc enable-targets=all disable-werror with-arch-32=i686 with-tune=generic enable-checking=release build=i686-linux-gnu host=i686-linux-gnu target=i686-linux-gnuThread model: posixgcc version 4.6.3 ( 4.6.3-1ubuntu5) ""'",,,,,,,,
libuv,1129,closed,4,2014-02-19 12:45:47,146.58,,,1,"b""b' This is probably something related to a specific setting in OP environment"," as 0.10.25 is built fine on Debian autobuilders: url '""",,,,,,,,,,,
libuv,1129,closed,5,2014-02-19 12:45:47,16.58,,,1,"b'b"" Thanks @lucab. I\'ll tentatively close this then. ""'",,,,,,,,,,,,
libuv,1129,closed,closed,2014-03-02 16:41:36,235.82,2,3,2,,,,,,,,,,,,,
libuv,1129,closed,6,2014-02-19 12:45:47,250.75,1,,,"b""b' I would like to reopen the ticket and am willing to help as much as possible in shoothing this trouble down.I need to build libuv and am not able to. Unless 32bit LTS Ubuntu is not considered a viable build architecture.'""",,,,,,,,,,,,
libuv,1129,closed,reopened,2014-03-02 21:09:51,268.25,3,3,2,,,,,,,,,,,,,
libuv,1129,closed,7,2014-02-19 12:45:47,20.33,1,,,"b'b"" I just reopened it. Unfortunately", I\'m not able to help you find the cause for this, since I cannot reproduce it. Of course Ubuntu LTS is a viable build architecture," but the fact that some tests fail doesn\'t mean you are not able to use libuv. Can you consistently reproduce these test failures?""'",,,,,,,,,
libuv,1129,closed,8,2014-02-19 12:45:47,5.95,,1,,b'b\' The same build attempt failed 6 time out of 6. Of course as my system is(still) a deterministic one.Tomorrow I will hand check the error within the source code and will reportback here.And, by the way," libuv seems not to be supported in 64 bit Linux. Sent with my TI99/4AIl 02/ 22:12 ""Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9"" notifications@ hascritto:\''",,,,,,,,,,
libuv,1129,closed,9,2014-02-19 12:45:47,2.08,,,1,"b'b"" On 03/02/2014 10:18 PM", notorand-it wrote:Thanks!Why do you think that? That\'s certainly not true. My workstation is a 64bit Debian system," and we have a Jenkins infrastructure which tests libuv in 32 and 64 bits in different operating systems.##  Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9 ""'",,,,,,,,,,
libuv,1129,closed,10,2014-02-19 12:45:47,5.08,,1,,"b'b\' Sent with my TI99/4AIl 02/ 22:20 ""Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9"" notifications@ hascritto:There seems to be no 64 bit Linux in the mentioned autobuild list.\''",,,,,,,,,,,,
libuv,1129,closed,11,2014-02-19 12:45:47,7.42,,1,,"b""b' There certainly is. Here is the latest build that was made for the master branch"," for example: url  ##  Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9 '""",,,,,,,,,,,
libuv,1129,closed,12,2014-02-19 12:45:47,33.62,,1,,"b'b\' OK. The pace Luca referenced was not reporting any 64 bit Linux. Sent with my TI99/4AIl 02/ 22:33 ""Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9"" notifications@ hascritto:\''",,,,,,,,,,,,
libuv,1129,closed,13,2014-02-19 12:45:47,68.68,,1,,"b'b"" I\'m sorry that it gave you the wrong impression", however:that list is only for _debian_ autobuilders, and it\'s not authoritative for the libuv project itself. It was just given as a proof that the same version is fine on similar systems. that list only contains autobuilders logs. I\'ve built and uploaded the first binary from my 64bits machine myself," so you won\'t see the logs there.""'",,,,,,,,,
libuv,1129,closed,14,2014-02-19 12:45:47,11.68,,,1,"b'b"" @notorand-it can you provide a download link to the platform you\'re trying to build and test on? Seeing Linaro in the conversation makes me think of the ARM related portions and not the Intel parts. There\'s clearly a disconnect here", we\'re building and testing fine on stock Debian, Ubuntu, and Centos. I\'m not particularly looking to increase the matrix of build and test environments in the CI," but it seems there are still some crucial pieces of information about your environment we\'re missing.""'",,,,,,,,
libuv,1129,closed,15,2014-02-19 12:45:47,563.62,,1,,"b'b"" 2014-03-03 0:27 GMT+01:00 Timothy J Fontaine notifications@:url No ARM. It\'s plain old 32bit x86 Intel architecture.""'",,,,,,,,,,,,
libuv,1129,closed,16,2014-02-19 12:45:47,281.75,1,,,"b'b\' I have re-run the whole build from scratch using v0.11.21.To cut it short: it\\\'s still failing at the ""make check"". Build result (make check): I am attaching the whole output of: as well as the  produced by the configure script itself. : :  : make_: If you need more details", please just ask.\'',,,,,,,,,,,
libuv,1129,closed,17,2014-02-19 12:45:47,3.75,,1,,"b""b' On 03/03/2014 02:32 PM"," notorand-it wrote:Please try latest master. Those asserts on uv_loop_close have been fixed.> make[1]: Leaving directory'""",,,,,,,,,,,
libuv,1129,closed,18,2014-02-19 12:45:47,12.35,,1,,"b'b\' The make check ended like this: Which I would interpret as ""it\\\'s OK"".I am little bit puzzled now. I understand that in the past there have been actual failures in the build process.Those somehow have been relegated to some ""weird build environment"" at the beginning.Now", on the very same system the build succeeds.Was that a build environment issue, or some sort of compatibility with Ubuntu 12.04.4 LTS?\'',,,,,,,,,,
libuv,1129,closed,19,2014-02-19 12:45:47,4.58,1,,,"b'b"" Yes", that\'s correct.I don\'t see any build failures, in the previous output messages you\'ve pasted here.Can you try latest 0.10 branch? The build process was different then," I guess it\'s possible some issue may manifest on your system which I cannot see / reproduce.""'",,,,,,,,,
libuv,1129,closed,20,2014-02-19 12:45:47,15.68,,,1,"b'b\' You are right. There has been no actual build failure. Only ""make check""failures.In my personal opinion and view"," a build process is successful only whenall steps are successful. But this is actually philosphy. In the first reported case the built library was .One hor ago I build v0.11.21 (lastest version)Both failing at the ""make check"". A few minutes ago I have built the current master version"," passing the""make check"". Now I have built v0.10.25 _on the very same system_ as in the past. Now""make test"" suceeds. I guess some system update fixed something as",clearly, I haven\\\'t fixed it myself. So bottom line is v0.11 doesn\\\'t build clean on up-to-date Ubuntu 12.04.4,while now v0.10 does. Good to know. ##  Vincenzo Romano  ## Information Technologies cel. +39 339 8083886fax. +39 02 700506964 ## tel. +39 0823 454163 NON QVIETIS MARIBVS NAVTA PERITVS 2014-03-03 14:53 GMT+01:00 Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9 notifications@:\'',,,,,,,
libuv,1129,closed,21,2014-02-19 12:45:47,7.78,,,1,"b'b"" On 03/03/2014 03:08 PM", notorand-it wrote:Latest master (unreleased 0.11) does build, right? I\'ll close this now, since the same version that used to fail before is working now," Thanks for your thorough testing!""'",,,,,,,,
libuv,1129,closed,closed,2014-03-03 14:16:55,1027.07,6,11,6,,,,,,,,,,,,,
libuv,1129,closed,22,2014-02-19 12:45:47,1.73,,,1,"b""b' make check runs fine"," as you saw.Yes I think you can close the ticket. ##  Vincenzo Romano  ## Information Technologies cel. +39 339 8083886fax. +39 02 700506964 ## tel. +39 0823 454163 NON QVIETIS MARIBVS NAVTA PERITVS 2014-03-03 15:16 GMT+01:00 Sa\\xc3\\xbal Ibarra Corretg\\xc3\\xa9 notifications@:'""",,,,,,,,,,,
libuv,1129,closed,-,-,-,6,11,7,,,,,,,,,,,,,
libuv,1183,closed,opened,2014-03-07 12:47:07,,,,,,,,,,,,,,,,,
libuv,1183,closed,title,2014-03-07 12:47:07,00:00,,1,,"b""b'  minor fixes'""",,,,,,,,,,,,
libuv,1183,closed,body,2014-03-07 12:47:07,00:00,,1,,"b""b' fix uv_handle_size and uv_req_size when failing return 0fix VC++ warning C4244fix VC++ warning C4389'""",,,,,,,,,,,,
libuv,1183,closed,1,2014-03-07 12:47:07,0.03,,,1,"b""b' Thank you for contributing this pull request! Here are a few pointers to make sure your submission will be considered for inclusion. Commit @77a7ef6f6602089728f48218149ef662a3222977 has the following error(s):First line of commit message must be no longer than 50 characters The following commiters were not found in the CLA:Rasmus Christian Pedersen You can fix all these things _without_ opening another issue. Please see []url  for more information'""",,,,,,,,,,,,
libuv,1183,closed,2,2014-03-07 12:47:07,6.62,,1,,"b""b' @Nodejs-Jenkins signed CLA'""",,,,,,,,,,,,
libuv,1183,closed,3,2014-03-07 12:47:07,9.35,,,1,"b""b' @retep998 thanks"," you are right. Will fix it.'""",,,,,,,,,,,
libuv,1183,closed,4,2014-03-07 12:47:07,133.98,,1,,"b""b' Revert to my original fix returning 0?'""",,,,,,,,,,,,
libuv,1183,closed,5,2014-03-07 12:47:07,1.28,,1,,"b""b' I guess so"," yes. The size of a handle needs to be '""",,,,,,,,,,,
libuv,1183,closed,6,2014-03-07 12:47:07,249.52,,1,,"b""b' @saghul reverted to original fix"," hope this is better?'""",,,,,,,,,,,
libuv,1183,closed,7,2014-03-07 12:47:07,129.67,,,1,"b""b' @saghul this I like better"," should be warning-less and even a tad prettier'""",,,,,,,,,,,
libuv,1183,closed,8,2014-03-07 12:47:07,757.65,,,1,"b""b' The test failure on smartos build doesnt appear as related'""",,,,,,,,,,,,
libuv,1183,closed,closed,2014-03-10 10:15:13,1288.1,0,6,4,,,,,,,,,,,,,
libuv,1183,closed,reopened,2014-03-10 10:15:26,0.22,0,6,4,,,,,,,,,,,,,
libuv,1183,closed,closed,2014-04-16 19:58:51,583.42,0,6,4,,,,,,,,,,,,,
libuv,1183,closed,-,-,-,0,6,4,,,,,,,,,,,,,
libuv,1211,closed,opened,2014-03-23 10:57:14,,,,,,,,,,,,,,,,,
libuv,1211,closed,title,2014-03-23 10:57:14,00:00,,1,,"b'b"" process: don\'t close stdio fds during spawn""'",,,,,,,,,,,,
libuv,1211,closed,body,2014-03-23 10:57:14,00:00,,1,,"b'b"" Original Node issue: #7331Simpler testcase for the same issue: url  What is going on here(afaik) is that when stdio fd\'s are already closed during spawn then they are reused for creating pipes between the processes. Spawn doesn\'t handle this case"," duplicates the pipe endpoint back to stdio and closes the old fd(effectively closing its own stdio). The regression is at #1083. One way to fix this would be to only close non-stdio fd\'s. Others will be closed automatically by  . 42408065 This does not happen in because 359d6678 already forbids ever closing stdio. So the other way would be to get this under as well. cc @indutny ""'",,,,,,,,,,,
libuv,1211,closed,1,2014-03-23 10:57:14,1256.18,,,1,"b'b"" The problem here is unrelated to in AFAIK. The problem is that node v0.10 is closing stdio fds", while it definitely shouldn\'t. You could try backporting url  to your fork and see if it\'ll fix the problem. Closing the issue for now, but please let me know if it doesn\'t work for you and you are sure that it is a libuv problem. Thanks for reporting," though!""'",,,,,,,,,
libuv,1211,closed,closed,2014-03-26 07:53:25,1256.18,0,2,1,,,,,,,,,,,,,
libuv,1211,closed,2,2014-03-23 10:57:14,82.3,,,1,"b'b"" Hi Fedor Thanks for looking into it. @e796e11 seems to be already merged under so that doesn\'t help me much. I added strace output to my testcase gist before and after #1083 that made me think this was the regression point. If you\'re just saying that never closing stdio is better solution to this problem then I totally agree. There are probably more problems that may come from this that I\'m not aware of. Regarding your comment that this is a Node-only issue can you clarify what is wrong with the libuv testcase that doesn\'t pass under  . url ""'",,,,,,,,,,,,
libuv,1211,closed,3,2014-03-23 10:57:14,55.37,,1,,"b'b"" Hm... If I get you right", you are talking about following 4. And get\'s closed in  ," which causes an error? Something like this or more complicated?""'",,,,,,,,,,
libuv,1211,closed,4,2014-03-23 10:57:14,0.42,,1,,"b""b' If so it should be fixed after fixing url '""",,,,,,,,,,,,
libuv,1211,closed,5,2014-03-23 10:57:14,16.08,,1,,"b""b' Yes"," thats pretty much it. url  is the most likely cause imho. More complicated fd mapping support may very well solve this but note that in my case I do not care about the main process stdio fd-s at all. I just want a pipe to talk to the child process. Starting main process from a pipe that is already closed forbids me from doing that. Also just a reminder that this is only the case in and  .'""",,,,,,,,,,,
libuv,1211,closed,reopened,2014-03-26 10:31:22,157.95,0,5,2,,,,,,,,,,,,,
libuv,1211,closed,6,2014-03-23 10:57:14,4.22,,,1,"b""b' Ah"," I think I finally got what you was talking about :) Does this patch fix problem for you:  '""",,,,,,,,,,,
libuv,1211,closed,7,2014-03-23 10:57:14,2.7,,1,,"b""b' Yes"," that looks equal to 4240806 that worked for me.'""",,,,,,,,,,,
libuv,1211,closed,8,2014-03-23 10:57:14,21.35,,,1,"b""b' Ok"," good. Mind submitting your patch with instead of  ?'""",,,,,,,,,,,
libuv,1211,closed,9,2014-03-23 10:57:14,22.13,,1,,"b""b' Sure"," here it is: #1217'""",,,,,,,,,,,
libuv,1211,closed,closed,2014-03-26 16:45:22,374.0,0,7,4,,,,,,,,,,,,,
libuv,1211,closed,10,2014-03-23 10:57:14,86.97,,1,,"b'b"" It looks like this is causing a regression in the test suite:  While I can\'t reproduce it on any of my machines"," it has been observed by Debian builders and your jenkins linux builder:url url ""'",,,,,,,,,,,
libuv,1211,closed,11,2014-03-23 10:57:14,92.92,,1,,"b""b' @indutny I think 69f9f6ff should be backported to v0.10 '""",,,,,,,,,,,,
libuv,1211,closed,12,2014-03-23 10:57:14,273.78,,,1,"b""b' Thanks"," backported in c38e97e'""",,,,,,,,,,,
libuv,1211,closed,-,-,-,0,9,5,,,,,,,,,,,,,
libuv,1252,closed,opened,2014-04-23 15:12:04,,,,,,,,,,,,,,,,,
libuv,1252,closed,title,2014-04-23 15:12:04,00:00,,1,,"b""b' addr in uv_udp_recv_cb() is garbage when using uv_udp_open() in Linux'""",,,,,,,,,,,,
libuv,1252,closed,body,2014-04-23 15:12:04,00:00,,1,,"b""b' I pass a non-blocking AF_UNIX SOCK_DGRAM socket to  ", so I can use the UDP API of libuv.  It works perfectly. But... when I inspect the given in the  : In OSX (Mavericks): I inspect the family of and, indeed, it is (OK). Linux (Debian 7): I inspect the family of and it is unknown. This is, the given is not a at all," but garbage. I expect this is a bug (in Linux) given that libuv should not provide a garbage  .'""",,,,,,,
libuv,1252,closed,1,2014-04-23 15:12:04,64.58,,1,,"b'b"" Sorry for opening this issue after publishing the same in the mailing list"," in which I\'ve got a very good response including a patch: url ""'",,,,,,,,,,,
libuv,1252,closed,2,2014-04-23 15:12:04,11.82,,,1,b'b\' Opss," you must write ""fix #NNN"" instead of ""fixes #NNN"" if you want that Github automatically closes the issue :) \''",,,,,,,,,,,
libuv,1252,closed,closed,2014-04-23 16:28:28,76.4,0,3,1,,,,,,,,,,,,,
libuv,1252,closed,3,2014-04-23 15:12:04,0.63,,1,,"b'b"" PR hasn\'t landed yet ;)""'",,,,,,,,,,,,
libuv,1252,closed,reopened,2014-04-23 16:29:06,0.63,0,4,1,,,,,,,,,,,,,
libuv,1252,closed,4,2014-04-23 15:12:04,0.98,1,,,"b""b' right"," sorrry'""",,,,,,,,,,,
libuv,1252,closed,closed,2014-04-23 17:23:22,54.27,1,4,1,,,,,,,,,,,,,
libuv,1252,closed,-,-,-,1,4,1,,,,,,,,,,,,,
libuv,1296,closed,opened,2014-05-22 08:45:43,,,,,,,,,,,,,,,,,
libuv,1296,closed,title,2014-05-22 08:45:43,00:00,,1,,"b""b' Fix build on mingw'""",,,,,,,,,,,,
libuv,1296,closed,body,2014-05-22 08:45:43,00:00,,1,,"b""b' add getnameinfo.c to define WSAPOLLFD on mingwcall getnameinfo if GetNameInfo is not defined", and it out localized characters," so convert to wide characters.define COMMON_LVB_REVERSE_VIDEO if not defined'""",,,,,,,,,,
libuv,1296,closed,1,2014-05-22 08:45:43,1351.25,,,1,"b""b' Hey @mattn", thank you for this! Can you please explain why some of the changes are needed? We never needed to define WSAPOLLFD before, nor COMMON_LVB_REVERSE_VIDEO, and AFAIS GetNameInfoW is supported on Windows >= XP SP2," which is enough. What MinGW version are you using? and what Windows version?'""",,,,,,,,
libuv,1296,closed,2,2014-05-22 08:45:43,23.27,,,1,"b'b"" mingw32 doesn\'t have definition of WSAPOLLFD. Also COMMON_LVB_REVERSE_VIDEO.I know GetNameInfoW can be used after XP SP2"," But mingw32 doesn\'t have definition of that.   It don\'t have definition it self of WSAPOLLFD. this too.""'",,,,,,,,,,,
libuv,1296,closed,3,2014-05-22 08:45:43,8.8,1,,,"b'b"" I have a quite fresh copy of mingw-w64 and I do have all those definitions. Given the sorry state of MinGW ( vs MinGW-w64 vs whatever other pack) I\'m not sure what is the correct way of pleasing everyone. I\'ll be away for a couple of weeks", but when I\'m back I\'ll make sure everything works correctly on MinGW-w64 (both 32 and 64 bits), update the README and call it a day. Long story short: you need a better MinGW. I\'m keeping this open as a reminder to myself, but I won\'t be merging the changes for the aforementioned reasons, sorry. It\'s not your fault," it\'s MinGW\'s.""'",,,,,,,
libuv,1296,closed,4,2014-05-22 08:45:43,4.3,,1,,"b""b' NP. :)'""",,,,,,,,,,,,
libuv,1296,closed,5,2014-05-22 08:45:43,820.47,,1,,"b'b"" Ok", I\'m closing this now. I just pushed a fix and there are now no compilation warnings on MinGW-w64, both on 32 and 64 bits. The error in this error seems to happen with the older MinGW toolchains, I can reproduce it with: So, for future reference," my advice is to use MinGW-w64.""'",,,,,,,
libuv,1296,closed,closed,2014-06-19 21:33:48,768.08,1,4,2,,,,,,,,,,,,,
libuv,1296,closed,6,2014-05-22 08:45:43,219.13,,1,,"b""b' This issue is not fixed yet.  '""",,,,,,,,,,,,
libuv,1296,closed,7,2014-05-22 08:45:43,3.07,,1,,"b""b' This caused by a reason that WSAPOLLFD is not defined on mingw32'""",,,,,,,,,,,,
libuv,1296,closed,8,2014-05-22 08:45:43,457.63,,1,,"b""b' As I said here: url  you need a better MinGW.'""",,,,,,,,,,,,
libuv,1296,closed,9,2014-05-22 08:45:43,1289.48,,1,,"b'b"" I\'m thinking that there are many people using mingw32 (not mingw-w64) still in the world.""'",,,,,,,,,,,,
libuv,1296,closed,10,2014-05-22 08:45:43,2.88,1,,,"b'b"" I\'ll send an email to the mailing list requesting some feedback about this. At least Debian has packages for both cross compilers", so testing is not that hard," but everything adds up...""'",,,,,,,,,,
libuv,1296,closed,reopened,2014-06-23 06:26:02,532.23,2,8,2,,,,,,,,,,,,,
libuv,1296,closed,11,2014-05-22 08:45:43,7.6,,1,,"b""b' OK", currently, to build libuv on mingw32," it need a patch following.  '""",,,,,,,,,
libuv,1296,closed,12,2014-05-22 08:45:43,1.72,,1,,"b""b' I reopened the PR"," mind force-pushing your changes?'""",,,,,,,,,,,
libuv,1296,closed,13,2014-05-22 08:45:43,2.33,,1,,"b""b' No problem.'""",,,,,,,,,,,,
libuv,1296,closed,14,2014-05-22 08:45:43,0.58,,1,,"b'b"" If you need a patch against master latest master branch"," I\'ll make it""'",,,,,,,,,,,
libuv,1296,closed,15,2014-05-22 08:45:43,0.53,,1,,"b""b' That would be ideal :-)'""",,,,,,,,,,,,
libuv,1296,closed,16,2014-05-22 08:45:43,0.33,,1,,"b""b' FTR: url '""",,,,,,,,,,,,
libuv,1296,closed,17,2014-05-22 08:45:43,25.52,,1,,"b""b' Pushed forcely.'""",,,,,,,,,,,,
libuv,1296,closed,18,2014-05-22 08:45:43,9.25,,1,,"b""b' What you do mean  ? About conversion failure?'""",,,,,,,,,,,,
