REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
chosen,1079,closed,5,2013-03-12 16:27:01,104.8,,,1,"b""b' I agree that #1147 is a better solution. Thanks.'""",,,,,,,,,,,,,,,,,
chosen,1079,closed,-,-,-,2,3,2,,,,,,,,,,,,,,,,,,
chosen,1094,closed,opened,2013-03-19 15:12:58,,,,,,,,,,,,,,,,,,,,,,
chosen,1094,closed,title,2013-03-19 15:12:58,00:00,,1,,"b""b' Fix  in-script CSS when the control is used in RTL state'""",,,,,,,,,,,,,,,,,
chosen,1094,closed,body,2013-03-19 15:12:58,00:00,,,1,"b""b' When the control is used as RTL the way to hide the drop-down list is to put it on positive 9000px and when used in LTR -9000px is use'""",,,,,,,,,,,,,,,,,
chosen,1094,closed,1,2013-03-19 15:12:58,1.27,,1,,"b""b' Changes must be done in the CoffeeScript source"," not in the compiled JS code. And it should be done also in the Prototype version'""",,,,,,,,,,,,,,,,
chosen,1094,closed,2,2013-03-19 15:12:58,4.2,1,,,"b'b"" sorry"," I\'ll fix it and resend it.""'",,,,,,,,,,,,,,,,
chosen,1094,closed,closed,2013-03-19 15:18:26,5.47,1,2,1,,,,,,,,,,,,,,,,,,
chosen,1094,closed,3,2013-03-19 15:12:58,1.97,,1,,"b'b"" I\'m not familiar with CoffeScript. Does the same string concatenation will work in the CofferScript code?""'",,,,,,,,,,,,,,,,,
chosen,1094,closed,reopened,2013-03-19 15:20:31,2.08,1,3,1,,,,,,,,,,,,,,,,,,
chosen,1094,closed,closed,2013-03-19 20:38:09,317.63,1,3,1,,,,,,,,,,,,,,,,,,
chosen,1094,closed,-,-,-,1,3,1,,,,,,,,,,,,,,,,,,
chosen,1105,closed,opened,2013-03-24 11:41:52,,,,,,,,,,,,,,,,,,,,,,
chosen,1105,closed,title,2013-03-24 11:41:52,00:00,,1,,"b""b' Grunt build process'""",,,,,,,,,,,,,,,,,
chosen,1105,closed,body,2013-03-24 11:41:52,00:00,,1,,"b""b' Converted the previous Cakefile to a Gruntfile (in CoffeeScipt to match existing codebase)", deals with minification, comment banners and coffee compiling.  Could extend this and deal with the CSS files," etc.'""",,,,,,,,,,,,,,
chosen,1105,closed,1,2013-03-24 11:41:52,158.05,,1,,"b""b' This is not equivalent. You have not converted the task.'""",,,,,,,,,,,,,,,,,
chosen,1105,closed,2,2013-03-24 11:41:52,1.52,,1,,"b""b' And your build task does not seem to update the and files anymore.'""",,,,,,,,,,,,,,,,,
chosen,1105,closed,3,2013-03-24 11:41:52,68.28,,1,,"b'b"" The task no longer needs to update these", as you\'d update the version number in  . At least this is how projects I\'ve worked on have previously done it. This can be reverted to the previous way of updating the file," if need be?  I\'ll look at converting the task as I\'m unsure on current for git processes.""'",,,,,,,,,,,,,,,
chosen,1105,closed,4,2013-03-24 11:41:52,662.8,,1,,"b""b' @BennyC The VERSION file was used to update several places. Now"," we would have to modify both files by hand to bump the version.'""",,,,,,,,,,,,,,,,
chosen,1105,closed,5,2013-03-24 11:41:52,1034.58,,,1,"b'b"" Thanks @BennyC. Switching to Grunt is definitely something on our radar (especially because the watch / build process seems to be faster. That being said"," we\'re going to do it at the same time as some other release changes we want to make (especially in regards to pushing out docs) so we\'re going to close this for now.""'",,,,,,,,,,,,,,,,
chosen,1105,closed,closed,2013-04-18 19:47:06,485.23,0,6,1,,,,,,,,,,,,,,,,,,
chosen,1105,closed,6,2013-03-24 11:41:52,1200.05,,1,,"b'b"" I\'m going to take a look at this now. Reopening""'",,,,,,,,,,,,,,,,,
chosen,1105,closed,reopened,2013-05-23 15:47:09,1200.05,0,7,1,,,,,,,,,,,,,,,,,,
chosen,1105,closed,7,2013-03-24 11:41:52,22.78,,,1,"b""b' @kenearley As I said above", there is at least one issue: the update of the version. This build process considers the place to update it is the  (which can be fine)," but it still misses the update of the  file. and it also misses the task to do the release'""",,,,,,,,,,,,,,,
chosen,1105,closed,8,2013-03-24 11:41:52,4.38,,,1,"b'b"" Thanks @stof I\'m just using this as a starting point. There will be a new PR.""'",,,,,,,,,,,,,,,,,
chosen,1105,closed,closed,2013-06-17 14:14:14,1347.08,0,7,3,,,,,,,,,,,,,,,,,,
chosen,1105,closed,-,-,-,0,7,3,,,,,,,,,,,,,,,,,,
chosen,1155,closed,opened,2013-04-19 18:45:25,,,,,,,,,,,,,,,,,,,,,,
chosen,1155,closed,title,2013-04-19 18:45:25,00:00,,1,,"b""b' Isolated scroll'""",,,,,,,,,,,,,,,,,
chosen,1155,closed,body,2013-04-19 18:45:25,00:00,,1,,"b'b"" @stof @wojcikstefan I\'ve got it working in IE now. I would have just used that implementation on all browsers but it\'s pretty janky in FireFox Thoughts? This is a merge of PR url  cc: @pfiller ""'",,,,,,,,,,,,,,,,,
chosen,1155,closed,1,2013-04-19 18:45:25,59.72,,1,,"b'b"" I think the functionality is worthwhile"," but this is not ready to merge as-is. The code is not consistent with the rest of Chosen\'s stye at all.""'",,,,,,,,,,,,,,,,
chosen,1155,closed,2,2013-04-19 18:45:25,121.17,,1,,"b""b' @pfiller It turns out that Firefox listens for the event but then returns as  . This caused me to have to have separate event listeners for the two ways. Also", there are subtle differences between jquery and prototype. All in all," that makes for 4 relatively small methods. Two in each js library implementation. This is about as clean as it gets.'""",,,,,,,,,,,,,,,
chosen,1155,closed,3,2013-04-19 18:45:25,1271.23,,1,,"b'b"" I didn\'t test in IE"," but the implementation seems solid. I\'m sold. :shipit: ""'",,,,,,,,,,,,,,,,
chosen,1155,closed,closed,2013-04-25 18:57:33,12.13,0,5,0,,,,,,,,,,,,,,,,,,
chosen,1155,closed,reopened,2013-04-25 18:57:35,0.03,0,5,0,,,,,,,,,,,,,,,,,,
chosen,1155,closed,closed,2013-04-25 20:30:28,92.88,0,5,0,,,,,,,,,,,,,,,,,,
chosen,1155,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,
chosen,1163,closed,opened,2013-04-25 15:48:59,,,,,,,,,,,,,,,,,,,,,,
chosen,1163,closed,title,2013-04-25 15:48:59,00:00,,1,,"b""b' Make choices_click() method more readable.'""",,,,,,,,,,,,,,,,,
chosen,1163,closed,body,2013-04-25 15:48:59,00:00,,1,,"b'b"" @pfiller  This is in response to issue url  I believe I have the logic rewritten to be cleaner. However"," I\'m not sure that the behavior is quite right. Clicking any of the already chosen items in the input field will open the list except when the field has focus. Is that correct behavior?""'",,,,,,,,,,,,,,,,
chosen,1163,closed,1,2013-04-25 15:48:59,0.9,,,1,"b""b' @stof Your input is appreciated"," as well.'""",,,,,,,,,,,,,,,,
chosen,1163,closed,2,2013-04-25 15:48:59,154.15,,1,,"b'b"" After testing this"," I don\'t think the method has ever worked right. This event bubbles properly to container mousedown (which then shows the results if need-be). I think we can kill the handler and this function in a separate PR and close this.""'",,,,,,,,,,,,,,,,
chosen,1163,closed,3,2013-04-25 15:48:59,9.28,,1,,"b""b' Ok. Closing this.'""",,,,,,,,,,,,,,,,,
chosen,1163,closed,closed,2013-04-25 18:33:20,164.35,0,4,1,,,,,,,,,,,,,,,,,,
chosen,1163,closed,4,2013-04-25 15:48:59,57.35,,1,,"b""b' Looks like we do need this"," for now.'""",,,,,,,,,,,,,,,,
chosen,1163,closed,reopened,2013-04-25 19:30:41,57.35,0,5,1,,,,,,,,,,,,,,,,,,
chosen,1163,closed,5,2013-04-25 15:48:59,75.92,,1,,"b'b"" I guess we need this to open the search results when a field is active. Fair enough. Much easier to read and seems to work the same as current Chosen. I think the initial point was to _not_ open search results on choice click"," but that\'s not what the actual result of the method was. So I say carry on. :shipit: ""'",,,,,,,,,,,,,,,,
chosen,1163,closed,closed,2013-04-25 21:08:30,97.82,0,6,1,,,,,,,,,,,,,,,,,,
chosen,1163,closed,-,-,-,0,6,1,,,,,,,,,,,,,,,,,,
chosen,1224,closed,opened,2013-05-21 09:23:03,,,,,,,,,,,,,,,,,,,,,,
chosen,1224,closed,title,2013-05-21 09:23:03,00:00,,1,,"b""b' Jquery Chosen Not working on Safari'""",,,,,,,,,,,,,,,,,
chosen,1224,closed,body,2013-05-21 09:23:03,00:00,,,1,"b""b' I have implemented Jquery chosen"," Its working fine for the All browsers except the Safari. ![chosen]url '""",,,,,,,,,,,,,,,,
chosen,1224,closed,closed,2013-05-21 10:19:32,56.48,0,1,1,,,,,,,,,,,,,,,,,,
chosen,1224,closed,reopened,2013-05-21 10:19:38,0.1,0,1,1,,,,,,,,,,,,,,,,,,
chosen,1224,closed,1,2013-05-21 09:23:03,171.67,,1,,"b'b"" Isn\'t Safari for windows deprecated? Or at least discontinued?""'",,,,,,,,,,,,,,,,,
chosen,1224,closed,2,2013-05-21 09:23:03,406.05,,,1,"b""b' Yes. Safari for Windows is discontinued. So in reality", this is very low priority for us. If you choose to fork the repo and work on a fix, feel free to submit a pull request. If the change can be easily merged into our code base," we would be happy to do so.'""",,,,,,,,,,,,,,
chosen,1224,closed,closed,2013-06-13 19:00:46,521.13,0,2,2,,,,,,,,,,,,,,,,,,
chosen,1224,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,
chosen,1270,closed,opened,2013-06-10 15:55:31,,,,,,,,,,,,,,,,,,,,,,
chosen,1270,closed,title,2013-06-10 15:55:31,00:00,,1,,"b'b"" Possible to update Chosen\'s selected values?""'",,,,,,,,,,,,,,,,,
chosen,1270,closed,body,2013-06-10 15:55:31,00:00,,1,,"b'b\' I\\\'m doing something like this in jquery: var obj = $(""select[name=\\\'myselect\\\']"");(\\\'option\\\').removeAttr(\\\'selected\\\');(""liszt:updated""); I would expect that to update the list and remove all selected options.  It does appear to be updating the list logically", but it\\\'s not updating the UI to reflect the deselected options.  It simply shows the previously selected options with the data-placeholder text next to it (which I assume means the field is logically empty).\'',,,,,,,,,,,,,,,,
chosen,1270,closed,1,2013-06-10 15:55:31,406.95,,,1,"b'b"" I believe that I\'m having the exact same issue as well. I am removing all of the options from the native select element and I\'m looking to regenerate the Chosen select. This functionality does work in older versions of Chosen (I tested it using the version from the documentation). It looks like the current master has a change in  in regards to the way Chosen counts selected choices: It looks like it thinks there are no choices selected", so there is nothing to remove (which might be the case within the HTML select, but not Chosen\'s UI). Removing the choice_count() check in the if statement seems to resolve it," but I\'m not  sure if that would have adverse effects otherwise. Perhaps it\'s unnecessary since the jQuery remove call that it executes would still be fine even if there was nothing to remove. The following commit might be to blame: url ""'",,,,,,,,,,,,,,
chosen,1270,closed,2,2013-06-10 15:55:31,294.75,,,1,"b'b"" Thanks for the workaround Kyle.  I\'m not seeing any adverse effects so far.""'",,,,,,,,,,,,,,,,,
chosen,1270,closed,3,2013-06-10 15:55:31,864.65,,1,,"b'b"" You should not update an object\'s attributes this way (this helpful [stack overflow thread]url  gets into why). If you\'re just looking to blow away all selections"," jQuery\'s val function makes this easy:  ""'",,,,,,,,,,,,,,,,
chosen,1270,closed,closed,2013-06-17 18:01:52,126.35,0,3,2,,,,,,,,,,,,,,,,,,
chosen,1270,closed,4,2013-06-10 15:55:31,16.02,,1,,b'b\' @pfiller ," there is definitely a bug here. Please see [this fiddle]url  If you click ""Reset"" to remove the selections"," Chosen doesn\\\'t update properly. It looks like it\\\'s only a problem with multiple type select inputs. Whether I remove the ""selected"" attribute or unset the value of the select", the problem remains the same.\'',,,,,,,,,,,,,,
chosen,1270,closed,5,2013-06-10 15:55:31,139.7,,,1,"b""b' @KyleJSummers Weird. Something seems to have been introduced between 0.9.14 and 0.9.15 that broke this functionality. Good times!'""",,,,,,,,,,,,,,,,,
chosen,1270,closed,reopened,2013-06-17 20:37:35,155.72,0,4,3,,,,,,,,,,,,,,,,,,
chosen,1270,closed,6,2013-06-10 15:55:31,77.33,,1,,"b""b' @pfiller as I referenced in my earlier comment"," it seems like it has to do with commit a469c43'""",,,,,,,,,,,,,,,,
chosen,1270,closed,closed,2013-06-19 15:13:04,1115.48,0,5,3,,,,,,,,,,,,,,,,,,
chosen,1270,closed,7,2013-06-10 15:55:31,1049.17,,,1,"b""b' Thanks @KyleJSummers this is now resolved in master.'""",,,,,,,,,,,,,,,,,
chosen,1270,closed,-,-,-,0,5,4,,,,,,,,,,,,,,,,,,
chosen,1332,closed,opened,2013-07-05 06:36:27,,,,,,,,,,,,,,,,,,,,,,
chosen,1332,closed,title,2013-07-05 06:36:27,00:00,,1,,"b""b' Option to hide selected or disabled options from multiselect'""",,,,,,,,,,,,,,,,,
chosen,1332,closed,body,2013-07-05 06:36:27,00:00,,,1,"b""b' An option to hide selected or disabled options from multiselect would be nice (to restore v0.9.x functionality on this part).'""",,,,,,,,,,,,,,,,,
chosen,1332,closed,closed,2013-07-05 06:36:57,0.5,0,1,1,,,,,,,,,,,,,,,,,,
chosen,1332,closed,reopened,2013-07-05 06:36:59,0.03,0,1,1,,,,,,,,,,,,,,,,,,
chosen,1332,closed,1,2013-07-05 06:36:27,1200.33,,1,,"b""b' +1 for thisnow we can hide selected options by css: but in this case hidden options will take part in search"," so not an option really.'""",,,,,,,,,,,,,,,,
chosen,1332,closed,2,2013-07-05 06:36:27,931.77,,1,,"b'b"" I think that controlling this via CSS may be the optimal way to remove selected & disabled results. It\'s easy enough to add a couple lines outside of Chosen\'s default CSS:  ""'",,,,,,,,,,,,,,,,,
chosen,1332,closed,closed,2013-07-10 18:08:33,691.57,0,3,1,,,,,,,,,,,,,,,,,,
chosen,1332,closed,3,2013-07-05 06:36:27,1099.28,,1,,b'b\' CSS doesn\\\'t restore old behavior completely," as I mentioned in my comment:""but in this case hidden options will take part in search"," so not an option really.""so instead of ""no results"" you see empty dropdown.\''",,,,,,,,,,,,,,,
chosen,1332,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,
chosen,1365,closed,opened,2013-07-17 17:58:24,,,,,,,,,,,,,,,,,,,,,,
chosen,1365,closed,title,2013-07-17 17:58:24,00:00,,1,,"b""b' Chosen boxes have no width'""",,,,,,,,,,,,,,,,,
chosen,1365,closed,body,2013-07-17 17:58:24,00:00,,,1,"b'b"" Hello"," This is difficult to show as my project is based on a local asp project.  However would there be a reason the chosen boxes come back with a width of \'0\'? I would image the width is based off the \'select\' used to create them. Thanks""'",,,,,,,,,,,,,,,,
chosen,1365,closed,1,2013-07-17 17:58:24,12.28,,1,,"b""b' If the select box is hidden when you initialize chosen"," you need tp pass the option as browsers are reporting 0 as width for hidden elements'""",,,,,,,,,,,,,,,,
chosen,1365,closed,2,2013-07-17 17:58:24,54.92,,1,,"b""b' Sorry also forgot to mention this is only the case for IE 10 and below"," and FireFox.  Chrome works fine. Thanks for the tip though I never knew that'""",,,,,,,,,,,,,,,,
chosen,1365,closed,3,2013-07-17 17:58:24,49.22,,1,,"b'b"" Closing this as solved -feel free to reopen if @stof\'s answer was insufficient.""'",,,,,,,,,,,,,,,,,
chosen,1365,closed,closed,2013-07-17 19:54:49,116.42,0,4,1,,,,,,,,,,,,,,,,,,
chosen,1365,closed,4,2013-07-17 17:58:24,11.85,1,,,"b'b"" Apologises last comment was misleading", I never knew that tip," however it was not the solution.  All elements are visible when chosen is initialized. (I\'ve no idea how to reopen this or if I even can)""'",,,,,,,,,,,,,,,
chosen,1365,closed,reopened,2013-07-17 20:44:50,50.02,1,4,1,,,,,,,,,,,,,,,,,,
chosen,1365,closed,5,2013-07-17 17:58:24,38.27,,1,,"b""b' Reopened for you.'""",,,,,,,,,,,,,,,,,
chosen,1365,closed,6,2013-07-17 17:58:24,878.02,,,1,"b""b' More information:  I am using jQuery 1.9.1 My selects have a width of 180px.However the chosen mask has an inline width of 0px. No errors in the console indicating where it may be either. Have tested this on outside of asp and its works fine on all browsers.'""",,,,,,,,,,,,,,,,,
chosen,1365,closed,7,2013-07-17 17:58:24,692.93,,1,,"b""b' Can you link to a publicly accessible example page that shows the issue?  And clarify what  combinations show the issue?'""",,,,,,,,,,,,,,,,,
chosen,1365,closed,8,2013-07-17 17:58:24,1.72,,1,,"b""b' Additionally"," have you tried passing the intended width down to Chosen on instantiation?  '""",,,,,,,,,,,,,,,,
chosen,1365,closed,9,2013-07-17 17:58:24,564.95,,,1,"b'b"" Unfortunately I do not have a public version as it\'s currently built locally using  I\'m using windows 7 and am having issues on IE 10 7 and the latest version of Firefox. It works normally on Chrome. This was working previously not entirely sure if the update to the latest version broke it There are no errors showing and the mask has an inline width of 0px.  I have tested the library on a plain HTML webpage and works fine on these browsers. As you mentioned I can declare a width which does fix the issue however was hoping to change the width using CSS as there may be various dropdowns with different lengths and didn\'t want to have to instantiate each width.  Just a side note"," one of the widgets I programmed is doing the exact same thing.""'",,,,,,,,,,,,,,,,
chosen,1365,closed,10,2013-07-17 17:58:24,403.3,1,,,"b'b"" If it works normally and only breaks on your one particular site", and if other JS you\'re programming on that page is _also_ having issues, unfortunately it sounds like the issue isn\'t with Chosen. If you can\'t provide a public link for us to check out," there\'s not really any more debugging we can do.  Sorry!  Maybe hit up [StackOverflow]url  since this sounds like a more generic issue with your particular site.""'",,,,,,,,,,,,,,
chosen,1365,closed,closed,2013-07-19 15:05:51,1101.02,2,7,3,,,,,,,,,,,,,,,,,,
chosen,1365,closed,11,2013-07-17 17:58:24,457.98,,1,,"b'b"" It\'s worth pointing out that #1439 probably solves your problem @SFPink ""'",,,,,,,,,,,,,,,,,
chosen,1365,closed,-,-,-,2,8,3,,,,,,,,,,,,,,,,,,
chosen,1386,open,opened,2013-07-22 20:55:34,,,,,,,,,,,,,,,,,,,,,,
chosen,1386,open,title,2013-07-22 20:55:34,00:00,,1,,"b""b' Unintentional option selection when using a (Wacom) tablet as input device.'""",,,,,,,,,,,,,,,,,
chosen,1386,open,body,2013-07-22 20:55:34,00:00,,1,,"b'b"" At the office I\'m using a Wacom tablet as primary  device. Scrolling on such a tablet is done by holding a predefined button on the pen", but a release of this button while scrolling triggers an unintentional click (probably the event)," and thus a option selection. ""'",,,,,,,,,,,,,,,
chosen,1386,open,1,2013-07-22 20:55:34,24.48,,,1,"b""b' @koenpunt Is this still a thing? Do you really use a Wacom all day long? I want to know more!'""",,,,,,,,,,,,,,,,,
chosen,1386,open,closed,2016-06-04 21:20:03,24.48,0,2,1,,,,,,,,,,,,,,,,,,
chosen,1386,open,2,2013-07-22 20:55:34,61.63,,1,,"b""b' Definitely"," and at the office I use a Wacom all the time.'""",,,,,,,,,,,,,,,,
chosen,1386,open,3,2013-07-22 20:55:34,1051.32,1,,,"b""b' Crazy. It really does seem like a Wacom bug. No updates available? Does it affect you on other ?'""",,,,,,,,,,,,,,,,,
chosen,1386,open,4,2013-07-22 20:55:34,333.08,,1,,"b'b"" I don\'t think it\'s a bug on Wacom\'s side", because there\'s actually a button going down and up," just not the primary button. ""'",,,,,,,,,,,,,,,
chosen,1386,open,reopened,2016-06-12 21:26:05,6.03,1,4,1,,,,,,,,,,,,,,,,,,
chosen,1386,open,5,2013-07-22 20:55:34,743.57,,1,,"b'b"" Back at the office", just checked, there is actually a click of the primary button, but while holding a modifier button. And what I remember of when I opened this issue and possible solution ( #1431), that this modifier button isn\'t detectable in JS. But as it has almost been 3 years," I will reinvestigate this.""'",,,,,,,,,,,,
chosen,1386,open,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,
chosen,1493,closed,opened,2013-08-21 05:30:29,,,,,,,,,,,,,,,,,,,,,,
chosen,1493,closed,title,2013-08-21 05:30:29,00:00,,1,,"b""b' IE8: Clicking on multiple select container does not focus on the hidden input field'""",,,,,,,,,,,,,,,,,
chosen,1493,closed,body,2013-08-21 05:30:29,00:00,,1,,"b'b\' ### Steps to re-produce1. Open url  in IE82. The broken one is the ""Multiple Select"". Click on the right side of the container", do not click on somewhere that\\\'s  close to the selected item.3. The cursor was not showing in the input field -### Updates: In chrome, after I clicked inside the container, the cursor shows up and I can type to search. While in IE8, after I clicked inside the container, there was no cursor showing, and so couldn\\\'t I type anything to search.\'',,,,,,,,,,,
chosen,1493,closed,1,2013-08-21 05:30:29,850.47,,1,,"b'b"" I just tested this in IE8 (Windows XP). I was not able to recreate the issue. I\'ve clicked as far right as possible and it works as expected. It might help if you can provide a video capture of the problem. I may be misunderstanding your steps to recreate it. I\'m closing this for now. Please reopen when you add the video. Thanks.""'",,,,,,,,,,,,,,,,,
chosen,1493,closed,closed,2013-08-21 19:40:57,850.47,0,3,0,,,,,,,,,,,,,,,,,,
chosen,1493,closed,2,2013-08-21 05:30:29,311.02,,1,,"b""b' @kenearley Please refer to this screencast"," it was recorded on Windows7 in a VM.url '""",,,,,,,,,,,,,,,,
chosen,1493,closed,3,2013-08-21 05:30:29,15.02,1,,,"b'b"" Very strange. I did not get that when testing. I\'ll reopen this Issue and investigate further.""'",,,,,,,,,,,,,,,,,
chosen,1493,closed,reopened,2013-08-22 01:06:59,326.03,1,4,0,,,,,,,,,,,,,,,,,,
chosen,1493,closed,4,2013-08-21 05:30:29,440.2,,1,,"b'b"" Can it be that you can type but the cursor is just not showing? Or can\'t you type at al?""'",,,,,,,,,,,,,,,,,
chosen,1493,closed,5,2013-08-21 05:30:29,346.97,,1,,"b'b"" I\'ve tested this again in IE8 on Win7 and XP. I still cannot reproduce the issue. Although"," I am using VMWare on a Mac. @-developers Anyone else able to reproduce this?""'",,,,,,,,,,,,,,,,
chosen,1493,closed,6,2013-08-21 05:30:29,54.28,,,1,"b""b' Nope"," also tested on Win7 and XP in VMWare Fusion'""",,,,,,,,,,,,,,,,
chosen,1493,closed,7,2013-08-21 05:30:29,1248.0,,1,,"b'b"" @koenpunt The cursor was not showing up after I clicked outside the 25px wide hidden input element (the one next to the selected tag). And I couldn\'t type at all.""'",,,,,,,,,,,,,,,,,
chosen,1493,closed,8,2013-08-21 05:30:29,510.37,,1,,"b""b' This bug is 3 years old and Chosen has changed a lot in that time. I think IE8 support is probably not long for this world anyways. Going to close this up.'""",,,,,,,,,,,,,,,,,
chosen,1493,closed,closed,2016-06-04 20:26:48,1159.82,1,8,1,,,,,,,,,,,,,,,,,,
chosen,1493,closed,-,-,-,1,8,1,,,,,,,,,,,,,,,,,,
chosen,1503,open,opened,2013-08-22 23:35:30,,,,,,,,,,,,,,,,,,,,,,
chosen,1503,open,title,2013-08-22 23:35:30,00:00,,1,,"b""b' Set default text container width to auto for multi'""",,,,,,,,,,,,,,,,,
chosen,1503,open,body,2013-08-22 23:35:30,00:00,,1,,"b""b' A fix for multiple select chosen for when width: auto is used forthe chosen container. Causes the input to be the size of thedefault text"," rather than a hardcoded 25px.'""",,,,,,,,,,,,,,,,
chosen,1503,open,1,2013-08-22 23:35:30,878.25,,1,,"b""b' Hi All"," please let me know how to show close button for lengthy text item selected in chosen multiselect control. please find the attachement or screenshot'""",,,,,,,,,,,,,,,,
chosen,1503,open,2,2013-08-22 23:35:30,87.3,,1,,"b""b' I believe this is an accidental pull request"," based on the duplication in url  Closing.'""",,,,,,,,,,,,,,,,
chosen,1503,open,closed,2013-08-29 15:41:03,965.55,0,4,0,,,,,,,,,,,,,,,,,,
chosen,1503,open,3,2013-08-22 23:35:30,1.3,1,,,"b""b' Whoops -my mistake -just the comment by @pavanyadav05 was a duplicate.  The identicon colors had me confused.  Reopening.'""",,,,,,,,,,,,,,,,,
chosen,1503,open,reopened,2013-08-29 15:42:21,1.3,1,4,0,,,,,,,,,,,,,,,,,,
chosen,1503,open,4,2013-08-22 23:35:30,173.78,,1,,"b'b""  I think this is a good idea. I know that we overwrote this rule in our app (setting it as instead of which is weird in some cases). So I\'m in favor of removing the hardcoded 25px.@koenpunt @pfiller What do you think about this PR ?""'",,,,,,,,,,,,,,,,,
chosen,1503,open,5,2013-08-22 23:35:30,181.03,,1,,"b""b' Maybe we should add a  ? But yes", is better than static," I say :shipit: '""",,,,,,,,,,,,,,,
chosen,1503,open,6,2013-08-22 23:35:30,434.2,,1,,"b""b' could you also update the Prototype version ?'""",,,,,,,,,,,,,,,,,
chosen,1503,open,7,2013-08-22 23:35:30,233.2,,,1,"b'b"" I applied this fix to my live Prototype Chosen file and it fixed it (was truncating the box). If you\'re waffling over this being a good idea", I should note something else. I was having to use in my Chosen instance because the div my multi is in is hidden. If I clicked into the element and back out, however, the box fixed itself![chosen]url Figure out what was redrawing that box and I bet you could toss that in to fix the box as well (if isn\'t an acceptable solution). Either that, or if is supplied," draw this almost as big.""'",,,,,,,,,,,,
chosen,1503,open,-,-,-,1,7,1,,,,,,,,,,,,,,,,,,
chosen,1546,closed,opened,2013-09-12 13:16:51,,,,,,,,,,,,,,,,,,,,,,
chosen,1546,closed,title,2013-09-12 13:16:51,00:00,,1,,"b""b' Stay open on multi select'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,body,2013-09-12 13:16:51,00:00,,1,,"b'b"" Is there a way for the Chosen menu to stay open after I\'ve selected an item? I want to be able to close it only by clicking outside the widget area.""'",,,,,,,,,,,,,,,,,
chosen,1546,closed,1,2013-09-12 13:16:51,62.73,,1,,"b""b' The select will remain open if you hold CMD \\xe2\\x8c\\x98 or CTRL when selecting options. Currently there is no option to keep the select option by default.'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,2,2013-09-12 13:16:51,1.1,,1,,"b""b' Can this be implemented somehow?'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,3,2013-09-12 13:16:51,4.05,,1,,"b""b' Can you give an example in what case this would be useful?'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,4,2013-09-12 13:16:51,2.72,1,,,"b'b"" In my application I have a search form where the user can select multiple age groups from a Chosen multi-select widget. it\'s annoying that the menu is closed for a split second then reopens again (because focus triggers the open event).""'",,,,,,,,,,,,,,,,,
chosen,1546,closed,5,2013-09-12 13:16:51,1295.25,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,6,2013-09-12 13:16:51,150.23,,1,,"b'b"" +1 For the sole reason of we\'re using Chosen as a filtering mechanism where the end-user will most likely filter by multiple-items per category. The current implementation means we **have** to include a helper line of text explaining how to keep the box open instead of just being able to set an option and have it stay open as long as they need.""'",,,,,,,,,,,,,,,,,
chosen,1546,closed,7,2013-09-12 13:16:51,268.12,,,1,b'b\' Absolutely +1 !! There are tons of use-cases where the select should stay open to be able to select multiple options. In fact," I think the number of use-cases that would benefit from the select staying open outnumber the ones where the select should close after choosing just one option. From that point of view it should even be default behavior to keep it open. It\\\'s not named ""select-multiple"" for nothing ;-) But a configuration option to be able to keep it open would be good enough", and I hope that will be implemented really soon.\'',,,,,,,,,,,,,,,
chosen,1546,closed,8,2013-09-12 13:16:51,1286.07,,1,,"b""b' Hello", Has anyone figured a way to resolve this? When I try the following it does not work either," it does not trigger the open event: Mr Alexander'""",,,,,,,,,,,,,,,
chosen,1546,closed,9,2013-09-12 13:16:51,1195.47,,1,,"b""b' +1 per @geebru and @silkfire '""",,,,,,,,,,,,,,,,,
chosen,1546,closed,10,2013-09-12 13:16:51,552.48,1,,,"b""b' This is probably the #1 pain point for people using the chosen control in multiple mode especially when there are more than 2-3 items that have to be selected.  Hope to see this added. Thanks.'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,11,2013-09-12 13:16:51,1052.25,,1,,"b'b"" +1 for such a feature. in the meantime i used the following \'hack\' to make it work for selects with the multiple attribute:  ""'",,,,,,,,,,,,,,,,,
chosen,1546,closed,12,2013-09-12 13:16:51,161.5,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,13,2013-09-12 13:16:51,942.13,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,14,2013-09-12 13:16:51,648.0,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,1546,closed,15,2013-09-12 13:16:51,151.73,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
