REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3205,closed,closed,2015-04-28 14:06:37,1258.17,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3205,closed,-,-,-,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,opened,2014-09-11 19:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,title,2014-09-11 19:05:00,00:00,,1,,"b'b"" projectGenerator don\'t found any addon and crashes when building examples ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,body,2014-09-11 19:05:00,00:00,1,,,"b'b"" OF 0.8.4. xCode 5.1.1.10.9.1 error:[notice ] Generating example: /\\xef\\xbf\\xbd/[notice ] emptyExampleDebug(15122","0xa0a6a1a8) malloc: **\\\\* mach_vm_map(size=8388608) failed (error code=3)**\\\\* error: can\'t allocate region**\\\\* set a breakpoint in malloc_error_break to debuglibc++: terminating with uncaught exception of type std::bad_alloc: std::bad_alloc(lldb) ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,1,2014-09-11 19:05:00,12.2,,,1,"b""b' hmm does 0.8.3 work fine for you?what is the name of the project you are trying to create?  what if you try and create the project in /  ping @-devs '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,2,2014-09-11 19:05:00,4.15,,,1,"b""b' i do not used 0.8.3", i am just jumping from 0.8.0. i am not trying to generate any new project (this works fine), i am only generating the examples with the included project on the repo: / EDIT:ok," i try to move this folder to apps... done.same problem. ofxUI examples are working fine.. if helps.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,3,2014-09-11 19:05:00,20.25,,1,,"b""b' do you have the OF path set right?  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,4,2014-09-11 19:05:00,1.38,,1,,"b""b' yes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,5,2014-09-11 19:05:00,6.42,,1,,"b""b' hmm looks like you have some extra folders in there that shouldn\\xe2\\x80\\x99t be there: can you paste a directory listing of your / folder?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,6,2014-09-11 19:05:00,2.63,,1,,"b""b' (if you open a terminal to the root of your OF install and type you can produce a text file with everything listed"," or install something like tree) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,7,2014-09-11 19:05:00,0.42,,1,,"b""b' also looks like you might have an issue with your file path: the last character in  [notice ] Generating example: /\\xef\\xbf\\xbd/'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,8,2014-09-11 19:05:00,7.38,1,,,"b'b"" I don\'t know why this folder was there",".. maybe i copied there by mistake. sorry!I deleted the \'//\' folder and now is working (after clean & build)Sorry again and thanks for your time dudes!!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,9,2014-09-11 19:05:00,1.62,,,1,"b""b' Closing this"," then. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,closed,2014-09-11 20:01:27,56.45,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,10,2014-09-11 19:05:00,37.05,1,,,"b'b"" sorry again. Addons where listed after deleting the / folder", but the problem stills:stops when running with the same errors. I tried to make a new folder and make the a new git sync (with gitHub app) from scratch.The first time i make the run, it showed again the  on the log... dunno, why," the folder is not there. I checked that OF folder was correct and I set it again. Now \'/\' are not showing on the running \'projectGenerator\' app again. The issue with the path that ofTheo mentioned was again.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,11,2014-09-11 19:05:00,2.07,,1,,"b""b' url  (edited by @bilderbuchi to move the huge code dump into pastebin)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,12,2014-09-11 19:05:00,0.68,,1,,"b""b' can you do this from the root of the OF folder and put it in pastebin or something similar ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,13,2014-09-11 19:05:00,5.93,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,14,2014-09-11 19:05:00,20.35,,1,,"b""b' I also edited your previous post into a pastebin'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,15,2014-09-11 19:05:00,983.62,1,,,"b'b"" Hi", now I am in another computer getting the same problem. (10.9.4 | xCode 5.1.1) I made a clean gitHub sync of the repo (/). \'projectGenerator\' crashes again building the osx samples. Is not listing the addons on the gui. (with of folder selected correctly):url  Here is the listing of my openFramworks folder:url  (Sorry," but the issue stills closed... it\'s normal?) (PD: when was 0.8.4. released? should I use 0.8.3 for the momment? I am starting a project with raspberry+osx)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,reopened,2014-09-12 15:38:59,1177.53,4,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,16,2014-09-11 19:05:00,130.02,,1,,"b""b' 0.8.4 was released a couple days ago", it contains some compilation fixes for XCode and RPi, but they are also in the master branch," too.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,17,2014-09-11 19:05:00,185.12,1,,,"b'b"" I am back with this to check if now works... I deleted again de OF folder and created again the synced git from github from scratch. Stills the same problem when running the . Addons aren\'t listing", and the console xcode shows:[ error ] ofXml: loadFromBuffer(): DOM ERROR[warning] ofXml: setTo(): empty document Also, when i set again the OF folder console shows the \'\\xc2\\xbf\' symbol again:/\\xef\\xbf\\xbd I am working with the zip version form the web (now with xcode 6)," but i can\'t be \'up to date\' with the git version... Any idea?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,18,2014-09-11 19:05:00,68.57,,1,,b'b\' can you try: echo ~/and see if this is set right.  On first run," does the devapp PG ask you to pick the root?are you hitting the ""generate button"" to make examples? \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,19,2014-09-11 19:05:00,31.48,,,1,"b'b"" I typed this (terminal) in /openFrameworks folder and on the PG project folder too. (didn\'t knew where was the place). No reply.On the first run it didn\'t asked to pick the root:  In main.ofGetTargetPlatform=0IN HERE!!/[notice ] Generating examples (from: /) ...and crashed after click  generate examples:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,20,2014-09-11 19:05:00,5.02,,1,,"b'b"" should I move the OF folder to another place? maybe outside of /Users?I don\'t know if could be the cause"," but my user folder name is different from the os user name.(because I changed it time ago)and my osx is in spanish too..""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,21,2014-09-11 19:05:00,3.75,1,,,"b'b\' I still see this """" folder which looks strange  -you might need to see if the root of OF is set right ?  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,22,2014-09-11 19:05:00,1.37,,1,,"b'b"" (also"," please note that this tool saves a file in your home directory - can you see if this file exists and maybe delete it if it\'s set to something problematic)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,23,2014-09-11 19:05:00,6.05,,1,,"b'b"" the  folder do not exists.the file \'config\' file shows the folder  correctly", without de \'\\xc2\\xbf\'. i made the sync with the github tool, several times, and i several folders too...maybe i should try to make in the therminal by the git command line," and maybe not in /..?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,24,2014-09-11 19:05:00,11.0,,1,,"b""b' does the tool still not listing addons?  (or are the addons listed right) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,25,2014-09-11 19:05:00,0.6,,1,,"b""b' is not listing'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,26,2014-09-11 19:05:00,7.33,,1,,"b""b' alright I just pulled again and deleted my settings and I see the exact same problems here"," let me take a look...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,27,2014-09-11 19:05:00,2.5,,,1,"b""b' cool thanks man!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,28,2014-09-11 19:05:00,336.58,1,,,"b'b"" I am pretty sure the error here is that and of the getFirstLine and getNextLine functions against ofBuffer are somehow returning bad data (looks like extra bytes at the end of the string", or something gnarly...) -pinging @arturoc since it seems like this was from some recent changes.  Because the loading of the OF root and addon config are coming from text files, and this parsing is off," we are getting significant weirdness.  This is a huge issue we should try to get addressed quickly as on OSX there\'s no way to generate new example files as far as I can tell.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,29,2014-09-11 19:05:00,5.15,,,1,"b'b\' with a test file that just says ""test"" in it", this code  produces output that looks like:  ![ ]url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,30,2014-09-11 19:05:00,334.3,1,,,"b""b' when you were using  ", did you encounter a deprecation warning, Zach? Cause that method is [deprecated]url  The deprecation message is not very clear to me, though," but I guess the replacement will work via [this function]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,closed,2014-09-22 08:47:33,1028.57,8,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,31,2014-09-11 19:05:00,31.6,,1,,"b""b' ugh"," sorry should be working fine now. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,32,2014-09-11 19:05:00,182.98,,,1,"b'b"" @bilderbuchi surprisingly I don\'t see a warning.... @arturoc thanks!  it\'s working OK now.  @moebiussurfing I\'m still seeing some issues further on down the line"," I\'ll keep poking at it today""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,33,2014-09-11 19:05:00,437.6,1,,,"b""b' @ofZach hmm", strange," at least in the [template]url  the xcode gcc deprecation warning display seems to be on. are those options also valid if you use  and not gcc?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,34,2014-09-11 19:05:00,440.03,,1,,"b""b' (I see deprecation warnings for this on my recently generated projects).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,35,2014-09-11 19:05:00,442.93,1,,,"b'b"" @bilderbuchi I think the project generator project itself might not be up to date which is why no warnings.  Let me investigate once I get it working again.  it definitely broke hard w/ some of the changes to ofFile"," etc and it\'s still kind of stuck somewhere further along generating examples but it\'s getting closer to back to life. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,36,2014-09-11 19:05:00,446.23,,,1,"b""b' alright"," thanks! :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,37,2014-09-11 19:05:00,465.6,,1,,"b'b"" seems like the problem is that this commit: url  overwrote the osx project file turning it from xml into whatever the native format of xcode projects is"," so the project generator can\'t parse it anymore. can somebody bring it back to xml and add the fixes in that commit? ping @prisonerjohn ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,38,2014-09-11 19:05:00,484.83,1,,,b'b\' Oh oops," I think this ""upgrade"" happened automatically when I opened the project.  I\\\'m not sure how to switch it back to XML", a quick Google search isn\\\'t really helping... I\\\'ll keep looking but if anybody already knows the trick, let me know and I can fix it asap.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,39,2014-09-11 19:05:00,487.08,,1,,"b""b' do you mean this ? url you need to use **plutil** to convert back to xml'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,40,2014-09-11 19:05:00,488.83,,,1,"b'b"" _whew_"," I\'m glad it\'s identified and that totally makes sense -debugging was super gnarly !  url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,41,2014-09-11 19:05:00,489.8,,,1,"b'b"" Oooh ok"," I\'ll try that command and test the project generator. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,42,2014-09-11 19:05:00,508.57,,,1,"b""b' Just submitted pull request #3253. I tested the project generator and was able to successfully create a couple of projects with addons. It would still be good to get a second tester before merging though...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,43,2014-09-11 19:05:00,256.23,,1,,"b""b' @moebiussurfing can you take a look?  this seems to be fixed now '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,44,2014-09-11 19:05:00,274.08,,,1,"b""b' yes. just tested now (synced yesterday) and is working fine.all addons are listing and examples are generated fine.thanks!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3225,closed,-,-,-,11,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,opened,2014-09-19 19:47:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,title,2014-09-19 19:47:50,00:00,,1,,"b""b' + ofSoundDevice'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,body,2014-09-19 19:47:50,00:00,,1,,b'b\' This closes #2785 It adds a new struct  , which represents a sound device with a numeric ID, name, number of i/o channels and vector of sample rates, modeled after the struct. This PR changes into a function which returns a and now _optionally_ logs to the console. It also adds a function which lets you find a device by partial name, and optionally with an i/o channel count. You can also set an ofSoundStream\\\'s device with an ofSoundDevice directly (instead of just via ID). Does this fit your use-case @kylemcdonald ? **EDIT**: As merged, there isn\\\'t a new global function," and works the same as before (but returns a  ). The new functionality is in member functions of ofSoundStream (e.g.  ). See further down in the discussion.  On my OSX laptop I get the following: **ofSoundStreamGetMatchingDevices(""Soundflower"")** **ofSoundStreamGetMatchingDevices(""Apple""",0, 2)** Tested on OSX, iOS and Windows, but the change touches all platforms due to the function signature change. The Android and Emscripten changes are a shot in the dark, pinging @arturoc \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,1,2014-09-19 19:47:50,1000.73,1,,,"b'b"" can we move the new functions into static functions of ofSoundStream? the ofSoundStream c api is kind of legacy even if it\'s not deprecated but i think it\'s better if we don\'t add more functions to it. also: is kind of confusing"," we do this in other parts on the core and i\'ve seen how people that don\'t know the API when seeing something like: think that it sets the class to not list the devices or similar which is pretty logical. perhaps we can just have a new  or even add a  so it\'s easier to print it?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,2,2014-09-19 19:47:50,570.43,,,1,"b'b"" @admsyn this generally looks good to me", and would help in my application. very high quality pr :) i think replacing with an overloaded  , and removing the argument, is perfect. and i wouldn\'t add a  ," it might be better instead to encourage people to and i\'m in agreement w arturo regarding not introducing new c-style functionality.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,closed,2014-10-14 21:59:00,131.17,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,reopened,2014-10-14 21:59:03,0.05,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,3,2014-09-19 19:47:50,1394.5,,1,,"b""b' hey @admsyn i lost track a little", but is this independent of the other sound PR? this just needs the minor changes mentioned above then can be merged," correct?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,4,2014-09-19 19:47:50,310.0,,1,,"b'b"" @kylemcdonald yes it\'s basically it\'s own thing. Now that #3479 is merged I\'ll finish this up and tackle the related #3509 as well.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,5,2014-09-19 19:47:50,1095.77,,,1,"b'b"" just spoke with @ofZach about this and he\'s in favor of and (which both do what you expect them to do). i like encouraging people to say but there\'s no problem with a helper method :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,6,2014-09-19 19:47:50,62.52,,1,,"b""b' Alright I think this PR covers the concerns brought up by @arturoc and @kylemcdonald : "," no  separated into and functionsdeprecated and removed the bool param from earlier in this PRupdated examples accordingly'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,7,2014-09-19 19:47:50,7.62,,,1,"b'b"" awesome! this looks perfect to me now. if one more person can check it out briefly"," let\'s merge it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,8,2014-09-19 19:47:50,1020.7,,,1,"b""b' Thanks"," @bilderbuchi fixed it (it did work correctly in Xcode fwiw).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,closed,2015-01-14 14:57:18,1018.25,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3247,closed,-,-,-,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,opened,2014-10-14 19:09:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,title,2014-10-14 19:09:47,00:00,,1,,"b""b' when exporting pdf"," clip rectangle is larger than screen output'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,body,2014-10-14 19:09:47,00:00,,,1,"b'b"" to reproduce: 1. apply @arturoc\'s fix for #3307 for exporting pdfs2. run the following example: url 3. press a4. wait a few seconds5. press a again6. look in data folder for PNG and PDF file expected: files look the same.actual output: pdf has bigger clip rect as you can see here:![png_vs_pdf]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,1,2014-10-14 19:09:47,60.63,,1,,"b'b"" the problem seems to be that OF sets the projection matrix as a frustum while cairo being 2d uses orhtographic perspective", although visually there doesn\'t seem to be any difference in OF everything is rendered as if seen through a 60\\xc2\\xba fov lens instead of completely flat even when you draw in 2d. anyway, setting the OF perspective to orthographic gives the same result in both," in draw:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,closed,2014-10-14 20:10:53,61.1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,2,2014-10-14 19:09:47,5.87,,,1,"b'b"" wow this is a super well documented bug! arturo", i think there is still a bug here, right -it\'s not closed yet? assuming that everything is drawn at z=0," then the ortho vs perspective camera shouldn\'t make a difference. shouldn\'t they be equivalent?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,3,2014-10-14 19:09:47,25.2,,1,,"b'b"" mmh", yeah i guess it should. not sure what\'s going on then," we\'ll need to test with a grid or something that makes the difference more obvious""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,3309,closed,reopened,2014-10-14 20:41:29,30.6,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
