REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
django,5804,closed,8,2015-12-09 13:05:30,87.83,,1,,"b'b"" aaugustin"," I\'ve read sqlite FAQ before. what\'s written there doesn\'t explain the fact that I\'m getting dozens of \'database is locked\' issues and they\'re gone if I move obj = (**params) out of  context in  Any other ideas where to look and what potentially could be the reason?""'",,,,,,,,,,,,,,,,
django,5804,closed,9,2015-12-09 13:05:30,308.47,,1,,"b'b"" I have no idea about your use case", your code, or the kind of concurrency you\'re facing. If you could reproduce this with a minimal example and a simulate load," then we could benchmark it.""'",,,,,,,,,,,,,,
django,5804,closed,10,2015-12-09 13:05:30,738.67,,,1,"b'b"" yep", makes sense. I\'ll try to sketch some example. meanwhile feel free to merge this commit. I\'ll create new PR when I get the data. Thank you,"Ed""'",,,,,,,,,,,,,,,
django,5804,closed,11,2015-12-09 13:05:30,387.85,,1,,"b'b\' Could you add a mention in the 1.10 release notes ""Backwards-incompatible"" changes section as requested by Aymeric? ""This may affect query counts tested by assertNumQueries in TransactionTestCase which should be mentioned in the release notes.""\''",,,,,,,,,,,,,,,,,
django,5804,closed,closed,2015-12-14 18:53:13,347.72,0,9,4,,,,,,,,,,,,,,,,,,
django,5804,closed,12,2015-12-09 13:05:30,112.43,1,,,"b""b' reopen as it was closed by mistake.'""",,,,,,,,,,,,,,,,,
django,5804,closed,13,2015-12-09 13:05:30,2.25,,1,,"b""b' Updated release notes as suggested.'""",,,,,,,,,,,,,,,,,
django,5804,closed,reopened,2015-12-14 19:05:04,11.85,1,10,4,,,,,,,,,,,,,,,,,,
django,5804,closed,14,2015-12-09 13:05:30,337.62,,,1,"b""b' merged in 423b3afce431fd0a1d683bca9b2b80a1c4e3c8ca"," thanks!'""",,,,,,,,,,,,,,,,
django,5804,closed,closed,2015-12-15 00:42:41,337.62,1,10,5,,,,,,,,,,,,,,,,,,
django,5804,closed,-,-,-,1,10,5,,,,,,,,,,,,,,,,,,
django,5852,closed,opened,2015-12-22 15:08:18,,,,,,,,,,,,,,,,,,,,,,
django,5852,closed,title,2015-12-22 15:08:18,00:00,,1,,"b""b' Fixed #25316 -Fixed using order_by() and values() after annotate().'""",,,,,,,,,,,,,,,,,
django,5852,closed,body,2015-12-22 15:08:18,00:00,,1,,"b""b' In reference to ticket url  .'""",,,,,,,,,,,,,,,,,
django,5852,closed,1,2015-12-22 15:08:18,385.0,,1,,"b'b"" Please try to add tests in instead of in a new test app. It\'s better to reuse existing models if possible as adding more models increases the complexity and execution time of the test suite.""'",,,,,,,,,,,,,,,,,
django,5852,closed,2,2015-12-22 15:08:18,16.17,,1,,"b'b"" Rather"," there\'s already a that could be used that already has the model you\'re writing tests against. You should move the tests into that file.""'",,,,,,,,,,,,,,,,
django,5852,closed,3,2015-12-22 15:08:18,478.63,1,,,"b""b' Sorry for  keep that in mind.Added the tests to the  using the existing models.'""",,,,,,,,,,,,,,,,,
django,5852,closed,4,2015-12-22 15:08:18,405.2,,1,,"b""b' Could you try to follow the style of the other tests and clean up the code a bit? See the flake8 and isort errors", remove the commented out print statements," etc. Josh suggested to use  . You can squash commits too.'""",,,,,,,,,,,,,,,
django,5852,closed,5,2015-12-22 15:08:18,123.23,,1,,"b'b"" Hi",I made all the changes you suggested.I ran flake8 on my command line ,but no errors came  line it is showing the error was not even part of any changes I  I\'m unable to find the error it is  error shown is:./:761:31: E231 missing whitespace after \',\' Other than that,"all other tests pass.I changed the coding style in accordance with other  keep that in mind in the future.""'",,,,,,,,,,,,,
django,5852,closed,6,2015-12-22 15:08:18,55.83,1,,,"b'b"" Could you please squash your commits when updating and use the message from the pull request\'s title? Please check the test failures as well.""'",,,,,,,,,,,,,,,,,
django,5852,closed,7,2015-12-22 15:08:18,88.67,,1,,"b'b"" Haven\'t squashed commits  give me a while to figure it out.""'",,,,,,,,,,,,,,,,,
django,5852,closed,closed,2015-12-23 17:01:40,113.37,2,7,0,,,,,,,,,,,,,,,,,,
django,5852,closed,reopened,2015-12-23 17:02:03,0.38,2,7,0,,,,,,,,,,,,,,,,,,
django,5852,closed,8,2015-12-22 15:08:18,22.98,,1,,"b""b' Squashed the commits .Please check.'""",,,,,,,,,,,,,,,,,
django,5852,closed,9,2015-12-22 15:08:18,1341.6,1,,,"b'b"" Hi","Fixed the .idea directory.I\'m sorry I\'m taking time to getting adjusted to the git  take care of the following in the future.Please review""'",,,,,,,,,,,,,,,,
django,5852,closed,10,2015-12-22 15:08:18,1416.72,,1,,"b""b' Josh"," any opinion about backporting this fix?'""",,,,,,,,,,,,,,,,
django,5852,closed,11,2015-12-22 15:08:18,1084.0,,,1,"b'b"" I think it\'s fine to backport considering it\'s a crashing bug with a valid use case.""'",,,,,,,,,,,,,,,,,
django,5852,closed,12,2015-12-22 15:08:18,134.52,,1,,"b'b"" Would like to include this in today\'s release"," so updated in url ""'",,,,,,,,,,,,,,,,
django,5852,closed,closed,2016-01-02 11:40:51,1118.8,3,10,1,,,,,,,,,,,,,,,,,,
django,5852,closed,-,-,-,3,10,1,,,,,,,,,,,,,,,,,,
django,5877,closed,opened,2015-12-26 18:29:24,,,,,,,,,,,,,,,,,,,,,,
django,5877,closed,title,2015-12-26 18:29:24,00:00,,1,,"b""b' Fixed #25989 -Find latest lastmod of all sitemaps'""",,,,,,,,,,,,,,,,,
django,5877,closed,body,2015-12-26 18:29:24,00:00,,1,,"b""b' Determine latest lastmod of all sitemaps supplied to"," instead of unconditionally pickinglastmod of a last sitemap.'""",,,,,,,,,,,,,,,,
django,5877,closed,1,2015-12-26 18:29:24,989.5,,1,,"b""b' Tests added.'""",,,,,,,,,,,,,,,,,
django,5877,closed,2,2015-12-26 18:29:24,339.9,,1,,"b""b' Fixed python35 error.'""",,,,,,,,,,,,,,,,,
django,5877,closed,closed,2015-12-30 16:38:49,1329.42,0,4,0,,,,,,,,,,,,,,,,,,
django,5877,closed,reopened,2015-12-30 16:38:57,0.13,0,4,0,,,,,,,,,,,,,,,,,,
django,5877,closed,3,2015-12-26 18:29:24,1275.08,,,1,"b""b' merged in 002a4f72c46458514d97f7e54d4fd9416d89899d"," thanks!'""",,,,,,,,,,,,,,,,
django,5877,closed,closed,2016-01-23 13:53:53,1274.93,0,4,1,,,,,,,,,,,,,,,,,,
django,5877,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,
django,5922,closed,opened,2016-01-03 07:46:58,,,,,,,,,,,,,,,,,,,,,,
django,5922,closed,title,2016-01-03 07:46:58,00:00,,1,,"b""b' Fixed #25850 -Made migrations fail loudly on inconsistent history'""",,,,,,,,,,,,,,,,,
django,5922,closed,1,2016-01-03 07:46:58,83.23,,1,,"b'b"" Shouldn\'t be added to the as a field"," so a user could easily track incorrectly applied migrations?""'",,,,,,,,,,,,,,,,
django,5922,closed,closed,2016-01-03 19:02:54,675.93,0,2,0,,,,,,,,,,,,,,,,,,
django,5922,closed,reopened,2016-01-03 19:02:56,0.03,0,2,0,,,,,,,,,,,,,,,,,,
django,5922,closed,2,2016-01-03 07:46:58,811.53,,1,,"b""b' This will stop the executor"," alright. Will it also stop the creation of new migrations?'""",,,,,,,,,,,,,,,,
django,5922,closed,3,2016-01-03 07:46:58,1084.15,1,,,"b'b"" Oh", sorry," I missed that part. When I figure out that part I\'ll reopen pull request.""'",,,,,,,,,,,,,,,
django,5922,closed,closed,2016-01-06 16:45:53,1302.95,1,3,0,,,,,,,,,,,,,,,,,,
django,5922,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,
django,5988,closed,opened,2016-01-16 10:31:02,,,,,,,,,,,,,,,,,,,,,,
django,5988,closed,title,2016-01-16 10:31:02,00:00,,1,,"b""b' Corrected English name of nb language.'""",,,,,,,,,,,,,,,,,
django,5988,closed,body,2016-01-16 10:31:02,00:00,,1,,b'b\' See for example url  ," where the name is listed as ""Norwegian Bokm\\xc3\\xa5l"".\''",,,,,,,,,,,,,,,,
django,5988,closed,1,2016-01-16 10:31:02,137.8,,1,,"b'b"" Looks like you need to add to this file for Python 2. Even after that"," there\'s a test failure:  ""'",,,,,,,,,,,,,,,,
django,5988,closed,2,2016-01-16 10:31:02,110.65,1,,,"b""b' [Tim Graham]Right.  I guess UTF-8 and Python 2 is always going to be a pain. So", what should be done about this," and by whom?  I am not capable ofrewriting the code base to work properly with non-ascii language names. ##  Happy hackingPetter Reinholdtsen'""",,,,,,,,,,,,,,,
django,5988,closed,3,2016-01-16 10:31:02,589.88,,1,,"b""b' I created [a ticket]url  for the issue and will close this pull request for now.'""",,,,,,,,,,,,,,,,,
django,5988,closed,closed,2016-01-20 00:29:22,838.33,1,4,0,,,,,,,,,,,,,,,,,,
django,5988,closed,4,2016-01-16 10:31:02,1252.27,,1,,"b""b' Petter"," could you try updating with and  ?'""",,,,,,,,,,,,,,,,
django,5988,closed,reopened,2016-01-20 21:21:38,1252.27,1,5,0,,,,,,,,,,,,,,,,,,
django,5988,closed,5,2016-01-16 10:31:02,46.13,,,1,"b'b"" [Tim Graham]Not quite sure I understood what you meant"," but I\'ve tried. ##  Happy hackingPetter Reinholdtsen""'",,,,,,,,,,,,,,,,
django,5988,closed,6,2016-01-16 10:31:02,21.12,,,1,"b""b' merged in a1fba4e843901eb35820c14d83a5d7d5622432fe"," thanks!'""",,,,,,,,,,,,,,,,
django,5988,closed,closed,2016-01-20 22:28:53,67.25,1,5,2,,,,,,,,,,,,,,,,,,
django,5988,closed,-,-,-,1,5,2,,,,,,,,,,,,,,,,,,
django,6099,closed,opened,2016-02-07 05:01:21,,,,,,,,,,,,,,,,,,,,,,
django,6099,closed,title,2016-02-07 05:01:21,00:00,,1,,"b'b"" Fixed #25364 -Added support for all selenium\'s browsers in tests.""'",,,,,,,,,,,,,,,,,
django,6099,closed,body,2016-02-07 05:01:21,00:00,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,
django,6099,closed,1,2016-02-07 05:01:21,602.75,,,1,"b'b""   should work fine now. But it isn\'t supporting multiple browsers (like  ) in the argument.""'",,,,,,,,,,,,,,,,,
django,6099,closed,2,2016-02-07 05:01:21,1326.75,,,1,"b'b"" Looks like there\'s a problem where something like will run all the tests. I think specifying without any values should raise an error. If we could automatically extract and output the possible browser values in that error", then we won\'t have to hardcode the browser list in the docs which will inevitably go stale. This is coming along," keep up the good work.""'",,,,,,,,,,,,,,,
django,6099,closed,3,2016-02-07 05:01:21,376.98,,1,,"b'b"" @timgraham Please take a final review.As far as the task of getting the list of browsers is concerned"," I am trying to find something but haven\'t  got anything much concrete yet. Maybe I should open a separate ticket for it ?""'",,,,,,,,,,,,,,,,
django,6099,closed,closed,2016-02-10 19:27:50,866.48,0,3,2,,,,,,,,,,,,,,,,,,
django,6099,closed,reopened,2016-02-10 19:27:59,0.15,0,3,2,,,,,,,,,,,,,,,,,,
django,6099,closed,4,2016-02-07 05:01:21,13.4,,1,,"b'b"" An option might be to enumerate the packages in and exclude the ones that we know aren\'t browsers ( ",  ,  ), however that seems a bit hacky. Would you like to raise the issue upstream url  and see if the devs would be open to adding that list? If so," I agree we could defer that improvement to a separate ticket until the version of selenium with the improvement is released.""'",,,,,,,,,,,,,
django,6099,closed,5,2016-02-07 05:01:21,16.72,,1,,"b""b' I am raising the issue upstream", keeping my fingers crossed. :)For till then," I am raising a ticket on our own Trac to discuss what can be done.Please let me know if anything else is required on this PR.'""",,,,,,,,,,,,,,,
django,6099,closed,6,2016-02-07 05:01:21,11.65,,1,,"b'b"" I don\'t think we need another Trac ticket yet.Also", if we can\'t support multiple browser specs," I think that\'ll be a blocker to merge this ... at least until url  is completed. Otherwise we have to run the entire test suite twice on our CI server (we currently test with firefox and chrome there) which will make a slow build even slower. I\'ll try to get some movement on that ticket though -url  is the first part.""'",,,,,,,,,,,,,,,
django,6099,closed,7,2016-02-07 05:01:21,734.85,,1,,"b""b' @timgraham I was working on the support for multi browser thing and have been able to do it. Just polishing it up. Will push it soon.'""",,,,,,,,,,,,,,,,,
django,6099,closed,8,2016-02-07 05:01:21,587.72,,1,,"b'b"" Hi @timgrahamI have been able to take in multiple arguments for most of the test classes but am facing some issue while doing it for classes which are inheriting multiple classes like [this one]url I am not able to call the function of class as it is being  \'s function overrides it when I use  . Could you please help me out ?One solution could be to remove the class as is the case in other files.""'",,,,,,,,,,,,,,,,,
django,6099,closed,9,2016-02-07 05:01:21,6.0,,1,,"b""b' I think as long as you have all the needed calls"," it should work.'""",,,,,,,,,,,,,,,,
django,6099,closed,10,2016-02-07 05:01:21,266.48,,1,,"b'b"" Since all subclasses of also subclass I would declare a class to avoid the  \'s quirks:  ""'",,,,,,,,,,,,,,,,,
django,6099,closed,11,2016-02-07 05:01:21,846.87,,,1,"b""b' @timgraham I tried things out [here d4dc77]url  regarding the compatibility concerns of the two patches you mentioned earlier.Everything works fine and as mentioned by me in my earlier comment. I can send a PR in favour of [#25653]url  once this current patch gets merged.'""",,,,,,,,,,,,,,,,,
django,6099,closed,12,2016-02-07 05:01:21,245.73,,1,,"b'b"" @timgraham I have run the test suite on machines with Mac", Ubuntu and Windows on both Python 2 and 3, and it passes on all of them. Since I cannot reproduce the bug," I am unable to debug it on my end. Please try to run the tests on your computer as well to check if the tests pass or not. I reckon that the problem has something to do with Jenkins and it\'s environment.""'",,,,,,,,,,,,,,
django,6099,closed,13,2016-02-07 05:01:21,1308.58,,1,,b'b\' @timgraham Some facts that might be useful when you investigate this issue -1) The last selenium test that actually ran and passed was [#56]url  which was for the [PR-6077]url  and not [#61]url 2) The reason [#61]url  requested by [PR6165]url  had passed was because all tests had been skipped by Jenkins (because currently the logic is to skip any test which is not able to import the selenium webdriver). The result was **Ran 0 tests, skipped 31**.3) This PR fails the tests because I have changed that [current logic]url  to raise an error instead. So basically, any selenium test that has passed after [#56]url  is because all tests were skipped. The test that had run after that, i.e. [#57]url  was none other than the one in which the variable had been changed. Conclusions:1) Now I am quite sure that something with Jenkin\\\'s environment has changed and the recent failures of this PR have nothing to do with the patch.2) #6165 might have failed on some test because it was never actually tested. Fortunately, it didn\\\'t (I ran the test suite on my machine and they pass).3) Not to say, this also means that Jenkins is not a reliable place for running selenium tests right now," it will always give a green light provided that the ""current logic"" is there.\''",,,,,,,,,,,
django,6099,closed,14,2016-02-07 05:01:21,21.45,,,1,"b""b' Good find. I found at least one problem with the Jenkins configuration and am working on it now.'""",,,,,,,,,,,,,,,,,
django,6099,closed,15,2016-02-07 05:01:21,76.27,,1,,"b""b' buildbot"," test on selenium.'""",,,,,,,,,,,,,,,,
django,6099,closed,16,2016-02-07 05:01:21,527.43,,1,,"b'b"" Multiple browsers aren\'t working on Python 3. Zero tests are run for  .""'",,,,,,,,,,,,,,,,,
django,6099,closed,17,2016-02-07 05:01:21,703.72,,1,,"b""b' buildbot"," test on selenium.'""",,,,,,,,,,,,,,,,
django,6099,closed,18,2016-02-07 05:01:21,63.82,1,,,"b""b' @timgraham For some reason"," the [selenium test for python 3]url  is stuck on running the migration _Applying sites_..._.Can you please abort it ?'""",,,,,,,,,,,,,,,,
django,6099,closed,19,2016-02-07 05:01:21,128.67,,,1,"b'b"" Here are a few edits: url Otherwise this looks good to go", but if we can improve it to launch the browser once per class as described on the ticket, that will be useful and might even reduce the likelihood of Jenkins hanging. Still," the build does pass now on my local test Jenkins so that\'s a good sign.""'",,,,,,,,,,,,,,
django,6099,closed,20,2016-02-07 05:01:21,86.23,,1,,"b""b' I guess we can address that in a separate ticket if the selenium tests on the CI still run in an acceptable time.'""",,,,,,,,,,,,,,,,,
django,6099,closed,21,2016-02-07 05:01:21,84.93,,1,,"b'b"" Updated -1) The changes suggested url  except Single inverted commas are being used in all files for this so I didn\'t change this one either. Is there some specific reason for changing it here ? 2) Added function so that a browser error is not raised on each method", when an invalid browser is provided. Now," it is being raised only once in the beginning. 3) Squashed and rebased.""'",,,,,,,,,,,,,,,
django,6099,closed,22,2016-02-07 05:01:21,6.42,,1,,"b'b"" It\'s better not to make unrelated cosmetic cleanups like change quote styles in a feature commit like this that\'s why I changed it back in my edit. I think we should investigate launching the browser once per class before merging -otherwise it seems like we lose the ability to run selenium tests on Jenkins due to the hanging issue.""'",,,,,,,,,,,,,,,,,
django,6099,closed,23,2016-02-07 05:01:21,2.93,,1,,"b""b' @akki"," do you want to work on launching the browser once per class yourself?I could also open a PR and base it on yours.'""",,,,,,,,,,,,,,,,
django,6099,closed,24,2016-02-07 05:01:21,12.52,,1,,"b'b"" @MoritzS This might be a bit tricky for me but I\'ll like to try it myself first"," if that would not be an issue. I\'ll give my 100% and try to make it as early as possible.""'",,,,,,,,,,,,,,,,
django,6099,closed,25,2016-02-07 05:01:21,20.4,,,1,"b""b' Yes of course"," go ahead!'""",,,,,,,,,,,,,,,,
django,6099,closed,26,2016-02-07 05:01:21,954.15,,1,,"b""b' Further work by @charettes over here url '""",,,,,,,,,,,,,,,,,
django,6099,closed,27,2016-02-07 05:01:21,1309.97,,1,,"b""b' HiThis branch is not up to date", I was thinking maybe we should figure out how to make the tests pass on Jenkins and I could do the polishing after that (once we agree on a solution for the bigger problem).Or do we plan to merge this PR anyways," as Jenkins is unstable with selenium tests ? In that case I will finish this off as soon as I can.'""",,,,,,,,,,,,,,,
django,6099,closed,28,2016-02-07 05:01:21,755.65,,,1,"b""b' Simon continued this in url  Looks good to me pending a few cosmetic issues and additional comments. Thanks!'""",,,,,,,,,,,,,,,,,
django,6099,closed,closed,2016-03-12 22:00:23,152.4,1,22,7,,,,,,,,,,,,,,,,,,
django,6099,closed,-,-,-,1,22,7,,,,,,,,,,,,,,,,,,
django,6137,closed,opened,2016-02-12 22:38:51,,,,,,,,,,,,,,,,,,,,,,
django,6137,closed,title,2016-02-12 22:38:51,00:00,,1,,"b""b' Fixed #25251 -Made data migrations available in TransactionTestCase.'""",,,,,,,,,,,,,,,,,
django,6137,closed,body,2016-02-12 22:38:51,00:00,,1,,"b""b' Data loaded in migrations are restored at the beginning of each and all the tables are truncated at the end of these test cases. It means that", at the end of your whole test suite, if there was at least one  , the migrated data are no more in the database, specially surprising when using option. I propose to restore data at the end of a (just after the  )," to be sure that the next test will be in the expected environment (data loaded from initial migrations) and the database will be in the expected state at the end of the test running suite. This PR follows the discussion related to url  with @timgraham.'""",,,,,,,,,,,,
django,6137,closed,1,2016-02-12 22:38:51,115.87,1,,,"b'b"" I will have a look on generated errors. One seems trivial (python unicode decorator)", the remaining ones are unexpected, specially on sqlite db that I have tested locally with py2/py3. It seems a bit tricky to test an internal function of a in itself," as is then called twice. Hard to know if it\'s my update or the test that is wrong.""'",,,,,,,,,,,,,,
django,6137,closed,2,2016-02-12 22:38:51,1149.8,1,,,"b""b' After some side effects with other tests", specially when defining migrations, I tried to mock the to isolate the impacts of my new test. Seems better now, I had to update which was impacted by my code change. Tests are passing on  ," waiting for tests. travis seems to be stuck since build  . It should be better with last PR updates.'""",,,,,,,,,,,,,
django,6137,closed,3,2016-02-12 22:38:51,980.73,1,,,"b'b"" The way the works"," it will break if you don\'t use your mixin. I suggest changing it to: It was written the way it is because of [this]url  comment but it is way easier to just explicitly set  . That way it also doesn\'t mess with your changes.""'",,,,,,,,,,,,,,,,
django,6137,closed,4,2016-02-12 22:38:51,443.05,,1,,"b'b"" @MoritzS About your proposition for  ", that\'s what I have initially done," but I had some tests failing because they were trying to load from some data from  . That\'s why I finished by isolating these data to not be dependent from other tests.""'",,,,,,,,,,,,,,,
django,6137,closed,5,2016-02-12 22:38:51,7.35,,1,,"b""b' Yeah", I got the same errors," but they only occurred because was set to in instead of in the class definition. For me all tests pass with my proposed test case.'""",,,,,,,,,,,,,,,
django,6137,closed,6,2016-02-12 22:38:51,912.87,,1,,"b'b"" @MoritzS I think it\'s better to isolate the data that were provoking this problem because of test dependencies than updating the inner logic of another test than mine.""'",,,,,,,,,,,,,,,,,
django,6137,closed,7,2016-02-12 22:38:51,8.42,,1,,b'b\' I\\\'m not sure what you mean. The logic of the other test is exactly the same as it was before," my changes merely were a ""fix"" that in turn allow your changes to the TestCase to not fail on the old (buggy) test.\''",,,,,,,,,,,,,,,,
django,6137,closed,8,2016-02-12 22:38:51,43.3,,1,,"b'b"" @MoritzS I tried your suggestion. Some tests are failing url  I have spent a lot of time on this MR to make the tests pass"," and I realized that there were always some side effects somewhere else. That\'s why I decided at the end to not be dependent to any other test and decided to also mock in  ""'",,,,,,,,,,,,,,,,
django,6137,closed,9,2016-02-12 22:38:51,277.78,,1,,"b""b' @MoritzS Any other feedback ?'""",,,,,,,,,,,,,,,,,
django,6137,closed,10,2016-02-12 22:38:51,1.2,,1,,b'b\' Don\\\'t we need to update the [Rollback emulation documentation]url  Also," a mention in the release notes is needed -I guess in the ""Backwards-incompatible changes"" section.\''",,,,,,,,,,,,,,,,
django,6137,closed,11,2016-02-12 22:38:51,45.83,,,1,"b'b"" I agree the test isn\'t the most elegant but I don\'t have an alternative right now. Moritz", if you\'d like to try to craft an alternative test," I\'ll happily compare the two approaches.""'",,,,,,,,,,,,,,,
django,6137,closed,12,2016-02-12 22:38:51,293.95,,1,,"b""b' @timgraham I will write some details in rollback emulation section"," and think about what we can say on any backward-incompatible change.'""",,,,,,,,,,,,,,,,
django,6137,closed,13,2016-02-12 22:38:51,92.35,,1,,"b'b"" I tried to write the test as I suggested it", however now I get what @romgar meant. To test this the migrations have to run _before_ the test case even gets touched," so doesn\'t work. Also you somehow have to emulate  . I\'m now convinced that monkey patching the internals of the connection is the best thing to do here.""'",,,,,,,,,,,,,,,
django,6137,closed,14,2016-02-12 22:38:51,1049.6,,1,,"b""b' Closing in favor of url '""",,,,,,,,,,,,,,,,,
django,6137,closed,closed,2016-03-17 17:00:57,1102.1,3,12,1,,,,,,,,,,,,,,,,,,
django,6137,closed,15,2016-02-12 22:38:51,403.02,,1,,"b""b' @aaugustin The MR we were discussing today"," and the proposition I initially made to change the way was  the db. @MarkusH The MR we can have a look tomorrow during the sprint.'""",,,,,,,,,,,,,,,,
django,6137,closed,reopened,2016-11-05 09:23:05,982.13,3,13,1,,,,,,,,,,,,,,,,,,
django,6137,closed,16,2016-02-12 22:38:51,603.97,,,1,"b'b"" A few comments:I\'m strongly convinced that the correct approach is to restore serialized data just after flush. The reason why Django needs to restore it is because Django flushed it. So that\'s the correct point to do it. Restoring it only at the end of tests when is enabled seems wrong. (It\'s fairly obvious to me", happy to elaborate if someone isn\'t convinced.)I reviewed the documentation and it seems that this change falls within the currently described semantics. So it isn\'t backwards-incompatible (but is worth mentioning in the release notes as people often have fragile code around test setup and data loading). I talked with @romgar and here\'s the remaining problem as far as I understand it. Django currently allows each to declare whether they need the initial data to be restored with the attribute. If we\'re moving the restore of the initial data at the end of the _previous_  , then that test case needs to know about the value of in the _following_ test case, and the last always needs to restore data. Otherwise," if the next run uses the initial data will go missing for the entire execution. (This is where the ticket started.) In the test runner we have this line: At this point we know the sequence of and  . I think we should loop on all test cases here and set as well as  . (Well hopefully you get the idea.) Then you\'d use that flag to restore data after  .""'",,,,,,,,,,,,,
django,6137,closed,17,2016-02-12 22:38:51,2.68,,1,,"b'b"" This isn\'t the most elegant approach but it\'s the best you can do to preserve the current API. The situation is fundamentally messy; IMO expresses the only behavior that makes sense here but it can\'t be implemented within the that declares it.""'",,,,,,,,,,,,,,,,,
django,6137,closed,18,2016-02-12 22:38:51,23.45,,,1,b'b\' With the current implementation (leaving aside for a minute):the first always gets a database populated with the initial data \\xe2\\x80\\x94 and will reload this data if for no good reason, which suggest this isn\\\'t the right point to do itfurther get an empty database if and a database populated with the initial data if  . However, when they\\\'re run in isolation," we\\\'re back to the ""first"" case", and these test cases get a populated database. So depending on an empty database is an error. So there\\\'s an invariant: an gets either an empty database or a database populate with the initial date. I don\\\'t think it\\\'s reasonable to depend on this invariant and that\\\'s why I don\\\'t mind that the solution I recommend above breaks it. Since the database can be empty you can\\\'t rely on what\\\'s in there. You might rely on the fact that there isn\\\'t more than a given number of objects (your initial data) but that\\\'s super fragile -what if you add more initial data? For this reason, I think documenting the change is sufficient. After the change, gets exactly the initial data if is  , like it currently does, and whatever the previous test case left behind if is (instead of either an empty database or the initial data).\'',,,,,,,,,
django,6137,closed,19,2016-02-12 22:38:51,20.97,,1,,"b'b"" It\'s unclear to me that we can write meaningful tests for this behavior of the test runner. Even if we write in the Django test suite", they\'ll depend on being executed in order and will fail in isolation," which doesn\'t seem acceptable to me.""'",,,,,,,,,,,,,,,
django,6137,closed,20,2016-02-12 22:38:51,0.13,,1,,"b""b' Pro tip:  '""",,,,,,,,,,,,,,,,,
django,6137,closed,21,2016-02-12 22:38:51,27.12,,1,,"b""b' Closing this on in favor of #7528 '""",,,,,,,,,,,,,,,,,
django,6137,closed,closed,2016-11-11 11:02:17,99.2,3,17,3,,,,,,,,,,,,,,,,,,
django,6137,closed,-,-,-,3,17,3,,,,,,,,,,,,,,,,,,
django,6156,closed,opened,2016-02-17 22:58:26,,,,,,,,,,,,,,,,,,,,,,
django,6156,closed,title,2016-02-17 22:58:26,00:00,,1,,"b""b' Fixed #26229 -Improved check for model admin check '""",,,,,,,,,,,,,,,,,
django,6156,closed,body,2016-02-17 22:58:26,00:00,,1,,"b""b' I found this tricky to get my head around", so hopefully I have got the logic correct. The existing tests pass following my change," and I have added an extra unit test.'""",,,,,,,,,,,,,,,
django,6156,closed,1,2016-02-17 22:58:26,960.25,,1,,"b""b' @gchp Please could you review this patch"," since it changes the code you wrote in d8f19bb3b6.'""",,,,,,,,,,,,,,,,
django,6156,closed,closed,2016-02-29 10:10:10,671.73,0,3,0,,,,,,,,,,,,,,,,,,
django,6156,closed,reopened,2016-02-29 10:12:44,2.57,0,3,0,,,,,,,,,,,,,,,,,,
django,6156,closed,2,2016-02-17 22:58:26,1206.12,,1,,"b'b"" @timgraham I\'ve added a regression test  ", made the minor doc string fixes you suggested," and rebased the patch against master.""'",,,,,,,,,,,,,,,
django,6156,closed,3,2016-02-17 22:58:26,46.97,,1,,"b'b"" I rebased incorrectly. Closing pull request until it\'s fixed.""'",,,,,,,,,,,,,,,,,
django,6156,closed,closed,2016-02-29 11:51:46,99.03,0,5,0,,,,,,,,,,,,,,,,,,
django,6156,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,
django,6314,closed,opened,2016-03-19 23:57:41,,,,,,,,,,,,,,,,,,,,,,
django,6314,closed,title,2016-03-19 23:57:41,00:00,1,,,"b""b' A humanized ImportError message in '""",,,,,,,,,,,,,,,,,
django,6314,closed,body,2016-03-19 23:57:41,00:00,,1,,b'b\' I\\\'ve been teaching Django for several years in classes [like this]url Again and again I\\\'ve seen newbies flounder when they receive this error after running  . The root cause is almost always simple," like forgetting install Django with pip or neglecting to ""activate"" a virtual environment. But the Python jargon doesn\\\'t do much to help people new to our world connect the dots.  My proposal: Catch that error and print out a more verbose message that explains to the user exactly what\\\'s wrong. Here\\\'s my draft. I\\\'d welcome any changes", but I think something along these lines could better welcome new people into Django.  \'',,,,,,,,,,,,,,,
django,6314,closed,1,2016-03-19 23:57:41,1409.15,1,,,"b'b"" Do you know of any projects that do something similar? I guess I\'m a bit skeptical of doing something non-standard. Newbies will need to learn how to interpret import errors one way or another.""'",,,,,,,,,,,,,,,,,
django,6314,closed,2,2016-03-19 23:57:41,1197.28,,1,,"b'b"" In the end this kind of thing is", of course, subjective. However, when introduced strategically I believe it can help provide a handrail for new users.  Django itself is an example of the practice in action. Take a look at the root imports for the backend [right here]url  By giving a couple simple clues for new users, you can help them get a foothold more quickly. I don\'t have a sweeping survey of users, but my experience teaching Django to dozens of Python newbies is that this particular error frequently deters people from getting started.  I\'m open to alternative ideas," but I\'m confident something a little more literate would make a significant difference. I also don\'t see what it could hurt since the same underlying error would be called regardless.""'",,,,,,,,,,,
