REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,opened,2011-09-17 18:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,title,2011-09-17 18:55:48,00:00,,1,,"b""b' some way to subscribe to changes to keys'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,body,2011-09-17 18:55:48,00:00,1,,,"b""b' Hi", I apologize if this feature already exists, but I would like to request having a way to snoop changes to keys.  So a user would subscribe to a key, for example key foo. When anybody else performs a set command on foo, all subscribers get the new value of foo.  Please let me know if this is possible, this would be a killer feature for users like me.  Best," Matt'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,1,2011-09-17 18:55:48,1283.7,,1,,b'b\' Hello, this is something we want to implement, even if I never thought that the system would publish the new value of the key, but the operation performed on the key instead. To quote what I wrote about that in the mailing list recently.So we should have that new GETEVENTS, and possibly PGETVENTS to subscribe to patterns.This would publish in channels named like .. The published event could be the command name in many cases. For instance if I subscribe, using GETEVENTS," to  I would receive a message with the name of the comment every time  is modified. So if another client does SET foo BAR I\\\'ll receive ""set"". This we I can subscribe to the whole keyspace with PGETEVENTS ops.* Another thing I would implement is expire.\\\\* that will receive a message every time a key expires. So everything in this respect is currently pretty fluid. I want to think about it more", design it in the best way, and later implement it. But we\\\'ll get it soon or later, just it is not the right time to implement it right now as we have very big priorities currently. Cheers,Salvatore\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,10,2015-09-12 15:13:40,1214.52,,1,,"b""b' really expect this get and touch feature"," and memcached also provides this convenient api.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,reopened,2017-10-01 23:46:20,341.87,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,11,2015-09-12 15:13:40,87.62,,1,,"b'b"" Sometimes a voice gets lost in the mix. I have to add that I agree that this is a very common use scenario **SETEX** needs a corresponding **GETEX**", dare I say we have more uses for GETEX than we do for SETEX  Yes, using  will do," but I don\'t think it should have to be required for said **common operation**. It always feels like I am doing something wrong ...Like my SQL roots are getting in the way of my redis thinking. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,12,2015-09-12 15:13:40,155.0,,,1,"b'b"" Hello", in theory, we may model something like this in a similar fashion as we did with  , that is by passing arguments to  . In practice this would turn as a write command depending on the parameters used, which is kinda of a problem... so basically if we want to model this pattern as a first class citizen, there is to add a command in an explicit way. I did not expect to be a very used pattern, even if I can see how it\'s pretty useful in certain conditions," please could you comment with your use cases in order to make a convincing argument about the generality of this combo command? Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,13,2015-09-12 15:13:40,156.85,1,,,"b'b"" P.S. also note that we could potentially add this feature as an option for even if it\'s a very odd API in certain ways... So I would say it\'s not the case but just to bring all the options to the table.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,14,2015-09-12 15:13:40,451.13,,1,,"b'b"" I\'ve not yet seen anyone comment here"," so I hope I\'m not spamming or posting in the wrong area. We\'re currently using it just to extend the time something is cached such that keys that are accessed often will stay longer and keys that are not accessed often will expire.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,15,2015-09-12 15:13:40,1298.47,,1,,"b'b""  Sometimes various cached items have a wide distribution in terms of how often they\'re requested so it doesn\'t make sense to just have the same expiry time for all items of certain type.  I\'m making an app that uses the Twitter API. I use Redis to cache the ID of tweets I\'ve already added to MySQL. To save memory capacity", I don\'t want to persist all Redis items indefinitely.  I can set the same expiry time on every cached Tweet ID (e.g. three hours) and then-if it expires in Redis, but the popular tweet shows up retweeted on a user timeline that my app is reading-check my database again to confirm that the tweet has been added in MySQL, and cache the Tweet ID in Redis again for 3 hours.  But it would be better if the popular Tweet ID didn\'t expire from Redis," because every time I do a \'get\' on it I extend the expiration time by another 3 hours.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,16,2015-09-12 15:13:40,1419.98,,1,,"b'b"" I think there are quite many use cases. Let\'s say you give all your keys an expiration time. With get and expire you make sure that only the keys which were recently used will be stored some more time. Keys which weren\'t accessed recently will be removed from the cache. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,17,2015-09-12 15:13:40,323.87,,1,,"b'b"" As someone who\'s surfin\' the webz looking for mostly-Redis-related stuff", I can definitely say that an RW is more than a common requirement in the caching contexts brought above. It is, by far," the most intuitive way to kill these two birds with one simple op.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,18,2015-09-12 15:13:40,362.47,,1,,"b""b' >please could you comment with your use cases in order to make a convincing argument about the generality of this combo command? expensive data related to user session: we have multiple app servers", and we use redis to share user data between servers," while the user is active in our site (navigating between pages) we need that data. When the user leaves the site (no more request) it is ok to get rid of this data from the redis server.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2762,open,-,-,-,1,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,opened,2015-12-15 18:23:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,title,2015-12-15 18:23:42,00:00,,1,,"b'b"" Debugger doesn\'t report run-time errors""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,body,2015-12-15 18:23:42,00:00,,1,,"b""b' When a script with a run-time error is executed", the error is properly reported: However, when the same code is executed in the debugger," the error is not reported: Expected result: reported run-time error.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,1,2015-12-15 18:23:42,231.15,,1,,"b""b' This happens because redis-cli was not started with ldb as specified in the debugging doc", since the error is send after  , but the redis-cli cannot know when running in normal mode. What should be done, basically, is to detect that the user typed end automatically enter into the debugging mode. However this has drawbacks, I need to investigate better. So perhaps an even better solution is that when the user types in a normal session," is simply warned that this is not going to work and should be used. This is what happens using it in the proper way:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,2,2015-12-15 18:23:42,45.15,1,,,"b'b"" Salvatore", this is not going to work as I\'m working on a remote debugging that has no way of imitating ldb (as I\'m strictly limited by what can be sent over Redis protocol). I thought is also working in the same way (based on what I gathered from the source), but maybe I\'m missing something. Maybe this is the relevant fragment: Based on what I understand, when this happens I just need to do one more read (what does) to get the actual error message. If that\'s the case and this provides me access to the error message," then I probably don\'t need anything else.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,3,2015-12-15 18:23:42,1.97,,1,,"b'b"" Also"," I wouldn\'t want to disable debugging from as it\'s quite useful for debugging of debugging ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,4,2015-12-15 18:23:42,12.65,,,1,"b""b' I got it working with reading one more response after getting  . Thank you for looking into this! Closing...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,closed,2015-12-15 23:14:37,290.92,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,5,2015-12-15 18:23:42,442.62,,,1,"b""b' @pkulchenko glad you found your solution (you can send anything", PING for example, to get the last reply, but then the protocol is desynchronized). Btw," what about detecting the command in order to setup redis-cli so that it will do it for us? Reopening the issue since maybe the next person doing the same thing will have less troubles if we implement that :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,reopened,2015-12-16 06:37:14,442.62,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,6,2015-12-15 18:23:42,523.07,,1,,"b""b' I think this would be the ideal solution.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,7,2015-12-15 18:23:42,1044.33,,1,,"b""b' Fixed"," now using SCRIPT DEBUG will activate the debugging mode.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,closed,2016-01-08 08:44:38,127.4,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2952,closed,-,-,-,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,opened,2015-12-21 15:10:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,title,2015-12-21 15:10:01,00:00,,1,,"b""b' Cluster: nodes have a different slots mapping after a reshard'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,body,2015-12-21 15:10:01,00:00,,1,,"b'b"" Randomly", after a reshard, nodes don\'t share the same slot mapping. Here is an example. Before reshard, there are 4 nodes: One node is removed, and after reshard," the slots 5458-5461 are not correctly updated on one node:    nodes_7000.conf  nodes_7002.conf nodes_7004.conf ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,1,2015-12-21 15:10:01,1375.02,,,1,"b""b' Hello", if I understand this correctly in order to replicate this I should:1. Setup a 4 nodes cluster.2. Fill it with some data.3. Reshard away all the slots of a given node to the other three nodes (how do you do this exactly," so that I can do things as similarly as possible?)4. Finally remove the master entirely. Am I right? Could you kindly provide the steps you use so I can try to reproduce this? Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,2,2015-12-21 15:10:01,202.35,,1,,"b""b' Yes you are rigth. My application is written in nodejs. Slots are moved in series.In our case"," slots are moved according to the following table: Slot 4096  127.0.0.1:7002 -...Slot 5458  127.0.0.1:7002 -Slot 8192  127.0.0.1:7004 -...Slot 10922 127.0.0.1:7004 -Slot 12288 127.0.0.1:7006 -...Slot 16383 127.0.0.1:7006 -Here is the methods use to move each slot:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,closed,2016-01-07 17:27:23,137.37,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,reopened,2016-01-07 17:27:37,0.23,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,3,2015-12-21 15:10:01,1043.23,1,,,"b'b"" Thanks for the info", it is possible that you try to move multiple slots at the same time? Btw I see you are not using the utility to move slots, so it is possible that there is some kind of bug in the  code (I don\'t understand it enough to spot subtle bugs," sorry). Did you tried if a similar thing happens with redis-trib? Using the new version if redis-trib you can empty a node just using the command assigning a given node the weight of zero.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,4,2015-12-21 15:10:01,1043.9,,1,,"b'b"" Btw I\'m checking better the whole report in order to spot if there is something obviously wrong in some way.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,5,2015-12-21 15:10:01,1077.82,,,1,"b'b"" Basically it\'s not yet clear how it happens", but this is what happens:1. If you check the output, the node with not updated information about the slot is the _receiving_ node itself.2. For some reason, this node, has no information about the fact it got the slots assigned (your script bug? Some race condition in Redis Custer by using commands to setup the slot in a certain order?). Or perhaps the node used to know about the config, but later this information is cleared by an UPDATE packet or alike.3. The other nodes are informed of the change correctly. So now there is no node claiming this set of slots in the cluster. When this happens the information can\'t propagate, since we propagate cluster slots info in two ways:1. Slot owner ping another node: the info in the receiver node is updated.2. Past slot owner claims to have slots, but other nodes know there is a node with greater configuration epoch owning them, so an UPDATE packet is set. So this is a stalled condition. Now the issue is," how this stalled condition is reached? Can you try to replicate this issue in the most minimal way possible?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,6,2015-12-21 15:10:01,1005.62,,1,,b'b\' Hi Salvatore,"  I am currently working at rewritting a light version of my nodejs app in ruby using redis-trib. I will try to reproduce the issue with it.  My feeling is that your hypothesis ""the node used to know about the config"," but later this information is cleared by an UPDATE packet or alike."" is right. I\\\'m trying to make a full cluster resharding as fast as possible", and maybe I have some requests in parallel instead of series.  I will keep you informed. \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,7,2015-12-21 15:10:01,1044.33,,,1,"b'b"" Thanks! I\'ll investigate more in the meantime.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,8,2015-12-21 15:10:01,993.2,,1,,"b'b"" I can\'t reproduce the issue with redis-trib", so I guess there is an error in my nodejs application. Probably," the application should begin to move slots from a second node while the migration on a first node is not yet finished.The cluster\'s resharding is almost 2 times faster in nodejs. Here is the redis-trib patch is used for my tests.It is add a command which reads a json file containing slot mapping A script use to create json config file:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,9,2015-12-21 15:10:01,1201.4,,1,,"b'b"" After more analysis", I guess this case happens because a migrate command fails and my scripst doesn\'t handle correctly this error: So I will change my application, but I don\'t see why the migrate command fails sometines.With different scripts (nodejs and redis-trib)," migrate command fails with the following errors:    ERR Target instance replied with error: CLUSTERDOWN The cluster is down    ERR Target instance replied with error: READONLY You can\'t write against a read only slave.    LOADING Redis is loading the dataset in memory (Redis::CommandError""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,10,2015-12-21 15:10:01,8.25,1,,,"b'b"" Hi", i have the same problem on redis-cluster 4.0.8. My cluster configured as 19 shards (57 nodes total), network latency ~1,76ms. Problem was not reproduced by redis-trib, cause redis-trib processed nodes one-by-one (migrate all slots from one node, then migrate all slots from next node). To reproduce this bug, i\'m write a script (on error, an exception will occur): migration method: url  migration script: url  log tail (at the begin of the log," messages are the same): url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,11,2015-12-21 15:10:01,18.77,,,1,"b'b"" Hello", @artix75 recently ported redis-trib inside redis-cli, so now it\'s all C coded, and after the release of 5.0 RC1 due at the end of the week, we\'ll literally spend months addressing Redis Cluster problems. Tooling is the major one indeed, but also resiliency in these cases and the ability for to be able to fix things in any situation and to prevent failing migrations in general (for instance using more adaptive timeouts).  Do I understand correctly that right now this problem is mainly due to the fact that you are using private migration scripts? Currently some Redis Cluster safety properties rely a bit on the fact that we migrate each hash slot every time singularly, one after the other. This has the problem of being slow btw, so many users end writing faster migrating scripts. We want to formalize in some way multiple hash slots migration at once, so that there will be no need to write scripts and that the operation can be safer. It is not trivial but is definitely doable, but we\'ll need to re-analyze the algorithm used by Redis Cluster to make sure that the current properties of eventual consistency of the configuration are hold.  Also it is interesting what some user mentioned here, that is, certain things should auto-fix. For instance probably it does not make sense to continue to keep an open slot in importing state from a node that no longer claims to have such slot assigned? There is to understand if it is safe and if also just keeping the slot open could simply result into detection that something went wrong with some other operation.  Somebody here also mentioned speed of migration regardless of multiple hash slots migrated at once, well the new implementation inside is faster around 2 times, depending on the case. I\'ll re-check this issue in the next weeks. I hope @artix75 which is currently focused on this problems could check it before and report his findings," but anyway you\'ll see many new things in this space soon! Redis 6.0 will be very focused on better Redis Cluster operations.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,12,2015-12-21 15:10:01,923.55,,,1,b'b\' >Do I understand correctly that right now this problem is mainly due to the fact that you are using private migration scripts?  Yes. >Currently some Redis Cluster safety properties rely a bit on the fact that we migrate each hash slot every time singularly, one after the other.  Yes, my script migrate each hash slot every time singularly, one after the other, but select source node after each slot migration. I think the main problem in Epoch Collision: in real case (big clusters with network latency), the configuration is comes with a delay. It can happen that a newer configuration is applied earlier, before the old configuration reached. When using redis-trib, collisions are rare, because the source node rarely changes. I avoided the problem," by modifying migration method: url  After ""CLUSTER SETNODE NODE"" on the destination node", a new configuration is generated," and I\\\'m waiting for the configuration synchronization. This is implemented by calling ""CLUSTER SLOTS"" on the target and source nodes and comparing the results. If result is equal", then new configuration was applied and new migration can started.  If you need more debugging information, I\\\'m ready to help. I will wait for a new version of redis-cluster. Thank you for attention. \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,13,2015-12-21 15:10:01,393.27,,1,,"b'b"" Hey guys", I\'ve also run into this on a production redis cluster. It\'s rare and usually the fault of the rebalancing software, but the issue is it\'s very difficult to fix with our current tools.  I can fix the issue manually on master nodes using SETSLOT, but replicas ignore the command and keep using the inconsistent slot mapping. Otherwise it could be fixed if it was possible to bump the epoch on the master who should own the slot. The only alternative I can think of is to convert the broken replicas to empty masters in order to call SETSLOT.  I\'m using an internal cluster rebalancing daemon that works well and normally avoids these issues. This was very common during development though, as I was doing the rebalance across nodes in parallel. From my understanding," issue is caused when a node is simultaneously importing and migrating slots.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2969,open,-,-,-,2,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,opened,2016-02-04 17:05:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,title,2016-02-04 17:05:08,00:00,,1,,"b""b' Not unlinking temp AOF files'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,body,2016-02-04 17:05:08,00:00,1,,,"b'b"" I\'ve recently installed redis 3.0.6 in Azure and I\'ve finding an issue where redis is not unlinking AOF files when it does a rewrite"," causing a serious issue where it very quickly fills up the disk ...-rw-rw-1 redis redis 26807791546 Feb  4 15:17 temp-rewriteaof-34196.aof-rw-rw-1 redis redis 24118693105 Feb  4 15:40 temp-rewriteaof-39638.aof-rw-rw-1 redis redis 26998498671 Feb  4 16:04 -rw-rw-1 redis redis 20559924126 Feb  4 16:26 temp-rewriteaof-49372.aof-rw-rw-1 redis redis 14787871570 Feb  4 16:50 drwxr-xr-x 2 redis redis    4096 Feb  4 16:57 .-rw-rw-1 redis redis  6569108251 Feb  4 17:00 temp-rewriteaof-58048.aof... ...1516:S 24 Jan 14:05:00.753 \\\\* Background saving terminated with success1516:S 24 Jan 15:00:02.024 \\\\* Background saving started by pid 1097910979:C 24 Jan 15:04:57.031 \\\\* DB saved on disk10979:C 24 Jan 15:04:57.484 \\\\* RDB: 3503 MB of memory used by copy-on-write1516:S 24 Jan 15:04:58.532 \\\\* Background saving terminated with success1516:S 24 Jan 16:00:01.684 \\\\* Background saving started by pid 2314023140:C 24 Jan 16:04:56.223 \\\\* DB saved on disk23140:C 24 Jan 16:04:56.694 \\\\* RDB: 3520 MB of memory used by copy-on-write1516:S 24 Jan 16:04:57.905 \\\\* Background saving terminated with success1516:S 24 Jan 17:00:02.362 \\\\* Background saving started by pid 3531535315:C 24 Jan 17:04:56.993 \\\\* DB saved on disk35315:C 24 Jan 17:04:57.449 \\\\* RDB: 3565 MB of memory used by copy-on-write1516:S 24 Jan 17:04:58.529 \\\\* Background saving terminated with success1516:S 24 Jan 18:00:02.079 \\\\* Background saving started by pid 4748547485:C 24 Jan 18:05:01.446 \\\\* DB saved on disk47485:C 24 Jan 18:05:01.902 \\\\* RDB: 2674 MB of memory used by copy-on-write...skipping...1516:S 04 Feb 15:00:03.607 \\\\* Background append only file rewriting started by pid 341961516:S 04 Feb 15:17:20.922 # Background AOF rewrite terminated by signal 91516:S 04 Feb 15:17:21.023 \\\\* 1000 changes in 600 seconds. Saving...1516:S 04 Feb 15:17:21.496 \\\\* Background saving started by pid 3771937719:C 04 Feb 15:26:53.148 \\\\* DB saved on disk37719:C 04 Feb 15:26:53.575 \\\\* RDB: 5504 MB of memory used by copy-on-write1516:S 04 Feb 15:26:55.278 \\\\* Background saving terminated with success1516:S 04 Feb 15:26:55.378 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 15:26:55.857 \\\\* Background append only file rewriting started by pid 396381516:S 04 Feb 15:40:56.882 # Background AOF rewrite terminated by signal 91516:S 04 Feb 15:40:56.983 \\\\* 1000 changes in 600 seconds. Saving...1516:S 04 Feb 15:40:57.485 \\\\* Background saving started by pid 4247542475:C 04 Feb 15:48:01.292 \\\\* DB saved on disk42475:C 04 Feb 15:48:01.784 \\\\* RDB: 4868 MB of memory used by copy-on-write1516:S 04 Feb 15:48:03.372 \\\\* Background saving terminated with success1516:S 04 Feb 15:48:03.472 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 15:48:03.958 \\\\* Background append only file rewriting started by pid 439221516:S 04 Feb 16:04:01.313 \\\\* AOF rewrite child asks to stop sending diffs.43922:C 04 Feb 16:04:01.314 \\\\* Parent agreed to stop sending diffs. Finalizing AOF...43922:C 04 Feb 16:04:01.314 \\\\* Concatenating 0.00 MB of AOF diff received from parent.43922:C 04 Feb 16:04:01.315 \\\\* SYNC append only file rewrite performed43922:C 04 Feb 16:04:01.739 \\\\* AOF rewrite: 7701 MB of memory used by copy-on-write1516:S 04 Feb 16:04:03.591 \\\\* Background AOF rewrite terminated with success1516:S 04 Feb 16:04:03.591 \\\\* Residual parent diff successfully flushed to the rewritten AOF (0.00 MB)1516:S 04 Feb 16:04:03.591 \\\\* Background AOF rewrite finished successfully1516:S 04 Feb 16:04:03.691 \\\\* 1000 changes in 600 seconds. Saving...1516:S 04 Feb 16:04:04.216 \\\\* Background saving started by pid 4718847188:C 04 Feb 16:14:51.910 \\\\* DB saved on disk47188:C 04 Feb 16:14:52.318 \\\\* RDB: 6147 MB of memory used by copy-on-write1516:S 04 Feb 16:14:53.986 \\\\* Background saving terminated with success1516:S 04 Feb 16:14:54.086 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 16:14:54.562 \\\\* Background append only file rewriting started by pid 493721516:S 04 Feb 16:26:39.229 # Background AOF rewrite terminated by signal 91516:S 04 Feb 16:26:39.330 \\\\* 1000 changes in 600 seconds. Saving...1516:S 04 Feb 16:26:39.823 \\\\* Background saving started by pid 5176551765:C 04 Feb 16:33:02.874 \\\\* DB saved on disk51765:C 04 Feb 16:33:03.318 \\\\* RDB: 4648 MB of memory used by copy-on-write1516:S 04 Feb 16:33:04.884 \\\\* Background saving terminated with success1516:S 04 Feb 16:33:04.984 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 16:33:05.510 \\\\* Background append only file rewriting started by pid 5309153091:C 04 Feb 16:39:22.645 # Write error writing append only file on disk: No space left on device1516:S 04 Feb 16:39:24.620 # Background AOF rewrite terminated with error1516:S 04 Feb 16:39:24.720 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 16:39:25.229 \\\\* Background append only file rewriting started by pid 5440054400:C 04 Feb 16:45:46.226 # Write error writing append only file on disk: No space left on device1516:S 04 Feb 16:45:48.176 # Background AOF rewrite terminated with error1516:S 04 Feb 16:45:48.276 \\\\* 1000 changes in 600 seconds. Saving...1516:S 04 Feb 16:45:48.757 \\\\* Background saving started by pid 5569655696:C 04 Feb 16:50:38.723 \\\\* DB saved on disk55696:C 04 Feb 16:50:39.200 \\\\* RDB: 3074 MB of memory used by copy-on-write1516:S 04 Feb 16:50:40.510 \\\\* Background saving terminated with success1516:S 04 Feb 16:50:40.610 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 16:50:41.110 \\\\* Background append only file rewriting started by pid 5668256682:C 04 Feb 16:57:17.960 # Write error writing append only file on disk: No space left on device1516:S 04 Feb 16:57:20.023 # Background AOF rewrite terminated with error1516:S 04 Feb 16:57:20.124 \\\\* Starting automatic rewriting of AOF on 171% growth1516:S 04 Feb 16:57:20.615 \\\\* Background append only file rewriting started by pid 58048... Nothing is logged to say that an unlink failed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,1,2016-02-04 17:05:08,901.28,1,,,"b'b"" Sorry we don\'t offer support for the Windows port since the code base is different. Please report to the Microsoft open source team.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,closed,2016-02-05 08:06:26,901.3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,reopened,2016-02-05 10:31:30,145.07,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,3065,open,2,2016-02-04 17:05:08,147.53,1,,,b'b\' Sorry I was not aware Azure does Linux as well... So here the issue is that:1. AOF gets killed by signal 9 by another process," for some reason. Do you have an idea why this happens?2. The disk is full after some time because of ""1"". So the problem appears to be we should cleanup the temp file when the AOF rewriting process fails. However this does not fix", in your specific case, the root issue that appears to be the process is killed by signal 9. The reason why the process is killed in your environment could be the Linux OOM killer.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
