REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7726,closed,reopened,2015-12-28 13:49:25,1185.45,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7726,closed,closed,2015-12-28 13:51:12,1.78,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7726,closed,-,-,-,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,opened,2015-12-05 04:09:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,title,2015-12-05 04:09:20,00:00,,1,,"b""b' : shader error with receiveShadow = true'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,body,2015-12-05 04:09:20,00:00,1,,,"b'b\' In r73 (I don\\\'t know in previous versions): Throws "": () vertex ERROR: 0:234: \\\'transformed\\\' : undeclared identifier"".I can see the \\\'transformed\\\' in [ ""worldpos_vertex"" ]", but [ \\\'begin_vertex\\\'] is not listed in \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,1,2015-12-05 04:09:20,129.98,,1,,"b""b' Partial solution: In redefine the vertex shader like so:   will receive shadows", but still do not cast shadows," as far as I can tell.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,2,2015-12-05 04:09:20,452.65,,,1,"b""b' Thanks @WestLangley"," it works now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,closed,2015-12-05 15:17:50,668.5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,3,2015-12-05 04:09:20,86.5,,1,,"b""b' @arnaldof Are you able to cast shadows with ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,4,2015-12-05 04:09:20,368.92,,1,,"b'b"" @WestLangley points does not cast shadows"," I tested it for you. I don\'t need that feature but maybe somebody does.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,5,2015-12-05 04:09:20,177.2,,1,,"b""b'   and cast shadows"," but shadowmapping does not take the point size or line width into consideration.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,6,2015-12-05 04:09:20,1240.97,,1,,"b'b"" Adding to  \'s vertex shaders gets something going. ![screen shot 2015-12-09 at 16 07 47]url  However"," it\'s going to be difficult to match the shadowed particle size with the visible particle size as each camera (shadow and user) has different dimensions.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,7,2015-12-05 04:09:20,40.92,,1,,"b'b"" Trying to get the shadow color to look right is also tricky... I\'m thinking we should remove shadow support in and and keep these materials simple. We should then rename to and add with shadow support. @WestLangley?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,8,2015-12-05 04:09:20,334.02,,1,,"b'b"" Correct. Same for  .That seems reasonable. Note that uses the shader", too.I don\'t think so. is a PBR material. I would not use the term  , and would just leave it at  ," which does not respond to lights. Whether you retain shadow support for is up to you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,9,2015-12-05 04:09:20,881.3,,1,,"b""b' The idea was to split in two. One that has no shadows (basic) and another one that has lighting (shadows + ambientlight). So"," instead of naming it I was trying to align the material names somehow.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,10,2015-12-05 04:09:20,28.18,,1,,"b""b' For that reason", I am not sure it makes sense to support shadows for points and lines. The only way it could ever _properly_ work is if point size and line width were in world units (not pixels) -and could be attenuated in world units. Also, I am not sure it makes sense for materials that do not respond to lights to cast shadows. That includes,  ,  , and  . What features would you like to support? Then we can figure what materials we need," and their names.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,11,2015-12-05 04:09:20,282.93,,,1,"b'b"" Yeah", I\'m still trying to figure that out. I think letting *BasicMaterial cast shadow is not a problem as the user can control that with  . It\'s also less code, otherwise we would have to add another exclusion condition in  . Receiving shadow however is different as that requires extra code (specially because of the ambient color in shadowed areas). In the screenshot I posted the shadow in the particles shouldn\'t be so dark. In order to fix that we need to make the material more complicated. People expect diffuse color to not be modulated when using *BasicMaterial. The problem is that we broke that rule when adding shadow support. Even then, that was fine until we started improving shadows. With *BasicMaterials we can\'t just do because then ambientLightColor will affect the diffuse. Actually, maybe a simpler solution by now would be doing  . It will, at least," look better than just black.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,12,2015-12-05 04:09:20,31.47,,1,,"b'b"" I do not think it makes sense to support shadows for primitives that can\'t be sized in world units. There is no way to get the shadow size correct.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,13,2015-12-05 04:09:20,10.33,,1,,"b'b"" Yep"," we can\'t make it automatic. But we can add something like a multiplier parameter to the shadow which would then be applied to and particle when rendering the depth texture. Then people will have to tweak that parameter until it looks right for their case. Better than nothing. This guy had to figure out his way with custom shaders: url url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,14,2015-12-05 04:09:20,10.5,,1,,"b""b' Yes", that would be a work-around, I guess. Or, we can tell users to specify a  ," and provide a  example to demonstrate.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,15,2015-12-05 04:09:20,15.72,,1,,"b""b' We can also do both \\xf0\\x9f\\x98\\x81'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,reopened,2015-12-11 00:48:52,571.03,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,16,2015-12-05 04:09:20,175.4,,,1,"b'b\' Hmm... Even with the ambient color ""fixed""", it actually doesn\\\'t look super great, because the shadowmap affects the whole particle when only its center is occluded... ![screen shot 2015-12-10 at 21 45 04]url  I\\\'ve spent a bit trying to get something interesting with a lot of particles, but doesn\\\'t seem to be worth it. I think I\\\'ll leave this one for now...\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,closed,2015-12-11 03:18:01,149.15,1,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7738,closed,-,-,-,1,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,opened,2015-12-06 23:38:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,title,2015-12-06 23:38:25,00:00,,1,,"b""b' Create css3d_youtube2.html'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,body,2015-12-06 23:38:25,00:00,1,,,"b""b' I stripped down the css3d_ example and thought it might be helpful to others. I have no idea how github works.  Sorry If I hosed this up.  Also some links to the libraries might need fixing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,1,2015-12-06 23:38:25,1424.85,,1,,"b""b' I figured out how to make those changes :0)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,closed,2015-12-07 23:23:16,1424.85,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,reopened,2015-12-07 23:23:38,0.37,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,2,2015-12-06 23:38:25,1.25,1,,,"b'b"" Not sure if I was supposed to close the pull request.  Sorry"," I don\'t have any idea how this github works.  I\'ll start learning.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,3,2015-12-06 23:38:25,83.3,,,1,"b""b' Almost there! Now"," do you mind re-doing the PR but target the branch instead?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,4,2015-12-06 23:38:25,69.77,,1,,"b""b' I hope I did this correctly.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,closed,2015-12-08 01:57:35,153.95,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7745,closed,-,-,-,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,opened,2015-12-08 15:47:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,title,2015-12-08 15:47:48,00:00,,1,,"b""b' WebGLState conflicts'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,body,2015-12-08 15:47:48,00:00,,1,,"b'b"" I\'d like to share a problem I encountered today about WebGLState. There are at least two ways to  some states. For exemple", it\'s possible to disable blending with these two lines : and A conflict can occurs because only the first one is based on an internal saved state (called  ) . So, if you enable blending with the second way," the first one won\'t be able to disable it I know OpenGL state is something to carefully change but  shouldn\'t add additional complexity to it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,1,2015-12-08 15:47:48,54.18,,1,,"b""b' How do you think it should be?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,2,2015-12-08 15:47:48,72.27,,1,,"b""b' Also"," can you please explain your use case? What is your need for manipulating the renderer state from the application level?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,3,2015-12-08 15:47:48,1269.7,,1,,b'b\' ### My use case I am creating a SSAO effect on a scene which has shadow mapping (based on your implementation) and some HUD. Typically, I have different kinds of render passes: depth map from light (for shadow mapping)depth map from scene camera (for ssao)ssao map from depth map (for ssao)a scene to the screen viewporta quad render in front of the screen which adds my blurred ssao effect with blendingsome quad render in front of screen viewport to make HUD Note : I didn\\\'t use or something based on that because of antialiasing. So, I have to manage several renderings, several kinds of rendering, several OpenGL states like blending or face culling for example. **How I encountered what I described yesterday ?**  I wanted to be sure of which OpenGL state is enabled or not without reading through each  codeline. So I decided to manually enable blending before my post process rendering, then disable it before my HUDs rendering and finally enable it at the end because it\\\'s its default state. Note: you can solve the associated problem by a full understanding of what happens and a full management of your GL state (what I prefer and what I\\\'ve done) or you can reset your GL state w\\xc3\\xacth  . But there is still something not very logical with the API. ### An example This is a basic scene: [url  ![url  This is the same scene with a simple post processing effect and a HUD: [url  ![url  This is what I wanted: [url  ![url  You\\\'re going to tell me that I don\\\'t need to add any blending management to make it work and you\\\'ll be right :-) But I couldn\\\'t know it and I didn\\\'t do anything illogical. In fact, I\\\'ve just enabled blending before my second render call (which will actually enable it by itself) and I  blending for the third call which should globally be ineffective. It should globally be ineffective because there is no blending stuff in this third scene. Especially, the  render function will call : which is consistant with my disable call, and my enable call is consistant with to the default state :  **What is the problem ?**  Like I said before, there are two not equivalent ways to disable some GL state like blending at least. In details," at the end of the first ""animate"" call the GL blend state is enable by and the WebGLState param is still equal to  . From the second ""animate"" call", the first render pass will try to disable the blending by (see above) but that will fail because the blending is already disabled from the WebGLState object point of view. So, the opaque sphere is badly rendered. I know it\\\'s tricky and it\\\'s why I take my time to code a typical example and explain how and why ;-) ### How it should be From my point of view, the most important thing is to be consistent in the API. There are different solutions which are opinionated, it\\\'s why I think the decision is yours.1. You could not check the current state of blending ( ) and directly set GL stuff every time it\\\'s asked. I can\\\'t suggest you should do that because I don\\\'t know the cost of GL change between rendering passes and I think you\\\'ve done what you\\\'ve done for a reason.2. You could always check the current value of each GL state before setting it in an unique way. It\\\'s a little bit painful...3. Like 2. you could only check the current value of each GL state which can be set in a different way : blending, depth function, depth write, ...4. You could warn users to use specific functions for some GL state like blending. In this case, I suggest you clean up some code like in to not make users confused. Ty for reading =D\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,closed,2015-12-09 15:03:57,1396.15,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,reopened,2015-12-09 15:05:08,1.18,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,4,2015-12-08 15:47:48,708.32,,1,,b'b\' @AldrienThank you for your detailed explanation. As you explained in your first post," the renderer can be placed into an internally-inconsistent state if the user calls  . @mrdoob Maybe that method should be ""private""?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,5,2015-12-08 15:47:48,1245.58,1,,,"b'b"" Another way to solve the issue would be making set to  . But it\'s sneaky and could potentially cause more problems...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,6,2015-12-08 15:47:48,1.48,,,1,"b""b' A PR would be most welcome!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,7,2015-12-08 15:47:48,13.93,,,1,"b""b' Any PR that prevents the user from placing the renderer into an invalid state is fine with me. The renderer needs to maintain tight control over its own state.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,8,2015-12-08 15:47:48,832.2,,1,,"b'b"" I\'ll do some PR ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,9,2015-12-08 15:47:48,78.52,,1,,b'b\' More generally," as long as is public it\\\'s possible to change any GL state and make ""invalid"". Each private variable can be out of sync with its associated GL value. Moreover", has its own private checking with which add another layer of complexity and another possibility of invalidity through a direct access. So, before doing something I would like to know if you want to only focus on state and how it manages itself or if you want to fully sync with true GL states ?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,10,2015-12-08 15:47:48,57.75,,1,,"b'b"" @AldrienI know you would like more direction", but, if you don\'t mind, you may have to file a PR and then let @mrdoob, and others," respond to it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,11,2015-12-08 15:47:48,15.88,,,1,"b""b' Hi @Aldrien"," as you can see i have similar requirements ([#7785]url  It would be great if the PR would also provide an interface for secure manipulation of the stencil buffer.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,12,2015-12-08 15:47:48,1259.23,,1,,"b'b"" I enhanced exemplarily the so users have an API to control the stencil buffer and don\'t need to access the native  . Please have a look at this [jsFiddle]url  especially at the animate method", where the relevant invocations are done. Do you think the interface is okay like this? has the following new methods ( check out the code in this [file]url ,  ,"  and the file has the following new constants:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,13,2015-12-08 15:47:48,800.85,,1,,"b""b' I think I would avoid creating javascript constants and use gl constants directly instead. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,14,2015-12-08 15:47:48,422.2,,1,,"b'b"" But that would mean users need access to native  .  Instead of users need to code this I\'ve tried to implemented the stencil buffer API like other parts of . Depth buffer"," blending etc. have also custom constants.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,15,2015-12-08 15:47:48,361.97,,1,,"b'b"" I\'ve done some research about GL states and I agree with the WebGLState idea: the fewer GL state changes the better. So", I\'ve decided to only focus on how to fix the blending issue with this idea in mind and I split the blending management in two parts:The first part is to manage the blending activation using the same way  , and work. In other words, the blending activation is managed by and not by  .The second part is to let the blending parameters ( ,  ) be managed like it was. I\'ve built the library and it fixes the use case shown in this issue and doesn\'t seem to break examples," especially those with blending.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,closed,2015-12-18 16:39:24,94.27,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7758,closed,-,-,-,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,opened,2015-12-10 15:04:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,title,2015-12-10 15:04:30,00:00,,1,,"b""b'  check uvs array length before accessing'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,body,2015-12-10 15:04:30,00:00,,,1,"b'b"" The existing code assumes that if there are uvs there has to be one for each face. In my case I have a custom Geometry that has textures on some faces and solid colors on other faces. I don\'t specify uvs for faces with solid colors since they are not required.  I\'ve added a check to verify that the uv for the particular face is present before accessing it.  Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,1,2015-12-10 15:04:30,72.72,,1,,"b""b' Is that not an implicit assumption throughout the library? If so", if we are going to relax that assumption in raycasting," we should do so everywhere. @Immugio Can you provide a simple live example showing your use case? Are you using  ? Any console errors?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,2,2015-12-10 15:04:30,59.55,,,1,"b""b' @WestLangley you are correct"," after checking the console more closely I can see that there is actually a bunch of warnings related to this I get lot of warnings caused by output from ColladaLoader and my console is completely spammed. I withdraw my request. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,closed,2015-12-31 17:16:46,132.27,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,reopened,2017-01-13 12:47:12,1170.43,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,3,2015-12-10 15:04:30,1174.62,,1,,"b'b"" I would like to reopen this discussion. I keep running into the problem that the uvs are set for only some faces as the others use colors and don\'t necessary need uvs. It is possible to ensure that uvs are correct for models I manage. However I\'m having this problem with collada files exported from SketchUp. This simple check would make the library more robust.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,4,2015-12-10 15:04:30,1061.63,,,1,"b""b' Ok!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,closed,2017-02-15 06:33:04,1065.87,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,5,2015-12-10 15:04:30,0.1,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7773,closed,-,-,-,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,opened,2016-01-14 14:27:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,title,2016-01-14 14:27:31,00:00,,1,,"b""b' [Blender exporter] incorrect material colors'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,body,2016-01-14 14:27:31,00:00,,1,,"b'b"" Not sure why it\'s happening ", but when I export the same model, with exactly the same materials using old and new blender exporter , I get different material colors.  version of old blender exporter : **1,4, 0**version of new blender exporter : **1,5, 0** version of blender **2.76b** I\'m not going to put the whole exported object here , just two material examples each exported by different blender exporter, so you can see the difference. exported by **new** blender exporter: exported by **old** blender exporter: With regards to the new exporter settings , everything is set to default except for the Face Materials option," in Shading section.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,closed,2016-01-14 15:28:23,60.87,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,reopened,2016-01-14 15:29:36,1.22,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,1,2016-01-14 14:27:31,63.92,,1,,"b'b\' I have ntoiced that for some reason the exporter implicitly changes the shading to ""Phong"" ","even though it\\\'s explicitly defined in object materials as ""Lambert"". But changing the option didn\\\'t make any difference. \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,2,2016-01-14 14:27:31,37.85,,,1,"b""b' well it turns out that the solution itself is very simple and weird at the same time... when I placed the **DbgColor** at the first position everything was fine.  Now the question is"," does the option order really matter? If so why does the exporter not place the options in right order then? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,7962,closed,3,2016-01-14 14:27:31,6.08,,1,,"b""b' #7401'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
