REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,10,2011-12-19 08:47:16,110.38,,,1,"b""b' Thanks for testing it out and coming back with feedback. We are preparing a release for next major version of Plupload now"," which is going to support checksum calculation and retry logic for chunked uploads. And is going to be much more compatible with Amazon S3 and other kind of CDNs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,11,2011-12-19 08:47:16,2.73,,,1,"b'b"" Nice to hearWe\'ll update as soon as it\'s available and will repeat our tests from the local network""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,reopened,2012-01-23 14:12:46,253.62,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,12,2011-12-19 08:47:16,145.25,,,1,b'b\' Looks like it\\\'s reproducible againFrom what I see in Wireshark," Amazon responds with  400 Bad RequestYour socket connection to the server was not read from or written to within the timeout period. Idle connections will be closed The testing env is url You can check the Plupload config by debugging the Upload script browse_button ""pickFileF13273268091982""chunk_size  0container ""uploaderContainerF13273268091981""file_data_name  ""file""filters  [Object { title=""Video files"""," extensions=""avi",dv,mov,qt,mpeg,mp4,3gp,asf,wmv,flv,"f4v""}]  extensions  ""avi",dv,mov,qt,mpeg,mp4,3gp,asf,wmv,flv,"f4v""  title ""Video files""flash_swf_url ""url ""init  Object { FilesAdded=function()}FilesAdded  function()max_file_size undefined  multi_selection false  multipart true  multipart_params  AWSAccessKeyId    ""1YK82GxxxxxxxP0TGT82""  Filename    ""5897b44e-d039-4981-a6ae-2ff5cc5bf6ed""  acl    ""private""  key    ""5897b44e-d039-4981-a6ae-2ff5cc5bf6ed""  policy    ""eyJjbxxxxxxxloifQ==""  signature    ""6cJgiiwPxxxxxE8qEI4BexFLX5ds="" success_action_status ""201""  page_url  ""/GT/""  runtimes  ""flash",html5,silverlight,"gears"" silverlight_xap_url ""url "" url ""url ""\''",,,,,,,,,,,,,,,,,,,,
plupload,444,open,13,2011-12-19 08:47:16,149.8,,1,,"b""b' my Flash version is 11.1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,14,2011-12-19 08:47:16,172.63,,1,,"b'b"" UPD: sometimes when using urlstream_upload: true it uploads much faster", doesn\'t hang (looks like)," but doesn\'t produce the progress events""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,15,2011-12-19 08:47:16,347.1,1,,,"b'b"" Thanks for letting us know about the progress on this.  I\'m afraid the only mode we do have control over (for Flash) is the urlstream mode. Another one is default one and is completely locked (no access to raw file data"," no custom headers the only thing you could do if you fail in non urlstream mode is retry the whole file). For coming version we build up on top of urlstream mode. I\'m experimenting now to get the progress on it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,16,2011-12-19 08:47:16,347.88,,1,,"b""b' So you have excluded all possible local factors?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,17,2011-12-19 08:47:16,412.52,1,,,"b'b"" Well", actually not.From outside of our work network files look like uploading, though quite slow, but this can be an issue of my ISP. So, from my previous comments what is relevant:in our network the internet is quite good, but they say for big files the tail packets have lower priority (to prioritize serfing before downloads)with urlstream_upload sometimes it\'s much faster and doesn\'t hang," though not in 100% of cases Sorry for the buzz.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,18,2011-12-19 08:47:16,652.12,,1,,"b""b' experiencing the same issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,19,2011-12-19 08:47:16,853.88,,,1,b'b\' I am seeing a similar issue, not with Amazon, where it doesn\\\'t seem to be firing the FileUploaded or UploadComplete events at the end.  The file upload is succeeding as far as the server is concerned, but no events other than UploadProgress.  This is with the FLASH client.  My log output looks like this: [Refresh] [FilesAdded] File: id=p16trllr5sqa47mfn99a6f1fiv1, name=Go-Daddy-, size=270614, loaded=0, percent=0, status=QUEUED [QueueChanged] [Refresh] [Refresh] [StateChanged] STARTED [Refresh] [UploadProgress] File: id=p16trllr5sqa47mfn99a6f1fiv1, name=Go-Daddy-, size=270614, loaded=262144, percent=97, status=UPLOADING, target_name=p16trllr5sqa47mfn99a6f1fiv1.jpg Total: size=270614, loaded=262144, uploaded=0, failed=0, queued=1, percent=97, bytesPerSec=491828 [UploadProgress] File: id=p16trllr5sqa47mfn99a6f1fiv1, name=Go-Daddy-, size=270614, loaded=270614, percent=100, status=UPLOADING, target_name=p16trllr5sqa47mfn99a6f1fiv1.jpg Total: size=270614, loaded=270614, uploaded=0, failed=0, queued=1, percent=100, bytesPerSec=261716  If something triggers a REFRESH event _after_ the upload, then it appears to know that the previous upload was completed.  That is, the file just uploaded is removed from the queue," and the ""add files"" and ""upload"" buttons are back", so this seems to be purely a matter of the events not making it through to the Javascript side of things. My code to create the uploader is:  \'',,,,,,,,,
plupload,444,open,20,2011-12-19 08:47:16,407.87,,1,,"b""b' Same  not getting fired every-time...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,21,2011-12-19 08:47:16,1343.27,,,1,"b""b' I am having the same problem.  FilesUploaded does not fire when I upload direct to Amazon S3. I have tested on the beta 2 also to no result. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,22,2011-12-19 08:47:16,1410.53,,1,,"b""b' I am having the same issue"," it works some of the time.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,-,-,-,3,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,opened,2012-03-31 12:48:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,title,2012-03-31 12:48:44,00:00,,1,,"b""b'  not available in Opera'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,body,2012-03-31 12:48:44,00:00,,1,,"b""b' While handling the ChunkUploaded event: the HTTP status is not present in  parameter to the callback. In Firefox and IE", the  is normally filled with 200 (which I check for). This problem may be present not only in ChunkUploaded event handler," but also in other event handlers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,1,2012-03-31 12:48:44,1403.87,1,,,"b'b"" It\'s because Flash and SilverLight runtimes do not currently set status field :|""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,2,2012-03-31 12:48:44,604.17,,1,,"b""b' You mean only in Opera?  Then just please warn about it in the documentation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,3,2012-03-31 12:48:44,519.97,,1,,"b'b"" No", not only in Opera. It\'s just that Chrome and Firefox usually pickup HTML5 runtime," which sets status field properly. You are right about documentation though...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,closed,2012-04-07 10:45:31,1316.78,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,reopened,2012-04-07 10:45:54,0.38,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,closed,2013-02-25 20:01:16,555.37,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,527,closed,-,-,-,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,opened,2012-09-04 17:42:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,title,2012-09-04 17:42:25,00:00,,1,,"b""b' Filebrowse dialog is not triggered (IE 9 & Flash)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,body,2012-09-04 17:42:25,00:00,,,1,"b""b' Hello!I cant get the selectfiles dialog to execute.Ive tried removing my css for the buttons"," but no success.. Thanks in advance'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,1,2012-09-04 17:42:25,39.45,,1,,"b""b' Does it trigger on url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,2,2012-09-04 17:42:25,666.4,1,,,"b""b' Yes it does"," I suppose it couldnt be that im loading the newer jquery than in the example?Well im on my way to work now. But ill try to strip out all other js & css in my running code when i get home. If u got any suggestions on what could be the problem feel free to post it. Thx'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,closed,2012-09-05 05:28:16,705.85,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,reopened,2012-09-05 05:49:44,21.47,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,3,2012-09-04 17:42:25,209.07,,1,,"b""b' I would try and mirror the example above and i agree"," strip out  until it works and then put it back together.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,4,2012-09-04 17:42:25,472.87,,1,,"b'b\' I found out that the issue was when setting the filters title to a empty string.  [code]    filters : [         {title : """""," extensions : ""gif",jpg,png,"jpeg""}    ][/code]\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,closed,2012-09-06 16:50:12,660.47,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,617,closed,-,-,-,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,opened,2012-11-29 13:16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,title,2012-11-29 13:16:35,00:00,,1,,"b""b' Plupload 2.0 Upload URL asking the port number'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,body,2012-11-29 13:16:35,00:00,,1,,"b'b"" My upload URL is: url  When I try to upload any file", I\'ve got this error: XMLHttpRequest cannot load url  Cross origin requests are only supported for HTTP. If I set my upload URL with the port number," it works.url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,1,2012-11-29 13:16:35,123.7,,1,,"b'b"" I\'m not an expert in the field of cross-origin requests"," but maybe a  file would solve this:url  Source:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,2,2012-11-29 13:16:35,404.45,,1,,"b""b' Check it out url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,3,2012-11-29 13:16:35,78.48,,,1,"b'b"" I\'m not able to test it until next week (I\'m out of my office)", but reading the changes you did," I can see you nailed it. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,4,2012-11-29 13:16:35,800.65,,1,,"b""b'  needs 3 changes. Replace with Apparently the URL dissembling code does not return 80 as a port number by default"," if port is not set in the URL.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,5,2012-11-29 13:16:35,21.5,,1,,"b""b' This has been addressed now: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,closed,2012-12-07 13:07:57,1431.37,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,reopened,2012-12-07 13:10:32,2.58,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,closed,2012-12-07 13:16:01,5.48,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,6,2012-11-29 13:16:35,31.4,,1,,"b'b"" I\'ve updated Plupload 2 package with recent fixes: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,659,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,opened,2013-01-23 11:32:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,title,2013-01-23 11:32:12,00:00,,1,,"b""b'  (...).runtime is undefined in Beta'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,body,2013-01-23 11:32:12,00:00,,1,,"b'b"" I\'m using the latest Beta 2.0.  It uploads correctly some of the time"," but then I\'m getting consistent upload Javascript errors part way through an upload with particular image files. In Chrome:Uncaught Timestamp: 23/01/2013 10:25:05Error: TypeError: (...).runtime is undefinedSource File: url Line: 13 I\'ve tried downloading the source version but that gives me aTimestamp: 23/01/13 11:30:09Error: ReferenceError: plupload is not definedSource File: url Line: 1012 which is probably something obvious I\'m missing. Any ideas?Peter""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,1,2013-01-23 11:32:12,190.77,,1,,"b""b' Can you share particular image files on which you encounter the error?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,2,2013-01-23 11:32:12,25.5,,,1,"b'b"" Hi", I\'ll log in and share them in a couple of minutes.\\xc2\\xa0 It\'s also worth noting that I haven\'t had the problem on the Linux desktop yet, only on Windows 7.\\xc2\\xa0 Although I will test with these same images soon. Thanks,Peter \\xc2\\xa0 Peter Abrahamson +44 (0)75 390 69877 When to call me, world-wideurl   From: Davit Barbakadze notifications@To:  plupload@ Cc: rvolve webmaster@ Sent: Friday, January 25," 2013 2:43 PMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) Can you share particular image files on which you encounter the error?\\xe2\\x80\\x94Reply to this email directly or view it on GitHub.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,3,2013-01-23 11:32:12,33.63,,1,,"b'b"" Hi", On further testing I think I\'ve figured out what the problem is: any smaller images e.g. 400x400 which need to be scaled _up_ have the .js errors.\\xc2\\xa0 Is this a common issue?\\xc2\\xa0 Larger images all seem to work now. Best regards,Peter Peter Abrahamson +44 (0)75 390 69877 When to call me, world-wideurl   From: Davit Barbakadze notifications@To:  plupload@ Cc: rvolve webmaster@ Sent: Friday, January 25," 2013 2:43 PMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) Can you share particular image files on which you encounter the error?\\xe2\\x80\\x94Reply to this email directly or view it on GitHub.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,4,2013-01-23 11:32:12,1096.35,,1,,"b'b"" In general no"," not common and shouldn\'t be happening. Are you encountering the error with the latest build?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,5,2013-01-23 11:32:12,8.18,,1,,"b'b"" This build is about 1-2 weeks old I\'ll try upgrading today. Peter Abrahamson+44 (0)75 390 69877 When to call me", world-wideurl   From: Davit Barbakadze notifications@To:  plupload@ Cc: rvolve webmaster@ Sent: Monday, January 28, 2013 9:58 AMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) In general no," not common and shouldn\'t be happening. Are you encountering the error with the latest build?\\xe2\\x80\\x94Reply to this email directly or view it on GitHub. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,6,2013-01-23 11:32:12,114.98,,,1,"b'b"" Hi", it seems to be fixed in the latest build!\\xc2\\xa0 Thanks for the suggestion. +44 (0)75 390 69877 When to call me, world-wideurl   From: Davit Barbakadze notifications@To:  plupload@ Cc: rvolve webmaster@ Sent: Monday, January 28, 2013 9:58 AMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) In general no," not common and shouldn\'t be happening. Are you encountering the error with the latest build?\\xe2\\x80\\x94Reply to this email directly or view it on GitHub.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,7,2013-01-23 11:32:12,48.82,,,1,"b""b' Thanks for testing with us.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,closed,2013-01-28 12:50:26,78.23,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,8,2013-01-23 11:32:12,16.0,1,,,b'b\' Hi, Sorry to backtrack here.\\xc2\\xa0 The problem appeared to be fixed on all of my test cases on  17, however Google  7 still has the issue. I\\\'ve attached an image which breaks," and an image which goes through successfully: 2.jpg seems to fail  4.jpg seems to work Below is my config. Thanks for your help.\\xc2\\xa0 BTW I don\\\'t think I have the jquery cookie plugin included should I switch off remember_view ? Peter Abrahamson $(function() { $(""#uploader"").plupload({ // General settings runtimes : \\\'html5",flash,silverlight,html4\\\', url : \\\'?id=10883&plupload=true\\\', max_file_size : \\\'1000mb\\\', max_file_count: 1000, // user can add no more then 1000 files at a time chunk_size : \\\'1mb\\\', unique_names : true, multiple_queues : true, // Resize images on clientside if we can resize : { width : 716,  height : 466,  quality : 100, crop: false // crop to exact dimensions }," // Specify what files to browse for filters : [ {title : ""Image files"""," extensions : ""jpg",gif,"png""}"," {title : ""Zip files"""," extensions : ""zip","avi""} ]", // Flash settings flash_swf_url : \\\'../\\\', // Silverlight settings silverlight_xap_url : \\\'../\\\', // Rename files by clicking on their titles rename: true, // Sort files sortable: true, // Enable ability to drop files onto the widget (currently only HTML5 supports that) dragdrop: true, // Views to activate views: { list: true, thumbs: true // Show thumbs }, default_view: \\\'thumbs\\\', remember_view: true // requires jquery cookie plugin });   From: Davit Barbakadze notifications@To:  plupload@ Cc: rvolve webmaster@ Sent: Monday, January 28, 2013 12:50 PMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) Thanks for testing with us.\\xe2\\x80\\x94Reply to this email directly or view it on GitHub.\'',,,,,,,,,,,
plupload,694,closed,9,2013-01-23 11:32:12,6.2,1,,,b'b\' Ah, I\\\'ve just noticed a pattern the small portrait images aren\\\'t working while the small landscape images now are. Peter Abrahamson When to call me, world-wideurl   From: Peter Abrahamson webmaster@To:  reply@ Sent: Monday, January 28, 2013 1:06 PMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) Hi, Sorry to backtrack here.\\xc2\\xa0 The problem appeared to be fixed on all of my test cases on  17, however Google  7 still has the issue. I\\\'ve attached an image which breaks," and an image which goes through successfully: 2.jpg seems to fail  4.jpg seems to work Below is my config. Thanks for your help.\\xc2\\xa0 BTW I don\\\'t think I have the jquery cookie plugin included should I switch off remember_view ? Peter Abrahamson $(function() { $(""#uploader"").plupload({ // General settings runtimes : \\\'html5",flash,silverlight,html4\\\', url : \\\'?id=10883&plupload=true\\\', max_file_size : \\\'1000mb\\\', max_file_count: 1000, // user can add no more then 1000 files at a time chunk_size : \\\'1mb\\\', unique_names : true, multiple_queues : true, // Resize images on clientside if we can resize : { width : 716,  height : 466,  quality : 100, crop: false // crop to exact dimensions }," // Specify what files to browse for filters : [ {title : ""Image files"""," extensions : ""jpg",gif,"png""}"," {title : ""Zip files"""," extensions : ""zip","avi""} ]", // Flash settings flash_swf_url : \\\'../\\\', // Silverlight settings silverlight_xap_url : \\\'../\\\', // Rename files by clicking on their titles rename: true, // Sort files sortable: true, // Enable ability to drop files onto the widget (currently only HTML5 supports that) dragdrop: true, // Views to activate views: { list: true, thumbs: true // Show thumbs }, default_view: \\\'thumbs\\\', remember_view: true // requires jquery cookie plugin });   From: Davit Barbakadze notifications@To:  plupload@ Cc: rvolve webmaster@ Sent: Monday, January 28, 2013 12:50 PMSubject: Re: [plupload]  (...).runtime is undefined in Beta (#694) Thanks for testing with us.\\xe2\\x80\\x94Reply to this email directly or view it on GitHub.\'',,,,,,,
plupload,694,closed,reopened,2013-01-28 15:57:20,186.9,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,10,2013-01-23 11:32:12,165.22,1,,,"b""b' Sorry"," where did you attach failed images?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,11,2013-01-23 11:32:12,15.37,1,,,"b""b' ![2]url ![4]url  Sorry"," here are the images.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,closed,2013-02-17 11:28:33,1171.22,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,694,closed,-,-,-,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,opened,2013-03-24 10:03:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,title,2013-03-24 10:03:17,00:00,,1,,"b""b' Provide access to full XHR response headers onerror'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,body,2013-03-24 10:03:17,00:00,1,,,b'b\' The YouTube API handles uploads in a strange way where upon posting a video," a 302 response is returned. It appears this is treated as an XHR error and Plupload cancels a post request before completion. It would be helpful to be able to access the XHR headers in the Error function to pull out the ""Location"" header.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,closed,2013-03-29 22:09:26,726.15,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,reopened,2013-03-29 22:09:53,0.45,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,1,2013-03-24 10:03:17,939.68,,1,,"b""b' Copying this from the plupload forum", since this seems like the place to address issues. As a followup: I\\xe2\\x80\\x99m using v2 of the YouTube API, since v3 is not yet frozen, and following the browser-based uploading pattern described here:url  For this pattern, YouTube claims the expected response is a 301 (Moved Permanently) upon successful upload of a video, but in my experience the API actually issues 302 (Found).url  Most other successful YouTube API interactions result in 200 or 201, just not uploading. I\\xe2\\x80\\x99m basing the interaction partially on source for the CORS example page:url  I post some XML to youtube to create a video object on their end with particular metadata. They return a single-use url to upload the file to, along with a permission token. The token and URL setting works, and plupload uploads the file to youtube successfully (it shows up on my youtube profile), but the response from youtube never gets through and the connection is aborted. The response following a successful upload should be the aforementioned 302, with the ID of the new video as one of the get params of the Location header URL. I guess I\\xe2\\x80\\x99m not entirely aware if the browser even lets you intercept 301/302 responses and access the \\xe2\\x80\\x9cLocation\\xe2\\x80\\x9d header. Reading the w3 spec it sounds like the expected behavior is to transparently follow the redirect.url url  It\\xe2\\x80\\x99s possible there is a cross-site issue and that I\\xe2\\x80\\x99m not setting headers correctly, but I don\\xe2\\x80\\x99t think that\\xe2\\x80\\x99s the problem. Examining the request-response cycle with the Chrome Inspector or Wireshark shows that it seems to work OK, but is aborted by Plupload or possibly the browser. I\\xe2\\x80\\x99m looking to grab the destination url for the redirect either from the \\xe2\\x80\\x9cLocation\\xe2\\x80\\x9d header," or via .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,closed,2013-07-07 16:25:04,1095.18,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,2,2013-03-24 10:03:17,89.65,,1,,"b'b"" This didn\'t fix it"," the fields are simply blank.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,3,2013-03-24 10:03:17,236.63,,1,,"b'b"" Sometimes they will be blank", for Flash for example, that\'s why we kept it private so far. If you absolutely require response headers," then you can pass as one of required features and runtime selection will be constrained to only those runtimes that support it. E.g.:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,4,2013-03-24 10:03:17,238.33,,1,,"b'b"" Why doesn\'t plupload follow 302s like the W3 spec says? This makes plupload unusable for youtube.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,5,2013-03-24 10:03:17,357.35,,1,,"b'b"" Plupload doesn\'t treat 302 in any special way"," so it\'s just default browser behavior in action. Why? Doesn\'t it redirect to the url passed with 302?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,6,2013-03-24 10:03:17,380.72,,1,,"b'b""  I used Wireshark and the success packet /is/ being returned from youtube", but in the Google Chrome Inspector, the POST shows \'Cancelled\'.  This leads me to strongly believe plupload is aborting or destroying the xhr somewhere, but I can\'t figure out where it\'s happening," because I don\'t know how to use the non-minified versions. (and the minified version is pretty  to trace through)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,7,2013-03-24 10:03:17,403.52,,1,,"b'b"" Hmm... need to dig deeper maybe"," although it\'s a topic for another ticket probably.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,749,closed,-,-,-,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,opened,2013-06-27 14:49:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,title,2013-06-27 14:49:06,00:00,,1,,"b'b\' ""Security Error"" with HTML4 runtime\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,body,2013-06-27 14:49:06,00:00,,1,,b'b\' Hello there, when using HTML4 runtime," I get a ""security error""", despite the fact that the file was correctly uploaded.HTML5 and Flash do work... Do you have any hints on this?I am using Plupload 1.5.x. Regards,Sascha.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,1,2013-06-27 14:49:06,31.25,,1,,"b""b' Addendum: I just found out that the error occurs", if I access my web application using a subdomain.I.e.url  worksurl  Security Error In my searches regarding this problem, I read some posts about an hidden iframe rendered by the HTML4 runtime.Is there maybe some domain relaxing necessary? Regards,"Sascha.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,2,2013-06-27 14:49:06,982.38,,1,,"b'b"" Subdomain still considered as another domain. HTML4 doesn\'t support cross-domain uploads. In Plupload 2 we handle errors in more consistent way though.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,815,closed,closed,2013-06-29 07:51:01,1021.92,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
