REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,40,2012-05-24 06:49:58,1435.13,,,1,"b'b\' Going to close this as ""wontfix"". The iOS bugs have existed for years", with no simple solution to them, and the fix is on the way in iOS6. Thanks for all the contributions and useful info.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,closed,2012-08-01 23:04:01,140.35,9,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,41,2012-05-24 06:49:58,695.62,,1,,"b""b' Looking ahead", what, if anything, would H5BP change the meta tag to," when just considering iOS6?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,42,2012-05-24 06:49:58,1428.63,,1,,"b""b' Since the Mobile Boilerplate added again (see h5-boilerplate#140 ) and iOS6 is available for some time now I was wondering if we should add it back too. Opinions?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,reopened,2013-01-14 10:28:16,684.25,9,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,43,2012-05-24 06:49:58,77.55,,1,,"b'b"" Following on from my [comment above](#issuecomment-7265051)", after a recent [blog post]url  by Stu Robson, he and [Bruce Lawson]url  kindly did some testing last week on having just without  . iOS will, as per the [docs linked]url  then assume in portrait orientation and assume in landscape orientation. On iOS, is fixed to the portrait width of the device, whilst in other browsers (e.g. [Firefox]url  device-width is the width of the device in its current orientation ([ppk on this point]url  so relying on to mean definitely current width, or definitely portrait width, will always fail sometimes. Note the Apple docs examples [Figure 3-14]url  (having  ), [Figure 3-15]url  (having on an iPhone), and [Figure 3-17]url  (having  ). Bit annoying the last example isn\'t ;) But with iOS does use the current width of the device (not device-width!) in landscape orientation, just as if the width was not present at all. Just appears to work fine in multiple browsers [[1]]url  [[2]]url  [[3]]url  apart from WP7, but WP7 apparently has its own issue in that is _hard-coded_ to be equal to 320 [[1]]url  [[2]]url  bit of a bummer if you have a 480x800 I assume! So not specifying the width might be better for you there, or it might not. I also spy one case saying width needs to be [specified for some Android]url  but I don\'t know what exactly (Philip [says]url  it was HTC,2010, Android 2.2, though Stu said 2.2 was okay above). Patrick Lauke kindly provided the [test file]url  Hope that\'s helpful in your deliberations. I\'m definitely in favour of being an improvement to the boilerplate," regardless of whether is kept or not.""'",,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,44,2012-05-24 06:49:58,272.4,,1,,"b'b\' Chrome reports an error in actual form: meta name=""viewport"" content=""width=device-width; initial-scale=1.0"" Viewport argument value ""device-width;"" for key ""width"" is invalid", and has been ignored. Note that \\\';\\\' is not a separator in viewport values. The list should be comma-separated.  I think at least this can be changed...\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,45,2012-05-24 06:49:58,9.37,,,1,"b'b"" As the error says"," you\'ve used a semi-colon instead of a comma. The current boilerplate doesn\'t use either (hence this ticket)/ mobile boilerplate uses a comma. Use a comma and it\'s fine.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,46,2012-05-24 06:49:58,866.7,,1,,"b""b' I did not realized that the current version does not use either hence I updated my boiler plate some days ago...Best regards", Attila On 5/13/2013 7:29 PM," Matthew Somerville wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,47,2012-05-24 06:49:58,832.12,,1,,"b""b' Fixed by ff37dba6bf025a00f58b2bb12f7c6a827e6643c5'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,closed,2013-06-30 20:46:24,618.13,9,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1099,closed,-,-,-,9,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,opened,2012-06-04 16:13:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,title,2012-06-04 16:13:36,00:00,,1,,"b""b' Old  links broken'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,body,2012-06-04 16:13:36,00:00,,1,,"b""b' For example: url  redirects to url  which is a 404. The repo (including the issue tracker) was moved"," and the new url for that issue is url  Is it possible to update this (and other) redirects at  / ? Or maybe redirect the issue tracker at GitHub?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,1,2012-06-04 16:13:36,3.65,,,1,"b""b' This seems to be a snippet form an old file. In the current version we link to h5 and this is redirected to issue #37 in this repo. Please see the [current file]url Anyway"," thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,closed,2012-06-04 16:17:15,3.65,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,2,2012-06-04 16:13:36,4.55,,,1,b'b\' I know that," hence the ""Old"" in the headline. The current file is fine and I\\\'m using the latest version. The previous batch of links that used  and  instead of h5 have been spread a lot over the internet and I still encounter them fairly frequently in blog posts", source code, forks, tweets, magazines and what not. You didn\\\'t answer the question.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,reopened,2012-06-04 16:23:54,6.65,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,3,2012-06-04 16:13:36,5.72,1,,,"b'b"" Sorry", man. I misunderstood the reason you filed this issue. Re-opend it. I\'m not sure who has control over the shortlinks. But yes, it would be better to redirect them," as you suggested.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,4,2012-06-04 16:13:36,5.3,,,1,"b""b' Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,5,2012-06-04 16:13:36,1022.32,,1,,"b""b' Last time I checked","  do not provide the option of changing the URL behind a short URL. Nothing we can do about this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,closed,2012-06-09 09:35:08,1031.23,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1114,closed,-,-,-,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,opened,2012-06-09 10:49:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,title,2012-06-09 10:49:15,00:00,,1,,"b""b' Consider disabling public wiki editing'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,body,2012-06-09 10:49:15,00:00,,1,,"b'b\' Getting a bit tired of people ""vandalising"" the wiki. Pages have been destroyed (htaccess page has been missing for the last month)", people are making edits just to see what happens, and there is no way to control the quality of changes. It\\\'s not great to have to remember to check ever single change to the wiki (because the commit messages are almost always junk too) to make sure someone hasn\\\'t abused the wiki. GitHub don\\\'t provide a means of knowing when someone else has destroyed wiki pages. Unfortunately, they don\\\'t really provide a nice way to allow people to submit PRs for the wiki (as far as I can tell). Any ideas?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,1,2012-06-09 10:49:15,211.12,,1,,"b'b"" Set up a folder on the project and throw all the pages in there as files. Does the job of keeping the information tied to the project and allows you to control edits via pull requests.  Plus", since GitHub previews Markdown files anyway," you don\'t really lose much in the way of display if they\'re pottering around for a look.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,2,2012-06-09 10:49:15,41.95,,1,,"b""b' +1 to disabling. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,3,2012-06-09 10:49:15,67.27,,1,,"b""b' We can basically take the wiki submodule on the .com repo and just flip those over to real files and maintain them from there.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,4,2012-06-09 10:49:15,16.37,,1,,"b""b' Can we pull-request a wiki? In such a case no need to do a /docs folder if people can amend changes via cloning the wiki?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,5,2012-06-09 10:49:15,9.4,,1,,"b""b' Not that I know of.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,6,2012-06-09 10:49:15,0.72,,,1,"b""b' @nimbupani only project members can :) +1 on moving the docs to the .com repository '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,7,2012-06-09 10:49:15,0.77,,1,,"b""b' +1 to all of this. @randomecho/@paulirish\\xe2\\x80\\x99s suggestions sound like the way to go here. Solves all the issues @necolas highlighted.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,closed,2012-06-09 16:36:50,347.58,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,reopened,2012-06-09 16:36:52,0.03,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,8,2012-06-09 10:49:15,4.87,,,1,"b""b' Moving the docs over to repo sounds like a good idea.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,9,2012-06-09 10:49:15,0.5,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,10,2012-06-09 10:49:15,1.17,1,,,"b'b"" Not sure about changing the location of the wiki. Probably against moving them into because it results in our 3rd or 4th change of URLs for the wiki. Managing them from the .com repo"," we could probably automate a  to the wiki  then we\'re still going to have people creating issues against this repo for docs changes. :(""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,11,2012-06-09 10:49:15,7.68,,1,,"b""b' Move it to its own repo? url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,12,2012-06-09 10:49:15,0.98,,1,,"b'b"" Nah. For now", I\'m just going to disable public editing for a bit and see how it goes. Then reassess based on feedback," etc.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,closed,2012-06-09 17:15:34,38.7,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1118,closed,-,-,-,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,opened,2012-06-10 07:12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,title,2012-06-10 07:12:30,00:00,,1,,"b""b' Smaller file size '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,body,2012-06-10 07:12:30,00:00,,,1,"b'b"" I really think we should have a smaller file size favicon and this is (mainly) do to the fact that there are a lot of sites out there that use h5bp and don\'t change de default favicon and", more importantly, some of them don\'t even compress  cache it! I know that browsers generally lazy load the favicon," but bytes sent over the wire are still bytes sent over the wire.Comparison:   ![]url Stats:               Normal file size (in bytes)      Gzipped file size (in bytes)             old      1150      688           current      2862      824           new      318      209     Also the current favicon contains 3 different color depth icons :-1:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,1,2012-06-10 07:12:30,232.65,,,1,"b""b' Sounds good to me. Much cleaner looking favicon too. Could you try resubmitting the change without the merge commits?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,closed,2012-06-10 11:38:11,265.68,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,reopened,2012-06-10 11:38:13,0.03,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,2,2012-06-10 07:12:30,33.53,1,,,"b""b' @necolas sorry about that"," fixed it :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,closed,2012-06-10 12:08:39,30.43,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,3,2012-06-10 07:12:30,30.18,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,4,2012-06-10 07:12:30,726.88,,,1,"b""b' nice work'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1119,closed,-,-,-,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,opened,2012-06-19 16:56:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,title,2012-06-19 16:56:38,00:00,,1,,"b""b' Include a HiDPI closure in the sample media queries'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,body,2012-06-19 16:56:38,00:00,,,1,"b'b"" So\\xe2\\x80\\xa6 I\\xe2\\x80\\x99ve finally come to the point where I want to use CSS to target a retina display now and there\\xe2\\x80\\x99s a distant lack of clear an up to date information on what is the _best_ default way (which is what I consider H5BP) of targetting HiDPI devices. H5BP should include a sample media query for HiDPI. I heard there\'s a new CSS standard so we don\\xe2\\x80\\x99t have to use only  ", but I don\\xe2\\x80\\x99t know what to search for to find it. Do we use 1.5 or 2 for the ratio? I don\\xe2\\x80\\x99t know. These are answers H5BP should be answering for the great copy-paste masses :) Edit: I have noticed that H5BP-mobile has some code, but lol, there is no such thing as a \'mobile-only\' website; retina ipads are being used on desktop sites, at desktop resolutions already and new MacBookPro is retina also. The future of desktop is HiDPI too," so H5BP should include the media query too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,1,2012-06-19 16:56:38,94.02,,1,,"b""b' This page has some more info: url  Any objections to me adding the following to the main CSS file? @h5-boilerplate **Updated** as per @Kroc\\xe2\\x80\\x99s comments.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,2,2012-06-19 16:56:38,19.53,,1,,"b""b' What about: as from H5; though"," with the addition of  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,3,2012-06-19 16:56:38,63.43,,1,,"b""b' Uhmm"," why are you guys using *1.5 as the ratio? I thought to double the image resolution is the way to go for HDPI screens such as retina and stuff?  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,4,2012-06-19 16:56:38,21.0,,1,,"b""b' @inkdpixels applies to iPads"," and possibly other devices.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,5,2012-06-19 16:56:38,226.43,,1,,"b'b"" @Inkdpixels there\'s a lot more between 1 and 2", especially in the Android world. For instance," 1.5 targets all hdpi Android devices whereas 2 only targets xdpi devices. See [here]url  or the [Android reference]url  for more on those density categories.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,6,2012-06-19 16:56:38,672.52,,,1,b'b\' Yeah," would be sensible to include a good template in HTML5BP. This project isn\\\'t just for ""desktop""", it should have as wide a range as possible. Happy for people to work out what is best to include for this issue.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,7,2012-06-19 16:56:38,188.03,,1,,"b""b' According to url  this is all that\\xe2\\x80\\x99s needed:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,closed,2012-08-18 18:09:24,72.77,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,8,2012-06-19 16:56:38,781.82,,1,,b'b\' Some more info that might be helpful, as I\\\'ve been investigating this stuff a bit. If you\\\'d like to target these devices:Retina iOS devicesRetina Macs running SafariHigh DPI Windows PCs running IE 8 and aboveLow DPI Windows PCs with IE zoomed inAndroid hdpi devices and aboveAndroid tvdpi devices, including Google Nexus 7Chrome running on high DPI Macs and PCs ...then you\\\'re best setting a threshold at 1.3 for device pixel ratio. Something like this: This works well because the threshold for:all Retina Macs, iPads and iPhones is -webkit-min-device-pixel-ratio: 2.tvdpi Android devices is -webkit-min-device-pixel-ratio: 1.3125.hdpi Android devices is -webkit-min-device-pixel-ratio: 1.5.xhdpi Android devices is -webkit-min-device-pixel-ratio: 2. Internet Explorer / Windows uses min-resolution instead. Windows 8 and Windows Phone have 3 scale targets: 100%, 140%, 180%. Windows 7 and prior have 3 DPI settings targets: 96dpi (100%), 120dpi (125%) and 144dpi (150%). That means there\\\'s a few important thresholds:100% scale is min-resolution: 96dpi125% scale is min-resolution: 120dpi140% scale is min-resolution: 134dpi150% scale is min-resolution: 172dpi200% scale is min-resolution: 192dpi Internet Explorer also changes the dpi based on zoom level," so I believe a zoom level of 200% on a setup with the 96dpi setting would be seen as 192dpi (I haven\\\'t tested that). Worth noting that for IE ""96dpi"" is considered to be the native 1:1 pixel mapping to the display", even if the display isn\\\'t actually 96dpi. I\\\'ve set up a page for testing the : url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,9,2012-06-19 16:56:38,611.27,,,1,"b'b"" Thanks for the research", Marc. To be fair I don\'t have the devices to test this at hand. But your test seem to work pretty good," at least on my iPhone and Mac.It seams to be sensible to use a min-device-pixel-ratio of 1.3 to target Android tvdpi devices. (Can anyone else test this?)As it does not affect other devices I\'d be good to go with 1.3 instead of 1.5. Any other thoughts?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,10,2012-06-19 16:56:38,653.78,,1,,"b'b"" I don\'t have many test devices here either"," but friends and acquaintances over Twitter were able to load the site and send back the results. I guess the main devices in question are the Nexus 7 and possibly a hdpi Android phone. Should be easy to find someone with those to double check the results.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,11,2012-06-19 16:56:38,1124.62,,1,,"b""b' We should reevaluate the example we use in light of: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,reopened,2012-11-18 19:13:05,63.68,0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,12,2012-06-19 16:56:38,176.92,,,1,"b'b"" Here are the differences:5/4 = 1.2513/10 = 1.3Which device on the market has a device-pixel-ratio of 1.25 or under", but not 1.0? I don\'t know of any. tvdpi on Android is 1.3125, so that will be captured with a threshold of 1.25 or 1.3. So while WordPress\' CSS is great, I don\'t thing it\'ll matter in practice. Also, they don\'t seem to have min-device-pixel-ratio without a browser prefix. I wonder if there\'s a reason for that? Since writing the CSS a few posts above, the only change in the market I\'m aware of is xxhdpi for Android," which is 480PPI (and definitely above device-pixel-ratio of 1.3!).  More info on xxhdpi:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,13,2012-06-19 16:56:38,9.7,,1,,"b'b"" same reason we don\'t. not needed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,14,2012-06-19 16:56:38,4.85,,1,,"b'b"" Is that because it doesn\'t add support for any current devices"," or because min-device-pixel-ratio isn\'t going to be part of the CSS spec? I thought it was best practice to include non-prefixed code to allow for a time when the prefix isn\'t needed?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,15,2012-06-19 16:56:38,663.55,,1,,"b'b"" \'min-device-pixel-ratio\' was never part of the spec I think"," at least it was officialy dropped in favor of \'min-resolution\' a few months ago. More info on this here: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,16,2012-06-19 16:56:38,48.5,,1,,"b""b' Ah ok"," makes sense. As you were.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,17,2012-06-19 16:56:38,163.93,,,1,"b""b' Thanks marc! Updated HiDPI in 1987e5a1ee468686cbb3e507c1a924f5851c9755'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,closed,2012-12-28 13:00:33,1067.47,0,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1127,closed,-,-,-,0,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,opened,2012-08-30 17:26:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,title,2012-08-30 17:26:36,00:00,,1,,"b""b' Conditional comments wrapping  prevent IE from honouring '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,body,2012-08-30 17:26:36,00:00,1,,,"b""b' This: prevents IE from honouring  . When you think about it", it\\xe2\\x80\\x99s fairly obvious why. IE can\\xe2\\x80\\x99t process conditional comments until it knows what version it\\xe2\\x80\\x99s pretending to be, and it doesn\\xe2\\x80\\x99t know what version it\\xe2\\x80\\x99s pretending to be until it has processed  . Symptoms:Pages based on **h5bp** will render in _compatibility view_ (meaning they render as if in IE7), if the user has turned that option on. Many users and administrators turn on _compatibility view_ without realising what it does. (For pages with a properly working  , _compatibility view_ is always turned off, which is what we modern web developers want).All other IE users will see the \\xe2\\x80\\x98broken page\\xe2\\x80\\x99 icon in the address bar, which gives them the option to turn on _compatibility view_. (This harmful option is hidden for pages with a properly working  ). ![Image illustrating the \\xe2\\x80\\x98broken page\\xe2\\x80\\x99 icon in IE]url  It\\xe2\\x80\\x99s safe to wrap instead," and just as useful (although this might break existing stylesheets if they rely on CSS classes being applied to the top-level element): (I\\xe2\\x80\\x99m assuming that the class should still be applied to  ).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,1,2012-08-30 17:26:36,2.8,,1,,"b""b' There was actually an issue raised about this previously url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,2,2012-08-30 17:26:36,7.95,,1,,"b""b' Closing as dup of #378'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,closed,2012-08-30 17:37:21,10.75,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,3,2012-08-30 17:26:36,1.98,1,,,"b'b"" Fwiw"," the meta tag is far from foolproof. Unless you\'re completely handcuffed you should be setting the compar header on the server.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,4,2012-08-30 17:26:36,5.62,,1,,"b""b' Fine. I usually do anyway but it\\xe2\\x80\\x99s handy to have for local testing. It makes no sense to include in h5bp if it doesn\\xe2\\x80\\x99t do anything but looking at #378 I suspect arguing about it would just be pissing in the wind.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,5,2012-08-30 17:26:36,42.47,,1,,"b'b"" You\'re saying it doesn\'t do anything? #378 says it simply doesn\'t prevent the compatibility view icon showing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,6,2012-08-30 17:26:36,22.93,,1,,"b""b' As it stands the part has no effect whatsoever. The part might work"," I haven\\xe2\\x80\\x99t checked.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,7,2012-08-30 17:26:36,2.37,,1,,"b'b"" If it has an effect on rendering I\'m curious to see how this affects our view on XHTML compatibility.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,8,2012-08-30 17:26:36,23.25,,1,,"b'b"" If that\'s true"," then this isn\'t a dup of #378How is it related to XHTML?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,reopened,2012-09-11 11:44:36,1087.25,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,9,2012-08-30 17:26:36,856.6,,1,,"b'b"" I\'ve been trying to nail this IE compatibility icon for a long time"," and the only thing that worked was to add the HTTP headers to the response. Setting the X-UA-Compatible meta tag has no effect. The only on-page change that solved the issue was to remove the conditional comments wrapping the HTML tag.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,10,2012-08-30 17:26:36,933.85,,1,,"b""b' @djcsdy Does this mean then instead of it being should it just be ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,11,2012-08-30 17:26:36,66.6,,,1,"b'b"" I have a vested interest in making sure that H5BP doesn\'t let IE slip back into compat modes. jQuery 2.0 can\'t be used in IE 6/7/8", _or in IE 9/10 where the user forces compat mode by accidentally clicking that infernal broken biscuit on the address bar._ And yes, my scientific guess is that 90% of all clicks on the biscuit are accidental or misguided. Using X-UA-Compatible in either an HTTP header or a meta tag will get rid of the biscuit so users don\'t click it. It also overrides any listing in Microsoft\'s Compatibility View list, which companies might need to do if they\'re using H5BP to redesign a site that currently is on that list. They can\'t get Microsoft to take their site off the list until the migration is complete, but they need their new design to override the CV list. The absolute best way to avoid compat mode is for the site to send out the X-UA-Compatible HTTP header, because it avoids the need for IE to potentially restart a few lines down into the file when it sees the meta tag. However, a lot of companies have an organizational structure where the operations group that runs the server would never let some front-end Javascript jockeys tell them what headers they should send. So having a working X-UA-Compatible meta tag is the first line of defense. If the tag isn\'t going to help this IE situation, it should just be pulled out because devs are going to see it there, search for X-UA-Compatible, and think it\'s protecting them from compat mode," when it\'s not. But I\'d much prefer to see it actually work.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,12,2012-08-30 17:26:36,623.18,,1,,"b'b"" Without a test-case showing exactly how this is different from the known issue of the \'compatibility icon\' being displayed (which is distinct from the claim that IE renders the page in compatibility mode)", there\'s no new evidence to justify removing this line of code or making some other related change. If someone has a test-case," we can move forward.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1187,closed,13,2012-08-30 17:26:36,134.33,,1,,"b""b' Start IE9 and go to this url: url Your screen will look like this: url  Now press the Compatibility View button on the toolbar. The result is this: url  If the tag in H5BP had its intended effect of removing that button and ensuring that IE ran in the most modern mode"," it would not be possible to do this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
