REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,1,2015-03-30 21:57:24,68.82,1,,,"b""b' Travis CI fails with message below. Seems like a separate issue.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,2,2015-03-30 21:57:24,5.15,,1,,"b""b' Yes looks like @jimhester has a fix in PR #746'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,3,2015-03-30 21:57:24,846.8,,,1,b'b\' Looks good! Could you please add a bullet point to NEWS, thanking your github username? (FYI github only notifies me about comments, not commits," so when done please add a comment like ""PTAL"")\''",,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,closed,2015-04-28 13:18:10,920.77,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,reopened,2015-04-28 13:18:11,0.02,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,4,2015-03-30 21:57:24,133.03,,,1,"b""b' Done! PTAL -\\xc2\\xa0Jaime On Tue", Apr 28, 2015 at 6:18 AM," Hadley Wickham notifications@wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,closed,2015-04-28 15:37:23,139.2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,5,2015-03-30 21:57:24,6.25,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,6,2015-03-30 21:57:24,217.25,1,,,"b'b"" I\'m attempting to install from a github repository that has a submodule. I\'ve tried to use but I get a warning that args is deprecated. Is there a new prefered method for installing submodules? Now that is deprecated with  ? Sorry if reviving this issue is inappropriate"," I\'m happy to start a new one if that is preferred. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,7,2015-03-30 21:57:24,236.22,1,,,"b'b"" I can\'t say for certain. But", it seems adopting traded stability for the args. See url  Rather than commenting here, it\'s probably better to open a new issue regarding git2r and args (unless that discussion has already happened -I haven\'t searched). In that issue you could reference this PR. In any case," the suggestion to use with should be removed from the docs to  ""'",,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,8,2015-03-30 21:57:24,253.92,,1,,"b""b' @jonkeane uses libgit2 rather than the git client to clone the git repository. [git2r]url  the R client to the libgit2 library does not look it has an interface for submodules on cursory inspection. Probably the easiest thing to do assuming you do have the command line git client installed is define a simple helper function to clone the repository locally and install from there.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,751,closed,-,-,-,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,opened,2015-05-11 10:31:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,title,2015-05-11 10:31:50,00:00,,1,,"b""b' R development version and devtools::release() Error in git2r::status(r"," verbose = FALSE) :  unused argument (verbose = FALSE)'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,body,2015-05-11 10:31:50,00:00,,,1,b'b\' Following the CRAN Repository Policy," I\\\'ve installed the current development version of R ((2015-05-10 r68348) -""Unsuffered Consequences"")", before submitting my package to CRAN. However, upon doing so, when I run devtools::release() I receive an error:Error in git2r::status(r, verbose = FALSE) : unused argument (verbose = FALSE) Switching RStudio back to R-3.2.0 (current release version), I do not obtain the error. I\\\'m assuming I should follow the CRAN Policy, and so am wary of devtools:release() ing using the release rather than development version. Many thanks!Jonathan\'',,,,,,,,,,,,,,,,,,,,
devtools,797,closed,1,2015-05-11 10:31:50,120.23,1,,,"b'b"" Maybe you need the dev version of git2r? But I don\'t usually bother with installing R-devel myself tests on R-devel for you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,closed,2015-05-11 12:32:04,120.23,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,2,2015-05-11 10:31:50,1152.68,1,,,"b'b"" Actually", I think the problem is the other way around -you need to have an OLD version of  .  Looks like the argument to was [recently removed (at @hadley\'s suggestion)]url The change is not backward compitable and now using produces and error. I get this same error using R 3.2.0 using both CRAN and github versions of with both CRAN and github versions of  : But if we roll back a couple weeks to then we get an out-of-date warning, but things go through: Unfortunately, was just submitted to CRAN," so it is a little late to get the backward compatibility and just have it ignore  .""'",,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,3,2015-05-11 10:31:50,312.05,,1,,"b'b"" Oh bummer. I guess I\'ll need to do a point release in the near future""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,reopened,2015-05-12 12:56:49,24.75,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,closed,2015-05-22 12:29:32,1412.72,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,4,2015-05-11 10:31:50,230.8,,1,,b'b\' Using R3.2.0 and the latest dev version of devtools (and git2r) if you run you get:Warning: Uncommited changes in git.Error in git2r::lookup(r, git2r::branch_target(upstream)) : error in evaluating the argument \\\'sha\\\' in selecting a method for function \\\'lookup\\\': Error in (function (classes, fdef," mtable)  : unable to find an inherited method for function \\xe2\\x80\\x98branch_target\\xe2\\x80\\x99 for signature \\xe2\\x80\\x98""NULL""\\xe2\\x80\\x99\''",,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,5,2015-05-11 10:31:50,162.08,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,797,closed,-,-,-,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,opened,2015-05-31 06:26:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,title,2015-05-31 06:26:04,00:00,,1,,"b""b' load_all and Modules'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,body,2015-05-31 06:26:04,00:00,1,,,"b'b"" I\'m unable to use Rstudio package building tools for my Rcpp packages planar and cda. The problem occurs with load_all", which seems to dislike Modules,"'
devtools	828	closed	1	hadley	2015-05-31 06:26:04	495.42		+1		b""b' Could you link to a minimal reproducible example?'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,2,2015-05-31 06:26:04,7.93,,1,,"b'b"" Closing for now. If you add a MRE"," I\'ll reopen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,closed,2015-06-19 14:49:25,503.35,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,3,2015-05-31 06:26:04,471.35,,,1,"b'b"" Here\'s a minimal package failing to build with devtools (but fine with R CMD) because of this load_all issue", url  Note that Rcpp\'s internal unit tests seem to have moved away from this loadRcppModules strategy," but I prefer it to expose just the module names and not the module contents in the Namespace (cf direct argument).""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,reopened,2015-06-20 03:47:33,778.13,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,4,2015-05-31 06:26:04,889.82,,1,,"b'b""   contains: So they really don\'t you to run it some other way (and devtools calls directly", not through the usual mechanism). isn\'t an exported function, so I can\'t use that," so I think that makes this an Rcpp issue. Maybe @romainfrancois has some thoughts.""'",,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,closed,2015-09-03 13:30:35,583.03,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,5,2015-05-31 06:26:04,68.6,,1,,"b'b"" That\'s definitely an Rcpp issue"," please log it on theire repo.  I currently don\'t have time to offer a fix""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,6,2015-05-31 06:26:04,1165.85,,,1,"b'b\' @hadley: I don\\\'t think of devtools as an ""build obfuscation^Hhelper tool"" as mentioned in the above reference; thanks for putting your effort into it. However", it might be helpful to reconsider some environment-fiddling workaround; Ben Goodrich has confirmed at current they have not yet found a solution for packages with precompiled C++.\'',,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,7,2015-05-31 06:26:04,1208.38,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,828,closed,-,-,-,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,opened,2015-06-26 06:14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,title,2015-06-26 06:14:15,00:00,,1,,"b""b' install_github forces upgrade of packages already installed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,body,2015-06-26 06:14:15,00:00,,1,,"b""b' I need a package that is broken by the latest version of at the moment", so I install an archived first with  .  I then go and install the package I need using  ," but this upgrades me to the latest version of  . Here the archived version is installed: url  And here is call updating it to the latest version: url  Here is the travis file for this build: url  Am I just missing something or is this not the expected behavior? '""",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,1,2015-06-26 06:14:15,52.18,,1,,"b""b' this also affects  "," which similarly attempts to install the newer (and all its new dependencies) rather than use the version already installed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,2,2015-06-26 06:14:15,787.82,,1,,"b""b' Just to make this a concise reproducible example: note that the nimble package does not place any restrictions on version numbers of its dependencies (and its installation fails with igraph '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,3,2015-06-26 06:14:15,64.53,1,,,"b'b"" I agree that this behavior is annoying and causes unexpected system changes when I\'m debugging stuff. Maybe make it opt-in?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,4,2015-06-26 06:14:15,1415.42,,1,,"b'b"" Yeah", this is expected behaviour because I see a lot of people who have problems because (e.g.) they installed the latest ggplot2, but have an old version of dplyr.  If you don\'t want to update the deps," do  .""'",,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,closed,2015-09-02 20:54:12,879.95,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,reopened,2015-09-05 13:20:33,986.35,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,5,2015-06-26 06:14:15,992.33,,1,,"b'b"" +1 for an option to disable automatic package upgrades. The problem with is that it won\'t install required missing dependencies either", which causes the installation to fail.  We still need dependencies that are currently not installed," just not reinstall packages when a suitable version is available.""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,closed,2015-09-08 13:23:27,2.9,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,6,2015-06-26 06:14:15,282.8,,1,,"b""b'  Still tries to install  even if it is already installed. Any solution for that?  The installed was not specified as a remote in the currently installed version if that makes a difference.  EDIT: works.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,7,2015-06-26 06:14:15,348.72,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,863,closed,-,-,-,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,opened,2015-11-05 22:56:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,title,2015-11-05 22:56:04,00:00,,1,,"b""b' Could use_travis() turn on repo automatically?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,body,2015-11-05 22:56:04,00:00,,1,,"b""b' via github authentication from GITHUB_PAT'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,1,2015-11-05 22:56:04,1381.83,,1,,"b'b"" Reading url  suggests this code should work: But it doesn\'t", and the error recommends contacting support. Since travis support never replies with anything useful," this doesn\'t seem worth pursuing at this time.""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,closed,2016-01-12 21:57:54,1381.83,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,2,2015-11-05 22:56:04,967.85,,1,,"b""b' Critical bit seems to be using the same user agent as their example:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,reopened,2016-02-04 14:05:45,967.85,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,3,2015-11-05 22:56:04,14.42,,1,,"b""b' Complete process:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,closed,2017-08-02 16:04:09,118.4,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,4,2015-11-05 22:56:04,722.57,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,971,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,opened,2016-02-01 14:46:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,title,2016-02-01 14:46:56,00:00,,1,,"b""b' document (control+shift+d) on custom library'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,body,2016-02-01 14:46:56,00:00,,1,,"b'b"" Attended the Advanced R Developer conference this weekend and used command+shift+D repeatedly and returned to work where R has a custom library due to shared folder write permissions and the function doesn\'t work. Temporary Solution: Had to move the packages devtools needed to the vanilla library of R as a work around"," hoping there is fix for this coming in the future where custom libraries will be supported due to this limitation. (R is unable to write to my 3Devtools: Current CRAN releaseR Studio: Preview Release.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,1,2016-02-01 14:46:56,85.45,1,,,"b""b' Custom libraries already should be supported. Could you please paste the exact error message you get?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,closed,2016-02-04 16:57:26,130.5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,2,2016-02-01 14:46:56,1403.18,,,1,"b'b"" Hadley:  I removed devtools from my workaround of putting it in the library in the R install folder and I removed devtools from my main directory.  I then reinstalled it to the custom library location I use.  Having it installed in two places is never a good idea.  Now I\'m getting issues again. when I hit control+shift+d I get:devtools::document(roclets=c(\'rd\'", \'collate\'," \'namespace\'))Error in loadNamespace(name) : there is no package called \'devtools\'Calls: suppressPackageStartupMessages ... tryCatch -Execution halted Exited with status 1. when I hit build source from the build tab:==Error in loadNamespace(name) : there is no package called \'devtools\'Calls: suppressPackageStartupMessages ... tryCatch -Execution halted Exited with status 1. Do you think it\'s devtools or do you think it\'s Rstudio?""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,reopened,2016-02-05 15:35:34,1358.13,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,3,2016-02-01 14:46:56,4.02,,1,,"b""b' This is an RStudio issue. See url  You are probably setting your R user directory in a way RStudio is not picking up (like your shell startup files).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,4,2016-02-01 14:46:56,89.02,,1,,"b'b"" @jimhester I do use a custom  that defines the library.  The site you linked doesn\'t seem to mention a solution as I understand the .Renviron is the same as a windows .site for windows. I have the libpath defined there and when I type .libpaths() it lists the path that I use. Is there a better way to have RStudio recognize a custom library instead of the default location?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,closed,2016-02-05 17:34:10,118.6,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,5,2016-02-01 14:46:56,422.9,1,,,"b'b"" I am also having this problem. I switched to a custom library to avoid reinstalling all the packages with each new R update. Since doing so"," I haven\'t been able to get the package build functionality of Rstudio to work. I set the custom library in my  file with the line:  Is there a way to get Rstudio to recognize this directory when using the build tools? Typing returns the correct directory but Rstudio still gives this error with ctrl+shift+D: Here\'s my setup info:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,6,2016-02-01 14:46:56,435.12,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1061,closed,-,-,-,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,opened,2016-04-08 01:51:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,title,2016-04-08 01:51:19,00:00,,1,,"b""b' Adds host argument to  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,body,2016-04-08 01:51:19,00:00,1,,,"b'b"" Addresses #1101 This is to let you use this function with an enterprise installation of GitHub. The goal is to have a argument to work in the same way as the host argument to Here are my claims:all the tests: remain successfulremains working for works for I tested the last two manually a repository was created at github (public and private)", was pushed, and the right thing appears in DESCRIPTION. Here\'s my caveat: in a few places, I went through some contortions to get the right mappings of url\'s and paths. My goal here was to be clear about the changes I was making to favor ugly code on the surface to making changes to deeper implementations. In other words, to proscribe what I wanted to happen," but not to try to imagine (yet) the optimal way of making it happen. I remain at your service if you think that anything here should be done differently.""'",,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,closed,2016-06-03 14:08:31,737.2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,1,2016-04-08 01:51:19,739.0,1,,,"b""b' Ooops"," closed the wrong issue'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,reopened,2016-06-03 14:10:20,1.82,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,2,2016-04-08 01:51:19,59.83,,,1,"b""b' I think this looks good overall", but the main change is that you should use the host consistently everywhere that means it should always look like  , including the protocol," but not including the path. I think that will simplify the code'""",,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,3,2016-04-08 01:51:19,571.48,,1,,"b""b' Will investigate build failures and try again...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,4,2016-04-08 01:51:19,90.03,,1,,b'b\' I reworked things a bit, to put all the url logic into  , along with some comments that hopefully lay out the motivation.  In short, the host argument to must contain a protocol and a hostname, and may include a path to describe the endpoint-root per your last suggestion (which I can\\\'t seem to find on this page anymore). My claims:by manual test," remains working for host = ""url ""by manual test"," works for host = ""url ""all the tests: test(filter = ""github"") remain successful", except for a series of warnings that appear when messages are expected (output below). This seems unrelated to this PR; I can file a separate issue if you like. Happy to amend as needed.  \'',,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,5,2016-04-08 01:51:19,253.28,,1,,"b""b' Those tests look familiar to me ... @ijlyttle I sent you a PR that clears these warnings"," if you wish to just fix as part of this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,6,2016-04-08 01:51:19,388.8,,,1,"b'b"" Hi @jennybc Thanks! I\'m glad it was a straightforward fix. I\'ll wait for the signal from @hadley to see how he would like to weave the threads together.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,7,2016-04-08 01:51:19,114.88,,,1,"b'b"" Can you please ? Something is currently wrong with this PR as it\'s showing changes to >100 files. It would be great if you want to incorporate @jennybc\'s changes into this PR""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,8,2016-04-08 01:51:19,21.87,1,,,"b""b' Will do I must have got something backwards"," sorry for the mess!'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,9,2016-04-08 01:51:19,47.47,,1,,"b""b' I have been twiddling around with the GitHub site things should appear much cleaner if I just make a new pull request accordingly:I close this PR"," with the expectation that a new one will appear very soon.The new PR will have incorporated the PR from @jennybc '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,closed,2016-06-07 15:57:58,107.63,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1142,closed,-,-,-,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,opened,2016-04-14 15:13:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,title,2016-04-14 15:13:57,00:00,,1,,"b""b' Re-consider where helper files are sourced in load_all()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,body,2016-04-14 15:13:57,00:00,,1,,b'b\' Your NEWS state this In my setup I have a helper.R file, in  which creates a few (data) objects I want to  use in my unit tests (among other stuff).  You can reproduce the problem by creating a basically empty (but valid) package, then adding such a file under   This now breaks," after the new devtools update mlbench would usually be in my SUGGESTS (and I want it to be there) but even adding it to  DEPENDS and adding and explicit call to library(""mlbench"") in the helper.R does not remove the problem. This now breaks our complete devel workflow. Any advice?\''",,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,closed,2016-04-14 17:27:28,133.52,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,1,2016-04-14 15:13:57,135.27,,1,,"b""b' The problem is the helpers are sourced in the package environment"," but by default loads the objects in the global environment. Explicitly loading into the calling environment fixes the issue. (see url  @hadley maybe we should add a shim which makes this the default?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,reopened,2016-04-14 17:29:13,1.75,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,2,2016-04-14 15:13:57,114.28,,1,,b'b\' Cool that you are even fixing our package for us :) Thx a lot!I would seriously suggest that. What happened on our side was that I wanted to show a student assistant how the mlr unit tests work. Apparently at that point in time we got the new devtools version on her laptop. After calling load_all on the package, and seeing the error,"  we had 3 technically competent people sitting around the laptop for 30 min thinking ""wtf is happening"". The error is extremely ""unintuitive"" and very hard to debug. I basically had to guess what happened", and downgrade devtools to figure this out.\'',,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,3,2016-04-14 15:13:57,298.72,1,,,"b'b"" I have a package that creates some settings through the hook. My test helper files require these options. Unfortunately"," devtools runs the package hooks **after** sourcing the test helpers and breaks things for me. Why can\'t the test helper files be loaded after the package is attached by  ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,4,2016-04-14 15:13:57,563.27,,1,,"b""b' @hadley would you be open to me submitting a PR with the effect of sourcing the test helper files **after** running hooks? PS passes without error after making this change.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,5,2016-04-14 15:13:57,17.25,,1,,"b""b' Sure'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,6,2016-04-14 15:13:57,25.88,,,1,b'b\' one other question from my side, that i just noticed. in the past," i also created a file called helper_zzz.Rthis eg set a seed for my unit tests. and this seed should ONLY be set for the unit tests.now it is always used (when i call load_all on the package) so i guess my question is: how can i do ""state changes"" in my helper files"," which are only executed when i am in ""testthat unit testing mode"" ?\''",,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,7,2016-04-14 15:13:57,400.7,,1,,"b""b' @berndbischl maybe condition on  ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,8,2016-04-14 15:13:57,78.18,1,,,"b'b"" It feels like part of the pain around test helpers is that they are used for setup but there\'s no similarly official way to do corresponding tear down. I have a faux test file named that does this. Is that awful?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,9,2016-04-14 15:13:57,1.9,,1,,"b""b' What are you typically tearing down?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,10,2016-04-14 15:13:57,3.0,,1,,"b""b' OK this will be very specific. But I remove an OAuth token from an environment internal to the package. I delete some local files. I delete some things from Google Drive.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,11,2016-04-14 15:13:57,1.12,,1,,"b""b' Maybe what we need for the non-idempotent stuff is to simply source a before running the tests and a after the tests?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,12,2016-04-14 15:13:57,3.23,,1,,"b""b' Is there something like in this context?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,13,2016-04-14 15:13:57,4.38,,1,,"b'b"" No"," but that would be another approach if you wanted to keep setup and tear down in the same file together.  Could have something that allowed you to register setup and teardown code for each run. I\'m thinking something like:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,14,2016-04-14 15:13:57,888.95,,1,,"b""b' we also run our unit tests in non-interactive mode via shell scripts / from the console. actually we do that most often.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,15,2016-04-14 15:13:57,1118.93,,1,,"b'b"" I think returns whether you\'ve called or  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,16,2016-04-14 15:13:57,722.57,,1,,"b""b' Moved to pkgload'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,closed,2017-08-02 16:11:35,1362.37,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,17,2016-04-14 15:13:57,610.72,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1146,closed,-,-,-,2,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,opened,2016-04-29 19:38:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,title,2016-04-29 19:38:26,00:00,,1,,"b""b' Error using development devtools with travis-tool and installing covr'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,body,2016-04-29 19:38:26,00:00,,1,,"b""b' This is from new code merged with url  url  I have not yet been able to reproduce it locally. Also possibly related is errors at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,closed,2016-05-06 11:49:58,971.53,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,reopened,2016-05-09 16:28:26,278.47,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,1,2016-04-29 19:38:26,1009.77,,1,,"b'b"" I\'ve seen this too"," it\'s handled in dd36872a1786 (part of #1183).""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,closed,2016-05-17 15:58:13,1409.78,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,2,2016-04-29 19:38:26,1270.47,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1165,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1169,closed,opened,2016-05-02 02:19:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1169,closed,title,2016-05-02 02:19:53,00:00,,1,,"b""b' Option to turn off helper loading'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1169,closed,body,2016-05-02 02:19:53,00:00,,1,,"b'b"" I\'d prefer not to load my testthat helpers with  . I set a bunch of options like default number of simulations and progress bars which need to be different between interactive use and testing. nb: Relevant issue is url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1169,closed,1,2016-05-02 02:19:53,12.35,,1,,"b""b' ## [Current coverage]url  is **41.91%** 1. File (not in diff) was modified. [more]url   Misses  Partials  Hits  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,1169,closed,2,2016-05-02 02:19:53,645.77,,1,,"b'b"" I\'d rather not add an argument for this"," but instead provide some other way to scope your helpers so they work differently between formal and informal testing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
