REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,1866,closed,closed,2013-10-09 16:58:53,1323.4,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,1866,closed,-,-,-,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,opened,2014-01-18 15:18:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,title,2014-01-18 15:18:35,00:00,,1,,"b""b' Convert config file and libgit2_opts directory paths to posix on Windows'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,closed,2014-01-18 15:59:27,40.87,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,1,2014-01-18 15:18:35,614.63,,1,,"b""b' Reopen'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,reopened,2014-01-19 01:33:13,573.77,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,2,2014-01-18 15:18:35,3.23,,1,,"b'b"" I\'m not sure I understand yet why forward slashing these paths useful?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,3,2014-01-18 15:18:35,9.45,,1,,"b'b"" When does an issue arise if we don\'t store the path with slashes?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,4,2014-01-18 15:18:35,270.0,1,,,"b'b"" I think there may be some confusion about when to use mkposix based on my recent change to gitdir support. When libgit2 reads a path from the end user (i.e. not via an API call) we probably should mkposix it", so that Windows users can use Windows paths naturally. However, when the path is coming via a binding to an API, it is expected that it will already be in POSIX form we don\'t convert every API provided path. In the case of these API calls," the data is not coming from a file written by the end user and should already be in POSIX form. Perhaps my comment on the earlier change did not leave this policy clear. Sorry!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,5,2014-01-18 15:18:35,350.32,,1,,"b'b"" @arrbee", so just to be clear: You really want that is passed to i.e.  ? Then it would also have to be instead of  , right? I don\'t see anything wrong with that; just being curious. Apart from that, I actually don\'t see a reason to convert _input_ paths either. If at all, I would have expected that the posix abstraction layer on windows would have to ensure that paths are all using backward-slashes," just to ensure the Windows API works correctly (which it _usually_ does too for forward slashes).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,closed,2014-01-19 13:48:30,735.28,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,6,2014-01-18 15:18:35,107.07,,1,,"b""b' The Windows API should _always_ deal with slashes as path separators", the library needs the slashes whenever it needs to figure out what the basename for a path is, or the directory," or similar.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2060,closed,-,-,-,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,opened,2014-02-07 11:03:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,title,2014-02-07 11:03:56,00:00,,1,,"b""b' Can not use proxy with password'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,body,2014-02-07 11:03:56,00:00,,1,,"b'b"" I have a global config entry like the following: libgit2\'s fetch fails withThe problem is that  [WINHTTP_PROXY_INFO]url  does not support authentication for proxies (see also [this question]url  This is bad because official git does support authentication for proxies and thus libgit2 can not perform network operations in perfectly valid git configurations.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,1,2014-02-07 11:03:56,2.47,,1,,"b'b"" @Yogu Shouldn\'t it be ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,2,2014-02-07 11:03:56,46.78,1,,,"b""b' @nulltoken  Sorry"," that was a typo in the issue description. The config file is correct.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,3,2014-02-07 11:03:56,93.52,,1,,"b""b' I can see some options with some promising names in this **[documentation]url  describing the options flags supported by  WINHTTP_OPTION_PROXY_PASSWORDWINHTTP_OPTION_PROXY_USERNAME /cc @phkelley '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,4,2014-02-07 11:03:56,125.52,,,1,"b'b"" Indeed"," win http absolutely supports proxies with passwords.  We just need to set the options. Can\'t look at this today but I can dig in this weekend if nobody beats me to it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,5,2014-02-07 11:03:56,626.78,,1,,"b""b' Did this ever get looked at?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,6,2014-02-07 11:03:56,712.82,,1,,"b""b' The WinHTTP transport (which is the only one which supports a proxy) does look up the proxy from the config and env variables.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,7,2014-02-07 11:03:56,1355.75,,1,,"b""b' Closing as it seems it was actually fixed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,closed,2014-08-26 12:27:34,83.63,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,reopened,2015-03-02 18:06:05,338.52,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,8,2014-02-07 11:03:56,342.6,,1,,"b'b"" Reopening as it seems that we still **[don\'t extract the proxy username and password]url  from the url that returns""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,9,2014-02-07 11:03:56,813.92,,1,,"b""b' @ethomson Are you still up to take a look at this? This would be a neat addition as currently libgit2 users behind a corporate proxy are compelled to rely on local proxy (eg. cntlm", ntlmaps," ...)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,10,2014-02-07 11:03:56,685.37,,1,,"b""b' @FeodorFitsner In order to ease the implementation of this feature"," we were thinking about starting with a failing test. Would you have any idea how we could set up some kind of NTLM proxy during our AppVeyor builds? Would you know any product we could download and install to this purpose?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,11,2014-02-07 11:03:56,50.47,,1,,"b""b' Look at this thread: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,12,2014-02-07 11:03:56,11.32,,,1,"b'b"" @FeodorFitsner Awesome! Thanks for the tip @ethomson There\'s a chocolatey **[package]url  for privoxy (which _looks_ like **[supporting]url  NTLM). Would that fit our need?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,13,2014-02-07 11:03:56,19.05,,,1,"b""b' Hmmm. Not sure Privoxy actually supports user authentication by itself. It supports forwarding up to a parent proxy.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,14,2014-02-07 11:03:56,16.82,,1,,"b'b"" Another option might be **[DeleGate]url  which is also available as a chocolatey **[package]url  However", I\'d really like someone with proxy skills to take another look at the manual," as I\'m a bit out of my depth here.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,15,2014-02-07 11:03:56,27.6,1,,,"b""b' Right", this is a bullet point that it has session persistence.  NTLM andKerberos authenticate the entirety of a kept-alive session.  If you are aproxy and do not honor this notion, then you will require users toauthenticate for every request (at best).  If you are painfully unaware ofconnection affinity, and assume that everything is cookies and basic, thenyou will mix up authenticated connections. It looks like privoxy does not support authentication itself:says the manual.  Which is a shame. Does the Appveyor image have a JRE installed?  If so, I may be able to makesomething work. On Fri, Apr 24, 2015 at 4:47 PM," nulltoken notifications@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,16,2014-02-07 11:03:56,19.33,,1,,"b""b' @ethomson url  states that the following are installed: Java SE Development Kit (JDK)JDK 1.7 x64 (C:\\\\Program Files\\\\Java\\\\jdk1.7.0\\\\bin default in PATH)JDK 1.7 x86 (C:\\\\Program Files (x86)\\\\Java\\\\jdk1.7.0\\\\bin)JDK 1.8 x64 (C:\\\\Program Files\\\\Java\\\\jdk1.8.0)JDK 1.8 x86 (C:\\\\Program Files (x86)\\\\Java\\\\jdk1.8.0)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,17,2014-02-07 11:03:56,2.72,,1,,"b'b"" OK"," I think I have a proxy that I can bring to the party that I\'ve used for testing previously.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,18,2014-02-07 11:03:56,162.38,,1,,"b'b"" I\'ve also tried setting up squid with ntlm_fakeauth viaurl  butsomething goes wrong and the connection is terminated (at least with curl)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,19,2014-02-07 11:03:56,642.83,,1,,"b'b"" I started looking into it", and while we can have a guess that a server will support Basic, it opens up a can of worms about whether people do want to have their password in plaintext or whether a  would prefer to be asked for them as needed," possibly using the same cred callbacks we already have for the endpoint. It also opens up whether we\'d like to allow the user to specify the want NTLM auth or what.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,20,2014-02-07 11:03:56,1327.6,,1,,"b""b' Fixed as part of #3110 we now extract the auth info from calleror config-provided urls.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,closed,2016-04-20 09:09:34,903.48,2,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2106,closed,-,-,-,2,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,opened,2014-04-21 15:51:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,title,2014-04-21 15:51:55,00:00,,1,,"b""b' Out of memory when cloning local repository (creation of upload pack)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,body,2014-04-21 15:51:55,00:00,,1,,"b'b"" I\'m experimenting with cloning a local repository. I\'m facing an problem however", originating form in zstream.c. Somehow, just keeps growing up to one gigabyte," even though the repository only holds 136 (very small) objects; is always 0. The repository I\'m using for local clone is this one: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,1,2014-04-21 15:51:55,1182.7,,1,,"b'b"" I can\'t reproduce locally with libgit2 from development"," with a fresh copy of that repo off of GitHub. Possibly the repacking done by git make us not trigger an option. Can you try to reproduce from a repo you just cloned?  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,2,2014-04-21 15:51:55,241.12,,,1,"b'b"" I\'ve created a small bash script that will compile libgit2 with the options I use and then does a local clone with a fresh copy of the repository:  #!/ This script does show the out of memory problem on my system: I\'m on OSX 10.9.2 (64-bit). Note that I compiled everything for 32-bit. GCC: CMake: Anything else you need to know?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,closed,2014-04-26 15:35:44,1423.82,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,reopened,2014-04-26 15:35:50,0.1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,3,2014-04-21 15:51:55,4.15,,1,,"b""b' Oh", heh; I ran it under valgrind," and it does indeed ask for a quite a bit of memory. I forgot how eager Linux is to overcommit. This suggests that we never actually touch the memory.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,4,2014-04-21 15:51:55,17.75,,,1,"b'b"" I think I\'ve found the cause. When we ask zlib for a suggested output length", we always add it on top the current size," which is not so nice when we reuse the buffer and already have quite a bit allocated.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,5,2014-04-21 15:51:55,26.13,,1,,"b""b' #2301 should fix it"," could you give it a try?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,6,2014-04-21 15:51:55,1037.27,,,1,"b""b' Works perfectly! Thanks a lot. Great turnover time :)Issue can be closed from my point of view.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,closed,2014-04-27 10:57:55,1162.08,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,7,2014-04-21 15:51:55,77.32,,,1,"b""b' Neat. Thanks for the report :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2285,closed,-,-,-,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,opened,2014-04-28 13:36:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,title,2014-04-28 13:36:13,00:00,,1,,"b""b' Bump required CMake version to 2.8.3'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,body,2014-04-28 13:36:13,00:00,,1,,"b""b'   used in url  requires at least 2.8.3"," fails with 2.6'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,closed,2014-04-28 13:37:01,0.8,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,1,2014-04-28 13:36:13,2.88,,,1,"b'b"" Gah", I\'m not 100% happy about this. RHEL / CentOS 6.x ship only with 2.6.x," so this would make it impossible to e.g. use libgit2/Rugged without modification on those systems.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,reopened,2014-04-28 13:39:16,2.25,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,2,2014-04-28 13:36:13,0.5,,1,,"b""b' Yeah"," right now rugged fails on 2.6'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,3,2014-04-28 13:36:13,4.23,,1,,"b""b' Building rugged:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,4,2014-04-28 13:36:13,48.17,,1,,"b""b' Closing"," 2.6 compat in url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,closed,2014-04-28 14:32:00,52.73,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2305,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,opened,2014-05-18 15:04:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,title,2014-05-18 15:04:12,00:00,,1,,"b""b' Fix compiler warning (git_off_t cast to size_t).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,body,2014-05-18 15:04:12,00:00,,1,,"b""b' Use size_t for page size", instead of long. Check result of sysconf.Use size_t for page offset so no cast to size_t (second arg to p_mmap).Use mod instead  pair," so no cast to size_t is necessary. @carlosmn: another minor compiler fix for #2352.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,closed,2014-05-18 18:55:50,231.63,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,reopened,2014-05-18 18:58:17,2.45,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,1,2014-05-18 15:04:12,98.8,,,1,"b'b"" You are quick! I was going to write", there is a second place in our code base with the equivalent code," and it relies on being able to get a valid value on platforms that don\'t have  . In there is a function which uses the system page size to set a natural allocation block size for memory pools. I\'m wondering if you would move into and move the implementation to be with the other POSIX emulation code. Then we can get rid of the implementation in and just have it call  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,2,2014-05-18 15:04:12,668.22,,1,,"b""b' @arrbee"," @carlosmn: any updates on this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,3,2014-05-18 15:04:12,22.92,,1,,"b""b' @carlosmn Did you have any final thoughts on this or should we merge this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,closed,2014-10-27 09:06:58,848.68,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,4,2014-05-18 15:04:12,326.42,,1,,"b'b"" I didn\'t realise this was still against development; I\'ve manually merged this to master.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2366,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,opened,2014-05-18 15:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,title,2014-05-18 15:08:23,00:00,,1,,"b""b' Fix compiler warning: compare signed and unsigned.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,body,2014-05-18 15:08:23,00:00,,1,,"b""b' @phkelley: minor fix to a previous revision.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,1,2014-05-18 15:08:23,87.98,,,1,"b""b' On Linux x64 this takes two types of the same size", one signed and one unsigned, and performs a subtraction. The subtrahend is effectively -1 if we interpret the value as a signed value," so we are adding 1 to the minuend to form the difference. This is generally going to yield a value greater than zero -thus the failures from Travis. So the dilemma about exactly what to do here continues :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,closed,2014-05-18 18:55:50,227.45,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,reopened,2014-05-18 18:58:05,2.25,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,2,2014-05-18 15:08:23,445.33,1,,,"b""b' @phkelley: the most recent patch should address the dilemma you talked about.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,3,2014-05-18 15:08:23,261.53,,1,,b'b\' Merging this is probably a good idea just to clear up the compiler warnings, but I\\\'m not overall a big fan of how this code is now structured at all. It is mostly the fault of the stuff that was pulled over from core Git, I think," but I believe we can do better. We should not just be silently returning a value from this code without setting an error message. That will result in canceling the print request without an error message. I think we should probably fall back to the ""Binary files %s and %s differ"" message when the files are too large to generate a binary delta.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,4,2014-05-18 15:08:23,556.27,1,,,"b'b\' @arrbee: two questions:The ""Binary ... differ"" message is accompanied by the full paths in the calling method below; would you like to add them to the parameters of this one?The entire method doesn\\\'t set a single error message", even though it errors out because of problems; should those be revisited, too?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,5,2014-05-18 15:08:23,850.4,,,1,"b""b' @arrbee"," @phkelley: is there still interest in merging this solution?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,6,2014-05-18 15:08:23,620.82,,1,,"b""b' Hi @kitbellew"," it looks like @arrbee made some comprehensive changes at the end of May which fixed this problem. Please send another PR if there is anything remaining that you feel needs to be addressed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,closed,2014-06-07 14:10:43,1152.63,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2367,closed,-,-,-,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,opened,2014-05-18 15:10:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,title,2014-05-18 15:10:41,00:00,,1,,"b""b' Fix mkstemp open flags.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,body,2014-05-18 15:10:41,00:00,,1,,"b""b' @carlosmn: make sure that the temporary file is truncated.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,1,2014-05-18 15:10:41,77.93,,,1,"b'b"" Thanks for the submission", but as far as I can tell, this doesn\'t do anything. If we look at the publically available source for the C runtime library (CRT), and examine how the flags map onto parameters to CreateFile," both combinations yield CREATE_NEW. This is from open.c.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,2,2014-05-18 15:10:41,107.53,,1,,"b'b"" @phkelley: you\'re right; the page below says that will be returned if are used which makes redundant: url  Originally"," I was simply going by documentation (on the same page above) which says that (which was used here earlier) is equivalent to  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,3,2014-05-18 15:10:41,26.98,,1,,"b""b' Removed the unnecessary but set the permissions to  : url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,closed,2014-05-18 18:55:50,225.15,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,reopened,2014-05-18 18:57:50,2.0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,4,2014-05-18 15:10:41,241.67,,1,,"b'b"" What\'s the rationale for the change in requested mode?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,5,2014-05-18 15:10:41,32.97,,1,,"b""b' Standard opens files with  ; the Windows emulation should probably do the same: url url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,6,2014-05-18 15:10:41,17.28,,1,,"b'b"" I\'d like to know the specific problem you\'re trying to solve by doing this.  We are seeing many reports of people running Visual Studio as administrator and having permissions problems because of these sorts of things", so it\'s not clear to me that this is necessarily the right thing, even though it matches posix semantics. I would like to understand better why we\'re changing this instead of just doing it to match posix. I wonder if we shouldn\'t set proper ACLs instead of trying to emulate this through a mode (that doesn\'t really map as well)," perhaps one that provides the appropriate permissions to both administrator and the logged-in user.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,7,2014-05-18 15:10:41,56.77,,1,,"b""b' @ethomson: no other reason than posix.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,closed,2014-05-19 00:31:49,333.98,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,8,2014-05-18 15:10:41,121.45,1,,,"b""b' Okay; I think that this does deserve more attention.  Do you have any thought about using ACLs like that or does it seem crazy?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,9,2014-05-18 15:10:41,150.45,,1,,"b'b""   is called in two places", in (where it seems to be unlinked soon thereafter) and in which calls explicitly right after. So, for now, it will affect nothing how we set the permissions; however, if in the future another execution path uses  , it seemed prudent to make sure it does what it\'s expected to do, especially now that we have just discovered it wasn\'t and fixed one aspect of it (opening instead of  ). As to ACLs, it probably depends on what happens to the file later, and whether it\'s really temporary. Running VS as administrator is similar to running  as root in which case one shouldn\'t be surprised when permissions problems arise later. However, if Windows users are naturally accustomed to this," perhaps some treatment of real UID vs effective UID might help.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,10,2014-05-18 15:10:41,1002.47,,1,,"b'b"" Yeah", they are.  Unfortunately, there doesn\'t seem to be the separation between administrator and non-administrator by most Windows users / developers that you see on Unix where running privileged is a Big Deal.  Since you closed this issue," I\'ll open a new one for discussion.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2368,closed,-,-,-,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2464,closed,opened,2014-07-04 13:59:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2464,closed,title,2014-07-04 13:59:43,00:00,,1,,"b""b' Provide a callback for certificate validation'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2464,closed,body,2014-07-04 13:59:43,00:00,,1,,"b""b' Call the user if they want to in order to check the  info. Always call but provide our decision in the HTTP case. The user gets the last word if the callback is set.[x] Implement for HTTP  [x] Tests for HTTP[x] Implement for SSH  [x] Tests for SSH[x] Implement for WinHTTP  [x] Tests for WinHTTP'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2464,closed,1,2014-07-04 13:59:43,1221.52,,1,,"b'b"" I\'m slowly coming to think that we should expose the basic information as a struct. Otherwise"," bindings (or an application author) would have to figure out what  combination libgit2 is running on top of and then go and use whatever ssl we\'re using themselves to go and extract the data.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2464,closed,2,2014-07-04 13:59:43,136.53,,,1,"b'b"" Related to issue #1366 (I thought you didn\'t want to implement this so special thanks for this PR!).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,2464,closed,3,2014-07-04 13:59:43,18.55,,1,,"b""b' For WinHTTP I think the TortoiseGit team might be able to help if the interface is properly designed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
