REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4392,closed,23,2016-01-22 22:57:49,476.67,,1,,b'b\' @parker it\\\'s OK," I will go with the ""where trick"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4392,closed,closed,2016-01-26 07:31:12,490.17,2,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4392,closed,-,-,-,2,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,opened,2016-02-02 21:56:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,title,2016-02-02 21:56:28,00:00,,1,,"b'b"" Jekyll 3.1 doesn\'t understand backtick-style fenced code blocks""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,body,2016-02-02 21:56:28,00:00,,1,,"b'b"" I was under the impression that the new release supported backtick-style fenced code blocks. See:url url  However", it looks like since I switched my Jekyll site (note, it\'s not hosted on GitHub) from Redcarpet to Kramdown," the code highlighting stopped working. If I use the standard tilde style it works but the backtick-style will not work and the content is rendered as You can test it using the default site created by jekyll. If you change to  \\\\ it will break. Is my assumption incorrect?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,1,2016-02-02 21:56:28,6.6,,1,,"b""b' I also enable the [specific config]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,2,2016-02-02 21:56:28,11.53,,1,,"b""b' This issue is a duplicate of #4427 and was resolved with the merger of #4428.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,closed,2016-02-02 22:14:38,18.17,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,reopened,2016-02-02 22:14:58,0.33,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,3,2016-02-02 21:56:28,0.6,1,,,"b""b' Wait", one second," we never backported that feature it was a mistake it was listed there.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,4,2016-02-02 21:56:28,9.6,,1,,"b'b"" @weppos If you\'re using Jekyll 3.0.2 (which is what GitHub is using)"," please update your issue title.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,5,2016-02-02 21:56:28,4.82,,1,,"b""b' Yes"," it would be nice to know if you are on Github pages or on Jekyll stable outside of Github pages because this feature does work in 3.1 and we explicitly test it (as far as I remember) and we also default it to GFM on 3.1 so if you are on 3.0 then we might need to do a public backport of GFM.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,6,2016-02-02 21:56:28,32.08,,1,,"b'b"" No", I\'m using Jekyll 3.1. As mentioned," the site is not hosted on GitHub. The is quite standard and all the gems have been updated via  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,7,2016-02-02 21:56:28,1.5,1,,,"b""b' @envygeeks you can easily reproduce it from the default project generated with  . As I was afraid of conflicts", I generated a new site," wrote a simple code snippet and it did not work.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,8,2016-02-02 21:56:28,0.0,,1,,"b""b' Okay"," this issue is resolved then @weppos with the aforementioned tickets.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,closed,2016-02-02 23:03:13,48.25,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,9,2016-02-02 21:56:28,2.12,,1,,"b'b"" Are you saying that the current version I can download from RubyGems doesn\'t contain the bug? In other words"," are you expecting 3.1.1 to work?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,10,2016-02-02 21:56:28,2.95,1,,,"b""b' Ok", nevermind," I saw the merge was a few hours ago hence I suspect 3.1.1 is buggy and we should wait for a bugfix release.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,11,2016-02-02 21:56:28,6.77,,1,,"b""b' For the time being you can hit master directly with in your Gemfile and it should work as testing to make sure that fixed it"," it did properly highlight on the default site now with that fix on that branch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,12,2016-02-02 21:56:28,545.62,,,1,"b""b' I confirm that using the latest version from master fixes the issue :+1:  Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,13,2016-02-02 21:56:28,247.37,,1,,"b""b' jekyll 3.1.1 have this bug. when will a fix release?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,14,2016-02-02 21:56:28,386.78,,,1,"b""b' Working on it! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4448,closed,-,-,-,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,opened,2016-02-11 21:22:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,title,2016-02-11 21:22:54,00:00,,1,,"b'b\' Rename the ""gems"" config key to ""plugins""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,body,2016-02-11 21:22:54,00:00,,1,,b'b\' What do you think about renaming the config directive to  , with full backwards compatibility? The idea being, if you\\\'re not from the Ruby world,"gems"" isn\\\'t a very intuitive term (even though that\\\'s what they are). Further, users shouldn\\\'t have to care about (or see) the behind-the-scenes plumbing, in terms of how things are distributed. Instead, let\\\'s call the key ""plugins", a term which has a broader understanding outside the Ruby ecosystem, and one that should be familiar to any user coming from a more traditional CMS like WordPress or Drupal. In terms of practicality, it\\\'d just be a matter of combining the and arrays, if they exist when we load the config, and updating the docs in the next minor release.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,1,2016-02-11 21:22:54,7.65,,1,,"b'b"" :+1: I\'m in favor of this. :smiley:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,2,2016-02-11 21:22:54,295.48,,,1,"b""b' Great idea'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,3,2016-02-11 21:22:54,1067.08,,1,,"b""b' +:100:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,closed,2016-06-29 07:11:12,588.3,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,reopened,2016-06-29 07:50:08,38.93,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,4,2016-02-11 21:22:54,1364.52,,1,,"b""b' @benbalter Are you open for a pull request for this if nobody has already started and the agreement is that the name of the key should be changed? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,5,2016-02-11 21:22:54,28.68,1,,,"b""b' @Crunch09 @benbalter @parkr if this does change it needs to support the old still.  This is flagged for 3.2 which would make it a breaking change without backwards compatibility.  A pretty terrible breaking change.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,6,2016-02-11 21:22:54,2.57,,1,,"b""b' I think @benbalter already thought of this in his proposal :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,7,2016-02-11 21:22:54,1.08,,,1,"b""b' I say send a pull then @Crunch09 if you wish to work on it!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,8,2016-02-11 21:22:54,68.57,,,1,"b'b"" @envygeeks Will do! I just found out that we can\'t use the name though because it\'s already [a deprecated name for the key  ]url  @benbalter ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,9,2016-02-11 21:22:54,1256.1,1,,,"b'b"" Could we complain if is a string (meaning the user thinks its  )"," but use it as an alias for if it\'s an array?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,10,2016-02-11 21:22:54,38.65,1,,,"b'b"" @benbalter I think I\'d rather just go full-fail and explode if it\'s a string. I don\'t want to confuse people with behaviours like that. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,11,2016-02-11 21:22:54,628.23,,1,,"b""b' I like the idea of exploding too"," it reduces the logic we need to care about.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,12,2016-02-11 21:22:54,668.7,,1,,"b'b"" So the conclusion is that we don\'t keep as a (deprecated) meaning for  "," correct? I think i\'ll have a PR ready by tomorrow.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,13,2016-02-11 21:22:54,361.23,1,,,b'b\' If the setting is a string," raise an error with a message saying ""If you meant to specify the plugins directory", use  . Otherwise," please make this an array"" but better \\xf0\\x9f\\x98\\x84 If it\\\'s an array", use it as and print a message letting them know they should update.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,14,2016-02-11 21:22:54,4.25,,,1,"b""b' @parkr Alright \\xf0\\x9f\\x98\\x86  thanks for the clarification!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,15,2016-02-11 21:22:54,1195.33,1,,,"b""b' Now that themes can also be installed via gems"," might seem odd in some contexts. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,16,2016-02-11 21:22:54,161.53,,1,,"b'b"" @DirtyF can you expand on that? While Themes are distributed as Gems", they shouldn\'t be included in the list," and are not required like plugins are.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,17,2016-02-11 21:22:54,66.85,,1,,"b'b"" No. It\'s not stale.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,closed,2017-04-17 11:46:34,236.43,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4509,closed,-,-,-,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,opened,2016-02-11 21:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,title,2016-02-11 21:52:38,00:00,,1,,"b""b' Gem-based themes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,body,2016-02-11 21:52:38,00:00,,,1,"b'b"" Similar to what we did with Gem-based plugins", we should introduce the concept of Gem-based themes, making it easier for users to style their content, and hopefully creating a more robust theme ecosystem.### How themes work today Today, while there are lots of great Jekyll themes out there, the installation process generally involves either forking a repo or copying files into the destination site. The problem with this approach, beyond ease of use and the ability to quickly switch themes, is that there\'s no good way to downstream subsequent updates (not to mention, from a DRY perspective, the theme\'s CSS and templates now exist in hundreds or thousands of repos, each with their own versions and edits).### How Gem-based themes would work for users Find a theme you like? Simply add in your site\'s file. That\'ll instruct Jekyll to load the Gem-based theme, just like it would any plugin. The theme would be able to register layouts, and its static assets (css, javascript, images, etc.) would be automatically included in the built site. Heck, maybe there\'s even an  , or similar, to include the theme\'s assets in your HTML. Lets say the theme has a layout. If you don\'t like it, simply create a layout in your standard folder with the same name. At render time Jekyll will first look to the user\'s layouts and includes, and if one doesn\'t exist, it\'ll then look to the theme\'s. As an added bonus, if you\'re just using the theme defaults, we\'ve allowed you to better separate content from presentation, as your repo is now almost entirely your own content, with less Jekyll noise getting in your way.### How Gem-based themes would work for theme creators Themes are just Gems with a defined folder structure, not unlike the Jekyll site itself. The only required file would be the Gemspec itself. Beyond that, you can introduce as many layouts you\'d like, in a folder, the same with  . For assets, the folder can automatically be included in sass\'s include path (meaning the user could just do to include your css in there own). We can also define some sort of ( ?) folder, which\'ll be automatically included as a whole, in the built site. Heck, maybe themes can even be dependencies of other themes (e.g., a vanilla Bootstrap theme might be a dependency of Hyde). We\'ll probably also want to include a screenshot in a predictable path.### A note on security From a GitHub Pages perspective, it\'d be important to us that themes not be allowed to contain any server-side executable code (e.g., only liquid-based logic). As far as I understand it, the Gemspec isn\'t executed once the Gem is built. That would allow us to very quickly whitelist a large number of themes for use with GitHub Pages (and would then not have to strictly version each), allowing theme developers to push updates to Rubygems, which would then update the version used by GitHub Pages, without requiring (much) human intervention. If themes need advanced functionality, they can require a plugin (which could go through the existing review process).### A note on conventions Right now, everyone has their own design patterns. Is it or  ? or  ? or  ? For themes to be truly fungible, we\'ll probably want to put out some sort of style guide for themes, describing common design patterns, and how best to implement them in cross-theme ways.### A note on our own theme If we went down this path, the default Jekyll theme (that\'s bundled with Jekyll), would be pulled out into its own Gem. could them simply create the necessary config and folder structure. Heck, maybe could even take a theme name and be capable to generate a boilerplate site for any theme. Thoughts? I Know there\'s some prior art within Octopress, but think making themes first class citizens of the Jekyll world, like we did for plugins, could go a long way to level up the Jekyll publishing experience," especially for new users.""'"
jekyll,4510,closed,1,2016-02-11 21:52:38,28.42,1,,,"b'b"" The prefix and tags are well known in this will muddy our tags and the include tag is a planned tag for us as users keep asking us to allow merging assets outside of Sprockets.  So this further exacerbates that.  uses this folder"," I would be pretty angry to see that Jekyll started taking over our well known folder and muddied our meaning of it for it\'s own purposes further complicating our goals on because of shallow design.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,2,2016-02-11 21:52:38,6.15,1,,,"b'b"" It looks like the folder is just used for images", fonts, etc. Unless I\'m misunderstanding, theoretically, a theme could have an folder, that would work with  ," no?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,3,2016-02-11 21:52:38,4.13,,1,,"b'b"" @benbalter they could", if had  ,  , and others (which if that happened I would be :+1: all the way,") which is something I\'ve been hoping that Jekyll itself would adopt for it\'s basic processors to that could be the big brother to Jekyll\'s own scss and other processors and be a straight up advanced drop in replacement for full on asset management.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,4,2016-02-11 21:52:38,559.53,,,1,b'b\' Hello," if I may add my two cents on themeing. I\\\'d say ideally you can simply ""link"" in a theme to your site in the theme folder using a git submodule (or low-tech just unpack a theme zip archive). See Hugo or other site builders / generators where it works today. That way you can", for example," install a couple of themes (lets say three) and ideally switch the theme just by changing the settings in  .  Bundling up themes into gems would be a nice extra. Keep it up. Cheers.  PS: FYI: There\\\'s also a related discussion thread titled [""What is the future of Octopress Ink?""]url  in the jekyll talk forum.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,5,2016-02-11 21:52:38,30.12,,1,,"b""b' @geraldb I like the premise behind what does but I think for the sake of quickness when it comes to new users people should consider instead: url  it just makes life easier for regular users.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,6,2016-02-11 21:52:38,196.45,,,1,"b""b' Super psyched about this! Would be a great topic for [JekyllConf]url  cc @imathis '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,7,2016-02-11 21:52:38,171.78,,,1,b'b\' The challenge with submodules, is that there\\\'s a high degree of technical complexity involved. I\\\'ve been using Git for years and I still have to look up the commands each time. Not to mention, it requires you to have Git locally and feel comfortable using the command line.  In terms of subsequent upstream updates, there\\\'s no way to semantically version a git submodule, meaning you just have to blinding update to the latest version. And unlike all other dependencies (Kramdown, Rouge, etc.), the theme would have its own upgrade process, independent of  , and in the case of zip files, that gets even more complicated, as you\\\'re taking things out of version control completely.Yes! This should be possible," with what I described above. You could have multiple themes ""installed"" by adding them to your Gemfile", and could switch between them by simply changing an option in your config file.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,8,2016-02-11 21:52:38,23.0,,,1,b'b\' @benbalter  The idea is that a theme is just a git repo, that is," a bunch of files and folders. A ""normal"" user just unpacks an archive in the theme folder. I\\\'d argue that bundling up a theme into a Rubygem is beyond most users skills. The idea is to keep it as simple a possible e.g. just a bunch of files (in a git repo).  Using a theme ""linked"" in with a git module is just an ""advanced"" option as would be using a ""gem"". As mentioned above Hugo might be a ""real world"" model to study (for inspiration) see url as are other static or dynamic site builders such as WordPress and others.  Anyways", thanks for the consideration and thanks for all the great plugins (avatar, seo, sitemap, feed, etc.) and the GitHub Pages push to Jekyll 3. Keep it up. Cheers.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,9,2016-02-11 21:52:38,6.78,,,1,"b'b"" @geraldb Totally with you", and in what I\'m proposing above, themes are just repos, so the above would be possible for those that prefer. The biggest limitation with unpacking an archive is that it requires command-line, or at least local access. Imagine a completely wed-based publishing flow, where you simply choose a theme and start adding content.  Not to mention, there\'s something to be said for separating content from presentation and DRYing up Jekyll sites. For most users, there\'s no reason to have a third-party theme cluttering up their site\'s version control (or to have 30,000 different versions floating around, each with one edit never surfaced upstream). The other limitation is that archive or submodule based themes are limited to one folder, so while assets (css, javascript) may copy cleanly, things like vendoring layouts and includes do not, as you cannot currently have multiple layout or include folders.  The other advantage of the above is an idea similar to WordPress\'s template hierarchy, in which I theme can have a  , but if I don\'t like it, I can add my own to my site (not modifying the theme itself), which Jekyll could use instead, still giving me access to includes, other templates, assets, etc. See where you\'re coming from, and a big fan of Hugo," I\'m hoping the Jekyll theme ecosystem can (and should be) much bigger than one repo would safely allow! :smile:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,10,2016-02-11 21:52:38,2.17,,,1,"b'b\' @benbalter If I may add one more comment:I\\\'d argue that keeping the option of just a bunch of files and folders that you can copy or more ""advanced"" link into a theme folder will make it easier (in addition to the option for bundled gems) e.g.:GitHub does NOT need to whitelist any themes (less work and more choice) and", thus,Jekyll users can use whatever theme they like  even on GitHub Pages.I\\\'m a actually a fan of Jekyll  (see my little [themes collection]url  for example) ;-)  Hugo was just an example. WordPress I\\\'d say is a better example e.g. works the same, that is," without any gems ;-) just unpack the theme e.g. bunch of files and folders into a ""dedicated"" theme folder.  Of course", Jekyll needs to get updated for theme-ing e.g. so there\\\'s a hierachy of lookups for files (if not found in themes/[theme-name] try layouts etc.).  PS: Just to make sure I\\\'m all for using bundled gems for themes the argument is that it should be an option and just a bunch of files and folders (following a convention of course a la WordPress or similar) works too. Just my two cents. Again thanks all your efforts moving Jekyll forward and keeping GitHub Pages up-to-date. Keep it up. Cheers.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,11,2016-02-11 21:52:38,340.87,,1,,"b'b"" I really like the idea of gem-based themes"," so long as there is still the option to overwrite the files we want to customize (something along the lines of [drupals ]url  It also gives more incentive to users to submit PR\'s to fix  features to the theme rather than it being buried in a million different incompatible repo\'s.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,12,2016-02-11 21:52:38,1047.37,1,,,"b'b\' IMHO two nice additions would be: 1)  Each theme and every asset and partial html file used to render the theme should reside in the same folder. Basically I\\\'m suggesting to drop ""_include"" and ""_layouts"" folders and the  in the root folder of the website"," and use instead a ""_themes"" folder. Inside the _themes folder you should have one subfolder for each theme For example: Default theme Alternative theme Every partial / include file should reside in a subfolder inside the theme folder. You could decide for example that every theme folder MUST have an _include folder", and that everytime Liquid finds a {% include %} tag, the included file should be picked up from that folder. I\\\'m thinking about a themes folder structured this way:  2) Each theme subfolder should contain another _ where you could store some preferences that would help defining how that theme should be rendered by Jekyll. For example, during the next holidays you could decide to set an option to change the look of the theme... for example by setting this: and Jekyll and the theme author could use that parameter to display some festive images (dunno... an image of santa claus riding his sled with the reindeers that flies up in the air on the background of the website... some christmas decorations here and there...)When the holidays are over you could simply turn that option to false, rebuild the pages and turn the site back to its previous look. I\\\'m sorry for my bad english... I hope that you\\\'ll understand anyway what I\\\'m trying to explain...\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,13,2016-02-11 21:52:38,275.43,,1,,"b""b' Does GitHub Pages support submodules?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,14,2016-02-11 21:52:38,2.92,,1,,"b""b' In some cases. See url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,15,2016-02-11 21:52:38,3.45,,1,,"b""b' Neat. Then people using GitHub Pages (AKA Jekyll in mode) can just use folders and submodules as themes. Other users can also use Gem-based themes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,16,2016-02-11 21:52:38,5.82,,1,,"b'b"" To be clear"," I\'m looking to make Gem-based themes widely available on GitHub Pages (to avoid having to use copy :spaghetti: or resorting to adding submodules via command line).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,17,2016-02-11 21:52:38,22.15,,1,,"b""b' +1 on letting themes have a  "," you could then support theme extending (e.g. a theme called and an extension of that theme containing in its  )'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,18,2016-02-11 21:52:38,253.02,,1,,"b""b' I believe there is some prior art in regards to this and what was planned for [Octopress 3]url  There even seems to be a working(?) theme-as-gem [genesis-theme]url  Maybe @imathis could shed some light on how far he got on the work on this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,19,2016-02-11 21:52:38,905.45,1,,,"b'b"" Hey guys"," loving the idea of having themes be installable via gems. But the [theme documentation]url  is _very_ confusing as it is now. I was searching everywhere trying to find a gem-based theme (even searching url  until I realized that this is still in discussion.  Can we update the documentation with a disclaimer and possibly link to common places users can find themes right now? I still don\'t really know where to look to find an easily installable theme.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,20,2016-02-11 21:52:38,34.27,,1,,"b'b"" @ezekg This feature is unreleased and I believe no one has created a compatible theme. So you\'re coming up empty because there\'s nothing to find yet. \\xf0\\x9f\\x98\\x84 \\xf0\\x9f\\x94\\x9c ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,closed,2016-05-13 15:11:54,1039.27,4,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,reopened,2016-05-13 15:11:55,0.02,4,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,21,2016-02-11 21:52:38,10.87,1,,,"b'b"" @parkr", I still think the documentation should be updated until this feature is actually released. It\'s really," really confusing for newcomers as it is now. \\xf0\\x9f\\x91\\x8c ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,22,2016-02-11 21:52:38,8.8,,1,,"b'b"" @ezekg that\'s part of a larger problem unrelated to this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,23,2016-02-11 21:52:38,10.65,,,1,"b""b' @ezekg There is no documentation yet so you can bet we will write some! \\xf0\\x9f\\x98\\x84 see url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,24,2016-02-11 21:52:38,34.97,,1,,"b'b"" @parkr", what do you mean there\'s no documentation? The section on themes is live on the Jekyll docs: url  As it is now, it\'s telling you to do something that isn\'t even supported yet. It was definitely confusing for me and prompted me to search for themes installable via Rubygems. But maybe I\'m just misunderstanding and what\'s outlined in the docs isn\'t what\'s being discussed here. I thought it was related but it doesn\'t look like it from @envygeeks\'s response. My bad. Edit: I see that in #4891, you\'re aware of the issue. Fair enough. Still might want to add a disclaimer if you\'re going to publish docs on a feature that isn\'t fully released. \\xf0\\x9f\\x98\\x9c  Anyways," thanks for the info and links!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,closed,2016-05-13 16:50:11,98.27,5,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,25,2016-02-11 21:52:38,414.5,,1,,"b'b"" Should this be reopened"," as that commit doesn\'t really fix this?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,26,2016-02-11 21:52:38,443.08,,1,,"b'b"" That\'s a different issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,4510,closed,27,2016-02-11 21:52:38,709.78,,1,,"b""b' @pathawks Different issue? This issue is now Closed.url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
