REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,opened,2011-05-10 13:37:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,title,2011-05-10 13:37:13,00:00,,1,,"b""b' Ticket 105 Problem with saving habtm between different db-schemas '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,body,2011-05-10 13:37:13,00:00,,1,,b'b\' Hi," Please consider merging this branch.  It fixes the problem logged in [lighthouse ticket #105]url  The second commit is required to avoid the ""Unknown table \\\'foo\\\' in MULTI DELETE"" error as discussed in [this blog post]url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,1,2011-05-10 13:37:13,3.13,,1,,"b'b"" Forgot to mention that \'with\' key is required in the relationship declaration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,2,2011-05-10 13:37:13,114.37,,1,,"b""b' Tests? Also I would not assume that both tables can be accessed using the same connection. So you should call the insert on the datasource fro the other model.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,3,2011-05-10 13:37:13,643.43,,1,,"b'b"" Since the HABTM has defined \'with\' key", it would use the value from the join model. eg: For tests," i\'ll try to update existing and write new ones up. This broke a lot of tests since it compares: against  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,4,2011-05-10 13:37:13,143.8,,1,,"b'b"" Let me try to rework this.  I\'m closing this pull request for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,closed,2011-05-11 04:41:57,904.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,reopened,2011-05-12 06:41:41,119.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,5,2011-05-10 13:37:13,129.97,,1,,"b'b"" @lorenzo", Can you comment on the additional commit @4f12dde53d5a2c8095c42984188081d663a2231d ? The deletions and insertions are now using the otherdb datasource. @211976fb3f29323a90fa8d698cd78076bcc3a700 introduces another parameter to fullTableName which may have bigger effect on the framework. I have adjusted test cases. At this point, all existing model and behavior tests passes. If you think this approach is sound, I\'ll add more tests for this use-case," rework the patch properly and remove the clumsy \'if\' conditions wherever possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,20,2015-05-27 15:30:58,166.02,,1,,b'b\' Yeah, @ADmad you\\\'re right, I\\\'ve taken a look at internals and I understand now. Well, as  I can see, mashaller is taking care of entity creation, filling up properties and data validation as well, so something like this seems to work: But besides of being an ugly solution (I don\\\'t like passing references and I like even less to overwrite it that way), have some problems when working with associations:  For example, if we pass as parameter an entity with related entities associated to it," they will _""get lost (as entities)""_ when calling  ", and it\\\'ll be needed to indicate those relations explicitly in $options, as when calling  , regardless of (may be) they were correctly set on the entity at first time. At this point, It seems pretty obvious that I won\\\'t arrive to a solution just like that =P. But, if it is a good feature to add (as @markstory said) I leave those examples at least as an starting point, and to be clear about what\\\'s the expected (wanted) functionality. I love cakephp and I take this chance to thank you all for such a great work. I\\\'d love to contribute with something more than only these comments, but right now I have no time to do it myself, but I promise that I\\\'ll make me time to contribute more to the project.\'',,,,,,,,,,,,,,,,,,
cakephp,6654,closed,21,2015-05-27 15:30:58,131.33,,,1,"b'b"" To me that is still user data that should be marshalled into entities which currently means using and  . I\'m fine with adding a standalone method. However"," I think we need to solve the associations issues. The implementation you suggested will currently drop a bunch of state which we can\'t do but it is otherwise looking good.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,22,2015-05-27 15:30:58,206.75,,1,,"b'b"" Yeah", it is. But its nature is different, data that come from forms of the application itself are structured as you want, because the application itself make that forms, but it doesn\'t true with this kind of data. So, is probable that you need to adapt this data to entities. Here is where comes in handy to create an entity and then filling it with data, but working upon an entity object, other way, using or  , you should do it in an array, and you would end up creating the entity only as a data wrapper to validate and save, losing all the advantages of working with entity objects. I know that this is something subjective and depends on each programmer what approach prefers, but I insist over this matter to clarify what\'s the particular need. I also think that should be possible to validate an entity already been created at anytime.  Right now the approach of working with an entity object as we populate with data is not possible to validate it after, a method will make it possible, and we agree on the beneficts of having a method," so I think that\'s all.  ""'",,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,23,2015-05-27 15:30:58,256.87,,,1,"b""b' I agree and am :+1: on adding a method. Someone just needs to do the work :smile:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,reopened,2015-08-20 02:26:33,1113.02,2,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,24,2015-05-27 15:30:58,392.95,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,25,2015-05-27 15:30:58,15.62,,1,,"b""b' :+1:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,26,2015-05-27 15:30:58,240.03,,1,,"b'b"" I\'m not convinced we should have such method. We are basically going to revive the reasons we had to come up with the current validation logic""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,27,2015-05-27 15:30:58,762.8,,1,,"b""b' @lorenzo What are the problems you see with a method?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,28,2015-05-27 15:30:58,357.9,,1,,"b""b' @markstory It depends"," would it take an array or an entity?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,29,2015-05-27 15:30:58,530.02,,1,,"b""b' I think the following is the ideal usage pattern  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,30,2015-05-27 15:30:58,1.78,,1,,"b""b' Would it check rules as well? If not"," can rules be checked the same way?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,31,2015-05-27 15:30:58,3.58,,1,,"b""b' Rules would be checked on save() as they do today.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,32,2015-05-27 15:30:58,0.32,,1,,"b""b' Having rules checked in the same transaction window as save() can be important.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,33,2015-05-27 15:30:58,1.72,,1,,"b'b\' I do agree. I still don\\\'t know if wouldn\\\'t want to be able to ""pre-check"". The example above makes a lot of sense. I am just getting into cake 3. How else would one do the thing above? patchEntity?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,34,2015-05-27 15:30:58,1066.85,,1,,"b""b' Closing as there is nothing to do here.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,closed,2016-09-22 10:39:50,493.28,2,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,35,2015-05-27 15:30:58,5.17,,,1,"b""b' lol"," serously? xD'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,36,2015-05-27 15:30:58,55.53,1,,,"b'b"" Sorry for closing with a short explanation. The long one is that I\'m confident that the current strategy of having stateless AND stageful validation as 2 separate steps was at the end the right solution. There is plenty documentation in the book for how to use both and how one can leverage the other. Moreover", it is possible to manually call any of those validation steps with arbitrary data. If you have any specific suggesting for improvement," please open another ticket. This one got too long to track what\'s actually going on.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,37,2015-05-27 15:30:58,121.87,,1,,"b""b' For stageful validation you mean the build rules?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,38,2015-05-27 15:30:58,178.73,,1,,"b'b"" Short: Yes. Long: Stateful means that you are comparing the data you want to persist into the store with existing data.E.g. if an email address already exists. If a domain is already registered on the network", etc.Stateless validation never requires to know about the state of store that you want to save the data into. Stuff like email === email_repeat is an example. Edit: I can see a point running both, stateless and stateful validations (rules) prior / independent of actually attempting to persist data.   are method names I could see," if they don\'t exist yet.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6654,closed,-,-,-,3,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,opened,2015-06-03 06:58:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,title,2015-06-03 06:58:22,00:00,,1,,"b""b' 3.0 Paginator sort cant be used with fields outside of table'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,body,2015-06-03 06:58:22,00:00,,1,,"b'b"" url  will always prefix sort field with table alias but when using fields not existing in tableie when trying to sort by \'score\' it will give query error unknown column \'\' in \'order clause\' maybe add another option to settings like \'sortLiteral\' and check if the field is in it to bypass alias prefixing""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,1,2015-06-03 06:58:22,14.18,,1,,"b'b\' Use the ""whitelist"" in the paginator options. url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,closed,2015-06-03 07:12:33,14.18,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,2,2015-06-03 06:58:22,0.5,1,,,"b""b' oops"," fat fingers. Did not mean to close it'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,reopened,2015-06-03 07:13:04,0.52,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,3,2015-06-03 06:58:22,1157.43,,1,,"b""b' This issue was introduced in #6611 as a solution to #6597'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,4,2015-06-03 06:58:22,27.07,,1,,"b""b' Closing as #6740 is open now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,closed,2015-06-06 02:57:34,1184.5,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6725,closed,-,-,-,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,opened,2015-06-04 16:48:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,title,2015-06-04 16:48:06,00:00,,1,,"b""b' Error on clisays Permission Denied to Open Stream'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,body,2015-06-04 16:48:06,00:00,,1,,"b'b"" Hello", I\'m using the CakePHP 3 on a LAMPP system," I\'m pretty sure that I have all the file permissions and ownership right but I\'m constantly getting these two warnings: Warning: file_put_contents(/-): failed to open stream: Permission denied in / on line 135  Warning: file_put_contents(/-): failed to open stream: Permission denied in / on line 135 The screenshot is attached to the post for more information Anyone can help?[screenshot from 2015-06-04 17 47 07]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,1,2015-06-04 16:48:06,4.27,,,1,"b'b"" Well", obviously that\'s not the case =). Solution: fix the permissions for / This is not a help forum. The ticket tracker is reserved for possiblebugs and feature enhancements to the CakePHP framework. If you arelooking for help on how to implement a feature or to better understandhow to use the framework correctly, please visit one of the following: [The CakePHP Manual]url [The CakePHP online API]url [The CakePHP Google Group]url  [Stackoverflow]url or the #cakephp channel on ," where we will be more thanhappy to help answer your questions. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,closed,2015-06-04 16:52:22,4.27,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,2,2015-06-04 16:48:06,1.25,,1,,"b'b"" Wait"," what? you\'re writing the the cli log from a web request? What is your setup?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,3,2015-06-04 16:48:06,0.58,,1,,"b'b"" When the app is accessed through web server it shouldn\'t be trying to use  . Check your config in and make sure it looks similar to [this]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,4,2015-06-04 16:48:06,3.3,,,1,"b'b"" I didn\'t even opened the config folder"," I just installed the CakePHP 3 from the composer and that was it.  My  is exactly like that!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,5,2015-06-04 16:48:06,3.18,,1,,"b""b' What is the output of: During a web request?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,reopened,2015-06-04 17:00:41,8.32,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,6,2015-06-04 16:48:06,1.87,,1,,"b""b' The output of php_sapi_name(); is apache2handler'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,7,2015-06-04 16:48:06,87.6,,1,,"b""b' I even tested giving 777 to both folders (tmp and logs) and I still get the same error [screenshot from 2015-06-04 19 29 22]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,8,2015-06-04 16:48:06,0.65,,1,,"b""b' Please contact your server administrator to figure out where the php-cli executable is installed. When you do that"," change so that it executes that binary instead of the current cgi-handler that you are using.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,closed,2015-06-04 18:30:48,90.12,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,9,2015-06-04 16:48:06,1.93,1,,,"b""b' ah crap"," I fell into the same trap as @AD7six by closing this too fast. I think the key is to determine why cake thinks you are running under a CLI. Try debugging the server vars and see what you can get out of it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,10,2015-06-04 16:48:06,11.22,1,,,"b'b"" I\'m sorry"," this is my first time using cake can you be a little more specific?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,11,2015-06-04 16:48:06,22.17,,1,,"b""b' I think it would be better if you go to the IRC channel where we can offer better help than here'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6729,closed,-,-,-,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,opened,2015-06-10 13:20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,title,2015-06-10 13:20:04,00:00,,1,,"b""b' Is there any way to limit the selected columns in a belongs to many join table?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,body,2015-06-10 13:20:04,00:00,,,1,"b'b"" Assuming I have the following related tables: I then want to find all items in TableB that belong to a record in TableA like so: In this case I am only interested in the data in TableB but all columns from TableAB are automatically selected.I have looked through the documentation"," tried Google and tried different things but it doesn\'t seem like there is way to specify which fields must be fetched from the joining table.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,1,2015-06-10 13:20:04,222.8,,1,,"b""b' Use the method to explicitly list the fields you want.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,closed,2015-06-10 17:02:52,222.8,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,2,2015-06-10 13:20:04,20.23,,1,,"b""b' I do"," but the join table fields are unaffected.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,3,2015-06-10 13:20:04,2.75,,1,,"b""b' You can use to disable additional fields from being added into the query. Calling after should also avoid the duplicate fields.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,4,2015-06-10 13:20:04,52.17,,1,,"b'b"" I\'m pretty sure I tried that"," but I suppose I should try again and give some real example code.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,5,2015-06-10 13:20:04,27.3,1,,,"b""b' OK", here are my tables: So what I want is to fetch a single book from and all associated  .But in this case I only need the book details,  , and  .Running the following code as you suggested using and  : I get the following results and sql (This is copied straight from the DebugKit console):   As you can see the call has had no affect on or  .After some searching I found that you can pass options to the contain statement so I changed it to this: This successfully limited the selected fields in  , but all fields from were still selected," it now gave something like this:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,6,2015-06-10 13:20:04,427.27,1,,,"b'b"" Ok", because your associations decompose into multiple queries you\'ll have to set fields in the contain() as you found out. I originally thought your associations were being loaded from a single query with a join my mistake. I\'m not sure there is an easy way to elide fields from the junction table," that will require some more digging I think.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,reopened,2015-06-11 01:52:35,529.72,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,7,2015-06-10 13:20:04,232.02,,1,,"b""b' I was facing the same issue. However", using the **->autoFields(false)** worked for me in _contain()_.But, I am not sure how to specify the columns to be fetched from parent table as well as associated table. If I specify the columns in parent table," nothing gets fetched from associated table. I even tried to specify the column names prefixed with the respective model names (plugin syntax) at both the places but not working.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,closed,2016-09-22 11:06:21,553.77,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6777,closed,-,-,-,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,opened,2015-06-23 11:54:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,title,2015-06-23 11:54:27,00:00,,1,,"b""b' Clarification on Unique rule behaviour'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,body,2015-06-23 11:54:27,00:00,,1,,"b'b"" Hello",I got a problem while updating an entity where I defined a unique rule on the field \'company\'.I was in fact updating \'email\' field and patchEntity told me that company was existing already!Of course," it was itself!So jose told me to add \'on\' =First I was satisfied by the answer and I had the intention to propose to update the doc but something disturbs me now: With \'on\'=""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,1,2015-06-23 11:54:27,14.2,,1,,"b'b"" Adding shouldn\'t be necessary. The rule checks if it\'s [not a new record]url  and adds required condition to not consider record with particular primary key.  If you are not getting this behavior provide some example code to reproduce your issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,2,2015-06-23 11:54:27,31.53,1,,,"b'b"" I try to check if I\'m in a particular case but strangely"," \'on\' =""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,closed,2015-06-23 12:42:18,47.85,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,3,2015-06-23 11:54:27,35.32,1,,,"b'b"" I\'m sorry but the situation is still not very clear.Here is my patchEntity() debug So it seems that conditions are here not met to fire the \'unique\' rule.I don\'t understand why I get it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,4,2015-06-23 11:54:27,23.02,,1,,"b""b' What is the code you are using to save?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,reopened,2015-06-23 13:49:33,67.25,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,5,2015-06-23 11:54:27,42.77,,1,,"b'b"" In fact I don\'t get it on save but on patchEntity():  $user = $this->Users->patchEntity($site->users[0]"," [ And the validator is:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,6,2015-06-23 11:54:27,8.18,,1,,"b""b' I think you should rather use ApplicationRules for unique validation"," url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,7,2015-06-23 11:54:27,24.08,,,1,"b""b' well", well," you may be right!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,8,2015-06-23 11:54:27,80.08,,1,,"b'b"" Closing again"," as the isUnique validation rule isn\'t smart enough to handle  scenarios. The application rule however is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,closed,2015-06-23 16:13:38,144.08,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,9,2015-06-23 11:54:27,842.1,1,,,"b""b' Sorry", just to end," should url  disappear from the doc?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,10,2015-06-23 11:54:27,844.97,,1,,"b""b' @caBBAlainB It should. Can you make a PR removing that section.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,11,2015-06-23 11:54:27,857.45,,,1,"b""b' ok Admad"," thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6865,closed,-,-,-,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,opened,2015-06-23 16:52:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,title,2015-06-23 16:52:11,00:00,,1,,"b""b' 3.0.7 Weirdness with patchEntity when the associated table has a contain'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,body,2015-06-23 16:52:11,00:00,,,1,"b'b"" Hello. I scoured my emails to see if this ever happened to anyone else", but couldn\'t find anything. If..1. I have a which belongsToMany  .2. hasOne  3. has a method that contains  4. I try to find a record and do a on the  , I get: Because the marshaller creates this SQL: Controller.. TagsTable.. PostsTable.. If my doesn\'t do that contain, the is fine," but it seems like something that should work either way. Let me know if I\'m going crazy and there\'s another error I\'m missing. I went back in time in git and it seems like this issue has always happened. Thanks""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,1,2015-06-23 16:52:11,19.37,,1,,"b""b' Duplicate of url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,closed,2015-06-23 17:11:33,19.37,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,2,2015-06-23 16:52:11,0.12,,1,,"b""b' I should have a fix for this soon'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,3,2015-06-23 16:52:11,6.25,,,1,"b'b"" Ah ok thanks @lorenzo. I should have searched for patchEntity. Looks like in if in that first the have the association alias before the PK it\'s fine"," but not sure if that would cause other issues.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,4,2015-06-23 16:52:11,2.53,,1,,"b""b' @patrickconroy Do you want to submit a PR?  I will try to fix this this evening otherwise'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,5,2015-06-23 16:52:11,0.82,,1,,"b""b' Sure I can do that now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,6,2015-06-23 16:52:11,3.63,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,7,2015-06-23 16:52:11,504.55,,1,,"b""b' Closing as #6867 is open now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,reopened,2015-06-24 01:49:27,517.9,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,closed,2015-06-24 01:49:32,0.08,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6866,closed,-,-,-,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,opened,2015-07-02 16:46:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,title,2015-07-02 16:46:32,00:00,,1,,"b'b"" markNew option when init a newEntity doesn\'t work""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,body,2015-07-02 16:46:32,00:00,,1,,"b'b"" Hi","I want to init an entity and set the **[new]** property to **false** using the **markNew** option The options **validate**  and **accessibleFields** works but **markNew** doesn\'t work and it returns always  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,1,2015-07-02 16:46:32,67.07,,1,,"b""b'   is not a valid key for the param of  . These options are passed on to the marshaller method"," not entity constructor.  So if your data array contains primary key value will be set to  .  Use after entity is constructed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,closed,2015-07-02 17:53:36,67.07,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,2,2015-07-02 16:46:32,1.78,,1,,"b""b' I wonder if it would be useful to add such an option key.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,3,2015-07-02 16:46:32,30.4,,1,,"b'b"" I\'d say the same too. this is the third instance ive come across this expectation.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,reopened,2015-07-02 18:27:37,34.02,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,4,2015-07-02 16:46:32,398.25,,,1,"b'b"" @ADmad thanks for your reply",I know how to set **\'[new]\'** to **false** using the **isNew** method with **boolean** param after init the entity(**$Table->newEntity**)," i take a look at the source and i notice that the **one** method in the **Marshaller** Class init the the entity without passing any option.  Why we can\'t pass the options directly to the entity like this  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,5,2015-07-02 16:46:32,126.2,,1,,"b'b"" @flashios09 is already by default when entity is constructed. It\'s the data that is set afterwards that causes set to due to presence of primary key value.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,6,2015-07-02 16:46:32,25.2,,1,,"b'b"" @ADmad  Even if i passed an array with the **primary key** to the entity like this i will always have the **\'[new]\'** key with **true** value  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,7,2015-07-02 16:46:32,28.08,1,,,"b'b"" Apologies"," guess my explanation is incorrect. I\'ll let @markstory or @lorenzo weigh in on this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,8,2015-07-02 16:46:32,487.12,,1,,"b'b"" Maybe adding a option to the method could work. I\'m not too keen on it", though," since is meant for creating actually new entities.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,6930,closed,9,2015-07-02 16:46:32,520.3,,1,,"b""b' Why not use patchEntity() if you want to update an existing entity?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
