REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,14,2014-04-26 17:42:19,1.12,,1,,"b""b' @Lukasa was right. Compare:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,15,2014-04-26 17:42:19,3.1,,1,,"b""b' To elaborate: The second command enables the SNI functionality of  . You can a) switch to python3 b) install extra dependencies.The stdlib has at the moment no way to do SNI.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,16,2014-04-26 17:42:19,2.85,,,1,"b'b"" Thanks for the quick feedback. Seeing as there is no bug"," I\'ll close this... again.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,closed,2014-04-26 21:08:02,37.22,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,17,2014-04-26 17:42:19,752.35,,,1,"b""b' Hey", thank you guys !! I installed python3 on my mac and boom," it works.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,18,2014-04-26 17:42:19,697.75,,1,,"b""b' Just want to chime in and say that I experienced this issue on OS X 10.9.5"," Python 2.7.7 and OpenSSL 0.9.8zc. I was able to fix my handshaking issue by:1. Installing a newer-than-stock OpenSSL on my machine via  2. Compiling and installing the package linked against the new OpenSSL ( )  3. Installing requests with SNI support by doing  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,19,2014-04-26 17:42:19,100.03,,,1,"b'b"" Thanks", @Microserf. I\'m pretty much running the same specs (10.9.5," Python 2.7.6 installed via Homebrew but compiled with system provided OpenSSL 0.9.8zg) and this was my entire process for getting up and running for Django: Install with a bunch of [SNI stuff]url  compiled against our new install of OpenSSL. The option simply installs   And we\'re good to go:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,20,2014-04-26 17:42:19,1391.3,,1,,"b'b"" Is there a definitive answer on how to get this working on ubuntu? I\'m running into this issue"," and it looks like the only answer here concerns how to get this working on a Mac. Upgrading our entire codebase to python 3 is not an option.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,21,2014-04-26 17:42:19,1412.12,,1,,"b""b' OK"," I may have just answered my own question. What I did boils down to:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,22,2014-04-26 17:42:19,477.05,,,1,"b""b' @lsemel thank you"," that just saved me a bunch of time'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,23,2014-04-26 17:42:19,3.32,,1,,"b'b"" @lsemel Are your sure? I tried it on Ubuntu 15.10 and it still doesn\'t work with Python 2.7.10. It works with Python 2.7 on Travis CI:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,24,2014-04-26 17:42:19,65.43,,,1,"b""b' Got it to work now! I simply uninstalled pyOpenSSL: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,25,2014-04-26 17:42:19,84.25,,1,,"b""b' Maybe we should only () if Python version is less than 2.7.9? pyOpenSSL seems to break stuff on Ubuntu and Windows if Python version is 2.7.10.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,26,2014-04-26 17:42:19,95.1,,1,,"b'b"" PyOpenSSL should not be breaking anything. If it does"," that\'s a bug that should be reported. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,27,2014-04-26 17:42:19,699.22,,,1,"b""b' I will have to look into this"," but is there any good reason to inject pyopenssl into urllib3 if Python version is 2.7.9 or newer? I am thinking of something like this:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,28,2014-04-26 17:42:19,776.13,,1,,"b""b' Yeah", frequently there is. For example, on OS X most Pythons link against the system OpenSSL, which is version 0.9.8zg. PyOpenSSL, however, will link against a much newer OpenSSL (1.0.2). That makes using PyOpenSSL a substantial security improvement. Additionally, PyOpenSSL gives us much better access to OpenSSL," allowing us to secure it more effectively. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,29,2014-04-26 17:42:19,952.7,,1,,"b""b' OK", I have played around with this a little now. It WORKS with pyopenssl BUT not if ndg-httpsclient is installed. However," I can get it work with ndg-httpsclient if I uninstall pyasn1 giving me these warnings: Same behavior on Ubuntu 15.10 and Windows 10 with Python 2.7.10 installed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,30,2014-04-26 17:42:19,955.47,,1,,"b'b"" That\'s because without ndg-httpsclient the PyOpenSSL support isn\'t used. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,31,2014-04-26 17:42:19,960.2,,1,,"b""b' Yes"," I will have to dig into why it works if SubjectAltName is disabled. Any idea?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,32,2014-04-26 17:42:19,57.62,,1,,"b'b"" Almost certainly the problem is that you\'re using different OpenSSLs in each case. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,33,2014-04-26 17:42:19,111.28,,1,,"b'b"" I had the same issue on my Ubuntu 14.04 box and Python 2.7.11 It\'s from SNI What worked for me was this:uninstall requestsuninstall urllib3install the various crypto dependenciesinstall urllib3install urllib3[secure] # just to be safeinstall requests  I think there was an installation-time check on urllib3 or requests which kept things from working without the uninstall""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,34,2014-04-26 17:42:19,136.47,,1,,"b""b' @jvanasco what are you using to install those packages? I assume pip. Why are you installing urllib3 and requests separately?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,35,2014-04-26 17:42:19,259.13,,1,,"b""b' Well I needed urllib3 in the virtualenv... but I installed it to try and get the requirements installed by pip and easy_install.  (I used both) I have a web indexer and a few urls broke.  I wrote a quick script to try the broken ones", and kept +installing the packages in the urllib3 instructions on ssl issues until they worked. On May 31,2016, at 7:25 PM, Ian Cordasco notifications@ wrote: @jvanasco what are you using to install those packages? I assume pip. Why are you installing urllib3 and requests separately? \\xe2\\x80\\x94You are receiving this because you were mentioned.Reply to this email directly, view it on GitHub," or mute the thread.\\xef\\xbf\\xbc'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,36,2014-04-26 17:42:19,30.97,,,1,"b'b"" I\'m still seeing this issue and i\'ve tried the suggested work arounds.I updated my python version to 2.7.11I installed the 3 additional packages. I tried the  sequence @jvanasco  suggested and still got the SSLErrorAlso using Ubuntu 14.04 unfortunately there\'s no OpenSSL update so i have to use the workarounds posted here and i\'m having no luck. Any extra steps you guys possibly took? Thanks""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,37,2014-04-26 17:42:19,76.68,,1,,"b""b' @Lekinho I found that making a short test-script that tested the domain I was having problems with helped. it was just:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,38,2014-04-26 17:42:19,602.42,,1,,"b""b' @Lekinho You can extract pyopenssl from requests in your code:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,39,2014-04-26 17:42:19,679.18,,1,,"b'b"" @Lekinho If you\'re still encountering this problem with Python 2.7.11 it\'s highly likely that the remote server doesn\'t support the TLS settings being used by requests. Is the server in question available on the public internet? If so"," can you provide me with the URL?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,40,2014-04-26 17:42:19,1273.83,,,1,"b'b"" i\'ve tried the pyopenssl import as suggested.Unfortunately this is not accessible publicly.However I have the exact details of what openSSL version the server has.Basically", we run on a redhat virtual machine, I had this openSSL when everything was working : openssl-1.0.1e-42.el6_7.4.x86_64 Then we did a redhat upgrade and there was an update for openssl : openssl-1.0.1e-48.el6_8.1.x86_64 This version always has the bad handshake issue when using openssl on ubuntu 14.04. Do you guys have any public URLs i can try with," to see if the work arounds helped resolve the issue and its just this unique combination that I have that\'s the problem? The same machine is fine when REST requests are sent through the browser(i.e. without the ubuntu openssl ) Thanks""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,41,2014-04-26 17:42:19,1319.33,,1,,"b""b' Can you provide the output of  "," please?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,42,2014-04-26 17:42:19,1323.77,,1,,"b""b'  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,43,2014-04-26 17:42:19,1339.77,,1,,"b'b"" It looks like @Lekinho deleted their github account?  For the next person who has issues it\'s possible that their upgrade of OpenSsl or Python broke some compiled c bindings.  Whenever I have an upgrade like that"," I trash my virtualenv or all packages and then build a new one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,44,2014-04-26 17:42:19,1361.7,,1,,"b'b"" @jvanasco i\'m still here.I was wondering"," do you have a public URL i could test this with? I want to see if the workaround actually resolves the issue for confirmed cases ( this will mean I didnt screw something up while trying to do it)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,45,2014-04-26 17:42:19,1027.75,1,,,"b""b' @Lukasa  subset of changeset between working version and updated version :+1: Mon May 02 2016 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-48.1fix CVE-2016-2105 possible overflow in base64 encodingfix CVE-2016-2106 possible overflow in EVP_EncryptUpdate()fix CVE-2016-2107 padding oracle in stitched AES-NI CBC-MACfix CVE-2016-2108 memory corruption in ASN.1 encoderfix CVE-2016-2109 possible DoS when reading ASN.1 data from BIOfix CVE-2016-0799 memory issues in BIO_printf Wed Feb 24 2016 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-48 fix CVE-2016-0702 side channel attack on modular exponentiationfix CVE-2016-0705 double-free in DSA private key parsingfix CVE-2016-0797 heap corruption in BN_hex2bn and BN_dec2bn Tue Feb 16 2016 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-47 fix CVE-2015-3197 SSLv2 ciphersuite enforcementdisable SSLv2 in the generic TLS method Fri Jan 15 2016 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-46 fix 1-byte memory leak in pkcs12 parse (#1229871)document some options of the speed command (#1197095) Thu Jan 14 2016 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-45 fix high-precision timestamps in timestamping authority Mon Dec 21 2015 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-44 fix CVE-2015-7575 disallow use of MD5 in TLS1.2 Fri Dec 04 2015 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-43 fix CVE-2015-3194 certificate verify crash with missing PSS parameterfix CVE-2015-3195 X509_ATTRIBUTE memory leakfix CVE-2015-3196 race condition when handling PSK identity hint Tue Jun 23 2015 Tom\\xc3\\xa1\\xc5\\xa1 Mr\\xc3\\xa1z tmraz@ 1.0.1e-42'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,46,2014-04-26 17:42:19,63.52,,,1,"b'b"" Update : So I found a work around for this.Basically a colleague was reading up on the issue and saw some posts about RHEL openssl support for  cipher not being 100% for whatever reason. We tried out the request to the URL by explicitly disabling ECDH ciphers (adding the negation from openssl script itself i.e. openssl s_client -connect 10.85.103.218:8443 -cipher \'DEFAULT:!ECDH\') We were able to successfully connect. Here\'s the default cipher list for the openssl on ubuntu 14.04ECDH+AESGCM:DH+AESGCM:ECDH+AES256:DH+AES256:ECDH+AES128:DH+AES:ECDH+HIGH:DH+HIGH:ECDH+3DES:DH+3DES:RSA+AESGCM:RSA+AES:RSA+HIGH:RSA+3DES:!aNULL:!eNULL:!MD5 So with that knowlege", I used pyopenssl to print out my default SSL ciphers and explicitly removed every ECDH cipher from the string. Did this right in the block to import urllib3 from requests package (i.e. before starting to make any actual requests) here\'s something similar : url  I realize there may be security risks for this action but at least this gets us going and sheds more light on it. Why those particular ciphers appear to be an issue for the RHEL," I have no idea. I will try when i have more time to see what particular RHEL changes may have introduced this and read up on the purpose more. Anyone know more about ciphers generally?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,47,2014-04-26 17:42:19,164.53,,1,,"b""b' Have the same issue... ARG... '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,48,2014-04-26 17:42:19,252.17,1,,,"b""b' @lukas-gitl frustration will not help you solve the problem. Providing us with information about your environment (preferably some if not all of the information that we asked Lekinho above) will help.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,49,2014-04-26 17:42:19,1175.07,1,,,"b'b"" @sigmavirus24 Apologies. I meant to provide more information and then got side tracked (since I had no time for this). I\'m using Ubuntu 14.04"," python 2.7.6 and the latest requests version on pip. This happens when I try to access as API Gateway endpoint (they might be quite restrictive). I tried removing the virtualenv and regenerating it but unfortunately that didn\'t solve it. Let me know what else you need. I switched to nodejs for the time but would be happy to help with a resolution.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,50,2014-04-26 17:42:19,1176.4,,1,,"b'b"" @lukas-gitl It\'s highly likely that the server you\'re contacting requires ciphers you aren\'t offering"," or TLS versions you aren\'t offering. This can be related to the OpenSSL you have installed. You should also try running  : you may be encountering problems with SNI.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,51,2014-04-26 17:42:19,1182.2,,1,,"b""b' Yeah"," I already tried that too. Let me put a quick test script together here so we are on the same page.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,52,2014-04-26 17:42:19,1191.0,,1,,"b'b\' virtualenv -p / envsource pip install requestspip install requests[security]echo \\\'import requests\\\' >echo \\\'(""url "")\\\' >python \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,53,2014-04-26 17:42:19,1191.68,,1,,"b""b' And what specific error are you seeing?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,54,2014-04-26 17:42:19,1194.68,1,,,b'b\'   .../-:318:SNIMissingWarning: An HTTPS request has been made, but the SNI (Subject Name Indication) extension to TLS is not available on this platform. This may cause the server to present an incorrect TLS certificate, which can cause validation failures. You can upgrade to a newer version of Python to solve this. For more information, see url SNIMissingWarning.../-:122: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. You can upgrade to a newer version of Python to solve this. For more information," see url InsecurePlatformWarningTraceback (most recent call last):  File """"", line 2," in   (""url "")  File "".../-""", line 71, in get  return request(\\\'get\\\', url, params=params," **kwargs)  File "".../-""", line 57, in request  return (method=method, url=url," **kwargs)  File "".../-""", line 475, in request  resp = (prep," **send_kwargs)  File "".../-""", line 585, in send  r = (request," **kwargs)  File "".../-""", line 477, in send  raise SSLError(e, request=request): [Errno 1] _ssl.c:510: error:14077410:SSL routines:SSL23_GET_SERVER_HELLO:sslv3 alert handshake failure \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,55,2014-04-26 17:42:19,1196.08,,1,,"b'b"" So I\'m basically required to update to a later version of python?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,56,2014-04-26 17:42:19,1196.1,,1,,"b""b' Ok"," both of those warnings suggest that your requests is not actually using the extensions from requests[security]. It strongly suggests that whatever Python you are executing is _not_ the one you installed in your virtual environment: the requests[security] extension should remove those warnings.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,57,2014-04-26 17:42:19,1206.2,,,1,"b'b"" @lukas-gitl  please see my notes above.Do you have access to the server? compare the default ciphers list for the server and the client.It is highly likely  1 of them doesnt support the first set of ciphers in the other", hence the error. You can check default ciphers with a simple script like what i used here :  #!/ import sysimport osimport sslprint()(1, ((()," \'lib\')))(\'/-packages\')import requestsfrom  import pyopenssl()print ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,58,2014-04-26 17:42:19,1206.32,1,,,"b'b"" Ok"," now I\'m really confused. The error message are coming from the virtual environment. So how could those come from there while I execute from a different python environment?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,2022,closed,59,2014-04-26 17:42:19,1209.47,,1,,"b""b' So I tried instead of and that worked...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
