REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,18,2014-03-16 15:29:01,463.37,,1,,"b'b"" Reverting url  and url  reduces the memory footprint from 303.25Mb to 301.75Mb on my machine for PHPUnit 4.0 and @christeredvartsen\'s test suite.""'",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,19,2014-03-16 15:29:01,20.85,,1,,"b""b'   When I run the test above with the memory consumption of both PHPUnit 3.7 and 4.0 is 3.00Mb. PHPUnit 3.7 takes 33.24 seconds to run and PHPUnit 4.0 takes 37.88 seconds. Seems like something related to mock objects got slower.'""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,20,2014-03-16 15:29:01,15.0,1,,,"b'b"" Unfortunately I couldn\'t get my XHProf running on my Windows machine with PHP 5.5 with the needed cpu and mem usage flags", but I was able to generate at least some reports," which would confirm a problem somewhere in the creation of mock objects. Below listed the top 10 functions with PHPUnit 3.7.28 and 4.0 PHPUnit 3.7.28 PHPUnit 4.0.9  ""'",,,,,,,,,,,,,,,,,
phpunit,1187,closed,21,2014-03-16 15:29:01,3.82,,1,,"b""b' @dreis2211 What is  ? It is not part of PHPUnit.'""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,22,2014-03-16 15:29:01,6.97,,,1,"b'b"" @sebastianbergmann This is part of our class loading part in our project. Interesting side-note: This shouldn\'t be in there. In fact"," this happens when he tries to load a class that doesn\'t exist. In that case he tries to load a test that is using a data provider. Class he tries to load: ""'",,,,,,,,,,,,,,,,,,
phpunit,1187,closed,23,2014-03-16 15:29:01,34.68,,1,,"b'b"" @sebastianbergmann I don\'t have too much time to look into this at the moment"," but is it possible that -mock-objects@fd2951c42698977802655a475ce3992bdaff6f99 makes the mock object cache less useful?""'",,,,,,,,,,,,,,,,,,
phpunit,1187,closed,24,2014-03-16 15:29:01,2.32,,1,,"b""b' @sebastianbergmann I used your example and added the data provider mechanism to it. Here are the results PHPUnit 3.7.32 PHPUnit 4.0.9  '""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,25,2014-03-16 15:29:01,0.57,,,1,"b""b' @dreis2211 Thanks!'""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,26,2014-03-16 15:29:01,0.3,,1,,"b'b"" @whatthejeff That would at least make sense. I\'ll investigate.""'",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,27,2014-03-16 15:29:01,3.47,,1,,"b""b' @sebastianbergmann I can confirm that making the cache static fixes the data provider issue posted by @dreis2211.'""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,28,2014-03-16 15:29:01,23.28,,1,,"b""b' @dreis2211 Can you check whether url  fixes your issue?'""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,29,2014-03-16 15:29:01,22.75,,1,,"b""b' @sebastianbergmann Seems to be better. With my example it still uses 2-3 times more memory than with 3.7.32"," but in regards of time it seems okay. Also our real project seems to be back to normal values. PHPUnit4.0.9 PHPUnit3.7.32  '""",,,,,,,,,,,,,,,,,,
phpunit,1187,closed,30,2014-03-16 15:29:01,14.85,,1,,"b""b' @sebastianbergmann That patch seems to fix the issues in my test suite at least: 4.0.9 (with patch) 3.7.32 4.0.9 (with patch) with code coverage 3.7.32 with code coverage  '""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,31,2014-03-16 15:29:01,26.63,,,1,"b""b' Closing this issue now. If there are other performance regressions that still exist in PHPUnit 4.0.10 please open a new ticket. Thanks! Thank you", @cobexer, @dreis2211, and @christeredvartsen, @HenryPrang, @lstrojny for your extensive feedback that helped track down the memory usage regression. Thank you," @whatthejeff for figuring out the root cause.'""",,,,,,,,,,,,,
phpunit,1187,closed,closed,2014-03-18 10:08:51,1332.2,6,20,7,,,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,32,2014-03-16 15:29:01,2.32,,1,,"b""b' No problem :)'""",,,,,,,,,,,,,,,,,,,
phpunit,1187,closed,-,-,-,6,21,7,,,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,opened,2014-06-06 03:34:31,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,title,2014-06-06 03:34:31,00:00,,1,,"b""b' Exit with PHPUnit_TextUI_TestRunner::FAILURE_EXIT when Composer is missing'""",,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,1,2014-06-06 03:34:31,3.98,,,1,"b""b' Nice catch!'""",,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,closed,2014-06-06 03:38:30,3.98,0,1,1,,,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,reopened,2014-06-06 03:38:40,0.17,0,1,1,,,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,closed,2014-06-06 03:38:45,0.08,0,1,1,,,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,2,2014-06-06 03:34:31,683.18,,1,,"b'b"" :thumbsup: Shouldn\'t this be [in 4.1.4]url ""'",,,,,,,,,,,,,,,,,,,
phpunit,1281,closed,-,-,-,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,opened,2014-06-25 07:27:45,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,title,2014-06-25 07:27:45,00:00,,1,,"b""b' testsuite support for groups'""",,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,body,2014-06-25 07:27:45,00:00,,,1,"b""b' Hi! I just want to make a suggestion that when configuring testsuites via xml it would be really nice to allow  by group. A simple application of this might be an ability to tell phpunit to run certain tests first (@group unit) and longest last (@group integration) and otherwise control test execution sequence. Currently we need either manually type in each test  case file in suite or split tests for a single entity into multiple files in order to put them in separate directories which is a maintenance headache. Thank you and have a great day :)'""",,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,1,2014-06-25 07:27:45,104.8,,1,,"b""b' This is what the [ ]url  configuration element is for.'""",,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,closed,2014-07-06 09:12:33,104.8,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,2,2014-06-25 07:27:45,140.32,,1,,"b'b"" @whatthejeff the configuration is not supported inside the element. I believe that is what @dmitrybelyakov meant (correct me if I\'m wrong) and that would indeed be very helpful. For example to split tests and have them executed in a specific order (the order in which the test suites are defined).""'",,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,3,2014-06-25 07:27:45,109.5,,1,,"b""b' @fieg that was exactly my point'""",,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,4,2014-06-25 07:27:45,197.93,1,,,"b""b' Sorry"," I misunderstood :)'""",,,,,,,,,,,,,,,,,,
phpunit,1305,closed,reopened,2015-02-26 16:40:18,447.75,1,4,1,,,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,5,2014-06-25 07:27:45,290.8,,,1,"b""b' Any progress here? :) I was looking for the same thing: ordered groups inside testsuites.'""",,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,6,2014-06-25 07:27:45,400.7,1,,,"b'b"" Dear contributor", let me start by apologizing for not commenting  working on the issue you have reported or merging the pull request you have sent sooner. PHPUnit 5.0 was released today. And today I am closing all open bug reports and pull requests for PHPUnit and its dependencies that I maintain. Please do not interpret the closing of this ticket as an insult or a lack of interest in your problem. I am sorry for any inconvenience this may cause. If the topic of this ticket is still relevant then please open a new ticket or send a new pull request. If your ticket or pull request is about a defect then please check whether the issue still exists in PHPUnit 4.8 (which will received bug fixes until August 2016). If your ticket or pull request is about a new feature then please port your patch PHPUnit 5.0 before sending a new pull request. I hope that today\'s extreme backlog grooming will allow me to respond to bug reports and pull requests in a more timely manner in the future. Thank you for your understanding,"Sebastian""'",,,,,,,,,,,,,,,,,
phpunit,1305,closed,closed,2015-10-02 04:11:48,691.5,2,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,1305,closed,-,-,-,2,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,opened,2014-07-25 14:49:49,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,title,2014-07-25 14:49:49,00:00,,1,,"b""b' Wrong bootstrap filepath is not notified'""",,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,body,2014-07-25 14:49:49,00:00,,1,,"b""b' When running  (intentional typo) the command line just prints out: with no warning or notice whatsoever about the missing bootstrap file or wrong option format.'""",,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,1,2014-07-25 14:49:49,269.55,,1,,"b""b' The options are expected before the argument(s). The following should have the desired effect:  '""",,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,closed,2014-07-25 19:19:22,269.55,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,reopened,2014-07-25 19:20:08,0.77,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,2,2014-07-25 14:49:49,76.93,,,1,"b""b' Also ran into this", but since some options were respected, and only some others not, I was able to quickly conclude that the order seems to matter.  I agree that the UX is suboptimal. Did we already consider to replace with [Symfony Console]url It has an excellent  parser," which allows you to specify options anywhere in the command line.  Also used by [Composer]url '""",,,,,,,,,,,,,,,
phpunit,1353,closed,3,2014-07-25 14:49:49,9.7,,,1,"b'b"" Yeah"," @sebastianbergmann is already using Symfony Console for some other PHPUnit-related projects and I believe he\'s expressed interest in using it for PHPUnit as well.""'",,,,,,,,,,,,,,,,,,
phpunit,1353,closed,4,2014-07-25 14:49:49,25.55,,,1,"b""b' Great", created a dedicated issue for that: #1355  Guess this can be closed," since the current options parser works as designed.'""",,,,,,,,,,,,,,,,,
phpunit,1353,closed,closed,2014-07-25 21:14:39,114.52,0,3,3,,,,,,,,,,,,,,,,,,,,
phpunit,1353,closed,-,-,-,0,3,3,,,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,opened,2014-07-28 19:36:22,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,title,2014-07-28 19:36:22,00:00,,1,,"b""b'  is not loaded in process isolation with $preserveGlobalState = FALSE'""",,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,body,2014-07-28 19:36:22,00:00,,1,,"b'b"" Resolves #797Duplicates #1343 + #1346 for PHPUnit 4.2 The added regression test prominently exposes the problem:  If the test\'s custom  file is not loaded", then PHPUnit itself and does not exist \\xe2\\x86\\x92 Fatal error. :collision: :wink:  Discussion in #797 debated whether this would be a backwards-incompatible change, but due to the above, and because I\'m experiencing the exact same problem in Drupal tests in case process isolation is triggered, I\'m considering this as a straight bug fix. This is a bug, because PHPUnit fails to boot itself. If you specify a file in your configuration, then phpunit is instructed to load the specified file, regardless of which process. Currently," this fundamental configuration value is ignored when a child process is spawned and is  .  Failure to include it means that e.g. your class loader won\'t exist.""'",,,,,,,,,,,
phpunit,1364,closed,1,2014-07-28 19:36:22,1.48,,1,,"b""b' BTW"," master corresponds to 4.3 :)'""",,,,,,,,,,,,,,,,,,
phpunit,1364,closed,2,2014-07-28 19:36:22,9.72,1,,,"b'b"" oh noes... forgot to change the target.  Sadly"," GitHub fails to detect the proper merge-base when opening PRs.  So if you don\'t change it before creating the PR\\xe2\\x80\\xa6 master.""'",,,,,,,,,,,,,,,,,,
phpunit,1364,closed,3,2014-07-28 19:36:22,2.12,1,,,"b""b' Yeah"," this is crazy annoying haha.'""",,,,,,,,,,,,,,,,,,
phpunit,1364,closed,closed,2014-07-28 19:54:05,17.72,2,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,reopened,2014-07-28 20:41:40,47.58,2,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,closed,2014-07-28 20:41:55,0.25,2,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,4,2014-07-28 19:36:22,52.55,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,
phpunit,1364,closed,-,-,-,2,3,1,,,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,opened,2014-07-30 13:17:04,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,title,2014-07-30 13:17:04,00:00,,1,,"b""b' Fixed performance of TestSuite::addTestFile() + missing docs'""",,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,body,2014-07-30 13:17:04,00:00,1,,,b'b\' Apologies.  My advice in #1362 was based on utterly wrong and outdated information.  It\\\'s my duty to correct that mistake.1. url 2. Even after reviewing and studying #1362 for a while," it still wasn\\\'t clear to me why all of this futzing is necessary in the first place.  Dissecting history yielded url  (_""5096""_ points to former issue in Trac", which no longer exists) and url  (same commit," but says _""Be more restrictive.""_)", and finally url  (original recreation of svn trunk in git in 2006). \\xe2\\x80\\x94 Therefore, I had to reverse-engineer the original intentions in order to document what\\\'s actually going on.  I stopped after the loop starts to prevent scope creep even though I had to dissect the full function body in order to draw final conclusions.  In essence, the code assumes PSR-1 [long before php-fig was a thing], one class per file, classname == filename, and uses reflection to reverse-map discovered class **short**\\xe2\\x81\\xa3name[s] back to filename[s].  Only upon a direct match, the test class is found.  (It doesn\\\'t account for various edge-case conditions though; specifically, the array is not reset to a single element if there\\\'s no direct match, in which case the entire  of classes will be processed.)  The only way around that funky logic would be to have direct access to the active classloader(s), which would allow to manually reverse-map a filesystem path to a classname.\'',,,,,,
phpunit,1369,closed,1,2014-07-30 13:17:04,30.3,,1,,"b""b' Huh? #1368 passed on all envs"," including PHP 5.6. Almost looks like a random failure to me?Can you trigger a re-test of the failing build?'""",,,,,,,,,,,,,,,,,,
phpunit,1369,closed,2,2014-07-30 13:17:04,6.08,,1,,"b""b' In my opinion", your benchmark does not apply to the code in question. In the reverse foreach benchmark, you call _once_, but in the code in question would be called once _per test file_," i.e. N times. Therefore I think that a reverse for is more appropriate here.'""",,,,,,,,,,,,,,,
phpunit,1369,closed,3,2014-07-30 13:17:04,62.92,,,1,"b'b"" You\'re right.  However", the problem with a loop is that it relies on a consistent  numbering, which isn\'t the case here, due to the reversed additions. Now, IMO the business logic of this function is complex enough on its own already.  Instead of making it even more complex," I\'d suggest to simply go with the KISS way of  -ing the newly found classes into the total stack in the desired ~LIFO order right from the start: url ""'",,,,,,,,,,,,,,
phpunit,1369,closed,4,2014-07-30 13:17:04,12.07,,1,,"b""b' IMO using foreach to add the entries (with consistent indices) and a reverse for to iterate is very simple"," and at the same time avoids the array copying done by and  . But I guess this is where it comes down to taste. :)'""",,,,,,,,,,,,,,,,,,
phpunit,1369,closed,5,2014-07-30 13:17:04,6.25,,,1,"b'b"" I just tried it out.  The keys of positive matches are additionally unset", so it gets more hairy: Didn\'t study further," but this also breaks some tests; not sure why.""'",,,,,,,,,,,,,,,,,
phpunit,1369,closed,6,2014-07-30 13:17:04,2.98,,,1,"b'b"" Ah right :) Did you try using an SplDoublyLinkedList? I know that we\'re probably over-optimizing here"," but I think it\'s an interesting case study.""'",,,,,,,,,,,,,,,,,,
phpunit,1369,closed,7,2014-07-30 13:17:04,11.38,,,1,"b'b"" I also think it\'s interesting :) FWIW", removing the from the $newClasses diff made tests pass.  Now I\'m a bit confused, because the processing order shouldn\'t have major effects like that. Also, somehow, some of the test failures look suspiciously _correct_ to me: Meanwhile," I\'ll also try out SplDoublyLinkedList.""'",,,,,,,,,,,,,,
phpunit,1369,closed,8,2014-07-30 13:17:04,37.98,,1,,"b""b' Slapped some var_dump()s into that code. \\xe2\\x86\\x92 Apparently"," the (preexisting) code can trigger false-positives fairly easily; even more so after collecting all $foundClasses in #1362 example:  '""",,,,,,,,,,,,,,,,,,
phpunit,1369,closed,9,2014-07-30 13:17:04,286.5,,1,,"b'b"" Alright", spent some (too much) time to debug and also profile this.  Final conclusions:1. Aforementioned false-positive matches are an actual bug in the code.  It was unlikely to be triggered before #1362, because the code only looped over immediately new classes.  It\'s fairly hard to trigger, because every found class\'s actual filename is additionally checked against the given  .  At minimum, it causes unnecessary reflections of classes that are not tests.2. I looked into SplDoublyLinkedList in LIFO iterator mode and it _almost_ worked but there appears to be an undocumented bug, which causes to\\xe2\\x80\\xa6 unset the wrong key in the linked list.  In turn, the wrong key is removed from and in turn the regression test of #1362 fails.  I debugged this intensively and literally confirmed that the wrong key gets unset.  Nevertheless, I added this option to the [bench]url 3. Lastly, given that both and were ruled out, I checked once more whether the double approach would allow us to reflect less files, but var-dumping all interactions confirmed that the single achieves exactly the same. Therefore," I think this is ready to fly now.  I\'ll squash the fixup commits if you agree.""'",,,,,,,,
phpunit,1369,closed,10,2014-07-30 13:17:04,16.67,,1,,"b'b"" Hm. Travis doesn\'t seem to get notified. They experienced GH API hook notification issues today"," but those should be resolved already.  Let\'s see whether it will still be picked up; otherwise I\'ll rebase later.""'",,,,,,,,,,,,,,,,,,
phpunit,1369,closed,11,2014-07-30 13:17:04,2.43,,1,,"b""b' @sun Sounds good. Thanks for all your hard work on this one. Your solution looks good to me. PS: Do you have a standalone gist for the bug?'""",,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,12,2014-07-30 13:17:04,14.0,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,closed,2014-07-30 22:10:13,533.15,1,9,4,,,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,reopened,2014-07-30 22:41:18,31.08,1,9,4,,,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,13,2014-07-30 13:17:04,229.15,1,,,"b'b"" Travis is back.  With failures; silly me only ran the small test suite during debugging. Apparently", tests expect the following, which is fairly confusing and comes unexpected: whereas:  1. The of these files contains a dot  2. Even without the double-extension, the file\'s basename doesn\'t match the class name _at all_. It\'s not clear to me how those test classes could have been discovered before, without ignoring any possible relationship between the  and the class name. The failures are caused by the reset of after performing the diff (as mentioned in the OP).  Without that reset, all of the validations are executed and they fail, but the original list of newly declared classes is still defined, so all of the arbitrary new classes are added to the test suite. Three options: A) I can remove that (newly added) reset, but the effective result of doing so is that the entire reverse-mapping + validation action that\'s going here is pointless and superfluous.  We could remove it altogether, same result. B) Alternatively, we can define an exception to the rule:  If loading a file results in exactly 1 newly declared class, then the test class to be added is exactly that class (without further validation).**EDIT:** This would be for BC purposes only; does not work for inherited classes (#1362), because the diff would be empty. C) No longer support that (strange) edge-case of arbitrary classnames in arbitrary filenames.  If necessary," only support double-file-extensions ( ).""'",,,,,,
phpunit,1369,closed,14,2014-07-30 13:17:04,662.83,,1,,"b'b"" Wanted to go ahead with B)", but _yuck_," the very first diff contains PHPUnit\'s own classes:  ""'",,,,,,,,,,,,,,,,,
phpunit,1369,closed,15,2014-07-30 13:17:04,33.03,,1,,"b'b"" Alright.  Since this is a follow-up fix for #1362 and should go into 4.1+"," I went with option A) and reverted the reset of to retain the current behavior as-is \\xe2\\x80\\x94 even though it doesn\'t make sense. I\'ll create a separate issue to discuss option C) for master.""'",,,,,,,,,,,,,,,,,,
phpunit,1369,closed,16,2014-07-30 13:17:04,1315.7,,1,,"b'b"" I think that the code is currently a little over-complicated for what it is supposed to do. We\'re doing regular expression checks on the same classes over and over again (well not quite", since we break on success which is likely for the first iterations in the loop but that\'s not quite obvious in the code). IMO the code could be greatly simplified by storing each test class by its file and removing it after the file has been processed. We need to instantiate instances anyway," so doing so upfront shouldn\'t make things worse:  ""'",,,,,,,,,,,,,,,,,
phpunit,1369,closed,17,2014-07-30 13:17:04,237.98,,,1,"b'b"" The approximate LIFO order prevents that newly discovered classes are checked first.  My verbose debugging confirmed that in almost all cases", only a single comparison is performed and only a single class is reflected.That\'s not exactly true, as far as I can see.  Classes that don\'t pass the simple condition are not reflected currently (if the stack contains an entry that matches, which it normally does). By reflecting all declared classes, you are quickly reflecting the _entire_ PHP code of your .  I understand the intention of the current code to prevent that, where possible. I can perfectly relate to that intention, because in my case (Drupal), just merely _loading_ all code would immediately bump memory consumption to ~140 MB.  I didn\'t try yet, but I assume that additionally _reflecting_ all code would double that number. Drupal\'s custom testing framework ran into the same problem.  Users encountered out of memory errors _before_ tests are even executed.  That\'s why I created [StaticReflection]url  a super-lightweight re-implementation of ReflectionClass to reflect class declarations without loading them, with a strong focus on performance.Ultimately, the root cause for this complexity is that we\'re trying to reverse-map an arbitrary filename to a class name.  For 5.x, IMO we should investigate whether we can find a smarter solution that attempts to leverage the information of the classloader because the moment you\'re aware of  mappings, you\'re able to forward-map and reverse-map in any way you like," sans reflection and all the rest.""'",,,,,,
phpunit,1369,closed,18,2014-07-30 13:17:04,1033.8,,,1,"b""b' Fair enough :) Thanks for the detailed explanation!'""",,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,closed,2014-08-05 22:29:22,1428.07,2,12,6,,,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,19,2014-07-30 13:17:04,870.43,,,1,"b""b' Thanks @sun and @webmozart :)'""",,,,,,,,,,,,,,,,,,,
phpunit,1369,closed,-,-,-,2,12,7,,,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,opened,2014-08-07 11:15:42,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,title,2014-08-07 11:15:42,00:00,,1,,"b""b' PHPUnit 4.1.5 / assertMatch returns Unexpected end tag : hr'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,body,2014-08-07 11:15:42,00:00,,1,,"b""b' Tests running on PHPUnit 4.1.4 went without problems [0]:(on the tests that use ) but when running the same tests against 4.1.5 that use a is returned without having changed those specific tests in months. [0] url  [1] url '""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,1,2014-08-07 11:15:42,9.0,,1,,"b""b' I think this is probably related to #1354. Ping @sun.'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,2,2014-08-07 11:15:42,7.32,,1,,"b""b' Also"," might be worth mentioning that will be deprecated soon (see: #1292).'""",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,3,2014-08-07 11:15:42,6.25,,1,,"b'b"" @mwjames Would you mind providing us with the HTML you\'re testing against so that we can build a regression test case?""'",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,4,2014-08-07 11:15:42,7.87,,1,,"b'b"" While providing the matcher isn\'t the problem: Providing the html itself is an issue as it is generated by MediaWiki\'s  "," methods. EDIT: The html the test run against would look like [this]url ""'",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,5,2014-08-07 11:15:42,10.57,,1,,"b'b"" The first failure appears to be in url  It seemingly asserts a basic form with a simple input element.  Can you explain where a HTML element is involved in that test? Are these the only tests that are failing?  If so", are you sure that the tests are correct?\\xe2\\x80\\xa6sounds as if the test fixture document would contain e.g. instead of  , and there might have been updates to either PHP core, any involved XML parsers, or possibly also in PHPUnit, which are now catching the issue and properly exposing it? In any case," I\'m not able to relate this unexpected failure to any recent changes in PHPUnit.""'",,,,,,,,,,,,,
phpunit,1380,closed,6,2014-08-07 11:15:42,6.97,,1,,"b'b"" The generator uses something like (which doesn\'t help you much since this is MediaWiki specific but the element is expected to be generated). Currently", my only concern is that 4.1.4 run went smooth but 4.1.5 doesn\'t without having changed the source nor the tests.I just locally switched from 4.1.5 to 4.1.4 where the issue does not appear (same environment," same installed base) but as soon as I go back to 4.1.5 the error appears.""'",,,,,,,,,,,,,,,,,
phpunit,1380,closed,7,2014-08-07 11:15:42,0.65,,,1,"b'b"" Yep"," I can confirm this. I\'ll see what I can find :)""'",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,8,2014-08-07 11:15:42,7.4,,1,,"b""b' Seems c1bf461 is exposing errors that were hidden before.'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,9,2014-08-07 11:15:42,5.7,,1,,"b""b' Oh", yes," indeed.  I assumed that was a Windows-only quirk.  Looks like it was also hiding away libxml parser errors on non-Windows platforms?'""",,,,,,,,,,,,,,,,,
phpunit,1380,closed,10,2014-08-07 11:15:42,2.35,,1,,"b""b' Yeah. Seems we were previously only reporting errors. Now we are reporting general  because of the new  .'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,11,2014-08-07 11:15:42,8.37,1,,,"b'b\' So I guess we unknowingly improved error reporting and this ""works as designed""\\xe2\\x80\\xa6? Perhaps just the  message in the test result could be a bit more clear?\''",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,12,2014-08-07 11:15:42,10.43,,1,,"b'b"" @sun Let\'s wait and see what kind of feedback we get from the community / @sebastianbergmann. It is an improvement"," but it does break BC because I can\'t say for sure that this was the way the code was intended to work. @mwjames The failure is caused by having a closing tag in  . There are two easy fixes:1. Tell the component that generates the HTML that you don\'t need the  .2. Tell that you are testing XML:  ""'",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,13,2014-08-07 11:15:42,1417.23,,1,,"b'b"" Using solved the issue for the first failed test but for the second failed test even after changing it returns with a new  therefore switching to to avoid more surprises from  . When removing from the assert repository"," using is a poor man\'s replacement and #1292 doesn\'t give any good alternatives.""'",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,14,2014-08-07 11:15:42,8.88,1,,,"b""b' @mwjames Sorry for the inconvenience. I think we will probably revert this change (or make it optional) for the next release.Yeah"," sorry about that. I hope to have a plugin that we can recommend shortly.'""",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,15,2014-08-07 11:15:42,1.0,,1,,"b""b' @sun what do you think about making this optional?'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,16,2014-08-07 11:15:42,1261.27,,1,,"b'b"" @mwjames I\'ve started working on an alternative here: url  It\'s still a work in progress", but it should be available by the time  ,  ," etc. are officially removed.""'",,,,,,,,,,,,,,,,
phpunit,1380,closed,17,2014-08-07 11:15:42,216.32,,,1,"b'b\' Adding an optional parameter to the load() method to fail on all errors instead of just ""DOM soup"" warnings sounds good to me.  I\\\'ve to admit I wasn\\\'t aware that the utility method is not only used by the XML configuration loader", but also by assertions.  Due to that, the new parameter should probably default to and only the configuration loader passes  .\'',,,,,,,,,,,,,,,,,
phpunit,1380,closed,18,2014-08-07 11:15:42,0.83,,,1,"b""b' @sun Sounds good. Thanks :)'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,closed,2014-08-13 15:29:20,253.63,2,15,3,,,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,reopened,2014-08-13 15:32:00,2.67,2,15,3,,,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,19,2014-08-07 11:15:42,148.32,,1,,"b""b' Reopening until we have a regression test :)'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,20,2014-08-07 11:15:42,16.05,,,1,"b'b"" Alright", I\'ll ping @sebastianbergmann to roll a new release for us. Thanks for your patience," @mwjames.""'",,,,,,,,,,,,,,,,,
phpunit,1380,closed,21,2014-08-07 11:15:42,1317.9,,1,,"b'b"" Alright"," we\'ve released 4.1.6 which should fix this regression.""'",,,,,,,,,,,,,,,,,,
phpunit,1380,closed,22,2014-08-07 11:15:42,37.23,,,1,"b""b' Thanks'""",,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,closed,2014-08-17 14:23:36,1371.6,2,17,5,,,,,,,,,,,,,,,,,,,,
phpunit,1380,closed,-,-,-,2,17,5,,,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,opened,2014-09-04 19:44:19,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,title,2014-09-04 19:44:19,00:00,,1,,"b""b' Unittests running twice in parent class'""",,,,,,,,,,,,,,,,,,,
phpunit,1426,closed,body,2014-09-04 19:44:19,00:00,,,1,"b""b' For many good reasons I put some tests into parent test class und some tests in inhereted class. I have got this structure then: // This command I use to start phpunit: phpunit configuration  I tried this one too", but with same result: phpunit configuration  testsuite foo So now I want to run all tests in a folder foo. Problem is," that tests in  will be running twice and I have no idea why. Do someone has the answer to that? Is it maybe a feature of phpunit? How can I told phpunit not to run them twice? If I run everything works fine and test function in is running only once. __ __ _Unittest responce_ __  '""",,,,,,,,,,,,,,,,,
